2012,303.00145,-76.5534,85.8744,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.0,-1.6287,30.3062,NaN,6,9.1390,NaN,0.6575,0.3700
7.0,-1.6286,30.1643,NaN,4,9.0428,NaN,0.6999,0.3848
8.0,-1.6286,30.1511,NaN,4,NaN,NaN,NaN,NaN
9.0,-1.6284,30.1784,NaN,3,8.9466,NaN,0.6787,0.4070
10.0,-1.6285,30.1550,NaN,4,9.0428,NaN,0.6575,0.4070
11.1,-1.6286,30.1334,NaN,4,NaN,NaN,NaN,NaN
12.1,-1.6285,30.1363,NaN,4,9.1390,NaN,0.7211,0.3922
13.0,-1.6286,30.1078,NaN,4,9.1390,NaN,0.6787,0.4070
14.0,-1.6287,30.1096,NaN,4,NaN,NaN,NaN,NaN
15.0,-1.6285,30.1077,NaN,4,9.2352,NaN,0.6999,0.3996
16.0,-1.6286,30.1009,NaN,4,9.0428,NaN,0.6363,0.3848
17.0,-1.6286,30.0728,NaN,4,NaN,NaN,NaN,NaN
18.1,-1.6287,30.0780,NaN,4,9.1390,NaN,0.7211,0.3922
19.0,-1.6288,30.1122,NaN,3,NaN,NaN,NaN,NaN
20.0,-1.6296,30.1082,NaN,4,8.9466,NaN,0.6999,0.4070
21.0,-1.6298,30.1235,NaN,3,9.0428,NaN,0.6999,0.4144
21.9,-1.6303,30.1193,NaN,4,NaN,NaN,NaN,NaN
22.9,-1.6310,30.1097,NaN,4,9.0428,NaN,0.6363,0.4218
24.0,-1.6317,30.1111,NaN,4,9.0428,NaN,0.7211,0.4144
25.1,-1.6322,30.1477,NaN,4,NaN,NaN,NaN,NaN
26.0,-1.6317,30.1247,NaN,3,9.0428,NaN,0.6787,0.3996
27.0,-1.6307,30.1250,NaN,4,NaN,NaN,NaN,NaN
27.9,-1.6310,30.1295,NaN,3,9.1390,NaN,0.6363,0.4218
29.0,-1.6322,30.2329,NaN,3,8.9466,NaN,0.6363,0.3922
30.0,-1.6378,30.7675,NaN,4,NaN,NaN,NaN,NaN
31.0,-1.6481,30.9552,NaN,3,8.9466,NaN,0.5939,0.3700
32.0,-1.6524,31.0286,NaN,4,NaN,NaN,NaN,NaN
33.0,-1.6582,31.1022,NaN,4,9.0428,NaN,0.5939,0.3848
33.9,-1.6668,31.1536,NaN,3,8.8504,NaN,0.5939,0.3700
34.9,-1.6720,31.1919,NaN,4,NaN,NaN,NaN,NaN
36.0,-1.6744,31.2342,NaN,4,8.7542,NaN,0.6151,0.3774
37.0,-1.6767,31.2536,NaN,3,8.2732,NaN,0.5727,0.3478
37.9,-1.6764,31.2691,NaN,4,NaN,NaN,NaN,NaN
39.1,-1.6759,31.2925,NaN,4,8.1770,NaN,0.5303,0.3848
40.0,-1.6782,31.3126,NaN,3,NaN,NaN,NaN,NaN
41.0,-1.6787,31.3346,NaN,4,8.6580,NaN,0.5939,0.3626
42.0,-1.6823,31.3677,NaN,4,8.0808,NaN,0.5090,0.3404
43.0,-1.6817,31.4007,NaN,3,NaN,NaN,NaN,NaN
44.0,-1.6819,31.4336,NaN,4,8.1770,NaN,0.5090,0.3552
45.0,-1.6747,31.4673,NaN,3,NaN,NaN,NaN,NaN
46.0,-1.6758,31.5038,NaN,4,7.9846,NaN,0.4666,0.3256
47.0,-1.6651,31.5448,NaN,3,NaN,NaN,NaN,NaN
48.0,-1.6734,31.5770,NaN,4,7.7922,NaN,0.4878,0.3478
49.0,-1.6763,31.6082,NaN,3,8.0808,NaN,0.5303,0.3404
50.0,-1.6425,31.6469,NaN,4,NaN,NaN,NaN,NaN
51.0,-1.6806,31.6886,NaN,3,7.2150,NaN,0.4242,0.3330
52.0,-1.6859,31.7258,NaN,4,8.0808,NaN,0.5515,0.3774
53.0,-1.6881,31.7539,NaN,3,NaN,NaN,NaN,NaN
54.0,-1.6913,31.7820,NaN,4,8.0808,NaN,0.5303,0.3700
55.0,-1.6772,31.8120,NaN,3,NaN,NaN,NaN,NaN
56.0,-1.6722,31.8563,NaN,4,7.4074,NaN,0.4242,0.3404
57.0,-1.6510,31.8941,NaN,3,NaN,NaN,NaN,NaN
58.0,-1.6301,31.9295,NaN,4,7.4074,NaN,0.5090,0.3330
59.0,-1.6259,31.9603,NaN,3,6.5416,NaN,0.4454,0.3330
60.0,-1.5912,31.9965,NaN,4,NaN,NaN,NaN,NaN
61.1,-1.5593,32.0590,NaN,4,5.9644,NaN,0.3818,0.3256
62.1,-1.5636,32.0958,NaN,3,NaN,NaN,NaN,NaN
63.1,-1.5494,32.1280,NaN,4,5.7720,NaN,0.3394,0.3330
64.1,-1.5434,32.1576,NaN,3,5.4834,NaN,0.3181,0.3330
65.1,-1.5491,32.1897,NaN,4,NaN,NaN,NaN,NaN
66.1,-1.5936,32.2237,NaN,3,5.2910,NaN,0.3181,0.3256
66.9,-1.5423,32.2476,NaN,3,NaN,NaN,NaN,NaN
67.9,-1.5286,32.2633,NaN,4,5.0986,NaN,0.2969,0.3330
68.9,-1.5344,32.2800,NaN,3,4.9062,NaN,0.3394,0.3182
69.9,-1.5347,32.3013,NaN,4,NaN,NaN,NaN,NaN
70.9,-1.5449,32.3251,NaN,3,4.7138,NaN,0.3181,0.3404
71.9,-1.5713,32.3550,NaN,4,NaN,NaN,NaN,NaN
73.0,-1.5773,32.3828,NaN,3,5.4834,NaN,0.2969,0.3404
74.0,-1.5912,32.4069,NaN,4,NaN,NaN,NaN,NaN
75.1,-1.5939,32.4318,NaN,3,5.3872,NaN,0.3181,0.3404
76.0,-1.5996,32.4526,NaN,3,NaN,NaN,NaN,NaN
77.0,-1.5970,32.4797,NaN,4,5.1948,NaN,0.2969,0.3330
78.1,-1.5871,32.5114,NaN,3,5.2910,NaN,0.3394,0.3330
79.0,-1.5834,32.5345,NaN,3,NaN,NaN,NaN,NaN
80.0,-1.5840,32.5700,NaN,4,5.1948,NaN,0.3181,0.3330
81.0,-1.5922,32.5979,NaN,3,NaN,NaN,NaN,NaN
81.9,-1.5996,32.6225,NaN,3,5.1948,NaN,0.2757,0.3404
83.0,-1.5898,32.6562,NaN,4,NaN,NaN,NaN,NaN
84.0,-1.6175,32.6831,NaN,3,5.3872,NaN,0.3181,0.3330
85.0,-1.6652,32.7115,NaN,4,5.7720,NaN,0.3606,0.3330
86.1,-1.6532,32.7455,NaN,3,NaN,NaN,NaN,NaN
87.0,-1.6145,32.7776,NaN,3,5.5796,NaN,0.3606,0.3256
88.0,-1.5731,32.8143,NaN,4,NaN,NaN,NaN,NaN
89.0,-1.5514,32.8386,NaN,3,5.0986,NaN,0.3818,0.3330
90.0,-1.5591,32.8665,NaN,4,NaN,NaN,NaN,NaN
91.1,-1.5826,32.8905,NaN,3,4.9062,NaN,0.2969,0.3478
92.1,-1.5748,32.9218,NaN,4,5.1948,NaN,0.2969,0.3478
93.1,-1.5559,32.9468,NaN,3,NaN,NaN,NaN,NaN
