2012,304.50146,-76.2775,85.8733,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.0,-1.6312,NaN,NaN,11,NaN,NaN,NaN,NaN
7.0,-1.6312,NaN,NaN,4,9.0428,NaN,0.6575,0.4070
8.1,-1.6312,NaN,NaN,4,9.2352,NaN,0.6575,0.4144
9.0,-1.6312,NaN,NaN,4,NaN,NaN,NaN,NaN
10.0,-1.6311,NaN,NaN,5,9.0428,NaN,0.6575,0.3922
11.0,-1.6312,NaN,NaN,4,9.0428,NaN,0.6575,0.4218
12.0,-1.6312,NaN,NaN,5,9.1390,NaN,0.6363,0.4070
13.1,-1.6313,NaN,NaN,4,NaN,NaN,NaN,NaN
14.0,-1.6312,NaN,NaN,3,9.0428,NaN,0.6575,0.3996
15.0,-1.6312,NaN,NaN,5,9.2352,NaN,0.6575,0.3922
16.1,-1.6313,NaN,NaN,4,NaN,NaN,NaN,NaN
17.0,-1.6310,NaN,NaN,5,9.1390,NaN,0.6575,0.3922
18.1,-1.6309,NaN,NaN,4,9.1390,NaN,0.6999,0.3922
19.1,-1.6307,NaN,NaN,4,NaN,NaN,NaN,NaN
20.1,-1.6304,NaN,NaN,4,9.0428,NaN,0.6363,0.3848
21.1,-1.6311,NaN,NaN,4,9.0428,NaN,0.6787,0.4218
22.0,-1.6313,NaN,NaN,4,9.1390,NaN,0.6575,0.3774
22.9,-1.6314,NaN,NaN,4,NaN,NaN,NaN,NaN
23.9,-1.6314,NaN,NaN,4,9.2352,NaN,0.6575,0.3996
24.9,-1.6330,NaN,NaN,4,9.0428,NaN,0.6787,0.3922
25.9,-1.6348,NaN,NaN,4,NaN,NaN,NaN,NaN
26.9,-1.6354,NaN,NaN,4,9.0428,NaN,0.6999,0.3996
28.0,-1.6358,NaN,NaN,4,8.9466,NaN,0.6151,0.3922
28.9,-1.6362,NaN,NaN,3,NaN,NaN,NaN,NaN
29.9,-1.6379,NaN,NaN,4,8.8504,NaN,0.6363,0.4366
31.0,-1.6403,NaN,NaN,3,NaN,NaN,NaN,NaN
31.9,-1.6446,NaN,NaN,4,8.9466,NaN,0.5939,0.4144
33.0,-1.6579,NaN,NaN,4,9.0428,NaN,0.6363,0.3626
34.0,-1.6657,NaN,NaN,4,NaN,NaN,NaN,NaN
35.1,-1.6688,NaN,NaN,4,8.6580,NaN,0.5727,0.3700
36.1,-1.6712,NaN,NaN,3,NaN,NaN,NaN,NaN
36.9,-1.6750,NaN,NaN,3,8.7542,NaN,0.5939,0.3552
37.9,-1.6810,NaN,NaN,4,8.5618,NaN,0.5939,0.3478
39.1,-1.6822,NaN,NaN,4,NaN,NaN,NaN,NaN
40.0,-1.6822,NaN,NaN,3,8.4656,NaN,0.5515,0.3552
40.9,-1.6831,NaN,NaN,4,NaN,NaN,NaN,NaN
42.1,-1.6799,NaN,NaN,4,8.5618,NaN,0.5303,0.3552
43.1,-1.6828,NaN,NaN,3,8.0808,NaN,0.4878,0.3330
44.1,-1.6869,NaN,NaN,4,NaN,NaN,NaN,NaN
45.0,-1.6892,NaN,NaN,3,8.2732,NaN,0.5303,0.3626
46.0,-1.6830,NaN,NaN,4,NaN,NaN,NaN,NaN
47.0,-1.6797,NaN,NaN,3,8.1770,NaN,0.5303,0.3478
48.0,-1.6776,NaN,NaN,4,7.9846,NaN,0.4878,0.3626
49.0,-1.6802,NaN,NaN,3,NaN,NaN,NaN,NaN
50.1,-1.6819,NaN,NaN,4,8.1770,NaN,0.5515,0.3552
51.1,-1.6840,NaN,NaN,3,NaN,NaN,NaN,NaN
52.1,-1.6801,NaN,NaN,4,7.8884,NaN,0.4878,0.3404
53.0,-1.6723,NaN,NaN,3,NaN,NaN,NaN,NaN
54.0,-1.6747,NaN,NaN,4,7.9846,NaN,0.5090,0.3626
55.0,-1.6822,NaN,NaN,3,7.5998,NaN,0.4454,0.3256
55.9,-1.6557,NaN,NaN,3,NaN,NaN,NaN,NaN
57.0,-1.6881,NaN,NaN,4,7.2150,NaN,0.4454,0.3330
