2011,270.33477,168.4852,84.1902,195
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.8,-1.5437,28.3091,368.4649,11,NaN,NaN,NaN,NaN
8.0,-1.5438,28.3106,368.0868,3,NaN,NaN,NaN,NaN
8.9,-1.5439,28.3139,367.9098,3,NaN,NaN,NaN,NaN
9.9,-1.5440,28.3170,367.7326,3,NaN,NaN,NaN,NaN
10.9,-1.5440,28.3224,367.7496,3,NaN,NaN,NaN,NaN
12.0,-1.5443,28.3317,368.3965,3,NaN,NaN,NaN,NaN
13.1,-1.5444,28.3341,368.0311,3,NaN,NaN,NaN,NaN
14.1,-1.5446,28.3355,367.5346,3,NaN,NaN,NaN,NaN
15.0,-1.5452,28.3380,367.8019,2,9.1390,NaN,1.2726,0.5032
15.9,-1.5453,28.3394,368.4413,3,NaN,NaN,NaN,NaN
17.0,-1.5451,28.3444,367.5922,3,9.4276,NaN,1.2090,0.5550
18.0,-1.5452,28.3463,367.2551,3,NaN,NaN,NaN,NaN
19.1,-1.5451,28.3473,367.3854,3,9.3314,NaN,1.1241,0.5032
20.1,-1.5458,28.3860,367.0892,3,NaN,NaN,NaN,NaN
21.0,-1.5506,28.7587,366.1706,2,9.1390,NaN,1.1241,0.4736
21.9,-1.5550,29.5376,364.2648,3,NaN,NaN,NaN,NaN
23.0,-1.5717,29.9950,362.7937,3,10.7744,NaN,0.6575,0.4144
24.0,-1.5947,30.1923,361.2112,3,NaN,NaN,NaN,NaN
25.1,-1.6145,30.4120,360.3223,3,NaN,NaN,NaN,NaN
26.1,-1.6302,30.5908,359.6659,3,10.2934,NaN,0.5727,0.3922
27.0,-1.6421,30.7029,358.7491,2,NaN,NaN,NaN,NaN
27.9,-1.6482,30.7928,356.9053,3,9.6200,NaN,0.5939,0.3552
29.0,-1.6499,30.9531,355.0964,3,NaN,NaN,NaN,NaN
30.0,-1.6570,31.0891,353.9779,3,9.3314,NaN,0.5303,0.3478
31.1,-1.6611,31.1965,353.0150,3,NaN,NaN,NaN,NaN
32.1,-1.6631,31.2951,352.0247,3,8.7542,NaN,0.4666,0.3774
33.0,-1.6652,31.3534,350.5333,2,NaN,NaN,NaN,NaN
33.9,-1.6700,31.4548,348.5649,3,8.4656,NaN,0.4878,0.3626
34.9,-1.6750,31.5766,346.8832,3,NaN,NaN,NaN,NaN
36.0,-1.6761,31.6825,346.1028,3,8.1770,NaN,0.4030,0.3478
37.0,-1.6642,31.7909,344.5550,3,NaN,NaN,NaN,NaN
38.1,-1.6741,31.9114,343.0438,3,7.5036,NaN,0.4030,0.3552
39.1,-1.6678,32.0941,341.4438,3,NaN,NaN,NaN,NaN
40.0,-1.6665,32.1884,339.4587,2,6.9264,NaN,0.3818,0.3330
40.9,-1.6660,32.2916,337.0469,3,NaN,NaN,NaN,NaN
41.9,-1.6665,32.4207,334.8343,3,6.4454,NaN,0.2545,0.3552
42.9,-1.6601,32.5191,332.9036,3,NaN,NaN,NaN,NaN
44.0,-1.6563,32.6002,330.4886,3,6.2530,NaN,0.3606,0.3404
45.0,-1.6558,32.6639,328.2208,3,NaN,NaN,NaN,NaN
46.0,-1.6554,32.7227,326.4774,3,NaN,NaN,NaN,NaN
47.1,-1.6516,32.7845,325.5373,3,5.8682,NaN,0.2333,0.3552
48.1,-1.6475,32.8320,324.6480,3,NaN,NaN,NaN,NaN
49.0,-1.6438,32.8738,323.9785,2,5.6758,NaN,0.2969,0.3404
49.9,-1.6401,32.9029,323.1566,3,NaN,NaN,NaN,NaN
50.9,-1.6417,32.9468,322.4433,3,5.4834,NaN,0.2757,0.3848
51.9,-1.6368,32.9756,321.7347,3,NaN,NaN,NaN,NaN
53.0,-1.6257,33.0162,321.1314,3,5.3872,NaN,0.2121,0.3478
54.0,-1.6133,33.0660,320.0954,3,NaN,NaN,NaN,NaN
55.1,-1.5832,33.1688,319.4489,3,5.1948,NaN,0.2333,0.3478
56.1,-1.5709,33.2417,318.5381,3,NaN,NaN,NaN,NaN
57.1,-1.5515,33.3171,316.9404,3,4.9062,NaN,0.2121,0.3404
58.0,-1.5441,33.3582,316.3629,2,NaN,NaN,NaN,NaN
58.9,-1.5388,33.3972,315.9184,3,4.6176,NaN,0.2121,0.3626
59.9,-1.5239,33.4493,315.0498,3,NaN,NaN,NaN,NaN
60.9,-1.5093,33.4992,313.9247,3,4.4252,NaN,0.1909,0.3404
62.0,-1.4949,33.5513,313.2907,3,NaN,NaN,NaN,NaN
63.0,-1.4844,33.5858,312.8176,3,4.2328,NaN,0.1697,0.3404
64.0,-1.4753,33.6149,311.8900,3,NaN,NaN,NaN,NaN
65.1,-1.4600,33.6519,311.2436,3,4.2328,NaN,0.1485,0.3404
66.1,-1.4506,33.6775,310.8931,3,NaN,NaN,NaN,NaN
67.1,-1.4366,33.7076,309.9713,3,3.9442,NaN,0.1909,0.3478
68.0,-1.4214,33.7394,309.9873,2,NaN,NaN,NaN,NaN
68.9,-1.4085,33.7655,309.9986,3,3.9442,NaN,0.2121,0.3774
69.9,-1.3893,33.8041,309.1433,3,NaN,NaN,NaN,NaN
70.9,-1.3772,33.8322,308.3675,3,3.8480,NaN,0.1485,0.3330
72.0,-1.3638,33.8560,307.7624,3,NaN,NaN,NaN,NaN
73.0,-1.3457,33.8797,307.3565,3,3.5594,NaN,0.1485,0.3774
74.0,-1.3356,33.8957,307.1437,3,NaN,NaN,NaN,NaN
75.1,-1.3159,33.9174,307.0362,3,3.3670,NaN,0.1061,0.3256
76.1,-1.3091,33.9306,306.2510,3,NaN,NaN,NaN,NaN
77.1,-1.3025,33.9478,305.6053,3,3.4632,NaN,0.1697,0.3478
78.0,-1.3085,33.9593,305.4642,2,NaN,NaN,NaN,NaN
78.9,-1.3048,33.9753,305.1782,3,3.3670,NaN,0.1697,0.3404
79.9,-1.2951,33.9918,305.0530,3,NaN,NaN,NaN,NaN
80.9,-1.2849,34.0046,304.7434,3,3.1746,NaN,0.1273,0.3330
81.9,-1.2768,34.0178,304.6763,3,NaN,NaN,NaN,NaN
83.0,-1.2767,34.0315,304.7460,3,3.1746,NaN,0.1061,0.3478
84.0,-1.2782,34.0443,304.7030,3,NaN,NaN,NaN,NaN
85.0,-1.2723,34.0575,304.2717,3,NaN,NaN,NaN,NaN
86.0,-1.2672,34.0706,304.3350,3,2.8860,NaN,0.1061,0.3552
87.0,-1.2551,34.0848,304.2124,3,NaN,NaN,NaN,NaN
88.1,-1.2542,34.0971,303.8473,3,2.9822,NaN,0.1273,0.3108
89.1,-1.2506,34.1067,303.7144,3,NaN,NaN,NaN,NaN
90.1,-1.2474,34.1142,303.6091,3,2.8860,NaN,0.0636,0.3330
91.1,-1.2626,34.1229,303.3513,3,NaN,NaN,NaN,NaN
92.2,-1.2660,34.1311,303.3709,3,2.7898,NaN,0.1485,0.3330
93.0,-1.2422,34.1392,303.6119,2,NaN,NaN,NaN,NaN
93.9,-1.2536,34.1474,303.7134,3,2.8860,NaN,0.1273,0.3182
94.9,-1.2429,34.1539,303.3550,3,NaN,NaN,NaN,NaN
95.9,-1.2225,34.1630,303.3128,3,2.7898,NaN,0.1061,0.3256
96.9,-1.2151,34.1719,302.6864,3,NaN,NaN,NaN,NaN
97.9,-1.2227,34.1820,302.6835,3,2.6936,NaN,0.0848,0.3552
98.9,-1.2254,34.1892,302.4682,3,NaN,NaN,NaN,NaN
100.0,-1.2152,34.1962,302.0632,3,2.6936,NaN,0.0636,0.3256
101.0,-1.2037,34.2044,302.3380,3,NaN,NaN,NaN,NaN
102.0,-1.1903,34.2138,301.9937,3,2.7898,NaN,0.0848,0.3330
103.0,-1.1840,34.2229,301.2575,3,NaN,NaN,NaN,NaN
104.0,-1.1823,34.2305,301.2068,3,2.7898,NaN,0.0848,0.3108
105.0,-1.1714,34.2402,300.8944,3,NaN,NaN,NaN,NaN
106.0,-1.1635,34.2484,300.6736,3,2.5012,NaN,0.1061,0.3256
107.1,-1.1431,34.2582,300.8983,3,NaN,NaN,NaN,NaN
108.1,-1.1291,34.2661,300.5914,3,2.5974,NaN,0.1061,0.3626
109.1,-1.1273,34.2739,300.3889,3,NaN,NaN,NaN,NaN
110.1,-1.1236,34.2810,300.6754,3,2.6936,NaN,0.0636,0.3256
111.1,-1.1125,34.2882,300.2026,3,NaN,NaN,NaN,NaN
112.1,-1.1010,34.2945,300.4642,3,2.3088,NaN,0.0636,0.3330
113.1,-1.0957,34.3003,300.3512,3,NaN,NaN,NaN,NaN
114.2,-1.0816,34.3069,300.0090,3,2.3088,NaN,0.0848,0.3256
