2012,89.00145,-139.7842,84.1078,199
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.7,-1.6411,29.9578,374.4839,13,NaN,NaN,NaN,NaN
6.9,-1.6410,29.9577,374.3240,4,2.4050,NaN,0.1909,0.3256
8.0,-1.6411,29.9578,373.8791,5,2.2126,NaN,0.1909,0.3182
9.0,-1.6411,29.9578,373.2598,6,2.2126,NaN,0.2121,0.3108
10.0,-1.6410,29.9576,373.0411,6,2.3088,NaN,0.2333,0.3330
11.0,-1.6410,29.9577,372.1743,5,2.3088,NaN,0.1909,0.3182
12.0,-1.6410,29.9575,371.8608,5,2.3088,NaN,0.1909,0.3330
13.0,-1.6410,29.9576,371.2980,4,NaN,NaN,NaN,NaN
14.0,-1.6411,29.9591,370.6784,5,2.3088,NaN,0.2121,0.3404
15.0,-1.6413,29.9621,370.0951,4,2.2126,NaN,0.2121,0.3256
16.0,-1.6416,29.9689,369.5675,5,NaN,NaN,NaN,NaN
17.0,-1.6416,29.9692,368.8370,4,2.1164,NaN,0.2121,0.3256
18.0,-1.6417,29.9713,368.3532,4,2.4050,NaN,0.2121,0.3330
19.0,-1.6420,29.9808,367.6483,4,2.4050,NaN,0.1485,0.3404
20.1,-1.6422,29.9836,367.2819,4,NaN,NaN,NaN,NaN
21.1,-1.6423,29.9885,366.4902,4,2.4050,NaN,0.1697,0.3330
22.1,-1.6430,30.0011,365.9472,4,NaN,NaN,NaN,NaN
23.1,-1.6432,30.0097,364.9203,4,2.4050,NaN,0.2121,0.3256
24.1,-1.6439,30.0243,364.4802,4,2.4050,NaN,0.2121,0.2960
25.1,-1.6441,30.0301,363.7236,4,NaN,NaN,NaN,NaN
26.1,-1.6451,30.0506,362.8401,4,2.2126,NaN,0.1909,0.3256
27.0,-1.6461,30.0728,361.8752,3,2.5974,NaN,0.1909,0.3182
28.0,-1.6466,30.0806,361.1738,4,NaN,NaN,NaN,NaN
29.0,-1.6466,30.0813,360.4331,3,2.3088,NaN,0.1697,0.3330
30.0,-1.6471,30.0829,359.6222,4,NaN,NaN,NaN,NaN
31.0,-1.6474,30.0899,358.3398,3,2.3088,NaN,0.1485,0.3256
32.0,-1.6479,30.1022,357.6047,4,2.4050,NaN,0.1909,0.3478
33.0,-1.6493,30.1259,356.4875,3,NaN,NaN,NaN,NaN
33.9,-1.6502,30.1462,355.1666,4,2.5012,NaN,0.1697,0.3330
35.0,-1.6507,30.1578,354.0968,4,NaN,NaN,NaN,NaN
36.1,-1.6511,30.1617,353.0333,3,2.5974,NaN,0.1909,0.3404
37.1,-1.6520,30.1775,351.2395,4,2.5974,NaN,0.2333,0.3256
38.1,-1.6522,30.1862,350.2757,3,NaN,NaN,NaN,NaN
39.0,-1.6527,30.1920,348.5693,4,2.5012,NaN,0.2121,0.3256
40.0,-1.6531,30.1968,347.1381,3,NaN,NaN,NaN,NaN
41.0,-1.6533,30.2018,345.5767,4,2.4050,NaN,0.1909,0.3330
41.9,-1.6534,30.2052,343.6057,3,NaN,NaN,NaN,NaN
43.0,-1.6536,30.2088,341.7592,4,2.7898,NaN,0.1697,0.3404
44.0,-1.6529,30.2173,339.7716,3,2.7898,NaN,0.1909,0.3330
44.9,-1.6496,30.2305,337.7019,4,NaN,NaN,NaN,NaN
46.0,-1.6475,30.2454,334.9893,4,2.7898,NaN,0.1273,0.3256
47.1,-1.6419,30.2788,331.8785,4,2.7898,NaN,0.1697,0.3330
48.0,-1.6249,30.3636,329.6210,3,NaN,NaN,NaN,NaN
49.0,-1.5670,30.6323,326.9572,4,2.8860,NaN,0.2121,0.3330
50.1,-1.5219,30.8477,324.0392,4,NaN,NaN,NaN,NaN
51.0,-1.4728,30.9465,321.7351,3,3.1746,NaN,0.2333,0.3626
52.0,-1.4786,31.0238,319.9564,4,3.5594,NaN,0.2121,0.3404
53.0,-1.5032,31.1067,317.3781,4,NaN,NaN,NaN,NaN
54.0,-1.5007,31.1986,315.1016,4,3.6556,NaN,0.2121,0.3330
55.0,-1.4914,31.3192,312.8234,3,NaN,NaN,NaN,NaN
55.9,-1.4844,31.3960,310.9712,4,4.0404,NaN,0.2545,0.3404
56.9,-1.4788,31.4728,308.6361,4,4.1366,NaN,0.2757,0.3330
58.0,-1.4691,31.5633,306.3957,4,NaN,NaN,NaN,NaN
58.9,-1.4667,31.6507,304.1478,4,4.0404,NaN,0.2333,0.3404
60.0,-1.4658,31.7478,301.7250,5,3.9442,NaN,0.2333,0.3330
61.0,-1.4683,31.8274,299.6517,4,3.9442,NaN,0.2121,0.3330
62.0,-1.4673,31.8768,297.8501,5,NaN,NaN,NaN,NaN
63.0,-1.4676,31.9269,295.9110,4,3.6556,NaN,0.1485,0.3330
64.0,-1.4791,31.9866,294.2084,4,3.5594,NaN,0.1909,0.3330
65.0,-1.4790,32.0334,292.4124,4,NaN,NaN,NaN,NaN
66.0,-1.4767,32.0669,290.6780,4,3.8480,NaN,0.2333,0.3256
67.0,-1.4755,32.1032,289.4635,4,3.7518,NaN,0.2333,0.3256
68.0,-1.4559,32.1415,287.8467,5,NaN,NaN,NaN,NaN
69.0,-1.4298,32.1784,286.5234,4,3.9442,NaN,0.2333,0.3182
70.0,-1.4231,32.2076,285.5566,4,3.5594,NaN,0.1485,0.3182
71.0,-1.4156,32.2401,284.5791,5,3.7518,NaN,0.1909,0.3330
72.1,-1.4108,32.2760,283.6931,4,NaN,NaN,NaN,NaN
73.0,-1.4057,32.3064,282.8836,4,3.5594,NaN,0.1909,0.3182
73.9,-1.4043,32.3342,282.4074,4,3.7518,NaN,0.1697,0.3256
75.0,-1.4040,32.3567,281.6490,5,3.8480,NaN,0.2121,0.3330
76.0,-1.4101,32.3751,280.9057,4,NaN,NaN,NaN,NaN
77.0,-1.4268,32.3858,280.1690,5,3.5594,NaN,0.1485,0.3256
78.1,-1.4174,32.4003,279.5098,5,3.8480,NaN,0.1909,0.3256
79.0,-1.4145,32.4158,278.8948,4,3.5594,NaN,0.1697,0.3478
80.0,-1.4047,32.4384,278.0670,5,NaN,NaN,NaN,NaN
81.1,-1.4188,32.4625,277.5317,4,3.5594,NaN,0.2121,0.3330
82.0,-1.4499,32.4732,277.0454,3,3.9442,NaN,0.1909,0.3552
82.9,-1.4113,32.4961,276.5278,4,NaN,NaN,NaN,NaN
83.9,-1.4243,32.5134,276.1555,4,3.8480,NaN,0.1909,0.3404
85.0,-1.3982,32.5424,275.6933,5,3.7518,NaN,0.1909,0.3552
86.1,-1.4392,32.5648,275.1071,4,NaN,NaN,NaN,NaN
