2011,255.83477,163.2034,84.5596,757
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
7.3,-1.5642,28.6973,378.1709,9,NaN,NaN,NaN,NaN
7.9,-1.5642,28.6975,377.4663,5,NaN,NaN,NaN,NaN
9.0,-1.5643,28.6973,378.8248,4,NaN,NaN,NaN,NaN
10.1,-1.5644,28.6973,378.5192,3,NaN,NaN,NaN,NaN
11.1,-1.5642,28.6972,378.4057,3,NaN,NaN,NaN,NaN
12.1,-1.5642,28.6971,379.9214,3,NaN,NaN,NaN,NaN
13.1,-1.5643,28.6974,378.7886,3,NaN,NaN,NaN,NaN
14.0,-1.5646,28.6982,377.8301,2,NaN,NaN,NaN,NaN
14.9,-1.5651,28.7010,378.8606,3,8.3694,NaN,1.1666,0.5180
16.0,-1.5659,28.7046,379.6168,3,NaN,NaN,NaN,NaN
17.1,-1.5662,28.7076,378.4383,3,8.4656,NaN,1.0817,0.5180
18.1,-1.5662,28.7131,377.7392,3,NaN,NaN,NaN,NaN
19.0,-1.5654,28.7210,378.2408,2,8.5618,NaN,1.1878,0.5624
19.9,-1.5635,28.7464,378.1733,3,NaN,NaN,NaN,NaN
21.0,-1.5556,28.9101,377.7396,3,8.6580,NaN,1.0605,0.4958
22.0,-1.5392,29.6757,375.1590,3,NaN,NaN,NaN,NaN
23.1,-1.5504,30.1339,373.7449,3,NaN,NaN,NaN,NaN
24.1,-1.5732,30.3584,373.3755,3,9.7162,NaN,0.6151,0.3922
25.0,-1.5833,30.4655,373.3683,2,NaN,NaN,NaN,NaN
25.9,-1.5884,30.5713,373.0839,3,9.4276,NaN,0.6151,0.3552
26.9,-1.5963,30.6940,372.9657,3,NaN,NaN,NaN,NaN
27.9,-1.6176,30.8076,371.8839,3,9.1390,NaN,0.5727,0.3626
29.0,-1.6518,30.9335,370.8397,3,NaN,NaN,NaN,NaN
30.0,-1.6586,31.0274,369.9256,3,8.9466,NaN,0.5090,0.3700
31.1,-1.6604,31.0925,367.7484,3,NaN,NaN,NaN,NaN
32.1,-1.6627,31.1816,367.0108,3,8.5618,NaN,0.4666,0.3922
33.0,-1.6627,31.2451,366.4975,2,NaN,NaN,NaN,NaN
33.9,-1.6603,31.3510,363.7158,3,8.0808,NaN,0.4242,0.3552
34.9,-1.6610,31.4597,359.5148,3,NaN,NaN,NaN,NaN
36.0,-1.6628,31.5257,357.7882,3,NaN,NaN,NaN,NaN
37.0,-1.6632,31.5884,357.5412,3,7.6960,NaN,0.4030,0.3626
38.1,-1.6625,31.6536,354.6245,3,NaN,NaN,NaN,NaN
39.1,-1.6656,31.7602,351.9172,3,7.5998,NaN,0.4242,0.3404
40.0,-1.6659,31.8211,350.9963,2,NaN,NaN,NaN,NaN
40.9,-1.6666,31.9401,350.6312,3,7.4074,NaN,0.3606,0.3404
41.9,-1.6710,32.0674,348.5683,3,NaN,NaN,NaN,NaN
43.0,-1.6770,32.1648,346.8443,3,7.0226,NaN,0.3606,0.3330
44.0,-1.6752,32.2351,346.1419,3,NaN,NaN,NaN,NaN
45.0,-1.6740,32.3474,344.5917,3,6.6378,NaN,0.3394,0.3108
46.1,-1.6710,32.4444,343.0942,3,NaN,NaN,NaN,NaN
47.1,-1.6677,32.5272,342.4540,3,6.3492,NaN,0.2969,0.3256
48.2,-1.6604,32.6706,341.5436,3,NaN,NaN,NaN,NaN
49.0,-1.6496,32.7890,339.8426,2,5.6758,NaN,0.3181,0.3626
49.9,-1.6442,32.8626,339.0961,3,NaN,NaN,NaN,NaN
50.9,-1.6272,32.9516,338.6052,3,5.1948,NaN,0.2757,0.3256
52.0,-1.6365,33.0377,336.7131,3,NaN,NaN,NaN,NaN
53.0,-1.6421,33.0875,336.3415,3,4.9062,NaN,0.2121,0.3182
54.0,-1.6151,33.1437,334.6721,3,NaN,NaN,NaN,NaN
55.1,-1.5975,33.2207,333.9405,3,4.6176,NaN,0.2333,0.3108
56.1,-1.5910,33.2797,333.3386,3,NaN,NaN,NaN,NaN
57.0,-1.5832,33.3549,332.2842,2,4.4252,NaN,0.1697,0.3182
57.9,-1.5815,33.3930,331.6118,3,NaN,NaN,NaN,NaN
58.9,-1.5603,33.4608,330.2330,3,4.0404,NaN,0.1697,0.3108
59.9,-1.5431,33.5193,329.7467,3,NaN,NaN,NaN,NaN
61.0,-1.5392,33.5538,329.0940,3,NaN,NaN,NaN,NaN
62.0,-1.5187,33.5879,327.9043,3,3.8480,NaN,0.1485,0.3182
63.0,-1.4920,33.6427,326.9828,3,NaN,NaN,NaN,NaN
64.1,-1.4809,33.6759,326.3502,3,3.7518,NaN,0.1273,0.3182
65.1,-1.4697,33.6994,326.0012,3,NaN,NaN,NaN,NaN
66.1,-1.4538,33.7274,324.7013,3,3.6556,NaN,0.1485,0.3034
67.0,-1.4472,33.7444,323.8790,2,NaN,NaN,NaN,NaN
67.9,-1.4446,33.7527,322.7304,3,3.2708,NaN,0.1697,0.3108
68.9,-1.4324,33.7824,321.9420,3,NaN,NaN,NaN,NaN
69.9,-1.4231,33.8031,322.5731,3,3.3670,NaN,0.0636,0.3256
71.0,-1.4175,33.8278,321.4972,3,NaN,NaN,NaN,NaN
72.0,-1.4121,33.8514,320.5206,3,3.2708,NaN,0.1061,0.3034
73.0,-1.3999,33.8853,319.7996,3,NaN,NaN,NaN,NaN
74.1,-1.4128,33.9166,319.3005,3,3.0784,NaN,0.1061,0.3256
75.1,-1.4159,33.9438,318.8178,3,NaN,NaN,NaN,NaN
76.1,-1.4160,33.9626,318.4840,3,3.1746,NaN,0.1061,0.3256
77.1,-1.4180,33.9892,317.7701,3,NaN,NaN,NaN,NaN
78.0,-1.4130,34.0010,317.6347,2,2.8860,NaN,0.1061,0.3182
78.9,-1.4047,34.0175,317.6970,3,NaN,NaN,NaN,NaN
79.9,-1.4010,34.0295,317.2482,3,2.8860,NaN,0.0848,0.2960
80.9,-1.3849,34.0465,316.6260,3,NaN,NaN,NaN,NaN
81.9,-1.3773,34.0588,316.2786,3,2.8860,NaN,0.0848,0.3108
83.0,-1.3750,34.0746,315.9720,3,NaN,NaN,NaN,NaN
84.0,-1.3703,34.0856,316.3827,3,2.6936,NaN,0.1273,0.3256
85.0,-1.3689,34.0987,315.1727,3,NaN,NaN,NaN,NaN
86.0,-1.3651,34.1110,314.4913,3,2.5974,NaN,0.0636,0.2960
87.1,-1.3671,34.1207,314.2143,3,NaN,NaN,NaN,NaN
88.1,-1.3643,34.1280,314.6295,3,2.5012,NaN,0.0848,0.3034
89.1,-1.3457,34.1350,314.0761,3,NaN,NaN,NaN,NaN
90.2,-1.3160,34.1479,313.5433,3,2.5012,NaN,0.1061,0.3108
91.0,-1.3238,34.1524,313.3723,2,NaN,NaN,NaN,NaN
91.9,-1.3248,34.1597,313.6196,3,2.4050,NaN,0.0424,0.3182
92.9,-1.3209,34.1672,313.1549,3,NaN,NaN,NaN,NaN
93.9,-1.3126,34.1753,312.0363,3,2.4050,NaN,0.0636,0.3108
94.9,-1.3032,34.1818,312.7011,3,NaN,NaN,NaN,NaN
96.0,-1.2944,34.1874,312.5244,3,NaN,NaN,NaN,NaN
97.0,-1.2812,34.1964,311.9429,3,2.4050,NaN,0.1909,1.3024
98.0,-1.2717,34.2042,311.4770,3,NaN,NaN,NaN,NaN
99.0,-1.2558,34.2138,311.6395,3,2.1164,NaN,0.0636,0.3034
100.1,-1.2430,34.2212,311.5169,3,NaN,NaN,NaN,NaN
101.1,-1.2247,34.2300,310.8871,3,2.2126,NaN,0.0636,0.3182
102.1,-1.1999,34.2409,310.0749,3,NaN,NaN,NaN,NaN
103.1,-1.1825,34.2493,309.5434,3,2.4050,NaN,0.0848,0.3034
104.1,-1.1613,34.2569,309.7058,3,NaN,NaN,NaN,NaN
105.0,-1.1459,34.2623,309.5606,2,2.2126,NaN,0.0848,0.2886
105.8,-1.1301,34.2677,308.7280,3,NaN,NaN,NaN,NaN
106.9,-1.1096,34.2761,308.6402,3,2.3088,NaN,0.0636,0.2960
107.9,-1.0984,34.2807,309.3927,3,NaN,NaN,NaN,NaN
108.9,-1.0734,34.2885,309.0487,3,2.2126,NaN,0.0636,0.3034
109.9,-1.0576,34.2953,308.6417,3,NaN,NaN,NaN,NaN
110.9,-1.0347,34.3017,307.9483,3,2.1164,NaN,0.0636,0.2960
112.0,-1.0090,34.3090,307.7349,3,NaN,NaN,NaN,NaN
113.0,-0.9932,34.3137,307.9870,3,2.3088,NaN,0.1273,0.3700
114.0,-0.9722,34.3203,307.1696,3,NaN,NaN,NaN,NaN
115.0,-0.9612,34.3250,307.1001,3,2.1164,NaN,0.0424,0.2960
116.0,-0.9494,34.3291,306.9918,3,NaN,NaN,NaN,NaN
117.0,-0.9297,34.3331,306.8806,3,2.0202,NaN,0.0848,0.2960
118.1,-0.9113,34.3388,306.7047,3,NaN,NaN,NaN,NaN
119.1,-0.8865,34.3434,306.4200,3,2.2126,NaN,0.0636,0.2886
120.1,-0.8627,34.3499,306.1403,3,NaN,NaN,NaN,NaN
121.1,-0.8371,34.3566,306.1486,3,2.0202,NaN,0.0636,0.2960
122.1,-0.8207,34.3584,305.6641,3,NaN,NaN,NaN,NaN
123.1,-0.7988,34.3639,305.8355,3,2.2126,NaN,0.0636,0.3034
124.1,-0.7837,34.3684,305.7623,3,NaN,NaN,NaN,NaN
125.0,-0.7757,34.3720,305.7794,2,1.9240,NaN,0.0636,0.2960
125.8,-0.7642,34.3772,305.5737,3,NaN,NaN,NaN,NaN
126.9,-0.7573,34.3804,304.8691,3,2.0202,NaN,0.0212,0.3182
127.9,-0.7351,34.3875,305.0169,3,NaN,NaN,NaN,NaN
128.9,-0.7223,34.3927,304.9635,3,1.9240,NaN,0.0424,0.3108
129.9,-0.6896,34.3993,304.6223,3,NaN,NaN,NaN,NaN
130.9,-0.6654,34.4033,305.0849,3,1.8278,NaN,0.0424,0.2960
131.9,-0.6277,34.4102,304.4305,3,NaN,NaN,NaN,NaN
132.9,-0.5985,34.4185,303.8268,3,1.8278,NaN,0.0636,0.3108
133.9,-0.5931,34.4202,303.7389,3,NaN,NaN,NaN,NaN
134.9,-0.5666,34.4269,303.4054,3,1.9240,NaN,0.0424,0.6808
136.0,-0.5511,34.4309,303.0666,3,NaN,NaN,NaN,NaN
137.0,-0.5293,34.4365,302.9802,3,NaN,NaN,NaN,NaN
138.0,-0.5159,34.4424,303.3903,3,1.9240,NaN,0.0212,0.3330
139.0,-0.4898,34.4465,302.9006,3,2.1164,NaN,0.0212,0.2886
140.0,-0.4707,34.4528,302.1825,3,NaN,NaN,NaN,NaN
141.0,-0.4483,34.4568,302.4495,3,2.0202,NaN,0.0848,0.3330
142.0,-0.4243,34.4622,302.5195,3,NaN,NaN,NaN,NaN
143.0,-0.3986,34.4682,302.2775,3,1.9240,NaN,0.0424,0.2960
144.0,-0.3871,34.4728,302.1971,3,NaN,NaN,NaN,NaN
145.0,-0.3818,34.4742,301.6453,3,1.8278,NaN,0.0636,0.2960
146.1,-0.3601,34.4806,301.9402,3,NaN,NaN,NaN,NaN
147.1,-0.3481,34.4827,302.3691,3,1.8278,NaN,0.0636,0.3034
148.1,-0.3286,34.4898,301.6335,3,NaN,NaN,NaN,NaN
149.1,-0.3028,34.4961,301.7244,3,1.8278,NaN,0.0212,0.3034
150.1,-0.2891,34.4992,301.7385,3,NaN,NaN,NaN,NaN
151.1,-0.2512,34.5076,301.6595,3,1.8278,NaN,0.0424,0.2960
