2012,88.50144,-139.5751,84.0969,199
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.4,-1.6405,29.9403,NaN,1,NaN,NaN,NaN,NaN
5.9,-1.6406,29.9397,377.8287,5,NaN,NaN,NaN,NaN
7.0,-1.6406,29.9407,377.7604,5,2.4050,NaN,0.1909,0.3404
8.0,-1.6406,29.9423,377.2119,4,2.3088,NaN,0.1909,0.3182
9.0,-1.6407,29.9420,376.7083,6,2.4050,NaN,0.1485,0.3182
10.0,-1.6406,29.9410,376.2609,5,2.2126,NaN,0.1485,0.3182
11.0,-1.6405,29.9412,375.6797,5,2.3088,NaN,0.1697,0.3182
11.9,-1.6408,29.9422,375.5462,4,NaN,NaN,NaN,NaN
13.0,-1.6406,29.9431,374.9990,5,2.2126,NaN,0.1697,0.3108
14.0,-1.6406,29.9440,374.5529,4,2.2126,NaN,0.1061,0.3330
15.0,-1.6407,29.9450,373.6800,5,2.2126,NaN,0.2121,0.3108
16.0,-1.6407,29.9463,373.2518,5,NaN,NaN,NaN,NaN
17.0,-1.6407,29.9469,372.3083,4,2.3088,NaN,0.1485,0.3256
18.0,-1.6408,29.9476,372.0589,4,2.2126,NaN,0.1697,0.3256
19.1,-1.6408,29.9485,371.4168,4,NaN,NaN,NaN,NaN
20.1,-1.6407,29.9492,370.5051,4,2.1164,NaN,0.1485,0.3182
21.1,-1.6408,29.9496,369.7340,4,2.3088,NaN,0.1697,0.3256
22.1,-1.6407,29.9501,369.2924,4,NaN,NaN,NaN,NaN
23.1,-1.6408,29.9506,368.9111,4,2.2126,NaN,0.1697,0.3330
24.1,-1.6408,29.9522,367.8812,4,2.3088,NaN,0.1909,0.3330
25.0,-1.6410,29.9535,367.1426,3,NaN,NaN,NaN,NaN
25.9,-1.6410,29.9541,366.3584,4,2.3088,NaN,0.1485,0.3330
27.0,-1.6411,29.9567,365.7352,4,2.2126,NaN,0.1909,0.3404
