2011,261.58478,167.0623,84.4308,194
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.5,-1.5759,NaN,NaN,1,NaN,NaN,NaN,NaN
6.0,-1.5757,28.9911,361.8693,7,8.7542,NaN,1.1029,0.6512
7.1,-1.5756,28.9909,362.6571,6,8.7542,NaN,1.1029,0.5328
8.0,-1.5756,28.9908,362.4988,7,8.7542,NaN,1.1029,0.5180
9.0,-1.5755,28.9909,362.1184,6,8.8504,NaN,1.1029,0.5254
10.0,-1.5755,28.9909,361.8664,7,8.6580,NaN,1.0605,0.5106
11.0,-1.5755,28.9906,361.3263,13,8.8504,NaN,1.0817,0.5291
12.0,-1.5755,28.9906,360.9291,7,8.6580,NaN,1.0817,0.5217
13.0,-1.5753,28.9906,360.4383,6,8.8504,NaN,1.1029,0.5476
14.0,-1.5753,28.9911,360.3182,9,8.8504,NaN,1.0817,0.5254
15.0,-1.5752,28.9913,359.1726,9,8.7542,NaN,1.0711,0.5402
16.0,-1.5753,28.9908,358.1889,11,8.7542,NaN,1.0817,0.5180
17.0,-1.5753,28.9911,357.7825,10,8.7542,NaN,1.0817,0.5180
18.0,-1.5750,28.9947,357.4688,9,8.8985,NaN,1.0393,0.5291
19.0,-1.5751,28.9953,356.6905,9,8.7542,NaN,1.1241,0.5180
20.0,-1.5751,28.9926,355.8867,8,8.8023,NaN,1.1029,0.5217
21.0,-1.5750,28.9922,354.3058,7,8.8504,NaN,1.0605,0.5106
22.0,-1.5748,29.0083,353.6040,5,8.7542,NaN,1.1241,0.5402
22.9,-1.5732,29.0741,351.8341,4,NaN,NaN,NaN,NaN
24.0,-1.5644,29.4971,350.3713,5,8.7542,NaN,1.1029,0.5402
25.0,-1.5642,29.9440,349.1128,4,9.6200,NaN,0.7636,0.4736
25.9,-1.5671,30.0840,347.3800,4,NaN,NaN,NaN,NaN
26.9,-1.5897,30.4075,345.8698,4,9.8124,NaN,0.7211,0.4736
28.0,-1.5969,30.6088,344.6955,5,9.9086,NaN,0.6151,0.4218
29.1,-1.6108,30.7974,343.3069,4,9.6200,NaN,0.5727,0.3922
30.1,-1.6303,30.9486,341.1222,4,NaN,NaN,NaN,NaN
31.0,-1.6482,31.0204,340.3547,3,9.2352,NaN,0.5515,0.3478
32.0,-1.6614,31.0786,340.1315,4,NaN,NaN,NaN,NaN
33.0,-1.6632,31.1253,339.0565,4,9.2352,NaN,0.5090,0.3700
34.0,-1.6686,31.1734,337.2036,4,9.0428,NaN,0.4878,0.3552
35.0,-1.6732,31.2164,336.1491,4,9.0428,NaN,0.4666,0.3626
36.0,-1.6732,31.2687,336.2255,4,NaN,NaN,NaN,NaN
37.0,-1.6746,31.3599,334.7405,4,8.7542,NaN,0.5090,0.3626
38.1,-1.6815,31.4184,333.7127,4,8.8504,NaN,0.4878,0.3552
39.0,-1.6840,31.4585,333.6531,3,NaN,NaN,NaN,NaN
39.9,-1.6873,31.4994,332.0838,4,8.8504,NaN,0.4666,0.3478
40.9,-1.6914,31.5433,329.3111,4,NaN,NaN,NaN,NaN
41.9,-1.6960,31.5993,326.1491,4,8.4656,NaN,0.4030,0.3404
43.0,-1.6968,31.6461,324.4157,4,8.4656,NaN,0.4454,0.3478
44.1,-1.6974,31.7242,322.3591,4,NaN,NaN,NaN,NaN
45.0,-1.6943,31.7968,320.6927,3,8.0808,NaN,0.4030,0.3478
45.9,-1.6912,31.9014,318.6726,4,7.9846,NaN,0.4878,0.3552
47.0,-1.6892,32.0201,317.1961,4,NaN,NaN,NaN,NaN
48.0,-1.6852,32.2023,315.9627,4,7.4074,NaN,0.4242,0.3478
