2011,288.33477,171.5611,84.8241,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.7,-1.5588,28.5442,357.1158,14,NaN,NaN,NaN,NaN
6.9,-1.5588,28.5454,356.8346,3,NaN,NaN,NaN,NaN
7.9,-1.5588,28.5465,357.5105,3,NaN,NaN,NaN,NaN
8.9,-1.5589,28.5470,357.5623,3,NaN,NaN,NaN,NaN
10.0,-1.5593,28.5581,357.5718,3,NaN,NaN,NaN,NaN
11.0,-1.5639,28.6424,357.1573,3,NaN,NaN,NaN,NaN
12.1,-1.5671,28.7097,356.4968,3,NaN,NaN,NaN,NaN
13.0,-1.5694,28.7554,356.7147,2,NaN,NaN,NaN,NaN
13.9,-1.5715,28.7988,356.8202,3,9.1390,NaN,0.8696,0.4440
15.0,-1.5743,28.8494,356.6941,3,NaN,NaN,NaN,NaN
16.0,-1.5785,28.9219,357.1499,3,8.8504,NaN,0.8272,0.4144
17.1,-1.5813,28.9891,357.2028,3,NaN,NaN,NaN,NaN
18.0,-1.5821,29.0430,357.4130,2,9.1390,NaN,0.9120,0.4292
18.9,-1.5831,29.0829,357.5591,3,NaN,NaN,NaN,NaN
20.0,-1.5842,29.1287,357.2630,3,9.1390,NaN,0.8696,0.4292
21.1,-1.5843,29.2209,357.0534,3,NaN,NaN,NaN,NaN
22.1,-1.5846,29.5175,356.5035,3,9.5238,NaN,0.7424,0.4070
23.0,-1.5832,29.7580,355.2052,2,NaN,NaN,NaN,NaN
23.9,-1.5903,30.0222,354.1306,3,10.1010,NaN,0.6787,0.3848
25.0,-1.6042,30.3025,352.8560,3,NaN,NaN,NaN,NaN
26.0,-1.6160,30.4243,351.6977,3,NaN,NaN,NaN,NaN
27.1,-1.6259,30.5307,350.8993,3,10.0048,NaN,0.6363,0.3922
28.0,-1.6293,30.6109,349.8527,2,NaN,NaN,NaN,NaN
28.9,-1.6341,30.7246,348.5758,3,9.9086,NaN,0.5939,0.3848
29.9,-1.6444,30.9105,346.9433,3,NaN,NaN,NaN,NaN
31.0,-1.6568,31.0571,345.2193,3,9.5238,NaN,0.4878,0.3552
32.0,-1.6626,31.1372,343.5814,3,NaN,NaN,NaN,NaN
33.1,-1.6679,31.2104,342.4179,3,8.8504,NaN,0.4666,0.3552
34.0,-1.6721,31.2847,341.8321,2,NaN,NaN,NaN,NaN
34.9,-1.6741,31.3585,340.7619,3,8.6580,NaN,0.4666,0.3552
35.9,-1.6773,31.4460,339.2141,3,NaN,NaN,NaN,NaN
37.0,-1.6796,31.5489,338.5175,3,8.5618,NaN,0.4454,0.3404
38.0,-1.6806,31.6446,338.0086,3,NaN,NaN,NaN,NaN
39.1,-1.6839,31.7686,336.5978,3,9.2352,NaN,0.4030,0.3404
40.0,-1.6898,31.8968,335.6366,2,NaN,NaN,NaN,NaN
40.9,-1.6903,31.9981,334.7240,3,7.5036,NaN,0.4242,0.3256
41.9,-1.6915,32.0980,333.3257,3,NaN,NaN,NaN,NaN
43.0,-1.6879,32.1905,332.0030,3,7.4074,NaN,0.4454,0.3182
44.0,-1.6852,32.2759,330.6930,3,NaN,NaN,NaN,NaN
45.1,-1.6831,32.3617,329.7669,3,6.8302,NaN,0.3606,0.3034
46.1,-1.6798,32.4471,328.4682,3,NaN,NaN,NaN,NaN
47.0,-1.6766,32.5360,327.0306,2,6.7340,NaN,0.4242,0.3182
47.9,-1.6903,32.6028,326.2075,3,NaN,NaN,NaN,NaN
48.9,-1.6924,32.6570,324.1950,3,6.2530,NaN,0.2969,0.3330
50.0,-1.6924,32.6982,322.5102,3,NaN,NaN,NaN,NaN
51.0,-1.6943,32.7374,321.6583,3,6.1568,NaN,0.2969,0.3330
52.1,-1.6985,32.7739,321.1090,3,NaN,NaN,NaN,NaN
53.1,-1.6970,32.8135,320.4213,3,NaN,NaN,NaN,NaN
54.0,-1.6909,32.8497,319.3831,2,5.7720,NaN,0.3394,0.3330
54.9,-1.6883,32.8913,318.7619,3,NaN,NaN,NaN,NaN
55.9,-1.6930,32.9264,318.4269,3,5.4834,NaN,0.2545,0.3256
56.9,-1.6803,32.9582,318.1900,3,NaN,NaN,NaN,NaN
58.0,-1.6558,32.9945,317.1843,3,5.3872,NaN,0.2333,0.3182
59.0,-1.6551,33.0392,316.0704,3,NaN,NaN,NaN,NaN
60.1,-1.6583,33.0734,315.0465,3,5.2910,NaN,0.2545,0.3256
61.1,-1.6524,33.1108,314.8030,3,NaN,NaN,NaN,NaN
62.0,-1.6431,33.1381,314.4802,2,4.9062,NaN,0.2333,0.3256
62.9,-1.6345,33.1716,313.8531,3,NaN,NaN,NaN,NaN
63.9,-1.6114,33.2201,312.8216,3,5.0024,NaN,0.2545,0.3108
64.9,-1.5842,33.2728,312.2977,3,NaN,NaN,NaN,NaN
66.0,-1.5725,33.3299,312.2199,3,4.7138,NaN,0.2545,0.3404
67.0,-1.5604,33.3714,312.0460,3,NaN,NaN,NaN,NaN
68.1,-1.5521,33.4071,311.3163,3,4.6176,NaN,0.2121,0.3330
69.1,-1.5456,33.4392,310.1984,3,NaN,NaN,NaN,NaN
70.0,-1.5397,33.4672,309.5071,2,4.2328,NaN,0.2121,0.3330
70.9,-1.5322,33.4980,309.1079,3,NaN,NaN,NaN,NaN
71.9,-1.5168,33.5360,308.3862,3,4.4252,NaN,0.1697,0.3256
72.9,-1.5043,33.5720,308.0211,3,NaN,NaN,NaN,NaN
74.0,-1.4904,33.6065,307.4040,3,4.0404,NaN,0.2121,0.3478
75.0,-1.4776,33.6470,307.3523,3,NaN,NaN,NaN,NaN
76.0,-1.4674,33.6782,307.2783,3,3.8480,NaN,0.1485,0.3330
77.1,-1.4513,33.7077,306.4086,3,NaN,NaN,NaN,NaN
78.1,-1.4360,33.7375,306.1139,3,3.7518,NaN,0.1909,0.3256
79.1,-1.4177,33.7687,305.6354,3,NaN,NaN,NaN,NaN
80.0,-1.4027,33.7952,305.5680,2,3.6556,NaN,0.1909,0.3404
80.9,-1.3880,33.8205,304.9896,3,NaN,NaN,NaN,NaN
81.9,-1.3772,33.8457,304.3738,3,3.5594,NaN,0.1697,0.3330
82.9,-1.3620,33.8673,304.2905,3,NaN,NaN,NaN,NaN
84.0,-1.3502,33.8890,303.4744,3,3.4632,NaN,0.1697,0.3256
85.0,-1.3412,33.9104,303.0678,3,NaN,NaN,NaN,NaN
86.0,-1.3363,33.9326,303.1052,3,NaN,NaN,NaN,NaN
87.0,-1.3431,33.9506,302.5729,3,3.3670,NaN,0.1273,0.3256
88.1,-1.3427,33.9657,302.0931,3,NaN,NaN,NaN,NaN
89.1,-1.3210,33.9930,301.2278,3,3.4632,NaN,0.1485,0.3256
90.1,-1.3107,34.0124,300.8399,3,NaN,NaN,NaN,NaN
91.0,-1.3039,34.0238,300.3925,2,3.3670,NaN,0.1485,0.3182
91.9,-1.2993,34.0337,300.2604,3,NaN,NaN,NaN,NaN
92.9,-1.2900,34.0485,300.2655,3,3.2708,NaN,0.1485,0.3256
93.9,-1.2835,34.0618,300.1146,3,NaN,NaN,NaN,NaN
94.9,-1.2773,34.0755,299.5565,3,2.6936,NaN,0.0636,0.3330
96.0,-1.2732,34.0907,299.5192,3,NaN,NaN,NaN,NaN
97.0,-1.2733,34.1023,299.7466,3,3.1746,NaN,0.0848,0.3182
98.0,-1.2739,34.1139,298.9929,3,NaN,NaN,NaN,NaN
99.1,-1.2698,34.1247,298.9438,3,2.7898,NaN,0.0848,0.3182
100.1,-1.2660,34.1380,299.3518,3,NaN,NaN,NaN,NaN
101.1,-1.2600,34.1474,298.8229,3,2.7898,NaN,0.1273,0.3330
102.1,-1.2547,34.1561,298.5226,3,NaN,NaN,NaN,NaN
103.0,-1.2481,34.1624,298.7027,2,2.8860,NaN,0.1061,0.3182
103.9,-1.2360,34.1680,298.5348,3,NaN,NaN,NaN,NaN
104.9,-1.2196,34.1744,298.0529,3,2.8860,NaN,0.1061,0.3256
105.9,-1.2087,34.1830,298.6343,3,NaN,NaN,NaN,NaN
106.9,-1.2064,34.1902,298.4966,3,2.7898,NaN,0.1273,0.3182
108.0,-1.2044,34.1971,298.0282,3,NaN,NaN,NaN,NaN
109.0,-1.2003,34.2049,297.8213,3,2.6936,NaN,0.1061,0.3256
110.0,-1.1937,34.2135,298.0766,3,NaN,NaN,NaN,NaN
111.1,-1.1883,34.2227,297.6606,3,2.7898,NaN,0.0848,0.3330
112.1,-1.1824,34.2305,297.5001,3,NaN,NaN,NaN,NaN
113.1,-1.1837,34.2363,297.3876,3,2.5974,NaN,0.1061,0.3330
114.1,-1.1824,34.2416,297.6739,3,NaN,NaN,NaN,NaN
115.2,-1.1762,34.2486,297.6191,3,2.5974,NaN,0.0848,0.3256
116.0,-1.1710,34.2540,297.2746,2,NaN,NaN,NaN,NaN
116.9,-1.1633,34.2591,297.5305,3,2.5974,NaN,0.0848,0.3256
117.9,-1.1543,34.2676,297.5590,3,NaN,NaN,NaN,NaN
118.9,-1.1456,34.2748,297.4387,3,2.5974,NaN,0.1061,0.3108
119.9,-1.1364,34.2827,296.8029,3,NaN,NaN,NaN,NaN
121.0,-1.1279,34.2900,296.6490,3,2.5012,NaN,0.0636,0.3108
122.0,-1.1196,34.2970,296.5209,3,NaN,NaN,NaN,NaN
123.0,-1.1070,34.3038,296.5498,3,2.4050,NaN,0.0848,0.3108
124.0,-1.0939,34.3102,297.1906,3,NaN,NaN,NaN,NaN
125.0,-1.0845,34.3156,296.5045,3,2.5974,NaN,0.0636,0.2960
126.1,-1.0750,34.3209,296.0203,3,NaN,NaN,NaN,NaN
127.1,-1.0620,34.3271,296.1006,3,2.3088,NaN,0.0848,0.2960
128.1,-1.0480,34.3326,296.2272,3,NaN,NaN,NaN,NaN
129.1,-1.0345,34.3378,296.1903,3,2.4050,NaN,0.0636,0.3108
130.0,-1.0221,34.3423,296.2738,2,NaN,NaN,NaN,NaN
130.8,-1.0131,34.3458,296.2900,3,2.4050,NaN,0.0848,0.3256
131.9,-1.0034,34.3501,296.1076,3,NaN,NaN,NaN,NaN
132.9,-0.9927,34.3548,295.8741,3,2.2126,NaN,0.0424,0.3108
133.9,-0.9663,34.3618,295.8461,3,NaN,NaN,NaN,NaN
134.9,-0.9397,34.3676,296.0304,3,2.1164,NaN,0.0212,0.3182
136.0,-0.9175,34.3732,295.7724,3,NaN,NaN,NaN,NaN
137.0,-0.8965,34.3762,295.5413,3,2.3088,NaN,0.0848,0.3182
138.0,-0.8830,34.3818,295.3566,3,NaN,NaN,NaN,NaN
139.0,-0.8697,34.3842,295.1977,3,NaN,NaN,NaN,NaN
140.0,-0.8480,34.3888,295.1504,3,2.2126,NaN,0.0848,0.3034
141.1,-0.8293,34.3929,295.5444,3,NaN,NaN,NaN,NaN
142.1,-0.8092,34.3972,295.2457,3,2.3088,NaN,0.0848,0.3034
143.1,-0.7895,34.4019,294.9417,3,NaN,NaN,NaN,NaN
144.1,-0.7704,34.4068,294.5603,3,2.3088,NaN,0.0636,0.3108
145.1,-0.7557,34.4113,294.6465,3,NaN,NaN,NaN,NaN
146.0,-0.7468,34.4129,294.9367,2,2.1164,NaN,0.0636,0.3108
146.9,-0.7244,34.4168,294.7259,3,NaN,NaN,NaN,NaN
147.9,-0.7082,34.4221,294.4427,3,2.1164,NaN,0.0636,0.3330
148.9,-0.6933,34.4254,294.3907,3,NaN,NaN,NaN,NaN
149.9,-0.6725,34.4311,294.5440,3,2.1164,NaN,0.0636,0.3182
150.9,-0.6515,34.4359,294.8155,3,NaN,NaN,NaN,NaN
152.0,-0.6360,34.4391,294.7800,3,2.2126,NaN,0.0636,0.3182
153.0,-0.6141,34.4458,294.6391,3,NaN,NaN,NaN,NaN
154.0,-0.6037,34.4485,294.3332,3,2.1164,NaN,0.0848,0.2886
155.0,-0.5798,34.4547,293.9851,3,NaN,NaN,NaN,NaN
156.0,-0.5702,34.4573,294.4054,3,1.9240,NaN,0.0424,0.2960
157.0,-0.5522,34.4613,294.5853,3,NaN,NaN,NaN,NaN
158.1,-0.5349,34.4664,294.3619,3,1.9240,NaN,0.0636,0.3256
159.1,-0.5144,34.4704,294.1309,3,NaN,NaN,NaN,NaN
160.1,-0.4993,34.4749,294.4841,3,1.9240,NaN,0.0636,0.3330
161.1,-0.4763,34.4782,294.3979,3,NaN,NaN,NaN,NaN
162.1,-0.4562,34.4836,293.9211,3,2.3088,NaN,0.0636,0.3034
163.0,-0.4361,34.4865,294.1072,2,NaN,NaN,NaN,NaN
163.8,-0.4152,34.4920,294.1717,3,1.9240,NaN,0.0212,0.2886
164.9,-0.3901,34.4974,294.3125,3,NaN,NaN,NaN,NaN
165.9,-0.3732,34.5009,294.1815,3,1.9240,NaN,0.0424,0.2960
166.9,-0.3417,34.5078,293.7387,3,NaN,NaN,NaN,NaN
167.9,-0.3290,34.5109,293.5322,3,1.9240,NaN,0.0212,0.3108
168.9,-0.2962,34.5162,293.6913,3,NaN,NaN,NaN,NaN
170.0,-0.2619,34.5236,293.5202,3,1.9240,NaN,0.1061,0.2886
171.0,-0.2440,34.5285,293.0932,3,NaN,NaN,NaN,NaN
172.0,-0.2205,34.5330,293.3140,3,1.8278,NaN,0.0848,0.2812
173.0,-0.1931,34.5393,293.3779,3,NaN,NaN,NaN,NaN
174.0,-0.1862,34.5407,293.2741,3,1.7316,NaN,0.0212,0.3182
175.0,-0.1509,34.5468,293.1193,3,NaN,NaN,NaN,NaN
176.1,-0.1353,34.5525,292.8488,3,2.0202,NaN,0.0424,0.3108
177.1,-0.1267,34.5542,292.8103,3,NaN,NaN,NaN,NaN
178.1,-0.0939,34.5580,293.0197,3,1.8278,NaN,0.0424,0.3256
179.1,-0.0492,34.5672,293.1894,3,NaN,NaN,NaN,NaN
180.1,-0.0307,34.5746,292.9025,3,1.9240,NaN,0.0424,0.3108
181.1,-0.0190,34.5756,293.0514,3,NaN,NaN,NaN,NaN
182.0,0.0046,34.5797,293.0165,2,1.9240,NaN,0.0212,0.3108
182.8,0.0470,34.5872,292.7464,3,NaN,NaN,NaN,NaN
183.9,0.0655,34.5942,292.2893,3,NaN,NaN,NaN,NaN
184.9,0.0785,34.5965,291.8342,3,1.7316,NaN,0.0212,0.2960
185.9,0.1136,34.6052,291.9885,3,NaN,NaN,NaN,NaN
186.9,0.1239,34.6086,292.0681,3,1.7316,NaN,0.0848,0.3034
187.9,0.1275,34.6094,291.3420,3,NaN,NaN,NaN,NaN
188.9,0.1288,34.6100,291.2936,3,1.6354,NaN,0.0424,0.6290
189.9,0.1418,34.6110,291.2704,3,1.8278,NaN,0.0848,0.3182
191.0,0.1764,34.6189,291.2138,3,NaN,NaN,NaN,NaN
192.0,0.1849,34.6221,291.2017,3,1.5392,NaN,0.0212,0.2960
193.0,0.1868,34.6230,291.5287,3,NaN,NaN,NaN,NaN
194.0,0.1880,34.6233,291.6438,3,NaN,NaN,NaN,NaN
195.0,0.2087,34.6255,291.2350,3,1.6354,NaN,0.0424,0.3034
196.0,0.2398,34.6342,290.8268,3,NaN,NaN,NaN,NaN
197.1,0.2506,34.6370,290.8415,3,1.5392,NaN,0.0212,0.2738
198.1,0.2724,34.6393,290.7605,3,NaN,NaN,NaN,NaN
199.1,0.2909,34.6445,290.8238,3,1.6354,NaN,0.0848,0.3108
200.0,0.2955,34.6456,290.9284,2,NaN,NaN,NaN,NaN
201.1,0.2980,34.6458,291.0328,4,1.7316,NaN,0.0212,0.3108
201.7,0.3001,34.6457,NaN,1,NaN,NaN,NaN,NaN
