2012,28.25149,-147.4227,84.2344,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.9,-1.6627,NaN,NaN,15,5.7720,NaN,0.3394,1.5244
7.0,-1.6627,NaN,NaN,3,NaN,NaN,NaN,NaN
8.0,-1.6626,NaN,NaN,3,5.6758,NaN,0.2969,0.3256
8.9,-1.6624,NaN,NaN,3,NaN,NaN,NaN,NaN
9.9,-1.6624,NaN,NaN,3,5.7720,NaN,0.3394,0.3700
10.9,-1.6622,NaN,NaN,3,NaN,NaN,NaN,NaN
11.9,-1.6620,NaN,NaN,3,5.7720,NaN,0.3606,0.3626
12.9,-1.6618,NaN,NaN,3,NaN,NaN,NaN,NaN
14.0,-1.6617,NaN,NaN,4,5.5796,NaN,0.3394,0.3552
15.2,-1.6615,NaN,NaN,3,NaN,NaN,NaN,NaN
16.1,-1.6612,NaN,NaN,3,5.8682,NaN,0.4030,0.3478
17.1,-1.6611,NaN,NaN,3,NaN,NaN,NaN,NaN
18.1,-1.6609,NaN,NaN,3,5.5796,NaN,0.3394,0.3478
19.1,-1.6608,NaN,NaN,3,NaN,NaN,NaN,NaN
20.1,-1.6604,NaN,NaN,3,5.7720,NaN,0.3394,0.3478
21.0,-1.6602,NaN,NaN,3,NaN,NaN,NaN,NaN
22.0,-1.6600,NaN,NaN,3,5.5796,NaN,0.3606,0.3626
23.0,-1.6598,NaN,NaN,3,NaN,NaN,NaN,NaN
24.0,-1.6595,NaN,NaN,3,5.5796,NaN,0.3606,0.3552
25.0,-1.6592,NaN,NaN,3,NaN,NaN,NaN,NaN
26.0,-1.6589,NaN,NaN,3,5.6758,NaN,0.3394,0.3626
26.9,-1.6584,NaN,NaN,3,NaN,NaN,NaN,NaN
27.9,-1.6581,NaN,NaN,3,5.7720,NaN,0.3606,0.3404
28.9,-1.6574,NaN,NaN,3,NaN,NaN,NaN,NaN
29.9,-1.6572,NaN,NaN,3,5.6758,NaN,0.3606,0.3404
30.9,-1.6567,NaN,NaN,3,NaN,NaN,NaN,NaN
31.9,-1.6561,NaN,NaN,3,5.8682,NaN,0.3818,0.3552
32.9,-1.6556,NaN,NaN,3,NaN,NaN,NaN,NaN
33.9,-1.6549,NaN,NaN,3,5.8682,NaN,0.3394,0.3478
35.0,-1.6544,NaN,NaN,4,NaN,NaN,NaN,NaN
36.2,-1.6540,NaN,NaN,3,6.3492,NaN,0.3606,0.3552
37.1,-1.6535,NaN,NaN,3,NaN,NaN,NaN,NaN
38.1,-1.6532,NaN,NaN,3,6.1568,NaN,0.4242,0.3626
39.1,-1.6529,NaN,NaN,3,6.4454,NaN,0.4030,0.3478
40.1,-1.6529,NaN,NaN,3,NaN,NaN,NaN,NaN
41.1,-1.6530,NaN,NaN,3,6.3492,NaN,0.3394,0.3404
42.1,-1.6535,NaN,NaN,3,NaN,NaN,NaN,NaN
43.1,-1.6544,NaN,NaN,3,6.2530,NaN,0.4030,0.3478
44.0,-1.6556,NaN,NaN,3,NaN,NaN,NaN,NaN
45.0,-1.6575,NaN,NaN,3,6.3492,NaN,0.4030,0.3552
