2011,309.25149,177.9209,84.5355,196
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
7.5,-1.5600,28.5377,NaN,1,10.5098,NaN,0.7194,0.4169
7.9,-1.5600,28.5380,343.6842,6,10.5470,NaN,0.7019,0.4157
9.0,-1.5602,28.5418,343.2601,3,10.6782,NaN,0.6575,0.4292
9.9,-1.5602,28.5428,343.2497,3,NaN,NaN,NaN,NaN
10.9,-1.5604,28.5450,342.9042,3,NaN,NaN,NaN,NaN
12.0,-1.5605,28.5480,341.9579,3,10.4858,NaN,0.6575,0.4292
13.1,-1.5607,28.5503,341.9213,3,10.3896,NaN,0.6787,0.4292
14.1,-1.5605,28.5515,341.5593,2,NaN,NaN,NaN,NaN
15.0,-1.5606,28.5544,341.8740,3,NaN,NaN,NaN,NaN
16.0,-1.5606,28.5556,341.2899,3,10.7744,NaN,0.6575,0.4440
17.0,-1.5607,28.5577,340.1697,5,10.2934,NaN,0.6999,0.4366
18.1,-1.5608,28.5680,339.4475,4,NaN,NaN,NaN,NaN
19.0,-1.5612,28.5822,338.4142,3,10.3896,NaN,0.6575,0.4440
19.9,-1.5616,28.6263,337.4468,3,10.3896,NaN,0.7211,0.4366
21.0,-1.5632,28.7173,335.8927,4,NaN,NaN,NaN,NaN
22.1,-1.5661,28.8286,333.6909,3,10.3896,NaN,0.6363,0.4218
23.0,-1.5747,29.4714,331.8269,2,NaN,NaN,NaN,NaN
23.9,-1.5931,30.0709,329.6722,3,NaN,NaN,NaN,NaN
25.0,-1.6120,30.3420,327.9179,4,9.8124,NaN,0.6363,0.4292
26.1,-1.6220,30.4687,326.7236,3,9.9086,NaN,0.5515,0.4292
27.1,-1.6305,30.5584,325.3143,3,NaN,NaN,NaN,NaN
28.0,-1.6375,30.6416,324.3881,3,9.4276,NaN,0.5727,0.4070
29.0,-1.6446,30.7508,323.3259,3,NaN,NaN,NaN,NaN
30.0,-1.6489,30.8448,321.8924,3,9.1390,NaN,0.5303,0.3996
31.0,-1.6533,30.9476,320.3639,3,NaN,NaN,NaN,NaN
32.0,-1.6597,31.0859,318.5977,3,8.8504,NaN,0.4878,0.3922
33.0,-1.6648,31.2293,317.3107,4,NaN,NaN,NaN,NaN
34.1,-1.6665,31.3775,315.7411,3,8.4656,NaN,0.4454,0.3922
35.0,-1.6700,31.4951,314.7163,3,NaN,NaN,NaN,NaN
35.9,-1.6749,31.6331,313.5193,3,7.4074,NaN,0.4242,0.3774
36.9,-1.6771,31.7361,311.8595,3,NaN,NaN,NaN,NaN
37.9,-1.6785,31.8208,310.9086,3,7.0226,NaN,0.3606,0.3552
38.9,-1.6827,31.8960,310.3805,3,NaN,NaN,NaN,NaN
39.9,-1.6866,32.0109,309.0424,3,7.3112,NaN,0.4030,0.3774
41.0,-1.6880,32.1311,308.2008,4,NaN,NaN,NaN,NaN
42.1,-1.6909,32.2251,307.3425,3,6.8302,NaN,0.3394,0.3478
43.1,-1.6945,32.3042,306.2691,3,NaN,NaN,NaN,NaN
44.1,-1.6969,32.3622,305.2060,3,6.0606,NaN,0.2969,0.3404
45.1,-1.6975,32.4074,305.1204,3,NaN,NaN,NaN,NaN
46.1,-1.6965,32.4606,304.4612,3,5.8682,NaN,0.3394,0.3330
