2011,287.83477,171.5855,84.7947,198
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.8,-1.5566,28.5087,362.6990,8,NaN,NaN,NaN,NaN
6.9,-1.5567,28.5094,362.7083,3,NaN,NaN,NaN,NaN
7.9,-1.5567,28.5102,363.1953,3,NaN,NaN,NaN,NaN
8.9,-1.5569,28.5137,363.3088,3,NaN,NaN,NaN,NaN
9.9,-1.5572,28.5211,363.2804,3,NaN,NaN,NaN,NaN
11.0,-1.5574,28.5260,363.1908,3,NaN,NaN,NaN,NaN
12.1,-1.5582,28.5394,363.1931,3,NaN,NaN,NaN,NaN
13.0,-1.5611,28.5933,362.5915,2,NaN,NaN,NaN,NaN
13.9,-1.5657,28.6855,361.9312,3,9.4276,NaN,0.8696,0.4440
15.0,-1.5703,28.7833,362.0499,3,NaN,NaN,NaN,NaN
16.0,-1.5736,28.8461,362.1276,3,9.1390,NaN,0.8272,0.4218
17.1,-1.5749,28.8804,362.2323,3,NaN,NaN,NaN,NaN
18.0,-1.5756,28.8949,362.3615,2,9.1390,NaN,0.8696,0.4366
18.9,-1.5759,28.9191,362.4898,3,NaN,NaN,NaN,NaN
20.0,-1.5757,29.0675,361.8712,3,9.3314,NaN,0.8060,0.4514
21.1,-1.5769,29.5493,359.9141,3,NaN,NaN,NaN,NaN
22.1,-1.5849,29.9799,358.6175,3,10.1010,NaN,0.6999,0.3922
23.0,-1.6016,30.2618,357.2052,2,NaN,NaN,NaN,NaN
23.9,-1.6164,30.4019,356.5036,3,10.1010,NaN,0.5939,0.3774
25.0,-1.6296,30.5225,355.7525,3,NaN,NaN,NaN,NaN
26.0,-1.6429,30.6370,354.4189,3,9.7162,NaN,0.5727,0.3552
27.1,-1.6488,30.7156,353.6007,3,NaN,NaN,NaN,NaN
28.0,-1.6515,30.7642,352.8147,2,NaN,NaN,NaN,NaN
28.9,-1.6548,30.8172,352.2934,3,9.4276,NaN,0.5303,0.3626
29.9,-1.6607,30.8955,351.5967,3,NaN,NaN,NaN,NaN
31.0,-1.6655,30.9825,350.5027,3,9.3314,NaN,0.5303,0.3478
32.1,-1.6687,31.0729,349.4764,3,NaN,NaN,NaN,NaN
33.1,-1.6717,31.1704,348.4988,3,8.9466,NaN,0.4878,0.3552
34.0,-1.6731,31.2317,347.4409,2,NaN,NaN,NaN,NaN
34.9,-1.6744,31.2860,346.0281,3,8.6580,NaN,0.5090,0.3552
36.0,-1.6760,31.3585,345.3290,3,NaN,NaN,NaN,NaN
37.0,-1.6776,31.4530,343.5970,3,8.5618,NaN,0.4666,0.3552
38.1,-1.6798,31.5545,342.2661,3,NaN,NaN,NaN,NaN
39.1,-1.6835,31.6804,341.8485,3,NaN,NaN,NaN,NaN
40.0,-1.6843,31.7706,340.5549,2,8.0808,NaN,0.4030,0.4070
40.9,-1.6864,31.9053,339.4349,3,NaN,NaN,NaN,NaN
41.9,-1.6848,32.0543,337.9818,3,7.5036,NaN,0.4030,0.3256
43.0,-1.6886,32.1810,336.1015,3,NaN,NaN,NaN,NaN
44.0,-1.6888,32.2734,334.0538,3,6.9264,NaN,0.3606,0.3256
45.1,-1.6879,32.3615,332.2634,3,NaN,NaN,NaN,NaN
46.1,-1.6796,32.4443,330.7422,3,6.5416,NaN,0.2545,0.3256
47.0,-1.6731,32.5090,329.1488,2,NaN,NaN,NaN,NaN
47.9,-1.6787,32.5746,327.5313,3,6.3492,NaN,0.2969,0.3034
48.9,-1.6836,32.6353,326.3541,3,NaN,NaN,NaN,NaN
50.0,-1.6808,32.6989,324.7755,3,6.1568,NaN,0.2969,0.3404
51.0,-1.6819,32.7374,324.0167,3,NaN,NaN,NaN,NaN
52.1,-1.6954,32.7765,322.5040,3,5.8682,NaN,0.2545,0.3182
53.1,-1.6991,32.8143,321.0284,3,NaN,NaN,NaN,NaN
54.0,-1.6928,32.8429,320.6790,2,5.8682,NaN,0.2545,0.3330
54.9,-1.6819,32.8808,320.3574,3,NaN,NaN,NaN,NaN
55.9,-1.6782,32.9209,319.7385,3,5.4834,NaN,0.2757,0.3256
56.9,-1.6722,32.9574,319.2061,3,NaN,NaN,NaN,NaN
58.0,-1.6721,33.0089,318.8718,3,5.2910,NaN,0.2121,0.3108
59.0,-1.6578,33.0555,318.1762,3,NaN,NaN,NaN,NaN
60.1,-1.6434,33.1028,318.0347,3,NaN,NaN,NaN,NaN
61.1,-1.6327,33.1469,316.7095,3,5.2910,NaN,0.2545,0.3182
62.1,-1.6267,33.1931,315.6764,3,NaN,NaN,NaN,NaN
63.0,-1.6202,33.2244,315.4207,2,5.0024,NaN,0.2333,0.3256
63.9,-1.6178,33.2578,315.5751,3,NaN,NaN,NaN,NaN
64.9,-1.5938,33.3044,314.2615,3,4.8100,NaN,0.2333,0.3108
66.0,-1.5706,33.3555,313.3640,3,NaN,NaN,NaN,NaN
67.0,-1.5554,33.3954,312.4205,3,4.6176,NaN,0.1909,0.3330
68.1,-1.5506,33.4367,311.1050,3,NaN,NaN,NaN,NaN
69.1,-1.5693,33.4723,310.1832,3,4.5214,NaN,0.1697,0.3182
70.1,-1.5786,33.5007,310.1613,3,NaN,NaN,NaN,NaN
71.0,-1.5803,33.5237,310.2260,2,4.3290,NaN,0.1909,0.3256
71.9,-1.5763,33.5483,310.3327,3,NaN,NaN,NaN,NaN
72.9,-1.5632,33.5752,310.4290,3,4.2328,NaN,0.1909,0.3182
73.9,-1.5395,33.5940,310.2400,3,NaN,NaN,NaN,NaN
75.0,-1.5182,33.6231,309.2055,3,4.2328,NaN,0.2121,0.3108
76.0,-1.5115,33.6547,308.2920,3,NaN,NaN,NaN,NaN
77.0,-1.5127,33.6822,307.9271,3,4.1366,NaN,0.1485,0.3034
78.1,-1.5157,33.7085,307.2271,3,NaN,NaN,NaN,NaN
79.1,-1.4902,33.7345,306.4584,3,NaN,NaN,NaN,NaN
80.1,-1.4722,33.7651,305.6280,3,3.8480,NaN,0.1485,0.3034
81.2,-1.4727,33.8007,304.8370,3,3.7518,NaN,0.1697,0.3034
82.0,-1.4461,33.8216,303.6877,2,NaN,NaN,NaN,NaN
82.9,-1.4284,33.8428,303.1537,3,NaN,NaN,NaN,NaN
83.9,-1.4096,33.8671,303.0726,3,3.6556,NaN,0.1697,0.3108
84.9,-1.4047,33.8895,302.6374,3,NaN,NaN,NaN,NaN
86.0,-1.3956,33.9098,301.8784,3,3.5594,NaN,0.1061,0.3034
87.0,-1.3938,33.9312,301.8048,3,NaN,NaN,NaN,NaN
88.0,-1.3752,33.9506,301.8755,3,3.3670,NaN,0.1061,0.2886
89.0,-1.3564,33.9774,301.3267,3,NaN,NaN,NaN,NaN
90.1,-1.3694,34.0044,301.5907,3,3.1746,NaN,0.1485,0.2960
91.1,-1.3586,34.0223,301.3117,3,NaN,NaN,NaN,NaN
92.1,-1.3269,34.0413,300.5335,3,3.1746,NaN,0.0848,0.2886
93.0,-1.3010,34.0513,299.8861,2,NaN,NaN,NaN,NaN
93.9,-1.2881,34.0592,299.5798,3,3.1746,NaN,0.1061,0.2886
94.9,-1.2770,34.0680,299.6394,3,NaN,NaN,NaN,NaN
95.9,-1.2690,34.0820,300.0787,3,2.8860,NaN,0.1697,0.3256
96.9,-1.2636,34.0911,300.4405,3,NaN,NaN,NaN,NaN
98.0,-1.2607,34.1002,300.1498,3,3.0784,NaN,0.1061,0.3256
99.0,-1.2611,34.1086,299.4704,3,NaN,NaN,NaN,NaN
100.0,-1.2583,34.1209,299.0856,3,3.1746,NaN,0.1485,0.3108
101.0,-1.2539,34.1354,299.1919,3,NaN,NaN,NaN,NaN
102.1,-1.2436,34.1475,299.3374,3,2.7898,NaN,0.1061,0.3256
103.1,-1.2372,34.1590,299.1074,3,NaN,NaN,NaN,NaN
104.1,-1.2300,34.1678,299.0639,3,2.8860,NaN,0.1061,0.2960
105.0,-1.2227,34.1737,298.9629,2,NaN,NaN,NaN,NaN
105.8,-1.2178,34.1785,298.5426,3,2.6936,NaN,0.0848,0.4588
106.9,-1.2142,34.1844,298.5936,3,NaN,NaN,NaN,NaN
107.9,-1.2074,34.1916,298.6258,3,2.7898,NaN,0.1061,0.3034
108.9,-1.2001,34.1989,298.3333,3,NaN,NaN,NaN,NaN
110.0,-1.1977,34.2075,298.1790,3,2.5974,NaN,0.0636,0.3256
111.0,-1.1874,34.2175,298.2496,3,NaN,NaN,NaN,NaN
112.0,-1.1837,34.2245,297.7631,3,2.6936,NaN,0.0848,0.3182
113.0,-1.1825,34.2316,297.8106,3,NaN,NaN,NaN,NaN
114.1,-1.1838,34.2378,298.0690,3,2.5974,NaN,0.1061,0.3182
115.1,-1.1843,34.2427,297.4573,3,NaN,NaN,NaN,NaN
116.1,-1.1820,34.2481,297.5420,3,2.6936,NaN,0.0848,0.3108
117.1,-1.1692,34.2551,297.6191,3,NaN,NaN,NaN,NaN
118.2,-1.1548,34.2633,297.4012,3,2.6936,NaN,0.1273,0.3034
119.0,-1.1489,34.2683,297.6181,2,NaN,NaN,NaN,NaN
119.9,-1.1402,34.2736,297.5607,3,2.4050,NaN,0.1273,0.3182
120.9,-1.1318,34.2803,297.6826,3,NaN,NaN,NaN,NaN
121.9,-1.1271,34.2865,297.4672,3,2.5974,NaN,0.0636,0.3256
122.9,-1.1224,34.2931,297.6258,3,NaN,NaN,NaN,NaN
124.0,-1.1141,34.3009,297.3950,3,2.4050,NaN,0.0848,0.3034
125.0,-1.1054,34.3070,296.6712,3,NaN,NaN,NaN,NaN
126.0,-1.0939,34.3147,296.7277,3,2.4050,NaN,0.1061,0.3034
127.0,-1.0848,34.3208,296.6783,3,NaN,NaN,NaN,NaN
128.1,-1.0763,34.3261,296.5123,3,NaN,NaN,NaN,NaN
129.1,-1.0671,34.3316,296.7605,3,2.5012,NaN,0.1061,0.3182
130.1,-1.0573,34.3364,296.8462,3,NaN,NaN,NaN,NaN
131.1,-1.0435,34.3421,296.3983,3,2.5012,NaN,0.0636,0.3182
132.1,-1.0295,34.3482,296.1245,3,NaN,NaN,NaN,NaN
133.0,-1.0184,34.3530,296.4209,2,2.3088,NaN,0.0848,0.3256
133.9,-1.0067,34.3581,296.7044,3,NaN,NaN,NaN,NaN
134.9,-0.9892,34.3630,296.2614,3,2.3088,NaN,0.0848,0.3256
135.9,-0.9417,34.3695,295.8988,3,NaN,NaN,NaN,NaN
136.9,-0.9034,34.3787,296.1582,3,2.4050,NaN,0.0636,0.3330
138.0,-0.8754,34.3840,296.3010,3,NaN,NaN,NaN,NaN
139.0,-0.8527,34.3901,295.8045,3,2.1164,NaN,0.0848,0.3108
140.0,-0.8321,34.3931,295.4213,3,NaN,NaN,NaN,NaN
141.0,-0.8142,34.3980,294.7746,3,2.4050,NaN,0.0848,0.3034
142.1,-0.7914,34.4028,294.6267,3,NaN,NaN,NaN,NaN
143.1,-0.7731,34.4071,294.7335,3,2.1164,NaN,0.1061,0.3404
144.1,-0.7525,34.4116,294.4968,3,NaN,NaN,NaN,NaN
145.1,-0.7324,34.4154,294.4444,3,2.1164,NaN,0.1061,0.2886
146.2,-0.7090,34.4203,294.1406,3,NaN,NaN,NaN,NaN
147.0,-0.6950,34.4251,294.3467,2,2.2126,NaN,0.0636,0.3034
147.9,-0.6862,34.4264,294.2457,3,NaN,NaN,NaN,NaN
148.9,-0.6684,34.4300,293.8054,3,2.1164,NaN,0.0848,0.3108
149.9,-0.6496,34.4354,293.9638,3,NaN,NaN,NaN,NaN
150.9,-0.6276,34.4397,293.9169,3,2.1164,NaN,0.0424,0.2960
151.9,-0.6022,34.4453,293.6699,3,NaN,NaN,NaN,NaN
153.0,-0.5884,34.4504,293.5296,3,2.1164,NaN,0.0848,0.3108
154.0,-0.5812,34.4520,293.5630,3,NaN,NaN,NaN,NaN
155.0,-0.5554,34.4576,293.7954,3,2.0202,NaN,0.0636,0.3256
156.0,-0.5365,34.4613,293.3767,3,NaN,NaN,NaN,NaN
157.0,-0.5057,34.4688,292.9563,3,NaN,NaN,NaN,NaN
158.1,-0.4752,34.4756,293.1163,3,1.9240,NaN,0.0424,0.3034
159.1,-0.4461,34.4807,293.4794,3,NaN,NaN,NaN,NaN
160.1,-0.4237,34.4867,293.0159,3,1.9240,NaN,0.0424,0.3034
161.1,-0.3947,34.4913,292.7030,3,NaN,NaN,NaN,NaN
162.1,-0.3771,34.4957,292.6847,3,1.8278,NaN,0.0212,0.3108
163.2,-0.3576,34.4999,292.7917,3,2.0202,NaN,0.0212,0.2960
164.0,-0.3431,34.5038,292.4242,2,NaN,NaN,NaN,NaN
164.9,-0.3268,34.5059,292.1056,3,1.9240,NaN,0.0848,0.2960
165.9,-0.2999,34.5134,291.8170,3,NaN,NaN,NaN,NaN
166.9,-0.2906,34.5162,291.5079,3,1.8278,NaN,0.0848,0.2960
167.9,-0.2633,34.5199,291.6067,3,NaN,NaN,NaN,NaN
168.9,-0.2413,34.5262,291.8882,3,1.9240,NaN,0.0212,0.2960
169.9,-0.2162,34.5319,291.7312,3,NaN,NaN,NaN,NaN
171.0,-0.2066,34.5345,291.7650,3,1.8278,NaN,0.0424,0.3182
172.0,-0.1917,34.5371,291.7167,3,NaN,NaN,NaN,NaN
173.0,-0.1605,34.5426,291.4617,3,1.8278,NaN,0.0424,0.3034
174.0,-0.1505,34.5463,291.4496,3,NaN,NaN,NaN,NaN
175.0,-0.1314,34.5491,291.2020,3,NaN,NaN,NaN,NaN
176.1,-0.1068,34.5563,291.1133,3,1.7316,NaN,0.0212,0.2886
177.1,-0.0957,34.5585,291.3162,3,NaN,NaN,NaN,NaN
178.1,-0.0641,34.5629,291.2544,3,1.8278,NaN,0.0636,0.2886
179.1,-0.0226,34.5730,290.6891,3,NaN,NaN,NaN,NaN
180.1,0.0028,34.5776,290.7234,3,1.6354,NaN,0.0424,0.3034
181.1,0.0290,34.5839,290.5972,3,NaN,NaN,NaN,NaN
182.0,0.0614,34.5880,290.2192,2,1.9240,NaN,0.0424,0.2886
182.8,0.0843,34.5951,290.3618,3,NaN,NaN,NaN,NaN
183.9,0.0971,34.5988,290.2208,3,1.8278,NaN,0.0424,0.2960
184.9,0.1211,34.6026,290.1438,3,NaN,NaN,NaN,NaN
