2011,277.08478,170.3285,84.3041,759
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.0,-1.5322,28.0763,358.5773,7,10.1010,NaN,1.0393,0.5106
6.9,-1.5328,28.0807,358.1062,3,NaN,NaN,NaN,NaN
8.0,-1.5328,28.0815,358.2880,4,9.8124,NaN,1.0181,0.5402
9.0,-1.5329,28.0832,357.3404,3,NaN,NaN,NaN,NaN
9.9,-1.5329,28.0851,356.9277,3,10.1010,NaN,0.9969,0.5106
11.0,-1.5331,28.0881,356.7032,4,10.0048,NaN,1.0605,0.5402
12.0,-1.5335,28.0937,356.1733,3,NaN,NaN,NaN,NaN
13.0,-1.5342,28.1059,355.3953,4,10.0048,NaN,1.0817,0.5254
13.9,-1.5347,28.1146,354.7909,3,NaN,NaN,NaN,NaN
14.9,-1.5347,28.1194,354.3632,4,9.8124,NaN,1.0393,0.5106
15.9,-1.5354,28.1313,352.9988,3,NaN,NaN,NaN,NaN
17.0,-1.5354,28.1404,352.0625,4,9.9086,NaN,1.0605,0.5106
18.0,-1.5355,28.1543,350.6878,3,10.1010,NaN,1.0605,0.5106
19.0,-1.5361,28.1671,349.0381,4,NaN,NaN,NaN,NaN
20.1,-1.5364,28.1824,347.2891,3,9.8124,NaN,1.0393,0.5180
20.9,-1.5372,28.2119,345.4124,3,NaN,NaN,NaN,NaN
22.0,-1.5385,28.3153,342.4427,4,9.9086,NaN,1.0393,0.5254
23.0,-1.5371,29.0706,338.3521,3,NaN,NaN,NaN,NaN
23.9,-1.5501,29.8892,335.0550,3,10.2934,NaN,0.9120,0.5180
25.0,-1.5785,30.1469,332.9333,4,NaN,NaN,NaN,NaN
26.1,-1.5906,30.3499,330.8842,3,10.5820,NaN,0.6363,0.4736
27.0,-1.5977,30.5414,328.8087,3,NaN,NaN,NaN,NaN
27.9,-1.6036,30.7099,326.8140,3,9.9086,NaN,0.5515,0.4366
28.9,-1.6180,30.8883,325.2247,3,NaN,NaN,NaN,NaN
30.0,-1.6302,31.0834,323.2648,4,9.2352,NaN,0.5303,0.4514
31.1,-1.6255,31.2545,321.2379,3,8.8504,NaN,0.4878,0.4440
32.0,-1.6311,31.3931,319.5309,3,NaN,NaN,NaN,NaN
33.0,-1.6521,31.5445,317.8286,3,8.1770,NaN,0.4242,0.4218
33.9,-1.6510,31.6761,316.1860,3,NaN,NaN,NaN,NaN
35.0,-1.6447,31.8163,314.7958,4,7.5036,NaN,0.3606,0.4218
36.1,-1.6466,31.9659,313.4275,3,NaN,NaN,NaN,NaN
37.1,-1.6498,32.1152,312.6750,3,7.0226,NaN,0.3606,0.4144
38.0,-1.6575,32.2363,312.0289,3,NaN,NaN,NaN,NaN
39.0,-1.6607,32.3187,311.3792,3,6.7340,NaN,0.3394,0.3996
39.9,-1.6579,32.4019,310.7528,3,NaN,NaN,NaN,NaN
40.9,-1.6585,32.4668,310.5698,3,6.4454,NaN,0.3181,0.3848
42.0,-1.6602,32.5326,310.3235,4,NaN,NaN,NaN,NaN
43.1,-1.6697,32.5904,310.0454,3,6.3492,NaN,0.3181,0.3774
44.1,-1.6690,32.6394,309.8161,3,NaN,NaN,NaN,NaN
45.0,-1.6715,32.6817,309.8564,3,6.0606,NaN,0.2969,0.3848
46.0,-1.6729,32.7198,309.8853,3,NaN,NaN,NaN,NaN
47.0,-1.6751,32.7572,309.6698,3,5.8682,NaN,0.3394,0.3922
47.9,-1.6876,32.7984,309.2643,3,NaN,NaN,NaN,NaN
48.9,-1.6781,32.8375,308.7717,3,5.5796,NaN,0.2969,0.3700
50.0,-1.6562,32.8845,308.4249,4,5.5796,NaN,0.2757,0.3552
51.1,-1.6469,32.9296,308.2245,3,NaN,NaN,NaN,NaN
52.1,-1.6399,32.9681,307.8273,3,NaN,NaN,NaN,NaN
53.0,-1.6294,33.0124,307.4782,3,5.2910,NaN,0.3181,0.3848
54.0,-1.6170,33.0560,307.2607,3,NaN,NaN,NaN,NaN
55.0,-1.6015,33.1036,307.0095,3,5.2910,NaN,0.2333,0.3700
55.9,-1.6018,33.1557,306.9129,3,NaN,NaN,NaN,NaN
56.9,-1.6105,33.2023,306.7308,3,5.0986,NaN,0.1909,0.3774
57.9,-1.6130,33.2485,306.0410,3,NaN,NaN,NaN,NaN
59.0,-1.6212,33.2932,305.1916,4,4.9062,NaN,0.2333,0.3404
60.1,-1.5722,33.3408,304.5487,3,NaN,NaN,NaN,NaN
61.1,-1.5426,33.3870,304.6216,3,4.5214,NaN,0.2121,0.3478
62.0,-1.5422,33.4327,304.6703,3,NaN,NaN,NaN,NaN
63.0,-1.5355,33.4789,304.4657,3,4.7138,NaN,0.1909,0.3404
64.0,-1.5153,33.5253,304.3381,3,NaN,NaN,NaN,NaN
64.9,-1.5051,33.5648,304.4451,3,4.2328,NaN,0.1909,0.3774
65.9,-1.4949,33.6082,304.5572,3,NaN,NaN,NaN,NaN
66.9,-1.4772,33.6473,304.5906,3,4.3290,NaN,0.1697,0.3626
67.9,-1.4639,33.6754,304.5126,3,3.9442,NaN,0.1485,0.3626
69.0,-1.4488,33.7050,304.4394,4,NaN,NaN,NaN,NaN
70.1,-1.4343,33.7343,304.3631,3,3.6556,NaN,0.1061,0.3552
71.1,-1.4220,33.7582,304.4591,3,NaN,NaN,NaN,NaN
72.1,-1.4070,33.7837,304.6588,3,3.7518,NaN,0.1061,0.4070
73.0,-1.3994,33.8032,304.6682,3,NaN,NaN,NaN,NaN
74.0,-1.3959,33.8289,304.6225,3,3.5594,NaN,0.1485,0.3404
75.0,-1.3816,33.8557,304.4288,3,NaN,NaN,NaN,NaN
75.9,-1.3686,33.8787,304.0707,3,3.4632,NaN,0.1485,0.3552
76.9,-1.3557,33.8987,303.9354,3,NaN,NaN,NaN,NaN
77.9,-1.3418,33.9187,303.8494,3,NaN,NaN,NaN,NaN
78.9,-1.3287,33.9384,303.6982,3,3.1746,NaN,0.1485,0.3404
80.0,-1.3177,33.9579,303.4040,4,3.1746,NaN,0.1485,0.3552
81.1,-1.3111,33.9756,303.4084,3,NaN,NaN,NaN,NaN
82.1,-1.3005,33.9944,303.3296,3,NaN,NaN,NaN,NaN
83.1,-1.2864,34.0128,303.3675,3,3.2708,NaN,0.1485,0.3404
84.0,-1.2743,34.0307,303.4276,3,NaN,NaN,NaN,NaN
85.0,-1.2697,34.0482,303.4541,3,3.0784,NaN,0.1061,0.3552
86.0,-1.2627,34.0598,303.3712,3,NaN,NaN,NaN,NaN
87.0,-1.2504,34.0744,303.2659,3,3.0784,NaN,0.0636,0.3404
87.9,-1.2421,34.0875,303.1575,3,NaN,NaN,NaN,NaN
88.9,-1.2367,34.0990,302.9349,3,3.0784,NaN,0.1061,0.3330
89.9,-1.2312,34.1102,303.1047,3,NaN,NaN,NaN,NaN
91.0,-1.2326,34.1217,303.0631,4,2.7898,NaN,0.1061,0.3404
92.1,-1.2225,34.1339,303.0051,3,2.8860,NaN,0.1273,0.3552
93.1,-1.2124,34.1419,302.9965,3,NaN,NaN,NaN,NaN
94.1,-1.2048,34.1511,302.8535,3,2.7898,NaN,0.0848,0.3256
95.1,-1.2012,34.1585,302.7271,3,NaN,NaN,NaN,NaN
96.0,-1.1982,34.1659,302.6432,3,2.8860,NaN,0.1061,0.3478
97.0,-1.1928,34.1725,302.5999,3,NaN,NaN,NaN,NaN
98.0,-1.1864,34.1794,302.6182,3,2.7898,NaN,0.0636,0.3478
99.0,-1.1814,34.1862,302.6134,3,NaN,NaN,NaN,NaN
99.9,-1.1816,34.1936,302.6207,3,2.7898,NaN,0.0636,0.3256
100.9,-1.1685,34.2022,302.6097,3,NaN,NaN,NaN,NaN
101.9,-1.1686,34.2102,302.6021,3,2.7898,NaN,0.1061,0.3552
102.9,-1.1766,34.2153,302.5428,3,NaN,NaN,NaN,NaN
103.9,-1.1688,34.2225,302.4889,3,2.6936,NaN,0.0636,0.3552
105.0,-1.1789,34.2310,302.6222,4,NaN,NaN,NaN,NaN
106.1,-1.1963,34.2366,302.5554,3,2.4050,NaN,0.0848,0.3404
107.1,-1.1935,34.2425,302.4108,3,NaN,NaN,NaN,NaN
108.1,-1.1771,34.2499,302.2416,3,NaN,NaN,NaN,NaN
109.1,-1.1633,34.2586,302.2173,3,2.5974,NaN,0.0636,0.3256
110.1,-1.1551,34.2674,302.3513,3,NaN,NaN,NaN,NaN
111.0,-1.1468,34.2742,302.2891,3,2.3088,NaN,0.0636,0.3330
112.0,-1.1428,34.2793,302.2257,3,NaN,NaN,NaN,NaN
113.0,-1.1390,34.2838,302.3420,3,2.5012,NaN,0.0848,0.3404
114.0,-1.1344,34.2890,302.3092,3,NaN,NaN,NaN,NaN
115.0,-1.1272,34.2949,302.4001,3,2.3088,NaN,0.0212,0.3404
