2012,129.50144,-135.0368,84.3925,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.3,-1.6477,30.1384,365.5978,5,NaN,NaN,NaN,NaN
6.0,-1.6477,30.1384,365.5829,4,2.2126,NaN,0.2969,0.3996
6.9,-1.6476,30.1379,365.5603,4,NaN,NaN,NaN,NaN
8.0,-1.6476,30.1383,365.2351,5,2.4050,NaN,0.3818,0.3404
9.0,-1.6476,30.1380,365.2394,4,2.3088,NaN,0.3606,0.3256
10.0,-1.6476,30.1382,365.1019,5,2.3088,NaN,0.2757,0.3330
11.1,-1.6476,30.1391,364.9268,5,2.4050,NaN,0.2969,0.3256
12.1,-1.6476,30.1395,364.8154,5,2.5974,NaN,0.2757,0.3182
13.1,-1.6477,30.1403,364.2809,6,NaN,NaN,NaN,NaN
14.0,-1.6476,30.1396,364.0950,6,2.4050,NaN,0.3075,0.3182
15.0,-1.6475,30.1398,363.8228,6,NaN,NaN,NaN,NaN
16.0,-1.6475,30.1399,363.6641,5,2.5974,NaN,0.2969,0.3182
17.0,-1.6476,30.1399,363.5508,6,2.4050,NaN,0.3181,0.3182
18.0,-1.6474,30.1415,363.0839,5,2.3088,NaN,0.3394,0.3552
19.0,-1.6475,30.1467,362.7068,6,2.3088,NaN,0.2757,0.3182
20.0,-1.6474,30.1442,362.3908,7,2.5012,NaN,0.2545,0.3330
21.1,-1.6474,30.1424,362.2482,6,2.3088,NaN,0.2545,0.3182
22.1,-1.6474,30.1433,361.9280,6,2.1164,NaN,0.2969,0.3256
23.0,-1.6474,30.1496,361.7515,6,2.5012,NaN,0.2545,0.3330
24.0,-1.6474,30.1527,361.3132,5,2.5012,NaN,0.2333,0.3330
25.0,-1.6474,30.1518,360.9556,6,2.4050,NaN,0.2545,0.3330
26.1,-1.6471,30.1602,360.4325,6,2.5974,NaN,0.2545,0.3330
27.1,-1.6471,30.1660,359.9532,5,2.4050,NaN,0.2545,0.3182
28.1,-1.6471,30.1737,359.1895,5,2.4050,NaN,0.2757,0.3256
29.0,-1.6478,30.2065,358.8493,4,NaN,NaN,NaN,NaN
29.9,-1.6499,30.2638,358.4471,5,2.5974,NaN,0.2757,0.3404
31.0,-1.6515,30.2817,357.8516,6,2.8860,NaN,0.1697,0.3404
32.0,-1.6531,30.2953,357.1082,6,2.7898,NaN,0.1697,0.3404
32.9,-1.6535,30.3053,356.4174,5,2.9822,NaN,0.1909,0.3330
33.9,-1.6547,30.3229,355.7786,5,3.1746,NaN,0.1909,0.3330
35.0,-1.6565,30.3365,354.9577,5,3.0784,NaN,0.1697,0.3478
36.2,-1.6572,30.3446,353.7924,4,3.1746,NaN,0.1909,0.3330
37.1,-1.6574,30.3557,352.6765,7,3.1746,NaN,0.2333,0.3404
38.0,-1.6551,30.3852,351.1761,9,3.4151,NaN,0.1909,0.3404
38.9,-1.6577,30.4063,349.4009,8,3.6556,NaN,0.2757,0.3330
40.0,-1.6575,30.4364,347.5733,7,3.9442,NaN,0.2969,0.3182
41.0,-1.6551,30.4801,345.9246,6,4.2328,NaN,0.2757,0.3552
42.0,-1.6557,30.5108,344.0584,7,4.6176,NaN,0.2969,0.3256
43.0,-1.6521,30.5662,340.9572,9,5.0024,NaN,0.2757,0.3441
43.9,-1.6504,30.6189,336.4316,10,5.4353,NaN,0.3181,0.3441
44.9,-1.6437,30.6923,330.9221,7,5.9644,NaN,0.3394,0.3330
46.0,-1.6252,30.7702,325.6119,6,5.5796,NaN,0.3394,0.3330
47.0,-1.5930,30.8719,321.0984,4,5.1948,NaN,0.2969,0.3404
47.9,-1.5588,30.9705,317.5110,5,NaN,NaN,NaN,NaN
49.0,-1.4935,31.1700,313.6973,5,4.8100,NaN,0.2545,0.3404
50.0,-1.4677,31.2932,310.1618,6,3.9442,NaN,0.1909,0.3404
51.0,-1.4415,31.4913,306.2395,6,3.8480,NaN,0.1697,0.3182
52.0,-1.4348,31.6276,302.8745,5,3.9442,NaN,0.1909,0.3182
53.0,-1.4372,31.7001,300.3811,4,3.7518,NaN,0.1909,0.3330
54.0,-1.4503,31.8356,298.1752,5,NaN,NaN,NaN,NaN
55.0,-1.4618,31.9003,296.5861,4,3.7518,NaN,0.1909,0.3108
55.9,-1.4811,31.9650,295.3680,5,3.9442,NaN,0.1697,0.3256
56.9,-1.4965,32.0154,294.0414,5,3.6556,NaN,0.1909,0.3182
58.0,-1.5029,32.0439,293.0682,5,3.8480,NaN,0.2333,0.3330
59.0,-1.5069,32.0668,292.0655,5,NaN,NaN,NaN,NaN
60.0,-1.5075,32.0816,291.2229,4,4.0404,NaN,0.2333,0.3330
60.9,-1.5074,32.0889,290.2827,5,3.9442,NaN,0.1697,0.3330
61.9,-1.5093,32.1166,289.3436,4,4.0404,NaN,0.1909,0.3256
63.0,-1.5152,32.1380,288.5361,5,3.8480,NaN,0.2333,0.3256
64.1,-1.5082,32.1641,287.5036,4,NaN,NaN,NaN,NaN
65.0,-1.4993,32.1746,286.6228,4,4.1366,NaN,0.2333,0.3404
66.0,-1.5111,32.1784,285.6614,4,NaN,NaN,NaN,NaN
67.0,-1.5099,32.1864,284.4738,5,4.1366,NaN,0.2333,0.3182
68.0,-1.5134,32.2050,283.3554,4,3.9442,NaN,0.1697,0.3256
69.0,-1.5154,32.2322,282.4114,4,4.0404,NaN,0.2333,0.3330
70.1,-1.5155,32.2583,281.4574,4,NaN,NaN,NaN,NaN
71.1,-1.5329,32.2722,280.8266,4,4.2328,NaN,0.1697,0.3478
72.0,-1.5362,32.2825,280.0503,3,NaN,NaN,NaN,NaN
72.9,-1.5448,32.2909,279.3350,4,3.9442,NaN,0.2545,0.3404
74.0,-1.5486,32.2975,278.5079,4,3.9442,NaN,0.2333,0.3330
75.0,-1.5451,32.3129,277.8778,4,NaN,NaN,NaN,NaN
76.0,-1.5499,32.3300,277.3005,4,4.0404,NaN,0.1909,0.3626
77.0,-1.5412,32.3396,276.5896,4,4.1366,NaN,0.2121,0.3404
78.1,-1.5552,32.3488,276.1511,4,NaN,NaN,NaN,NaN
79.0,-1.5620,32.3560,275.7820,3,4.0404,NaN,0.2121,0.3404
80.0,-1.5657,32.3674,275.4485,4,4.0404,NaN,0.1697,0.3256
81.0,-1.5600,32.3859,274.8329,4,NaN,NaN,NaN,NaN
82.0,-1.5537,32.3980,274.4400,4,3.8480,NaN,0.2121,0.3330
83.0,-1.5510,32.4091,274.0293,4,3.9442,NaN,0.1909,0.3330
84.0,-1.5486,32.4209,273.5752,4,NaN,NaN,NaN,NaN
85.0,-1.5489,32.4345,273.1809,4,3.9442,NaN,0.2121,0.3182
86.0,-1.5456,32.4413,272.6363,4,3.9442,NaN,0.1697,0.3330
86.9,-1.5409,32.4475,272.0092,4,NaN,NaN,NaN,NaN
88.0,-1.5402,32.4521,271.4545,4,4.1366,NaN,0.2333,0.3256
89.0,-1.5387,32.4570,270.4119,4,4.0404,NaN,0.2545,0.3330
89.9,-1.5260,32.4726,269.4724,4,NaN,NaN,NaN,NaN
91.0,-1.4883,32.4996,268.6397,5,4.1366,NaN,0.2121,0.3182
92.0,-1.4795,32.5205,268.0725,4,3.9442,NaN,0.2545,0.3330
93.0,-1.4914,32.5390,267.1132,5,4.0404,NaN,0.2333,0.3404
94.1,-1.5001,32.5607,265.8867,4,NaN,NaN,NaN,NaN
95.1,-1.4896,32.5878,264.8238,4,4.0404,NaN,0.2333,0.3182
96.0,-1.4756,32.6034,263.7000,4,4.2328,NaN,0.2333,0.3552
97.0,-1.4580,32.6180,262.3971,5,4.3290,NaN,0.2333,0.3700
98.0,-1.4428,32.6411,261.1947,5,4.2328,NaN,0.2545,0.3478
98.9,-1.4603,32.6537,259.4565,5,4.2328,NaN,0.2545,0.3478
100.0,-1.4236,32.6699,257.7406,5,NaN,NaN,NaN,NaN
101.1,-1.4175,32.6906,256.3416,4,4.2328,NaN,0.2333,0.3626
102.1,-1.3830,32.7226,255.4972,4,4.2328,NaN,0.2545,0.3552
103.1,-1.3707,32.7555,255.0379,5,3.9442,NaN,0.2121,0.3478
104.0,-1.3780,32.7664,254.2277,5,4.0404,NaN,0.2333,0.3552
104.9,-1.3796,32.7802,253.6759,5,NaN,NaN,NaN,NaN
106.0,-1.3767,32.7971,253.3137,5,4.0404,NaN,0.2757,0.3626
107.1,-1.3826,32.8169,253.0726,4,3.9442,NaN,0.2121,0.3552
108.1,-1.3891,32.8329,252.8825,4,4.1366,NaN,0.2545,0.3848
109.1,-1.3947,32.8509,252.8307,4,NaN,NaN,NaN,NaN
110.0,-1.4084,32.8825,252.8900,4,4.0404,NaN,0.2333,0.3774
111.0,-1.4151,32.8996,253.2845,5,4.2328,NaN,0.2333,0.3552
112.0,-1.4210,32.9098,253.6718,4,4.2328,NaN,0.2333,0.3700
112.9,-1.4287,32.9251,254.2679,4,NaN,NaN,NaN,NaN
114.0,-1.4444,32.9559,254.7636,4,3.9442,NaN,0.2545,0.3626
115.0,-1.4647,32.9948,254.9911,4,NaN,NaN,NaN,NaN
116.1,-1.4769,33.0249,255.2819,4,4.2328,NaN,0.2757,0.3700
117.0,-1.4795,33.0333,255.3607,4,3.8480,NaN,0.2545,0.3700
117.9,-1.4818,33.0403,255.6916,5,4.0404,NaN,0.2121,0.3626
118.9,-1.4847,33.0515,256.1155,4,4.1366,NaN,0.2545,0.3774
120.0,-1.4869,33.0676,256.6132,4,NaN,NaN,NaN,NaN
121.1,-1.4905,33.0965,256.8127,4,4.2328,NaN,0.2545,0.3626
122.1,-1.4928,33.1183,256.9350,4,NaN,NaN,NaN,NaN
123.0,-1.4934,33.1302,257.2014,4,4.2328,NaN,0.2757,0.3552
124.0,-1.4936,33.1476,257.6555,6,4.3290,NaN,0.2757,0.3478
125.0,-1.4928,33.1603,258.1363,5,4.2328,NaN,0.2757,0.3626
126.1,-1.4923,33.1687,258.5082,4,4.1366,NaN,0.2121,0.3774
127.0,-1.4880,33.2104,258.6050,3,NaN,NaN,NaN,NaN
128.0,-1.4848,33.2349,258.7142,4,4.2328,NaN,0.2969,0.3552
129.0,-1.4798,33.2588,258.7053,4,NaN,NaN,NaN,NaN
130.0,-1.4747,33.2803,258.7769,5,4.1366,NaN,0.2757,0.3848
131.1,-1.4719,33.2917,258.8638,5,4.1366,NaN,0.2545,0.3626
132.1,-1.4672,33.3089,259.1296,4,3.9442,NaN,0.2545,0.3552
133.0,-1.4597,33.3347,259.3248,3,4.1366,NaN,0.2545,0.3478
133.9,-1.4491,33.3669,259.4361,4,NaN,NaN,NaN,NaN
134.9,-1.4437,33.3835,259.6482,4,4.2328,NaN,0.2121,0.3478
135.9,-1.4377,33.3988,259.8834,5,NaN,NaN,NaN,NaN
137.0,-1.4306,33.4156,260.1224,6,4.3290,NaN,0.2333,0.3404
138.1,-1.4208,33.4331,260.4689,6,4.2328,NaN,0.2969,0.3478
139.1,-1.4147,33.4440,260.4431,5,4.3290,NaN,0.2545,0.3404
140.0,-1.4067,33.4579,260.4046,4,4.2328,NaN,0.2333,0.3478
140.9,-1.3930,33.4837,260.3188,4,4.2328,NaN,0.2757,0.3478
141.9,-1.3772,33.5165,260.3758,4,NaN,NaN,NaN,NaN
142.9,-1.3619,33.5471,260.5010,5,4.2328,NaN,0.2969,0.3626
144.0,-1.3419,33.5754,260.7123,6,4.3290,NaN,0.2121,0.3552
145.0,-1.3294,33.5929,260.9526,6,4.3290,NaN,0.2545,0.3404
146.0,-1.3183,33.6128,261.2105,5,4.2328,NaN,0.2333,0.3478
147.0,-1.2986,33.6399,261.4931,5,4.2328,NaN,0.2333,0.3256
148.0,-1.2760,33.6775,261.6546,4,NaN,NaN,NaN,NaN
149.0,-1.2584,33.7054,262.1181,5,4.1366,NaN,0.2333,0.3404
150.0,-1.2345,33.7420,262.4998,4,4.2328,NaN,0.2545,0.3478
151.0,-1.2163,33.7703,263.0397,5,4.0404,NaN,0.2757,0.3404
152.0,-1.2092,33.7817,263.7132,5,4.1366,NaN,0.2757,0.3256
153.0,-1.1982,33.7982,264.4006,4,NaN,NaN,NaN,NaN
153.9,-1.1893,33.8128,265.2099,4,4.2328,NaN,0.2121,0.3256
154.9,-1.1761,33.8366,265.9943,4,4.0404,NaN,0.2757,0.3330
156.0,-1.1638,33.8695,266.7356,5,NaN,NaN,NaN,NaN
157.1,-1.1608,33.8946,267.6649,5,3.9442,NaN,0.1909,0.3256
158.1,-1.1707,33.9100,269.0957,7,4.1366,NaN,0.2227,0.3293
159.0,-1.1742,33.9240,271.1257,7,4.0404,NaN,0.2333,0.3330
159.9,-1.1704,33.9416,273.4433,5,NaN,NaN,NaN,NaN
160.9,-1.1761,33.9684,275.6085,5,4.1366,NaN,0.2333,0.3256
162.0,-1.1875,33.9966,276.8840,4,4.1366,NaN,0.2333,0.3330
163.0,-1.1847,34.0143,277.7600,4,4.0404,NaN,0.2121,0.3182
164.0,-1.1832,34.0335,278.2885,4,NaN,NaN,NaN,NaN
165.0,-1.1676,34.0500,278.6099,6,4.0404,NaN,0.2757,0.3256
166.0,-1.1488,34.0584,279.6144,6,3.7518,NaN,0.1909,0.3256
167.0,-1.1113,34.0752,280.2372,5,3.9442,NaN,0.2333,0.3182
