2012,285.25146,-81.7108,85.8861,186
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
17.0,-1.6285,29.7928,NaN,15,NaN,NaN,NaN,NaN
18.0,-1.6285,29.8272,NaN,3,NaN,NaN,NaN,NaN
18.9,-1.6286,29.8221,NaN,3,NaN,NaN,NaN,NaN
19.9,-1.6285,29.8212,NaN,3,NaN,NaN,NaN,NaN
21.0,-1.6285,29.8201,NaN,4,NaN,NaN,NaN,NaN
22.1,-1.6284,29.8213,NaN,3,NaN,NaN,NaN,NaN
23.1,-1.6285,29.8253,NaN,3,NaN,NaN,NaN,NaN
24.0,-1.6287,29.8469,NaN,3,8.9466,NaN,0.8272,0.4070
25.0,-1.6297,29.9414,NaN,3,NaN,NaN,NaN,NaN
26.0,-1.6325,30.1586,NaN,3,8.9466,NaN,0.7636,0.4070
26.9,-1.6358,30.5239,NaN,3,NaN,NaN,NaN,NaN
27.9,-1.6409,30.7975,NaN,3,9.1390,NaN,0.6999,0.3700
29.0,-1.6536,30.9579,NaN,4,NaN,NaN,NaN,NaN
30.1,-1.6660,31.0447,NaN,3,9.2352,NaN,0.6363,0.3700
31.1,-1.6707,31.0803,NaN,3,NaN,NaN,NaN,NaN
32.1,-1.6731,31.1258,NaN,3,8.8504,NaN,0.6575,0.3404
33.0,-1.6760,31.1524,NaN,3,NaN,NaN,NaN,NaN
34.0,-1.6793,31.1696,NaN,3,8.3694,NaN,0.5939,0.3478
34.9,-1.6825,31.1964,NaN,3,NaN,NaN,NaN,NaN
35.9,-1.6824,31.2155,NaN,3,8.2732,NaN,0.6151,0.3404
37.0,-1.6842,31.2388,NaN,4,NaN,NaN,NaN,NaN
38.1,-1.6891,31.2659,NaN,3,8.4656,NaN,0.6363,0.3478
39.1,-1.6910,31.2885,NaN,3,NaN,NaN,NaN,NaN
40.1,-1.6909,31.3190,NaN,3,8.6580,NaN,0.6151,0.3404
41.0,-1.6913,31.3394,NaN,3,NaN,NaN,NaN,NaN
42.0,-1.6921,31.3586,NaN,3,8.6580,NaN,0.5090,0.3552
42.9,-1.6958,31.3793,NaN,3,NaN,NaN,NaN,NaN
43.9,-1.6983,31.4026,NaN,3,8.4656,NaN,0.5303,0.3552
45.0,-1.7004,31.4323,NaN,4,NaN,NaN,NaN,NaN
46.1,-1.7008,31.4556,NaN,3,8.4656,NaN,0.5727,0.3700
47.1,-1.6997,31.4764,NaN,3,8.5618,NaN,0.5303,0.3552
48.1,-1.6956,31.4940,NaN,3,NaN,NaN,NaN,NaN
49.0,-1.6852,31.5163,NaN,3,8.1770,NaN,0.4878,0.3404
50.0,-1.6702,31.5362,NaN,3,NaN,NaN,NaN,NaN
51.0,-1.6610,31.5593,NaN,3,7.9846,NaN,0.5303,0.3182
51.9,-1.6587,31.5877,NaN,3,NaN,NaN,NaN,NaN
52.9,-1.6285,31.6302,NaN,3,7.5998,NaN,0.4666,0.3330
54.0,-1.6217,31.6731,NaN,4,NaN,NaN,NaN,NaN
55.1,-1.6137,31.7134,NaN,3,7.1188,NaN,0.3818,0.3478
56.1,-1.6126,31.7464,NaN,3,NaN,NaN,NaN,NaN
57.0,-1.6026,31.7773,NaN,3,7.2150,NaN,0.4242,0.3256
58.0,-1.6268,31.8227,NaN,3,NaN,NaN,NaN,NaN
58.9,-1.6032,31.8602,NaN,3,6.8302,NaN,0.3394,0.3330
59.9,-1.6278,31.8953,NaN,3,NaN,NaN,NaN,NaN
61.0,-1.6359,31.9399,NaN,4,7.0226,NaN,0.4242,0.3108
62.1,-1.6308,31.9803,NaN,3,NaN,NaN,NaN,NaN
63.1,-1.6182,32.0118,NaN,3,6.8302,NaN,0.3606,0.3330
64.1,-1.6019,32.0399,NaN,3,NaN,NaN,NaN,NaN
65.0,-1.6023,32.0886,NaN,3,6.3492,NaN,0.3818,0.3182
66.0,-1.6048,32.1303,NaN,3,NaN,NaN,NaN,NaN
66.9,-1.6152,32.1675,NaN,3,6.3492,NaN,0.3818,0.3256
67.9,-1.6168,32.2091,NaN,3,NaN,NaN,NaN,NaN
69.0,-1.6333,32.2627,NaN,4,6.1568,NaN,0.3606,0.3182
70.1,-1.6427,32.3160,NaN,3,5.9644,NaN,0.4030,0.3330
71.1,-1.6419,32.3456,NaN,3,NaN,NaN,NaN,NaN
72.0,-1.6366,32.3809,NaN,3,5.6758,NaN,0.3394,0.3182
72.9,-1.6312,32.4188,NaN,3,NaN,NaN,NaN,NaN
73.9,-1.6297,32.4443,NaN,3,5.2910,NaN,0.3606,0.3256
75.0,-1.6197,32.4730,NaN,4,NaN,NaN,NaN,NaN
76.1,-1.6193,32.4971,NaN,3,5.4834,NaN,0.3606,0.3182
77.1,-1.6190,32.5199,NaN,3,NaN,NaN,NaN,NaN
78.1,-1.6051,32.5479,NaN,3,5.3872,NaN,0.3606,0.3256
79.0,-1.5842,32.5790,NaN,3,NaN,NaN,NaN,NaN
80.0,-1.5609,32.6153,NaN,3,5.0986,NaN,0.3181,0.3256
80.9,-1.5634,32.6463,NaN,3,NaN,NaN,NaN,NaN
82.0,-1.5596,32.6678,NaN,4,5.0986,NaN,0.3606,0.3330
83.1,-1.5439,32.6895,NaN,3,NaN,NaN,NaN,NaN
84.1,-1.5237,32.7125,NaN,3,5.0024,NaN,0.3181,0.3330
85.0,-1.5526,32.7260,NaN,3,NaN,NaN,NaN,NaN
86.0,-1.6027,32.7357,NaN,3,4.9062,NaN,0.3394,0.3330
86.9,-1.6179,32.7592,NaN,3,NaN,NaN,NaN,NaN
87.9,-1.6117,32.7863,NaN,3,5.3872,NaN,0.3606,0.3330
89.0,-1.5721,32.8162,NaN,4,NaN,NaN,NaN,NaN
90.1,-1.5457,32.8439,NaN,3,5.3872,NaN,0.3394,0.3256
91.1,-1.5635,32.8605,NaN,3,5.1948,NaN,0.2969,0.3478
92.0,-1.5558,32.8794,NaN,3,NaN,NaN,NaN,NaN
93.0,-1.5170,32.9002,NaN,3,5.0986,NaN,0.3181,0.3256
93.9,-1.5650,32.9210,NaN,3,NaN,NaN,NaN,NaN
95.0,-1.5953,32.9421,NaN,4,5.2910,NaN,0.2969,0.3182
96.1,-1.5634,32.9675,NaN,3,NaN,NaN,NaN,NaN
97.1,-1.5472,32.9919,NaN,3,5.0024,NaN,0.3181,0.3330
98.0,-1.5803,33.0122,NaN,3,NaN,NaN,NaN,NaN
99.0,-1.5791,33.0282,NaN,3,5.0024,NaN,0.2969,0.3404
100.0,-1.5649,33.0434,NaN,3,NaN,NaN,NaN,NaN
100.9,-1.5574,33.0612,NaN,3,5.0986,NaN,0.2757,0.3478
101.9,-1.5216,33.0821,NaN,3,NaN,NaN,NaN,NaN
103.0,-1.5136,33.1091,NaN,4,4.7138,NaN,0.3181,0.3182
104.1,-1.5201,33.1325,NaN,3,4.6176,NaN,0.3181,0.3330
105.1,-1.5186,33.1508,NaN,3,NaN,NaN,NaN,NaN
