2011,286.08477,172.4346,84.6425,758
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.2,-1.5445,28.2845,NaN,3,9.9086,NaN,0.8696,0.4736
6.9,-1.5445,28.2868,353.9604,4,NaN,NaN,NaN,NaN
8.0,-1.5444,28.2873,353.2545,4,9.9086,NaN,0.8908,0.4810
9.0,-1.5448,28.2921,352.3786,3,NaN,NaN,NaN,NaN
9.9,-1.5460,28.3148,353.1192,4,10.0048,NaN,0.8696,0.4810
11.0,-1.5486,28.3652,353.1236,4,10.1010,NaN,0.8908,0.4736
12.0,-1.5529,28.4430,351.3118,4,NaN,NaN,NaN,NaN
13.1,-1.5540,28.4653,350.5002,4,9.7162,NaN,0.8696,0.4810
14.1,-1.5561,28.5101,350.1164,3,9.8124,NaN,0.8484,0.4884
14.9,-1.5590,28.5661,350.3485,3,NaN,NaN,NaN,NaN
16.0,-1.5607,28.6004,350.5569,4,9.5238,NaN,0.8696,0.4662
17.0,-1.5624,28.6451,349.6102,3,NaN,NaN,NaN,NaN
18.0,-1.5687,28.8596,347.4495,4,9.7162,NaN,0.8484,0.4810
19.1,-1.5708,28.9674,346.1317,3,NaN,NaN,NaN,NaN
20.0,-1.5734,29.2211,344.8184,3,9.4276,NaN,0.8060,0.4440
20.9,-1.5746,29.7937,343.1212,3,NaN,NaN,NaN,NaN
22.0,-1.5821,30.1702,341.9422,4,10.0048,NaN,0.7211,0.4144
23.1,-1.5935,30.3241,340.4230,3,10.1972,NaN,0.5939,0.3996
24.0,-1.6037,30.4533,339.7205,3,NaN,NaN,NaN,NaN
25.0,-1.6149,30.5487,338.6826,3,10.0048,NaN,0.5727,0.3996
25.9,-1.6365,30.6315,337.7459,3,NaN,NaN,NaN,NaN
27.0,-1.6451,30.7106,338.0275,4,9.6200,NaN,0.5303,0.3848
28.1,-1.6523,30.7883,336.7225,3,NaN,NaN,NaN,NaN
29.0,-1.6516,30.8403,335.1830,3,9.2352,NaN,0.4878,0.3996
29.9,-1.6458,30.8914,333.6535,3,NaN,NaN,NaN,NaN
30.9,-1.6454,30.9470,332.2485,3,9.4276,NaN,0.5303,0.3848
32.0,-1.6583,31.0208,329.9152,4,NaN,NaN,NaN,NaN
33.1,-1.6676,31.0894,327.7031,3,9.3314,NaN,0.4878,0.3404
34.0,-1.6732,31.1513,327.3209,3,NaN,NaN,NaN,NaN
34.9,-1.6789,31.2220,325.7489,3,9.0428,NaN,0.4878,0.3478
35.9,-1.6841,31.3002,323.5769,3,NaN,NaN,NaN,NaN
37.0,-1.6889,31.4015,321.1253,4,8.9466,NaN,0.5303,0.3404
