2012,69.50145,-140.4630,84.3314,198
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.5,-1.6523,NaN,NaN,2,NaN,NaN,NaN,NaN
5.9,-1.6523,30.1765,361.9841,7,2.4050,NaN,0.1485,0.3330
7.1,-1.6523,30.1764,361.7304,4,NaN,NaN,NaN,NaN
8.0,-1.6521,30.1762,361.0697,4,2.5012,NaN,0.1697,0.3182
8.9,-1.6522,30.1763,361.1101,4,2.3088,NaN,0.1697,0.3330
9.9,-1.6522,30.1763,360.6453,5,2.5012,NaN,0.1697,0.3256
11.0,-1.6521,30.1757,360.2541,6,NaN,NaN,NaN,NaN
12.0,-1.6521,30.1754,359.9329,5,2.6455,NaN,0.1803,0.3330
13.0,-1.6520,30.1753,359.3493,6,NaN,NaN,NaN,NaN
14.0,-1.6521,30.1758,358.8691,5,2.6936,NaN,0.1909,0.3330
14.9,-1.6521,30.1759,358.3784,5,2.5012,NaN,0.1909,0.3256
16.0,-1.6521,30.1759,357.7557,5,2.5974,NaN,0.1485,0.3256
17.0,-1.6521,30.1761,357.4342,6,2.4050,NaN,0.1485,0.3330
18.0,-1.6521,30.1759,356.6797,5,2.5012,NaN,0.1697,0.3330
19.0,-1.6520,30.1759,355.8943,6,2.5012,NaN,0.1909,0.3256
19.9,-1.6521,30.1759,355.2458,5,2.5974,NaN,0.1909,0.3330
20.9,-1.6520,30.1759,354.6154,5,2.5974,NaN,0.1485,0.3256
21.9,-1.6520,30.1760,354.1128,5,NaN,NaN,NaN,NaN
22.9,-1.6520,30.1760,353.4235,5,2.7898,NaN,0.1909,0.3182
23.9,-1.6519,30.1762,352.6153,5,2.3088,NaN,0.1485,0.3256
25.0,-1.6518,30.1765,351.5335,6,2.5012,NaN,0.1485,0.3478
26.0,-1.6518,30.1764,350.2631,4,NaN,NaN,NaN,NaN
26.9,-1.6519,30.1765,349.8084,4,2.6936,NaN,0.1909,0.3330
28.0,-1.6518,30.1765,349.0623,5,2.5012,NaN,0.1273,0.3404
29.0,-1.6519,30.1765,347.6966,4,2.5974,NaN,0.1697,0.3478
30.0,-1.6517,30.1766,346.5653,6,2.5974,NaN,0.1909,0.3256
31.0,-1.6516,30.1776,345.1086,4,NaN,NaN,NaN,NaN
32.0,-1.6517,30.1774,343.7288,5,2.5012,NaN,0.1697,0.3256
33.1,-1.6516,30.1780,342.4942,4,2.5012,NaN,0.2121,0.3182
34.0,-1.6516,30.1782,341.2259,4,2.5974,NaN,0.1273,0.3404
35.0,-1.6516,30.1785,339.5793,5,NaN,NaN,NaN,NaN
36.0,-1.6518,30.1783,337.9346,5,2.6936,NaN,0.1909,0.3330
37.0,-1.6516,30.1790,335.7410,5,2.4050,NaN,0.1273,0.3404
38.0,-1.6514,30.1805,333.5746,4,2.5012,NaN,0.1909,0.3330
39.0,-1.6515,30.1813,331.3001,5,NaN,NaN,NaN,NaN
40.0,-1.6513,30.1825,328.8520,4,2.6936,NaN,0.1909,0.3182
41.0,-1.6512,30.1843,326.3794,5,2.5974,NaN,0.1909,0.3404
42.0,-1.6512,30.1859,322.7094,5,2.5012,NaN,0.1697,0.3404
43.1,-1.6504,30.1919,319.0815,5,2.4050,NaN,0.1697,0.3404
44.1,-1.6468,30.2276,315.8985,4,NaN,NaN,NaN,NaN
45.0,-1.6056,30.6265,312.5582,4,2.6936,NaN,0.1909,0.3404
46.0,-1.5498,30.9818,309.7034,3,NaN,NaN,NaN,NaN
47.0,-1.5182,31.1294,307.1784,4,3.4632,NaN,0.2545,0.3478
48.0,-1.4971,31.3024,305.1260,4,3.9442,NaN,0.2757,0.3552
49.0,-1.4840,31.4314,303.5065,3,NaN,NaN,NaN,NaN
49.9,-1.4602,31.5548,301.5759,4,4.2328,NaN,0.2333,0.3552
51.0,-1.4453,31.6715,300.1077,4,4.0404,NaN,0.2757,0.3552
52.0,-1.4407,31.7358,298.7021,3,NaN,NaN,NaN,NaN
53.0,-1.4384,31.8047,297.3045,4,4.4252,NaN,0.2757,0.3404
54.1,-1.4407,31.8506,295.8363,3,NaN,NaN,NaN,NaN
55.0,-1.4397,31.8931,294.8074,3,4.4252,NaN,0.2969,0.3626
56.0,-1.4420,31.9374,293.5752,4,NaN,NaN,NaN,NaN
57.0,-1.4531,31.9886,291.9155,3,4.5214,NaN,0.2121,0.3478
58.0,-1.4548,32.0312,290.5163,4,5.0986,NaN,0.2969,0.3552
59.0,-1.4616,32.0662,289.6864,3,NaN,NaN,NaN,NaN
60.0,-1.4664,32.0924,288.3657,4,4.1366,NaN,0.2545,0.3256
61.0,-1.4737,32.1127,287.0980,3,NaN,NaN,NaN,NaN
62.0,-1.4763,32.1369,285.9531,4,3.9442,NaN,0.2545,0.3404
63.0,-1.4837,32.1583,284.7628,3,NaN,NaN,NaN,NaN
