2011,294.83477,173.8670,85.2069,758
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.5,-1.6097,29.4615,372.5641,2,NaN,NaN,NaN,NaN
5.7,-1.6098,29.4624,372.4984,8,NaN,NaN,NaN,NaN
7.0,-1.6102,29.4704,372.8728,3,NaN,NaN,NaN,NaN
8.0,-1.6108,29.4789,373.0686,3,NaN,NaN,NaN,NaN
9.0,-1.6113,29.4877,373.3361,3,NaN,NaN,NaN,NaN
10.0,-1.6125,29.5070,373.3157,3,NaN,NaN,NaN,NaN
11.1,-1.6131,29.5212,373.6768,3,NaN,NaN,NaN,NaN
12.0,-1.6131,29.5250,373.7568,2,NaN,NaN,NaN,NaN
12.9,-1.6132,29.5300,373.6946,3,NaN,NaN,NaN,NaN
13.9,-1.6154,29.5690,373.4870,3,8.7542,NaN,0.5939,0.3922
15.0,-1.6192,29.6459,373.2518,3,NaN,NaN,NaN,NaN
16.1,-1.6220,29.7073,373.4613,3,8.3694,NaN,0.6151,0.3700
17.0,-1.6240,29.7491,373.6012,2,NaN,NaN,NaN,NaN
17.9,-1.6252,29.7780,373.2851,3,8.2732,NaN,0.6575,0.3626
19.0,-1.6259,29.8031,373.8539,3,NaN,NaN,NaN,NaN
20.0,-1.6259,29.8197,374.5762,3,8.0808,NaN,0.6151,0.3700
21.1,-1.6250,29.8535,374.5412,3,NaN,NaN,NaN,NaN
22.0,-1.6237,29.8931,374.8570,2,7.9846,NaN,0.5939,0.3626
22.9,-1.6225,29.9514,374.7966,3,NaN,NaN,NaN,NaN
23.9,-1.6211,30.0267,373.9516,3,8.4656,NaN,0.6787,0.3700
25.0,-1.6194,30.1229,373.4276,3,NaN,NaN,NaN,NaN
26.1,-1.6174,30.3272,372.7147,3,8.9466,NaN,0.6151,0.3552
27.1,-1.6176,30.6036,371.4173,3,NaN,NaN,NaN,NaN
28.0,-1.6197,30.7379,370.2350,2,NaN,NaN,NaN,NaN
28.9,-1.6297,30.9007,368.9753,3,9.6200,NaN,0.6151,0.3700
30.0,-1.6400,31.0447,368.1458,3,NaN,NaN,NaN,NaN
31.0,-1.6488,31.1216,367.0609,3,9.3314,NaN,0.5090,0.3256
32.1,-1.6536,31.1975,366.2563,3,NaN,NaN,NaN,NaN
33.1,-1.6567,31.2798,365.9670,3,9.2352,NaN,0.5303,0.3108
34.0,-1.6615,31.3358,365.9890,2,NaN,NaN,NaN,NaN
34.9,-1.6662,31.3841,365.5040,3,8.8504,NaN,0.4666,0.3108
36.0,-1.6689,31.4217,364.5545,3,NaN,NaN,NaN,NaN
37.0,-1.6733,31.4603,363.8911,3,8.8504,NaN,0.4666,0.3108
38.1,-1.6797,31.4952,363.6291,3,NaN,NaN,NaN,NaN
39.1,-1.6827,31.5295,363.5411,3,8.8504,NaN,0.4454,0.3108
40.0,-1.6848,31.5606,362.3320,2,NaN,NaN,NaN,NaN
