2011,263.08477,167.9653,84.3572,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.9,-1.5720,28.9370,356.6125,7,8.8504,0.5942,1.1666,0.5180
7.0,-1.5722,28.9371,356.5105,4,8.8504,0.5222,1.2514,0.5476
8.1,-1.5721,28.9370,356.8999,3,NaN,NaN,NaN,NaN
9.0,-1.5721,28.9370,356.0688,3,8.7542,0.3748,1.2090,0.6068
10.0,-1.5720,28.9371,355.9951,3,NaN,NaN,NaN,NaN
10.9,-1.5722,28.9372,356.2016,3,9.0428,0.2834,1.2090,0.5402
11.9,-1.5721,28.9372,356.2256,3,NaN,NaN,NaN,NaN
13.0,-1.5719,28.9372,354.8728,4,8.8504,0.2089,1.2302,0.5328
14.1,-1.5715,28.9378,354.0178,3,NaN,NaN,NaN,NaN
15.0,-1.5716,28.9375,353.7243,3,8.7542,0.1567,1.1029,0.5994
16.0,-1.5715,28.9375,354.3849,3,NaN,NaN,NaN,NaN
16.9,-1.5714,28.9376,353.7436,3,8.6580,0.1184,1.1878,0.5476
17.9,-1.5714,28.9378,352.6736,3,NaN,NaN,NaN,NaN
19.0,-1.5713,28.9381,351.7615,4,8.8504,0.0937,1.1453,0.5328
20.1,-1.5712,28.9386,351.1748,3,8.7542,0.0718,1.1666,0.5402
21.1,-1.5714,28.9394,349.9437,3,NaN,NaN,NaN,NaN
22.0,-1.5716,28.9415,348.9512,3,8.6580,NaN,1.1666,0.5624
23.0,-1.5716,28.9476,347.6088,3,NaN,NaN,NaN,NaN
24.0,-1.5714,29.0027,346.3934,3,9.0428,NaN,1.1241,0.5180
24.9,-1.5655,29.7551,343.2631,3,NaN,NaN,NaN,NaN
25.9,-1.5751,30.1750,341.4476,3,10.3896,NaN,0.6999,0.4588
26.9,-1.5926,30.3280,341.1357,3,NaN,NaN,NaN,NaN
28.0,-1.6046,30.5040,340.4260,4,10.1972,NaN,0.6575,0.4810
29.1,-1.6138,30.6516,339.3578,3,NaN,NaN,NaN,NaN
30.1,-1.6067,30.8092,338.1099,3,9.5238,NaN,0.5939,0.3922
31.1,-1.6161,30.9184,335.7555,3,NaN,NaN,NaN,NaN
32.1,-1.6252,30.9797,333.9301,3,9.2352,NaN,0.5939,0.3700
33.0,-1.6354,31.0602,333.2469,3,NaN,NaN,NaN,NaN
34.0,-1.6437,31.1477,331.8529,3,9.0428,NaN,0.5515,0.3996
35.0,-1.6526,31.2101,329.8767,3,NaN,NaN,NaN,NaN
36.0,-1.6585,31.2743,327.5316,3,9.0428,NaN,0.5303,0.3848
36.9,-1.6637,31.3314,325.2573,3,NaN,NaN,NaN,NaN
37.9,-1.6731,31.4022,323.6740,3,8.7542,NaN,0.4666,0.3774
38.9,-1.6781,31.4984,322.0807,3,NaN,NaN,NaN,NaN
39.9,-1.6847,31.6099,319.6813,3,8.7542,NaN,0.4242,0.3700
40.9,-1.6890,31.7212,317.1682,3,NaN,NaN,NaN,NaN
41.9,-1.6905,31.8127,315.0518,3,8.1770,NaN,0.4666,0.3774
43.0,-1.6864,31.9179,313.2930,4,NaN,NaN,NaN,NaN
44.1,-1.6815,32.1473,311.8964,3,7.6960,NaN,0.4454,0.3478
45.1,-1.6743,32.3509,311.0648,3,NaN,NaN,NaN,NaN
46.1,-1.6660,32.4800,309.8978,3,7.2150,NaN,0.3818,0.3404
47.1,-1.6579,32.6276,309.7173,3,NaN,NaN,NaN,NaN
48.1,-1.6512,32.7329,309.2809,3,6.6378,NaN,0.3394,0.3700
49.1,-1.6460,32.8003,309.4583,3,NaN,NaN,NaN,NaN
50.0,-1.6421,32.8678,309.3078,3,6.0606,NaN,0.2969,0.3478
51.0,-1.6430,32.9311,309.1260,3,NaN,NaN,NaN,NaN
52.0,-1.6375,32.9809,308.7136,3,5.5796,NaN,0.3181,0.3478
53.0,-1.6246,33.0308,308.5089,3,5.2910,NaN,0.2333,0.3330
54.0,-1.6174,33.0974,308.4906,3,NaN,NaN,NaN,NaN
55.0,-1.6076,33.1566,308.4906,3,5.1948,NaN,0.2757,0.3700
56.0,-1.5959,33.2395,307.4553,3,NaN,NaN,NaN,NaN
57.0,-1.5872,33.3124,306.6930,3,5.0024,NaN,0.2757,0.3552
58.0,-1.5794,33.3752,306.6867,3,NaN,NaN,NaN,NaN
59.0,-1.5775,33.4132,306.0831,3,NaN,NaN,NaN,NaN
60.0,-1.5694,33.4459,305.1179,3,4.7138,NaN,0.2121,0.3552
61.0,-1.5558,33.4902,304.4601,3,NaN,NaN,NaN,NaN
62.0,-1.5464,33.5230,303.7205,3,4.5214,NaN,0.2121,0.3552
63.0,-1.5342,33.5580,302.4248,3,NaN,NaN,NaN,NaN
64.0,-1.5224,33.6022,302.9079,3,4.3290,NaN,0.1697,0.3330
64.9,-1.5073,33.6466,302.5872,3,NaN,NaN,NaN,NaN
65.9,-1.4814,33.6889,301.4796,3,3.8480,NaN,0.2121,0.3552
66.9,-1.4619,33.7255,302.0111,3,NaN,NaN,NaN,NaN
67.9,-1.4535,33.7466,302.2909,3,3.7518,NaN,0.1909,0.3404
68.9,-1.4493,33.7743,301.8684,3,NaN,NaN,NaN,NaN
69.9,-1.4534,33.8047,300.7903,3,3.7518,NaN,0.1697,0.3478
70.9,-1.4402,33.8392,300.7624,3,NaN,NaN,NaN,NaN
71.9,-1.4236,33.8648,300.3457,3,3.5594,NaN,0.1697,0.3552
72.9,-1.4287,33.8830,300.6627,3,NaN,NaN,NaN,NaN
73.9,-1.4015,33.9016,300.2597,3,3.3670,NaN,0.1697,0.3552
75.0,-1.3833,33.9199,300.0965,3,NaN,NaN,NaN,NaN
76.0,-1.3736,33.9331,300.0618,3,3.2708,NaN,0.1909,0.3478
77.0,-1.3720,33.9455,299.5382,3,NaN,NaN,NaN,NaN
78.0,-1.3486,33.9637,299.4344,3,3.2708,NaN,0.1273,0.3404
79.0,-1.3340,33.9832,300.0238,3,NaN,NaN,NaN,NaN
80.0,-1.3203,34.0043,299.5819,3,3.3670,NaN,0.1273,0.3552
81.0,-1.3186,34.0230,299.4076,3,NaN,NaN,NaN,NaN
82.0,-1.3271,34.0409,299.5465,3,3.1746,NaN,0.0848,0.3330
83.0,-1.3163,34.0559,299.4502,3,NaN,NaN,NaN,NaN
84.0,-1.3046,34.0633,299.2792,3,3.1746,NaN,0.1273,0.3330
85.0,-1.2964,34.0711,299.4561,3,NaN,NaN,NaN,NaN
86.0,-1.2734,34.0838,298.7994,3,3.1746,NaN,0.1485,0.3404
87.0,-1.2606,34.0960,297.9278,3,NaN,NaN,NaN,NaN
88.0,-1.2532,34.1091,297.6372,3,3.0784,NaN,0.0848,0.3330
89.0,-1.2504,34.1203,297.5766,3,NaN,NaN,NaN,NaN
90.0,-1.2496,34.1281,298.3172,3,2.8860,NaN,0.1485,0.3256
91.0,-1.2470,34.1345,298.6437,3,NaN,NaN,NaN,NaN
92.0,-1.2418,34.1424,298.4956,3,2.8860,NaN,0.1273,0.3404
93.0,-1.2404,34.1493,298.8294,3,NaN,NaN,NaN,NaN
94.0,-1.2387,34.1580,299.1313,3,2.6936,NaN,0.1061,0.3552
95.0,-1.2289,34.1688,298.9282,3,NaN,NaN,NaN,NaN
96.0,-1.2194,34.1782,298.9071,3,2.7898,NaN,0.0848,0.3330
97.0,-1.2201,34.1847,298.9792,3,NaN,NaN,NaN,NaN
98.0,-1.2263,34.1908,299.5723,3,2.6936,NaN,0.0848,0.3330
99.0,-1.2238,34.1969,299.2351,3,NaN,NaN,NaN,NaN
100.0,-1.2178,34.2036,299.3516,3,2.6936,NaN,0.0848,0.3404
101.0,-1.2098,34.2106,299.1223,3,NaN,NaN,NaN,NaN
102.0,-1.2054,34.2170,298.8686,3,2.5974,NaN,0.1697,0.3552
103.0,-1.2023,34.2228,299.9109,3,NaN,NaN,NaN,NaN
104.0,-1.1989,34.2300,299.8507,3,2.5974,NaN,0.1061,0.3256
105.0,-1.1939,34.2368,299.2637,3,NaN,NaN,NaN,NaN
106.0,-1.1902,34.2430,299.9980,3,2.5012,NaN,0.1485,0.3478
107.1,-1.1799,34.2521,300.8262,3,NaN,NaN,NaN,NaN
108.1,-1.1687,34.2611,300.0169,3,2.6936,NaN,0.0636,0.3552
109.1,-1.1601,34.2715,299.6030,3,NaN,NaN,NaN,NaN
110.1,-1.1498,34.2804,300.0917,3,2.5012,NaN,0.0848,0.3256
111.1,-1.1387,34.2881,299.6510,3,NaN,NaN,NaN,NaN
112.1,-1.1310,34.2946,299.7541,3,2.4050,NaN,0.0424,0.3256
113.1,-1.1254,34.3007,299.4898,3,NaN,NaN,NaN,NaN
114.1,-1.1181,34.3068,299.6573,3,2.2126,NaN,0.0848,0.3552
115.2,-1.1111,34.3125,299.5801,3,NaN,NaN,NaN,NaN
116.0,-1.1012,34.3185,299.6461,2,2.2126,NaN,0.0636,0.3256
116.8,-1.0711,34.3249,300.0881,3,NaN,NaN,NaN,NaN
117.9,-1.0538,34.3309,299.7573,3,2.1164,NaN,0.0212,0.3478
118.9,-1.0423,34.3352,299.3130,3,NaN,NaN,NaN,NaN
119.9,-0.9978,34.3426,299.4328,3,2.2126,NaN,0.0212,0.3552
120.9,-0.9530,34.3498,299.2738,3,NaN,NaN,NaN,NaN
121.9,-0.9449,34.3519,299.4765,3,2.3088,NaN,0.0212,0.3330
123.0,-0.9146,34.3572,298.6830,3,NaN,NaN,NaN,NaN
124.0,-0.8865,34.3647,299.0432,3,2.2126,NaN,0.0424,0.3330
125.0,-0.8631,34.3691,300.2065,3,NaN,NaN,NaN,NaN
126.0,-0.8302,34.3754,300.0499,3,2.2126,NaN,0.0424,0.3330
127.0,-0.7973,34.3822,299.0720,3,NaN,NaN,NaN,NaN
128.1,-0.7766,34.3880,298.5463,3,2.2126,NaN,0.0848,0.3626
129.1,-0.7576,34.3929,299.0347,3,NaN,NaN,NaN,NaN
130.1,-0.7458,34.3979,299.4403,3,1.9240,NaN,0.0636,0.3256
131.1,-0.7241,34.4046,299.3872,3,NaN,NaN,NaN,NaN
132.2,-0.7113,34.4085,298.5472,3,2.0202,NaN,0.0848,0.3182
133.0,-0.7007,34.4126,298.2511,2,NaN,NaN,NaN,NaN
133.9,-0.6798,34.4181,298.8448,3,1.8278,NaN,0.0424,0.3108
134.9,-0.6720,34.4204,299.2106,3,NaN,NaN,NaN,NaN
135.9,-0.6443,34.4300,298.3273,3,2.1164,NaN,0.0424,0.3256
136.9,-0.6297,34.4333,298.3836,3,NaN,NaN,NaN,NaN
138.0,-0.6054,34.4414,298.5840,3,2.0202,NaN,0.0424,0.3108
139.0,-0.5873,34.4456,298.3999,3,NaN,NaN,NaN,NaN
140.0,-0.5757,34.4488,298.4735,3,NaN,NaN,NaN,NaN
141.0,-0.5531,34.4552,299.4960,3,1.8278,NaN,0.0424,0.3182
142.1,-0.5529,34.4554,299.5305,3,NaN,NaN,NaN,NaN
143.1,-0.5203,34.4633,298.6554,3,2.2126,NaN,0.0848,0.3700
144.1,-0.5168,34.4651,299.0761,3,NaN,NaN,NaN,NaN
145.1,-0.4996,34.4691,298.8431,3,1.9240,NaN,0.0212,0.3182
146.0,-0.4818,34.4751,299.0427,2,NaN,NaN,NaN,NaN
146.9,-0.4817,34.4749,299.2783,3,1.8278,NaN,0.0212,0.3330
147.9,-0.4534,34.4807,298.8758,3,NaN,NaN,NaN,NaN
148.9,-0.4435,34.4839,299.3077,3,1.9240,NaN,0.0424,0.3108
149.9,-0.4191,34.4884,299.3976,3,NaN,NaN,NaN,NaN
151.0,-0.3990,34.4929,298.9777,3,1.8278,NaN,0.0848,0.3478
152.0,-0.3641,34.4987,298.1959,3,NaN,NaN,NaN,NaN
153.0,-0.3122,34.5065,298.4551,3,1.8278,NaN,0.0212,0.3330
154.1,-0.3060,34.5085,298.4760,3,NaN,NaN,NaN,NaN
155.1,-0.3048,34.5087,298.4013,3,1.6354,NaN,0.0212,0.2960
156.1,-0.2418,34.5217,298.4844,3,NaN,NaN,NaN,NaN
157.0,-0.2377,34.5238,299.0756,2,1.8278,NaN,0.0424,0.3182
157.8,-0.2376,34.5229,298.4144,3,NaN,NaN,NaN,NaN
158.9,-0.2204,34.5230,297.4775,3,NaN,NaN,NaN,NaN
159.9,-0.1458,34.5402,297.2253,3,1.5392,NaN,0.0212,0.3256
161.0,-0.1464,34.5403,297.1589,3,1.7316,NaN,0.0424,0.3182
162.0,-0.1221,34.5436,297.2489,3,NaN,NaN,NaN,NaN
163.0,-0.0790,34.5539,297.4703,3,NaN,NaN,NaN,NaN
164.1,-0.0788,34.5536,297.1703,3,1.5392,NaN,0.0848,0.3774
165.1,-0.0208,34.5661,296.7780,3,NaN,NaN,NaN,NaN
166.1,-0.0155,34.5673,296.3981,3,1.6354,NaN,0.0212,0.3034
167.0,-0.0102,34.5674,296.2356,2,NaN,NaN,NaN,NaN
167.9,0.0555,34.5844,295.9263,3,1.6354,NaN,0.0424,0.3404
168.9,0.0553,34.5843,296.1745,3,NaN,NaN,NaN,NaN
170.0,0.0738,34.5866,296.4538,3,1.8278,NaN,0.0212,0.3182
171.0,0.1351,34.6021,296.4913,3,NaN,NaN,NaN,NaN
172.0,0.1361,34.6023,295.9943,3,1.5392,NaN,0.0212,0.3108
173.1,0.1977,34.6163,295.5441,3,NaN,NaN,NaN,NaN
174.1,0.1981,34.6165,295.2463,3,1.7316,NaN,0.0212,0.3182
175.0,0.2006,34.6168,295.2987,2,NaN,NaN,NaN,NaN
175.9,0.2592,34.6308,295.3164,3,1.6354,NaN,0.0212,0.3404
176.9,0.2590,34.6326,295.2833,3,NaN,NaN,NaN,NaN
178.0,0.2587,34.6327,295.2804,3,1.5392,NaN,0.0212,0.3330
179.0,0.2584,34.6333,295.4749,3,NaN,NaN,NaN,NaN
180.1,0.2583,34.6328,295.2966,3,1.4430,NaN,0.0212,0.3330
181.1,0.2587,34.6315,295.0355,3,NaN,NaN,NaN,NaN
182.0,0.2962,34.6403,294.8320,2,1.4430,NaN,0.0424,0.3182
182.9,0.3314,34.6515,294.9282,3,NaN,NaN,NaN,NaN
183.9,0.3312,34.6513,294.7831,3,1.5392,NaN,0.0212,0.3034
185.0,0.3319,34.6496,294.9461,3,NaN,NaN,NaN,NaN
186.0,0.3647,34.6566,294.6585,3,1.5392,NaN,0.0212,0.3256
187.1,0.4139,34.6641,294.5216,3,NaN,NaN,NaN,NaN
188.1,0.4149,34.6645,294.8418,3,1.3468,NaN,0.0212,0.3034
189.0,0.4521,34.6694,294.6484,2,NaN,NaN,NaN,NaN
189.9,0.4721,34.6789,294.3470,3,NaN,NaN,NaN,NaN
190.9,0.4722,34.6781,294.6011,3,1.4430,NaN,0.0212,0.3108
192.0,0.4927,34.6831,294.5602,3,NaN,NaN,NaN,NaN
193.0,0.5283,34.6956,294.4198,3,1.4430,NaN,-0.0212,0.2960
194.1,0.5283,34.6955,294.3624,3,NaN,NaN,NaN,NaN
195.0,0.5284,34.6946,294.0060,2,1.4430,NaN,0.0212,0.3922
195.9,0.5363,34.6943,293.7221,3,NaN,NaN,NaN,NaN
196.9,0.5762,34.7036,293.3316,3,NaN,NaN,NaN,NaN
197.9,0.6130,34.7134,293.0704,3,NaN,NaN,NaN,NaN
199.0,0.6244,34.7183,293.3380,4,NaN,NaN,NaN,NaN
200.1,0.6487,34.7231,292.8737,3,NaN,NaN,NaN,NaN
201.0,0.7078,34.7358,293.6332,4,NaN,NaN,NaN,NaN
202.1,0.7086,34.7364,294.0103,7,NaN,NaN,NaN,NaN
