2012,221.00144,-93.8150,86.3215,198
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.4,-1.5713,30.1046,NaN,2,NaN,NaN,NaN,NaN
5.9,-1.5712,30.1054,341.0322,6,8.1770,NaN,2.7149,0.7326
6.9,-1.5697,30.1106,340.8856,5,8.6580,NaN,2.8421,0.7178
8.0,-1.5694,30.1111,340.7775,5,8.6580,NaN,2.7997,0.8140
9.0,-1.5690,30.1122,340.7194,4,NaN,NaN,NaN,NaN
10.0,-1.5687,30.1124,340.6263,5,8.8504,NaN,2.6513,0.7178
11.0,-1.5683,30.1132,340.5566,6,8.6580,NaN,2.6725,0.6660
12.0,-1.5681,30.1136,340.4588,7,8.7542,NaN,2.6300,0.6808
13.1,-1.5679,30.1144,340.3656,6,8.5618,NaN,2.7149,0.6438
14.0,-1.5674,30.1159,340.3067,5,9.1390,NaN,2.6513,0.6882
15.0,-1.5672,30.1186,340.1164,5,8.8504,NaN,2.6937,0.6660
16.1,-1.5674,30.1229,340.0028,5,8.9466,NaN,2.5876,0.6734
17.1,-1.5677,30.1258,339.8116,5,8.9466,NaN,2.5876,0.6734
18.0,-1.5694,30.1421,339.5650,5,9.0428,NaN,2.5876,0.6808
19.0,-1.5690,30.1706,339.4451,5,NaN,NaN,NaN,NaN
20.0,-1.5689,30.2108,339.1669,4,9.0428,NaN,2.4816,0.6660
21.0,-1.5694,30.2861,338.8060,4,8.9466,NaN,2.5240,0.6586
22.0,-1.5728,30.3675,338.4121,5,NaN,NaN,NaN,NaN
23.1,-1.5788,30.4544,338.1002,4,9.0428,NaN,2.1634,0.6290
24.0,-1.5809,30.4913,337.6156,5,9.1390,NaN,1.9301,0.5994
25.0,-1.5856,30.5505,337.1957,5,9.1390,NaN,1.8453,0.5624
26.0,-1.5960,30.6874,336.7112,5,9.0428,NaN,1.6332,0.5476
27.1,-1.6080,30.8168,336.2446,4,NaN,NaN,NaN,NaN
28.1,-1.6248,30.9810,335.5906,4,9.2352,NaN,1.4423,0.5476
29.0,-1.6365,31.0913,335.1634,5,9.2352,NaN,1.2726,0.4884
30.0,-1.6457,31.1640,334.7548,4,9.4276,NaN,1.2090,0.4588
31.0,-1.6570,31.2678,334.3070,5,NaN,NaN,NaN,NaN
32.1,-1.6734,31.4010,333.7503,4,9.0428,NaN,0.9969,0.4958
33.1,-1.6754,31.4248,333.6029,4,8.9466,NaN,0.8484,0.4366
34.0,-1.6784,31.4474,333.3256,4,NaN,NaN,NaN,NaN
34.9,-1.6815,31.4719,333.0182,5,8.4656,NaN,0.8908,0.4292
36.0,-1.6855,31.5056,332.6917,6,8.8504,NaN,0.8484,0.3922
37.0,-1.6871,31.5528,332.0492,5,8.3694,NaN,0.7211,0.3996
38.0,-1.7043,31.5876,331.8261,4,8.1770,NaN,0.6363,0.3848
39.0,-1.7038,31.6121,331.4756,4,NaN,NaN,NaN,NaN
39.9,-1.6986,31.6262,331.0350,5,8.5618,NaN,0.5939,0.3848
41.0,-1.7070,31.6419,330.6313,6,8.2732,NaN,0.5515,0.3774
42.0,-1.7134,31.6552,330.2010,5,8.7542,NaN,0.5727,0.3848
42.9,-1.7140,31.6707,329.9170,5,8.4656,NaN,0.4666,0.3996
44.0,-1.7108,31.6845,329.5200,5,8.5618,NaN,0.5515,0.3626
45.0,-1.7035,31.6912,329.0453,4,NaN,NaN,NaN,NaN
46.0,-1.7081,31.6991,328.6435,5,7.8884,NaN,0.5303,0.3774
47.1,-1.7061,31.7120,328.0378,5,8.2732,NaN,0.5727,0.3700
48.1,-1.7093,31.7358,327.4300,5,7.7922,NaN,0.5090,0.3848
49.1,-1.7063,31.7616,326.5972,5,7.8884,NaN,0.4878,0.3774
50.1,-1.7058,31.7844,325.7253,4,NaN,NaN,NaN,NaN
51.0,-1.7129,31.8014,325.0394,4,7.4074,NaN,0.4666,0.3552
51.9,-1.7097,31.8137,324.0807,4,7.5998,NaN,0.4454,0.3552
52.9,-1.7159,31.8239,323.1705,5,7.5036,NaN,0.5090,0.3552
54.0,-1.7211,31.8323,321.7097,5,NaN,NaN,NaN,NaN
55.0,-1.7182,31.8471,320.1030,5,7.5998,NaN,0.4878,0.3774
56.0,-1.7058,31.8640,318.6773,4,7.5036,NaN,0.4030,0.3404
56.9,-1.7033,31.8796,317.7086,4,7.1188,NaN,0.4242,0.3552
57.9,-1.7058,31.8955,316.1922,4,NaN,NaN,NaN,NaN
58.9,-1.7099,31.9143,313.8430,4,6.9264,NaN,0.4666,0.3626
59.9,-1.7103,31.9391,311.1383,4,7.4074,NaN,0.4878,0.3552
60.9,-1.7083,31.9862,308.7241,4,NaN,NaN,NaN,NaN
61.9,-1.7021,32.0254,306.6503,4,6.8302,NaN,0.4030,0.3700
62.9,-1.7034,32.0480,304.3184,4,6.8302,NaN,0.4242,0.3626
63.9,-1.7024,32.1013,301.8823,4,NaN,NaN,NaN,NaN
64.9,-1.6985,32.1542,299.5960,4,6.2530,NaN,0.4030,0.3478
66.0,-1.6965,32.1938,297.2022,4,6.1568,NaN,0.3394,0.3552
66.9,-1.6911,32.2422,295.1329,3,NaN,NaN,NaN,NaN
67.9,-1.6875,32.2668,293.2366,4,6.2530,NaN,0.3606,0.3552
69.0,-1.6782,32.3008,291.2801,4,NaN,NaN,NaN,NaN
70.1,-1.6743,32.3377,289.3330,4,5.8682,NaN,0.3606,0.3330
71.0,-1.6733,32.3757,287.6175,3,6.0606,NaN,0.3394,0.3552
71.9,-1.6674,32.4087,286.0285,4,NaN,NaN,NaN,NaN
73.0,-1.6628,32.4376,284.3404,4,5.6758,NaN,0.3181,0.3404
74.0,-1.6556,32.4879,282.8860,3,5.6758,NaN,0.3181,0.3404
74.9,-1.6548,32.5220,281.4660,4,NaN,NaN,NaN,NaN
76.1,-1.6469,32.5705,279.8592,4,5.6758,NaN,0.3181,0.3700
77.0,-1.6432,32.6170,278.2765,3,NaN,NaN,NaN,NaN
78.0,-1.6380,32.6493,276.6864,4,5.6758,NaN,0.3606,0.3552
79.0,-1.6297,32.6941,275.3138,4,5.6758,NaN,0.3394,0.3404
80.1,-1.6227,32.7483,274.2979,4,NaN,NaN,NaN,NaN
81.0,-1.6199,32.7790,273.4777,3,5.2910,NaN,0.3181,0.3922
