2011,290.33477,171.9061,84.9325,756
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
7.1,-1.5701,28.7524,371.1039,9,NaN,NaN,NaN,NaN
7.9,-1.5702,28.7538,371.2679,4,NaN,NaN,NaN,NaN
9.0,-1.5706,28.7606,371.4762,3,NaN,NaN,NaN,NaN
10.0,-1.5712,28.7684,371.3117,3,NaN,NaN,NaN,NaN
11.0,-1.5722,28.7865,370.8822,3,NaN,NaN,NaN,NaN
12.0,-1.5730,28.8011,371.0150,3,NaN,NaN,NaN,NaN
13.0,-1.5738,28.8139,371.2670,3,NaN,NaN,NaN,NaN
14.1,-1.5756,28.8451,371.7207,3,NaN,NaN,NaN,NaN
15.0,-1.5787,28.9044,371.7521,2,9.2352,NaN,0.8272,0.4884
15.9,-1.5827,28.9837,371.1488,3,NaN,NaN,NaN,NaN
16.9,-1.5857,29.0487,371.0772,3,9.1390,NaN,0.8272,0.4070
18.0,-1.5907,29.1383,371.2215,3,NaN,NaN,NaN,NaN
19.1,-1.5930,29.2065,371.0316,3,8.9466,NaN,0.8272,0.4144
20.1,-1.5915,29.2530,371.0647,3,NaN,NaN,NaN,NaN
21.0,-1.5914,29.3542,370.5807,2,9.1390,NaN,0.7848,0.4144
21.9,-1.5923,29.6727,369.4928,3,NaN,NaN,NaN,NaN
22.9,-1.5992,30.2091,367.8415,3,9.9086,NaN,0.6787,0.3848
24.0,-1.6009,30.3989,366.2557,3,NaN,NaN,NaN,NaN
25.0,-1.6077,30.5473,365.2127,3,9.9086,NaN,0.5939,0.3774
26.1,-1.6161,30.6177,365.0286,3,NaN,NaN,NaN,NaN
27.0,-1.6245,30.6705,365.2296,2,NaN,NaN,NaN,NaN
27.9,-1.6270,30.6948,364.5755,3,9.8124,NaN,0.5303,0.3996
28.9,-1.6333,30.7408,363.7805,3,NaN,NaN,NaN,NaN
30.0,-1.6474,30.7870,363.4028,3,9.9086,NaN,0.5303,0.3700
31.0,-1.6587,30.8483,362.3834,3,NaN,NaN,NaN,NaN
32.1,-1.6611,30.8927,361.5647,3,9.4276,NaN,0.5303,0.3478
33.1,-1.6663,30.9544,360.8400,3,NaN,NaN,NaN,NaN
34.0,-1.6718,31.0281,360.4420,2,9.3314,NaN,0.5090,0.4218
34.9,-1.6733,31.0854,359.6293,3,NaN,NaN,NaN,NaN
36.0,-1.6761,31.1760,358.3922,3,9.0428,NaN,0.5090,0.3552
37.0,-1.6760,31.2644,356.9553,3,NaN,NaN,NaN,NaN
38.1,-1.6750,31.3631,355.9340,3,8.9466,NaN,0.4666,0.3922
39.1,-1.6771,31.4665,354.6398,3,NaN,NaN,NaN,NaN
40.0,-1.6784,31.5615,352.8362,2,8.2732,NaN,0.4242,0.4144
40.9,-1.6809,31.6636,351.2491,3,NaN,NaN,NaN,NaN
41.9,-1.6832,31.7654,349.6350,3,7.9846,NaN,0.3818,0.3478
43.0,-1.6828,31.9111,348.0256,3,NaN,NaN,NaN,NaN
44.0,-1.6762,32.0512,346.4693,3,7.5036,NaN,0.4454,0.3182
45.1,-1.6693,32.1976,344.2185,3,NaN,NaN,NaN,NaN
46.1,-1.6649,32.3501,342.4206,3,7.0226,NaN,0.3394,0.3330
47.1,-1.6636,32.4551,340.2036,3,NaN,NaN,NaN,NaN
48.0,-1.6614,32.5737,338.3301,2,6.7340,NaN,0.3394,0.3256
48.9,-1.6588,32.6392,336.7716,3,NaN,NaN,NaN,NaN
49.9,-1.6538,32.7132,334.8963,3,6.2530,NaN,0.3394,0.3034
51.0,-1.6470,32.7960,333.5023,3,NaN,NaN,NaN,NaN
52.0,-1.6438,32.8513,332.3924,3,6.0606,NaN,0.2969,0.3256
53.1,-1.6404,32.9069,331.3226,3,NaN,NaN,NaN,NaN
54.1,-1.6379,32.9484,329.8452,3,NaN,NaN,NaN,NaN
55.0,-1.6359,32.9830,328.9839,2,5.6758,NaN,0.3181,0.3256
55.9,-1.6343,33.0094,328.1006,3,NaN,NaN,NaN,NaN
56.9,-1.6300,33.0355,327.7328,3,5.4834,NaN,0.3181,0.3330
57.9,-1.6219,33.0848,326.6531,3,NaN,NaN,NaN,NaN
59.0,-1.6193,33.1345,325.9073,3,5.2910,NaN,0.2757,0.3404
60.0,-1.6344,33.1690,325.5176,3,NaN,NaN,NaN,NaN
61.1,-1.6239,33.2097,324.7141,3,5.1948,NaN,0.2757,0.3034
62.1,-1.6122,33.2580,324.1949,3,NaN,NaN,NaN,NaN
63.1,-1.6138,33.3008,323.8845,3,5.0986,NaN,0.2333,0.3330
64.0,-1.6090,33.3286,323.6148,2,NaN,NaN,NaN,NaN
64.9,-1.6004,33.3540,323.2126,3,4.5214,NaN,0.2333,0.3330
65.9,-1.5782,33.3980,322.9423,3,NaN,NaN,NaN,NaN
67.0,-1.5828,33.4414,322.0204,3,4.4252,NaN,0.1909,0.3182
68.0,-1.6034,33.4743,321.7150,3,NaN,NaN,NaN,NaN
69.0,-1.5806,33.5121,320.8710,3,4.5214,NaN,0.1909,0.3108
70.1,-1.5872,33.5445,320.1724,3,NaN,NaN,NaN,NaN
71.1,-1.5852,33.5797,319.6998,3,4.1366,NaN,0.1909,0.3478
72.1,-1.5681,33.6213,319.0563,3,NaN,NaN,NaN,NaN
73.0,-1.5560,33.6471,318.9893,2,4.0404,NaN,0.1909,0.4292
73.9,-1.5380,33.6741,318.2945,3,NaN,NaN,NaN,NaN
74.9,-1.5209,33.7007,316.9951,3,4.0404,NaN,0.1697,0.2960
75.9,-1.5004,33.7188,316.4208,3,NaN,NaN,NaN,NaN
77.0,-1.4624,33.7435,315.4511,3,3.5594,NaN,0.1697,0.3108
78.0,-1.4394,33.7752,314.7572,3,NaN,NaN,NaN,NaN
79.1,-1.4294,33.8034,314.3113,3,4.0404,NaN,0.1485,0.3108
80.1,-1.4198,33.8341,313.3396,3,NaN,NaN,NaN,NaN
81.1,-1.4067,33.8637,312.5327,3,NaN,NaN,NaN,NaN
82.2,-1.3747,33.8881,312.1115,3,3.6556,NaN,0.1061,0.3256
83.0,-1.3555,33.9106,311.8902,2,NaN,NaN,NaN,NaN
83.9,-1.3404,33.9307,311.6910,3,3.4632,NaN,0.1485,0.3182
84.9,-1.3298,33.9495,311.4923,3,NaN,NaN,NaN,NaN
85.9,-1.3217,33.9630,311.1611,3,3.1746,NaN,0.1273,0.3182
87.0,-1.3133,33.9789,310.4542,3,NaN,NaN,NaN,NaN
88.0,-1.3055,33.9952,310.6991,3,3.2708,NaN,0.1061,0.3182
89.0,-1.3020,34.0066,310.7788,3,NaN,NaN,NaN,NaN
90.1,-1.2971,34.0207,310.6855,3,3.1746,NaN,0.1273,0.3330
91.1,-1.2958,34.0322,310.3390,3,NaN,NaN,NaN,NaN
92.1,-1.2974,34.0443,309.6649,3,3.1746,NaN,0.1273,0.3256
93.0,-1.2915,34.0559,309.5361,2,NaN,NaN,NaN,NaN
93.9,-1.2814,34.0684,309.8281,3,2.9822,NaN,0.1273,0.3404
94.9,-1.2777,34.0777,309.9672,3,NaN,NaN,NaN,NaN
95.9,-1.2733,34.0865,309.5088,3,2.8860,NaN,0.1485,0.3404
96.9,-1.2666,34.1019,309.1180,3,NaN,NaN,NaN,NaN
98.0,-1.2590,34.1145,309.0279,3,3.0784,NaN,0.1273,0.3108
99.0,-1.2507,34.1258,308.7220,3,NaN,NaN,NaN,NaN
100.0,-1.2433,34.1363,308.6670,3,2.8860,NaN,0.0848,0.3256
101.0,-1.2340,34.1460,308.0291,3,NaN,NaN,NaN,NaN
102.1,-1.2259,34.1594,307.6798,3,2.7898,NaN,0.1061,0.3182
103.1,-1.2242,34.1702,307.7131,3,NaN,NaN,NaN,NaN
104.1,-1.2245,34.1828,307.5099,3,2.7898,NaN,0.1485,0.3182
105.1,-1.2232,34.1903,307.4431,3,NaN,NaN,NaN,NaN
106.2,-1.2211,34.1970,307.1813,3,2.6936,NaN,0.1273,0.2960
107.0,-1.2183,34.2012,307.1826,2,NaN,NaN,NaN,NaN
107.9,-1.2124,34.2058,307.1094,3,2.7898,NaN,0.0848,0.3108
108.9,-1.2055,34.2150,306.8414,3,NaN,NaN,NaN,NaN
109.9,-1.2018,34.2220,306.9464,3,2.5974,NaN,0.1273,0.3330
110.9,-1.1886,34.2328,306.7798,3,NaN,NaN,NaN,NaN
111.9,-1.1812,34.2416,306.1991,3,2.5974,NaN,0.0848,0.3256
