2012,251.50145,-85.2226,85.9504,760
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.1,-1.6385,30.0932,338.9318,5,8.5618,NaN,1.0817,0.4588
7.0,-1.6384,30.0933,338.7825,5,NaN,NaN,NaN,NaN
8.0,-1.6384,30.0938,338.5821,4,8.6580,NaN,0.9757,0.4440
9.0,-1.6386,30.0943,338.7653,5,8.5618,NaN,1.0605,0.4588
10.0,-1.6386,30.0946,338.6325,5,8.6580,NaN,1.1241,0.4662
11.0,-1.6386,30.0952,338.4388,7,8.6580,NaN,1.0817,0.4514
11.9,-1.6386,30.0978,338.2717,7,8.7542,NaN,1.0817,0.4514
12.9,-1.6388,30.0979,338.8498,6,8.6580,NaN,1.1029,0.4588
14.0,-1.6388,30.0985,338.1131,6,8.8504,NaN,1.1241,0.4514
15.1,-1.6386,30.0989,338.0661,5,8.6580,NaN,1.0817,0.4588
16.0,-1.6385,30.1008,338.1067,4,NaN,NaN,NaN,NaN
16.9,-1.6374,30.1205,338.1860,5,8.8504,NaN,1.1029,0.4366
17.9,-1.6344,30.1925,337.9495,5,8.6580,NaN,1.0605,0.4514
19.0,-1.6345,30.2211,337.8831,5,8.6580,NaN,1.0393,0.4366
20.0,-1.6350,30.2692,337.6924,4,NaN,NaN,NaN,NaN
21.0,-1.6365,30.3364,337.2631,4,8.5618,NaN,0.9969,0.4366
22.0,-1.6371,30.3605,336.9459,4,8.3694,NaN,0.9545,0.4218
23.0,-1.6369,30.3653,336.7512,5,NaN,NaN,NaN,NaN
24.1,-1.6371,30.3708,336.5320,5,8.5618,NaN,0.9545,0.4514
25.0,-1.6380,30.3770,335.9626,5,8.4656,NaN,0.9120,0.4144
26.0,-1.6381,30.3947,335.5835,4,8.3694,NaN,1.0181,0.4218
27.0,-1.6380,30.4196,335.3274,5,8.5618,NaN,0.9545,0.4292
28.1,-1.6378,30.4588,334.6903,4,NaN,NaN,NaN,NaN
29.0,-1.6385,30.5118,333.7870,4,8.6580,NaN,0.9969,0.4070
30.0,-1.6399,30.5925,332.9523,4,8.5618,NaN,0.9545,0.4070
31.0,-1.6502,30.8665,331.8840,4,NaN,NaN,NaN,NaN
32.1,-1.6641,31.1122,330.9017,4,9.1390,NaN,0.9545,0.4070
33.0,-1.6719,31.1938,330.4077,3,NaN,NaN,NaN,NaN
34.0,-1.6845,31.2938,329.9662,5,9.3314,NaN,0.9545,0.3848
35.0,-1.6881,31.3260,329.7100,5,9.1390,NaN,0.8272,0.3552
36.0,-1.6923,31.3684,329.1547,5,9.1390,NaN,0.8060,0.3626
37.0,-1.6969,31.4128,328.5647,4,NaN,NaN,NaN,NaN
38.0,-1.7027,31.4588,327.8569,4,9.0428,NaN,0.8060,0.3774
39.0,-1.7040,31.4889,327.2086,4,8.5618,NaN,0.6999,0.3774
40.0,-1.7040,31.5030,326.7070,4,NaN,NaN,NaN,NaN
41.0,-1.7045,31.5166,326.2246,5,8.7542,NaN,0.6363,0.3552
42.0,-1.7041,31.5361,325.5872,4,8.6580,NaN,0.5727,0.3478
42.9,-1.7042,31.5517,324.6696,4,NaN,NaN,NaN,NaN
44.0,-1.7073,31.5749,323.9661,4,8.3694,NaN,0.5727,0.3552
45.1,-1.7101,31.6065,323.0719,4,8.3694,NaN,0.5515,0.3552
46.0,-1.7077,31.6310,322.1727,3,NaN,NaN,NaN,NaN
47.0,-1.7111,31.6513,321.5256,4,8.2732,NaN,0.5303,0.3700
48.0,-1.7131,31.6787,320.5323,4,8.1770,NaN,0.5090,0.3552
49.0,-1.7151,31.7042,319.2976,4,NaN,NaN,NaN,NaN
50.0,-1.7162,31.7299,318.1469,3,8.2732,NaN,0.4666,0.3552
51.0,-1.7173,31.7482,317.0786,4,NaN,NaN,NaN,NaN
52.0,-1.7180,31.7616,315.5358,3,7.8884,NaN,0.4242,0.3552
52.9,-1.7184,31.7704,313.9836,4,7.7922,NaN,0.4666,0.3330
54.0,-1.7172,31.7877,311.9148,4,NaN,NaN,NaN,NaN
55.0,-1.7149,31.8187,309.3922,4,8.0808,NaN,0.4878,0.3404
56.0,-1.7159,31.8452,306.3739,3,NaN,NaN,NaN,NaN
57.0,-1.7083,31.8788,302.6286,4,7.6960,NaN,0.4454,0.3552
58.0,-1.6978,31.9181,298.9998,3,7.5036,NaN,0.4666,0.3330
59.0,-1.6801,31.9546,295.8508,4,NaN,NaN,NaN,NaN
60.0,-1.6588,31.9986,292.9758,3,6.9264,NaN,0.4454,0.3256
60.9,-1.6554,32.0454,290.5008,4,NaN,NaN,NaN,NaN
62.0,-1.6433,32.1025,287.3203,4,6.4454,NaN,0.4030,0.3330
63.1,-1.6459,32.1338,283.8224,4,6.2530,NaN,0.3818,0.3404
64.1,-1.6342,32.1899,280.4535,4,NaN,NaN,NaN,NaN
65.0,-1.6085,32.2372,278.3367,3,5.9644,NaN,0.3606,0.3182
66.0,-1.5979,32.2654,277.3490,4,NaN,NaN,NaN,NaN
67.1,-1.6012,32.3092,276.7204,4,5.4834,NaN,0.3606,0.3330
68.0,-1.6169,32.3460,275.3297,3,NaN,NaN,NaN,NaN
69.0,-1.6362,32.3730,272.8652,4,5.1948,NaN,0.3394,0.3478
70.1,-1.6223,32.4152,270.4641,4,5.7720,NaN,0.2969,0.3256
71.0,-1.6043,32.4429,269.1704,3,NaN,NaN,NaN,NaN
72.0,-1.6006,32.4601,267.9225,4,4.8100,NaN,0.3606,0.3404
73.0,-1.5913,32.4854,266.3796,3,NaN,NaN,NaN,NaN
74.0,-1.5911,32.5126,264.8598,4,4.8100,NaN,0.3394,0.3256
75.0,-1.5717,32.5399,263.7716,3,4.8100,NaN,0.2545,0.3182
75.9,-1.5608,32.5553,263.3185,4,NaN,NaN,NaN,NaN
77.1,-1.5328,32.5821,263.9006,4,4.8100,NaN,0.3181,0.3034
78.0,-1.5610,32.5994,263.4137,3,NaN,NaN,NaN,NaN
79.0,-1.5972,32.6104,260.6570,4,4.6176,NaN,0.2969,0.3330
80.0,-1.5918,32.6309,257.2809,3,5.3872,NaN,0.2757,0.3552
81.0,-1.5313,32.6512,254.6757,4,NaN,NaN,NaN,NaN
82.0,-1.5108,32.6779,252.5021,3,4.6176,NaN,0.3181,0.3108
83.0,-1.5032,32.6863,250.0063,4,NaN,NaN,NaN,NaN
84.0,-1.4295,32.7139,249.1854,3,4.8100,NaN,0.3181,0.3256
85.0,-1.4177,32.7376,250.5491,4,4.3290,NaN,0.2545,0.3182
86.0,-1.4100,32.7621,252.6658,3,NaN,NaN,NaN,NaN
