2011,253.33477,165.3876,84.7135,195
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
8.3,-1.5670,28.9191,NaN,4,NaN,NaN,NaN,NaN
9.0,-1.5674,28.9185,387.0119,6,NaN,NaN,NaN,NaN
10.0,-1.5669,28.9190,385.1610,3,NaN,NaN,NaN,NaN
11.0,-1.5661,28.9193,383.1537,4,NaN,NaN,NaN,NaN
12.1,-1.5654,28.9185,381.3772,3,NaN,NaN,NaN,NaN
13.0,-1.5649,28.9189,380.6824,3,NaN,NaN,NaN,NaN
14.0,-1.5644,28.9192,380.3284,3,NaN,NaN,NaN,NaN
15.0,-1.5646,28.9208,379.3008,3,NaN,NaN,NaN,NaN
16.0,-1.5653,28.9210,378.8767,3,7.9846,NaN,1.1241,0.5106
17.1,-1.5643,28.9229,376.8938,3,NaN,NaN,NaN,NaN
18.1,-1.5629,28.9298,375.5859,3,8.2732,NaN,1.2514,0.5254
19.1,-1.5630,28.9306,375.3809,3,NaN,NaN,NaN,NaN
20.1,-1.5619,28.9353,374.5105,3,8.1770,NaN,1.1453,0.5106
21.2,-1.5475,29.1890,373.2744,3,NaN,NaN,NaN,NaN
22.0,-1.5339,29.5946,372.0169,2,8.9466,NaN,0.6999,0.3996
22.8,-1.5430,30.0563,369.6972,3,NaN,NaN,NaN,NaN
23.9,-1.5898,30.4466,368.0225,3,9.4276,NaN,0.5939,0.3774
24.9,-1.6114,30.6177,367.6561,3,NaN,NaN,NaN,NaN
25.9,-1.6138,30.7343,365.9646,3,9.2352,NaN,0.5515,0.3996
26.9,-1.6171,30.8094,365.7227,3,NaN,NaN,NaN,NaN
28.0,-1.6195,30.8617,364.5528,3,9.0428,NaN,0.5515,0.3552
29.0,-1.6248,30.9198,363.7613,3,NaN,NaN,NaN,NaN
30.0,-1.6298,30.9700,364.0411,3,8.5618,NaN,0.5090,0.3404
31.1,-1.6335,31.0232,364.9479,3,NaN,NaN,NaN,NaN
32.1,-1.6424,31.0721,364.1041,3,8.5618,NaN,0.4878,0.3552
33.1,-1.6405,31.0980,364.3710,3,NaN,NaN,NaN,NaN
34.1,-1.6451,31.1379,364.1899,3,8.5618,NaN,0.4666,0.3330
35.2,-1.6487,31.1764,363.2317,3,NaN,NaN,NaN,NaN
36.0,-1.6525,31.2108,363.4800,2,8.3694,NaN,0.5303,0.3478
36.9,-1.6584,31.2355,362.7243,3,NaN,NaN,NaN,NaN
37.9,-1.6695,31.2799,361.2348,3,NaN,NaN,NaN,NaN
38.9,-1.6745,31.3094,361.7932,3,8.1770,NaN,0.4878,0.3182
39.9,-1.6789,31.3688,361.3209,3,8.2732,NaN,0.4878,0.3404
41.0,-1.6794,31.4269,358.9714,3,NaN,NaN,NaN,NaN
42.0,-1.6703,31.4955,358.5204,3,NaN,NaN,NaN,NaN
43.0,-1.6769,31.5336,357.2804,3,8.4656,NaN,0.4666,0.3478
44.0,-1.6832,31.5814,356.8396,3,NaN,NaN,NaN,NaN
45.1,-1.6883,31.6475,357.5327,3,8.0808,NaN,0.4242,0.3256
46.1,-1.6883,31.7595,356.6300,3,NaN,NaN,NaN,NaN
47.1,-1.6828,31.8618,354.9054,3,7.5036,NaN,0.3818,0.3182
48.1,-1.6815,31.9693,352.4715,3,NaN,NaN,NaN,NaN
49.1,-1.6787,32.0605,348.6972,3,6.9264,NaN,0.3606,0.3330
50.1,-1.6737,32.1484,346.3864,3,NaN,NaN,NaN,NaN
51.0,-1.6700,32.2059,344.4100,2,6.5416,NaN,0.3394,0.3256
51.8,-1.6830,32.3218,342.7139,3,NaN,NaN,NaN,NaN
52.8,-1.6833,32.4345,341.1373,3,5.9644,NaN,0.2757,0.3108
53.9,-1.6714,32.6357,339.2793,3,NaN,NaN,NaN,NaN
54.9,-1.6631,32.7350,338.7836,3,5.7720,NaN,0.2545,0.2960
55.9,-1.6558,32.8443,336.3444,3,NaN,NaN,NaN,NaN
56.9,-1.6488,32.9308,334.5876,3,4.9062,NaN,0.2545,0.3108
57.9,-1.6401,33.0196,333.9884,3,NaN,NaN,NaN,NaN
58.9,-1.6342,33.0789,332.3087,3,4.7138,NaN,0.2545,0.3108
59.9,-1.6299,33.1183,331.1391,3,NaN,NaN,NaN,NaN
60.9,-1.6235,33.1654,329.6939,3,4.5214,NaN,0.1697,0.3034
61.9,-1.6141,33.2292,329.0193,3,NaN,NaN,NaN,NaN
62.9,-1.6048,33.2945,327.4494,3,4.3290,NaN,0.2121,0.3256
63.9,-1.5994,33.3574,326.6744,3,NaN,NaN,NaN,NaN
64.9,-1.5827,33.4136,325.9852,3,4.2328,NaN,0.2121,0.3700
65.9,-1.5713,33.4613,325.2940,3,NaN,NaN,NaN,NaN
66.9,-1.5613,33.5058,324.8925,3,3.8480,NaN,0.1697,0.3256
67.9,-1.5394,33.5538,324.4108,3,NaN,NaN,NaN,NaN
68.9,-1.5256,33.6064,323.5548,3,3.6556,NaN,0.1273,0.3108
69.9,-1.5146,33.6434,322.3899,3,NaN,NaN,NaN,NaN
70.9,-1.5034,33.6739,320.8008,3,3.7518,NaN,0.1697,0.3256
71.9,-1.4953,33.6987,320.1806,3,NaN,NaN,NaN,NaN
72.9,-1.4840,33.7212,319.7286,3,3.4632,NaN,0.2121,0.3330
73.9,-1.4593,33.7497,318.3694,3,NaN,NaN,NaN,NaN
74.9,-1.4519,33.7764,318.4171,3,3.1746,NaN,0.1485,0.3182
75.9,-1.4448,33.7984,318.0304,3,NaN,NaN,NaN,NaN
76.9,-1.4368,33.8240,316.5596,3,3.1746,NaN,0.1485,0.3182
77.9,-1.4341,33.8561,315.6164,3,NaN,NaN,NaN,NaN
78.9,-1.4330,33.8805,316.0275,3,3.2708,NaN,0.1273,0.3182
79.9,-1.4258,33.9019,314.9688,3,NaN,NaN,NaN,NaN
80.9,-1.4179,33.9207,314.4049,3,3.1746,NaN,0.1697,0.3330
81.9,-1.4061,33.9435,314.0463,3,NaN,NaN,NaN,NaN
82.9,-1.3968,33.9627,313.2390,3,2.9822,NaN,0.1061,0.3330
83.9,-1.3930,33.9852,312.2166,3,NaN,NaN,NaN,NaN
84.9,-1.3896,34.0025,312.2533,3,2.7898,NaN,0.0848,0.3108
85.9,-1.3817,34.0191,312.4266,3,NaN,NaN,NaN,NaN
86.9,-1.3748,34.0323,311.2983,3,2.7898,NaN,0.1273,0.2960
87.9,-1.3648,34.0463,310.8226,3,NaN,NaN,NaN,NaN
88.8,-1.3590,34.0605,311.0915,3,2.7898,NaN,0.1061,0.3182
90.0,-1.3501,34.0718,309.9329,4,2.6936,NaN,0.1273,0.3108
91.2,-1.3471,34.0829,309.4988,3,NaN,NaN,NaN,NaN
92.1,-1.3430,34.0911,309.7439,3,2.6936,NaN,0.0636,0.3182
93.1,-1.3412,34.1025,309.2164,3,NaN,NaN,NaN,NaN
94.1,-1.3268,34.1125,308.7814,3,2.5974,NaN,0.1061,0.3330
95.1,-1.3222,34.1220,308.1812,3,NaN,NaN,NaN,NaN
96.1,-1.3180,34.1310,308.8028,3,2.4050,NaN,0.0636,0.3182
97.1,-1.3042,34.1439,308.3863,3,NaN,NaN,NaN,NaN
98.1,-1.2877,34.1584,307.6038,3,2.6936,NaN,0.0636,0.3182
99.0,-1.2684,34.1706,307.5098,3,NaN,NaN,NaN,NaN
100.0,-1.2630,34.1786,307.2357,3,2.5012,NaN,0.0848,0.3182
101.0,-1.2597,34.1879,307.2390,3,NaN,NaN,NaN,NaN
102.0,-1.2382,34.2022,306.7640,3,2.5012,NaN,0.0848,0.3256
103.0,-1.2428,34.2149,306.0827,3,NaN,NaN,NaN,NaN
104.0,-1.2474,34.2251,306.4713,3,2.4050,NaN,0.0848,0.3034
105.0,-1.2331,34.2350,306.3917,3,NaN,NaN,NaN,NaN
105.9,-1.2191,34.2429,306.0449,3,2.3088,NaN,0.0424,0.3182
106.9,-1.2067,34.2490,305.2347,3,NaN,NaN,NaN,NaN
107.9,-1.1892,34.2546,305.2020,3,2.3088,NaN,0.0848,0.3182
108.9,-1.1874,34.2624,305.6105,3,NaN,NaN,NaN,NaN
109.9,-1.1741,34.2701,304.7723,3,2.2126,NaN,0.0636,0.3182
110.8,-1.1625,34.2767,304.4933,3,NaN,NaN,NaN,NaN
112.0,-1.1367,34.2834,305.0291,4,2.1164,NaN,0.0636,0.3330
113.1,-1.0880,34.2926,304.5045,3,NaN,NaN,NaN,NaN
114.1,-1.0697,34.2986,303.8385,3,2.3088,NaN,0.0212,0.3108
115.1,-1.0628,34.3054,303.3679,3,NaN,NaN,NaN,NaN
116.1,-1.0608,34.3104,303.2924,3,2.2126,NaN,0.0636,0.3108
117.0,-1.0436,34.3137,303.1931,3,NaN,NaN,NaN,NaN
118.0,-1.0300,34.3175,302.8967,3,2.1164,NaN,0.0424,0.2886
119.0,-1.0128,34.3219,302.9154,3,NaN,NaN,NaN,NaN
120.0,-0.9783,34.3294,302.6905,3,2.1164,NaN,0.0424,0.3034
121.0,-0.9640,34.3338,302.6732,3,NaN,NaN,NaN,NaN
122.0,-0.9406,34.3384,302.8230,3,2.2126,NaN,0.0212,0.3034
122.9,-0.9187,34.3467,301.9551,3,NaN,NaN,NaN,NaN
123.9,-0.9147,34.3489,301.9702,3,2.0202,NaN,0.0212,0.3256
124.9,-0.8932,34.3527,301.5384,3,2.1164,NaN,0.0636,0.3108
125.9,-0.8827,34.3580,301.6893,3,NaN,NaN,NaN,NaN
126.9,-0.8619,34.3624,301.6103,3,2.0202,NaN,0.0212,0.2886
127.8,-0.8417,34.3671,301.0932,3,NaN,NaN,NaN,NaN
129.0,-0.8004,34.3762,301.2518,4,1.9240,NaN,0.1061,0.3256
130.1,-0.7828,34.3820,300.5425,3,NaN,NaN,NaN,NaN
131.1,-0.7696,34.3850,300.3285,3,2.0202,NaN,0.0848,0.3034
132.1,-0.7601,34.3893,300.5270,3,NaN,NaN,NaN,NaN
133.1,-0.7421,34.3937,301.1455,3,1.8278,NaN,0.0848,0.2886
134.1,-0.7344,34.3970,300.6327,3,NaN,NaN,NaN,NaN
135.0,-0.7121,34.4033,299.7482,3,1.9240,NaN,0.0424,0.2960
136.0,-0.6855,34.4086,300.0527,3,NaN,NaN,NaN,NaN
137.0,-0.6595,34.4143,299.9198,3,1.9240,NaN,0.0636,0.3256
138.0,-0.6378,34.4199,299.0968,3,NaN,NaN,NaN,NaN
138.9,-0.6368,34.4201,299.1471,3,2.1164,NaN,0.1061,0.3182
139.9,-0.6130,34.4259,299.0605,3,NaN,NaN,NaN,NaN
140.9,-0.6088,34.4298,299.2118,3,1.9240,NaN,0.0424,0.3034
141.9,-0.6012,34.4316,299.4953,3,NaN,NaN,NaN,NaN
143.0,-0.5766,34.4384,299.2044,4,1.8278,NaN,0.0424,0.3034
144.1,-0.5460,34.4445,298.4945,3,NaN,NaN,NaN,NaN
145.1,-0.5247,34.4501,298.4869,3,2.1164,NaN,0.0636,0.3256
146.1,-0.5098,34.4545,298.5408,3,NaN,NaN,NaN,NaN
147.1,-0.4799,34.4624,298.8127,3,1.8278,NaN,0.0424,0.3108
148.0,-0.4572,34.4663,298.3053,3,NaN,NaN,NaN,NaN
149.0,-0.4180,34.4731,297.8416,3,2.0202,NaN,0.0424,0.3034
150.0,-0.3998,34.4776,297.4376,3,NaN,NaN,NaN,NaN
151.0,-0.3787,34.4824,297.3949,3,1.9240,NaN,0.0636,0.3034
151.9,-0.3782,34.4827,297.9843,3,NaN,NaN,NaN,NaN
152.9,-0.3529,34.4878,297.3297,3,1.9240,NaN,0.0424,0.3108
153.9,-0.3429,34.4923,296.9906,3,NaN,NaN,NaN,NaN
155.0,-0.3266,34.4958,297.3006,4,2.0202,NaN,0.0636,0.3182
156.1,-0.2991,34.5036,297.7131,3,NaN,NaN,NaN,NaN
157.1,-0.2793,34.5089,296.6826,3,1.9240,NaN,0.0848,0.3108
158.1,-0.2559,34.5118,297.0357,3,NaN,NaN,NaN,NaN
159.0,-0.2238,34.5204,296.9080,3,1.9240,NaN,0.0636,0.3182
160.0,-0.2130,34.5209,296.4743,3,NaN,NaN,NaN,NaN
161.0,-0.1699,34.5314,295.7706,3,1.7316,NaN,0.0424,0.2960
161.9,-0.1522,34.5345,294.9876,3,NaN,NaN,NaN,NaN
162.9,-0.1384,34.5376,295.4679,3,2.0202,NaN,0.0424,0.3256
163.9,-0.1012,34.5407,295.1146,3,1.7316,NaN,0.0424,0.3108
164.9,-0.0667,34.5512,294.9758,3,NaN,NaN,NaN,NaN
166.0,-0.0467,34.5537,294.3270,4,1.7316,NaN,0.0424,0.3404
167.1,-0.0185,34.5630,294.2972,3,NaN,NaN,NaN,NaN
168.1,0.0056,34.5652,293.7641,3,1.8278,NaN,0.0212,0.3182
169.1,0.0368,34.5744,293.8708,3,NaN,NaN,NaN,NaN
170.0,0.0464,34.5792,293.8666,3,1.6354,NaN,0.0212,0.3108
171.0,0.0769,34.5837,293.2903,3,NaN,NaN,NaN,NaN
171.9,0.1001,34.5903,293.2682,3,1.4430,NaN,0.0424,0.3108
172.9,0.1402,34.5994,293.1397,3,NaN,NaN,NaN,NaN
173.9,0.1490,34.6011,292.8463,3,1.8278,NaN,0.0424,0.3108
175.0,0.1990,34.6128,292.4860,4,NaN,NaN,NaN,NaN
176.1,0.2103,34.6175,292.8394,3,1.5392,NaN,0.0212,0.3034
177.1,0.2100,34.6175,292.7237,3,NaN,NaN,NaN,NaN
178.1,0.2371,34.6217,292.4893,3,1.6354,NaN,0.0424,0.2886
179.0,0.2615,34.6311,292.0178,3,NaN,NaN,NaN,NaN
180.0,0.2619,34.6316,292.0577,3,1.6354,NaN,0.0212,0.3182
181.0,0.2629,34.6316,291.9542,3,NaN,NaN,NaN,NaN
181.9,0.2628,34.6321,291.9913,3,1.5392,NaN,0.0212,0.3108
182.9,0.2682,34.6324,292.3396,3,NaN,NaN,NaN,NaN
183.9,0.3152,34.6399,292.3372,3,1.4430,NaN,0.0424,0.3330
185.0,0.3631,34.6498,292.2842,4,1.3468,NaN,0.0424,0.3404
186.1,0.3667,34.6523,291.6269,3,NaN,NaN,NaN,NaN
187.1,0.3675,34.6517,291.6532,3,1.5392,NaN,0.0212,0.3256
188.1,0.3891,34.6550,291.7166,3,NaN,NaN,NaN,NaN
189.0,0.4158,34.6617,290.9788,3,1.4430,NaN,0.0000,0.2960
190.0,0.4333,34.6662,290.9600,3,NaN,NaN,NaN,NaN
191.0,0.4482,34.6673,290.8700,3,1.5392,NaN,0.0212,0.2886
191.9,0.4792,34.6732,290.5894,3,NaN,NaN,NaN,NaN
192.9,0.5060,34.6802,290.4602,3,1.7316,NaN,0.0212,0.3108
193.9,0.5113,34.6806,290.3945,3,NaN,NaN,NaN,NaN
195.0,0.5668,34.6950,289.9027,4,1.5392,NaN,0.0212,0.2960
196.1,0.5684,34.6968,289.7520,3,NaN,NaN,NaN,NaN
197.1,0.5770,34.6979,289.3599,3,1.3468,NaN,0.0212,0.3108
198.1,0.6001,34.7054,289.2464,3,NaN,NaN,NaN,NaN
199.0,0.6013,34.7062,289.4318,3,1.2506,NaN,0.0212,0.2886
200.0,0.6289,34.7125,289.0896,3,NaN,NaN,NaN,NaN
200.9,0.6517,34.7226,288.7767,3,1.4430,NaN,0.0212,0.3034
201.9,0.6816,34.7273,289.1613,5,NaN,NaN,NaN,NaN
