2011,304.58478,178.2996,84.5856,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.0,-1.5857,29.0638,NaN,5,10.0048,NaN,0.6575,0.3996
6.9,-1.5858,29.0638,344.9999,3,NaN,NaN,NaN,NaN
8.0,-1.5860,29.0670,345.0162,4,9.7162,NaN,0.6787,0.4218
9.1,-1.5859,29.0690,344.7191,3,NaN,NaN,NaN,NaN
10.1,-1.5860,29.0695,343.6902,3,9.8124,NaN,0.6151,0.4218
11.1,-1.5859,29.0696,343.0833,3,NaN,NaN,NaN,NaN
12.0,-1.5859,29.0691,343.2783,3,9.8124,NaN,0.6363,0.4144
13.0,-1.5860,29.0686,343.2074,3,NaN,NaN,NaN,NaN
14.0,-1.5858,29.0690,342.6385,3,9.6200,NaN,0.6787,0.4218
14.9,-1.5858,29.0704,341.8216,3,NaN,NaN,NaN,NaN
15.9,-1.5860,29.0731,341.3361,3,9.7162,NaN,0.6999,0.4144
17.0,-1.5860,29.0760,340.7178,4,9.6200,NaN,0.6363,0.4144
18.1,-1.5861,29.0800,339.8257,3,NaN,NaN,NaN,NaN
19.1,-1.5864,29.0943,338.9894,3,9.8124,NaN,0.6999,0.4292
20.1,-1.5866,29.1376,337.3422,3,NaN,NaN,NaN,NaN
21.0,-1.5886,29.3091,336.1265,3,9.9086,NaN,0.6151,0.4218
22.0,-1.5952,29.5938,334.3385,3,NaN,NaN,NaN,NaN
22.9,-1.6001,29.8004,332.7343,3,9.6200,NaN,0.5939,0.3996
24.0,-1.6078,30.0921,331.1682,4,NaN,NaN,NaN,NaN
25.0,-1.6203,30.3995,328.9166,3,9.8124,NaN,0.5939,0.4070
25.9,-1.6359,30.6150,327.4750,3,NaN,NaN,NaN,NaN
27.0,-1.6428,30.7125,326.6047,4,9.5238,NaN,0.5090,0.4144
28.0,-1.6480,30.7931,325.1283,3,8.9466,NaN,0.5303,0.3996
29.0,-1.6519,30.8627,324.1401,3,NaN,NaN,NaN,NaN
29.9,-1.6551,30.9274,323.1576,3,8.8504,NaN,0.5303,0.3848
30.9,-1.6595,31.0286,322.1574,3,NaN,NaN,NaN,NaN
32.0,-1.6645,31.1760,320.5365,4,8.5618,NaN,0.5090,0.3848
