2011,294.08478,173.4207,85.1857,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.4,-1.6076,29.4250,NaN,3,9.0428,NaN,0.6363,0.3700
7.0,-1.6074,29.4233,352.8260,3,8.9466,NaN,0.6787,0.4292
8.0,-1.6077,29.4274,352.5962,4,NaN,NaN,NaN,NaN
9.1,-1.6084,29.4384,351.7066,3,8.9466,NaN,0.7211,0.4144
10.1,-1.6094,29.4522,350.6838,3,NaN,NaN,NaN,NaN
11.1,-1.6098,29.4582,349.9816,3,9.0428,NaN,0.6575,0.4070
12.0,-1.6101,29.4630,350.5374,3,NaN,NaN,NaN,NaN
13.0,-1.6103,29.4717,350.7589,3,8.9466,NaN,0.6999,0.4144
13.9,-1.6105,29.4785,350.2714,3,NaN,NaN,NaN,NaN
14.9,-1.6108,29.4918,349.8588,3,8.8504,NaN,0.6787,0.4292
16.0,-1.6134,29.5520,349.4502,4,NaN,NaN,NaN,NaN
17.1,-1.6159,29.5809,349.0948,3,8.6580,NaN,0.6787,0.4292
18.0,-1.6172,29.6043,348.4808,3,NaN,NaN,NaN,NaN
19.0,-1.6183,29.6342,348.3080,3,8.5618,NaN,0.6363,0.4070
19.9,-1.6204,29.6703,347.2730,3,NaN,NaN,NaN,NaN
20.9,-1.6209,29.7085,346.6456,3,8.6580,NaN,0.6787,0.3922
21.9,-1.6158,29.7767,345.1542,3,NaN,NaN,NaN,NaN
23.0,-1.6200,29.9541,342.5551,4,8.2732,NaN,0.6363,0.3774
24.1,-1.6138,30.2156,340.4191,3,NaN,NaN,NaN,NaN
25.1,-1.6117,30.5458,339.4896,3,8.5618,NaN,0.6575,0.3700
26.1,-1.6155,30.7213,339.0543,3,NaN,NaN,NaN,NaN
27.1,-1.6169,30.8491,337.3389,3,9.5238,NaN,0.5727,0.3626
28.0,-1.6186,30.9113,336.2893,3,NaN,NaN,NaN,NaN
29.0,-1.6240,30.9685,335.6598,3,9.5238,NaN,0.5090,0.3626
30.0,-1.6406,31.0381,334.8503,3,NaN,NaN,NaN,NaN
31.0,-1.6455,31.0844,332.4789,3,9.3314,NaN,0.4878,0.3552
32.0,-1.6484,31.1458,330.7337,3,NaN,NaN,NaN,NaN
32.9,-1.6529,31.2000,329.6357,3,9.0428,NaN,0.5515,0.3626
33.9,-1.6546,31.2611,327.2698,3,NaN,NaN,NaN,NaN
34.9,-1.6632,31.3440,326.5820,3,8.9466,NaN,0.5090,0.3478
35.9,-1.6715,31.3972,324.6768,3,NaN,NaN,NaN,NaN
36.9,-1.6804,31.4611,321.5503,3,8.8504,NaN,0.4878,0.3330
37.9,-1.6833,31.5130,319.4603,3,8.9466,NaN,0.4242,0.3182
39.0,-1.6869,31.5678,318.0791,4,NaN,NaN,NaN,NaN
40.2,-1.6906,31.6556,315.2867,3,8.5618,NaN,0.4878,0.3330
41.1,-1.6971,31.7591,312.8800,3,NaN,NaN,NaN,NaN
42.1,-1.6956,31.8307,311.9708,3,7.7922,NaN,0.4242,0.3626
43.1,-1.6892,31.9004,310.4220,3,NaN,NaN,NaN,NaN
