2012,286.25145,-81.1960,86.0109,171
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
32.1,-1.6326,30.8366,NaN,13,NaN,NaN,NaN,NaN
33.0,-1.6340,31.0413,NaN,4,NaN,NaN,NaN,NaN
34.0,-1.6346,31.1336,NaN,3,NaN,NaN,NaN,NaN
35.0,-1.6366,31.2072,NaN,3,NaN,NaN,NaN,NaN
35.9,-1.6393,31.3165,NaN,3,NaN,NaN,NaN,NaN
36.9,-1.6528,31.5319,NaN,3,NaN,NaN,NaN,NaN
38.0,-1.6679,31.6882,NaN,4,NaN,NaN,NaN,NaN
39.1,-1.6725,31.6854,NaN,3,NaN,NaN,NaN,NaN
40.1,-1.6794,31.6741,NaN,3,8.4656,NaN,0.6151,0.3700
41.0,-1.6834,31.6720,NaN,3,NaN,NaN,NaN,NaN
42.0,-1.6857,31.7026,NaN,3,8.4656,NaN,0.5939,0.3552
43.1,-1.6872,31.7097,NaN,2,NaN,NaN,NaN,NaN
44.0,-1.6891,31.7069,NaN,3,8.0808,NaN,0.4878,0.3478
44.9,-1.6876,31.7249,NaN,3,NaN,NaN,NaN,NaN
45.9,-1.6913,31.7499,NaN,3,7.9846,NaN,0.5727,0.3626
46.7,-1.6914,31.7736,NaN,2,NaN,NaN,NaN,NaN
48.1,-1.6930,31.7738,NaN,3,7.6960,NaN,0.4878,0.3552
49.1,-1.7004,31.8073,NaN,3,NaN,NaN,NaN,NaN
50.1,-1.7016,31.8242,NaN,3,7.6960,NaN,0.5515,0.3478
51.0,-1.7029,31.8494,NaN,3,NaN,NaN,NaN,NaN
52.0,-1.7087,31.8996,NaN,3,7.4074,NaN,0.5303,0.3552
53.0,-1.7146,31.9241,NaN,3,NaN,NaN,NaN,NaN
53.9,-1.7172,31.9412,NaN,3,8.1770,NaN,0.5727,0.3626
54.9,-1.7192,31.9584,NaN,3,NaN,NaN,NaN,NaN
56.0,-1.7215,31.9787,NaN,4,8.0808,NaN,0.5303,0.3478
57.1,-1.7224,31.9982,NaN,3,NaN,NaN,NaN,NaN
58.1,-1.7219,32.0149,NaN,3,8.0808,NaN,0.5303,0.3478
59.0,-1.7238,32.0350,NaN,3,NaN,NaN,NaN,NaN
60.0,-1.7254,32.0643,NaN,3,7.7922,NaN,0.5303,0.3478
61.0,-1.7256,32.0839,NaN,3,NaN,NaN,NaN,NaN
61.9,-1.7264,32.1065,NaN,3,7.6960,NaN,0.4666,0.3330
62.9,-1.7128,32.1393,NaN,3,NaN,NaN,NaN,NaN
64.0,-1.7060,32.1598,NaN,4,7.2150,NaN,0.4454,0.3404
65.1,-1.7030,32.1872,NaN,3,6.3492,NaN,0.4030,0.3108
66.1,-1.6999,32.2264,NaN,3,NaN,NaN,NaN,NaN
67.0,-1.7260,32.2578,NaN,3,6.6378,NaN,0.3818,0.3330
68.0,-1.7371,32.2780,NaN,3,NaN,NaN,NaN,NaN
69.0,-1.7416,32.3084,NaN,3,6.5416,NaN,0.3606,0.3256
69.9,-1.7439,32.3260,NaN,3,NaN,NaN,NaN,NaN
70.9,-1.7434,32.3387,NaN,3,6.6378,NaN,0.4454,0.3182
72.0,-1.7448,32.3619,NaN,4,NaN,NaN,NaN,NaN
73.1,-1.7407,32.3837,NaN,3,6.4454,NaN,0.3818,0.3330
74.1,-1.7291,32.4088,NaN,3,NaN,NaN,NaN,NaN
75.0,-1.7103,32.4372,NaN,3,6.3492,NaN,0.3818,0.3256
76.0,-1.6970,32.4660,NaN,3,NaN,NaN,NaN,NaN
76.9,-1.7133,32.4961,NaN,3,6.0606,NaN,0.3394,0.3256
77.9,-1.6842,32.5246,NaN,3,NaN,NaN,NaN,NaN
79.0,-1.6647,32.5592,NaN,4,5.8682,NaN,0.4030,0.3478
80.1,-1.6332,32.5973,NaN,3,NaN,NaN,NaN,NaN
81.1,-1.6176,32.6317,NaN,3,5.3872,NaN,0.2969,0.3256
82.0,-1.6064,32.6474,NaN,3,NaN,NaN,NaN,NaN
83.0,-1.6029,32.6716,NaN,3,5.5796,NaN,0.2969,0.3182
83.9,-1.5912,32.6847,NaN,3,NaN,NaN,NaN,NaN
84.9,-1.5722,32.7051,NaN,3,5.3872,NaN,0.3181,0.3404
86.0,-1.5630,32.7259,NaN,4,NaN,NaN,NaN,NaN
87.1,-1.5537,32.7435,NaN,3,5.0986,NaN,0.2545,0.3478
88.1,-1.5798,32.7617,NaN,3,5.1948,NaN,0.2969,0.3404
89.0,-1.6224,32.7870,NaN,3,NaN,NaN,NaN,NaN
90.0,-1.6297,32.8128,NaN,3,5.5796,NaN,0.3394,0.3330
91.0,-1.6327,32.8406,NaN,3,NaN,NaN,NaN,NaN
91.9,-1.6258,32.8724,NaN,3,5.4834,NaN,0.3394,0.3182
92.9,-1.6171,32.8977,NaN,3,NaN,NaN,NaN,NaN
94.0,-1.6008,32.9172,NaN,4,5.4834,NaN,0.3394,0.3404
95.1,-1.6089,32.9544,NaN,3,NaN,NaN,NaN,NaN
96.1,-1.6056,32.9741,NaN,3,5.0986,NaN,0.2969,0.3256
97.0,-1.5871,32.9965,NaN,3,NaN,NaN,NaN,NaN
98.0,-1.5902,33.0163,NaN,3,5.0024,NaN,0.3606,0.3404
98.9,-1.5878,33.0344,NaN,3,NaN,NaN,NaN,NaN
100.0,-1.5712,33.0584,NaN,4,5.1948,NaN,0.3181,0.3700
101.1,-1.5548,33.0801,NaN,3,NaN,NaN,NaN,NaN
102.1,-1.5575,33.1054,NaN,3,5.0024,NaN,0.3181,0.3404
103.0,-1.5697,33.1264,NaN,3,NaN,NaN,NaN,NaN
104.0,-1.5754,33.1542,NaN,3,5.0986,NaN,0.3181,0.3478
104.9,-1.5567,33.1928,NaN,3,NaN,NaN,NaN,NaN
105.9,-1.5323,33.2234,NaN,3,4.8100,NaN,0.3394,0.3404
107.0,-1.5365,33.2569,NaN,4,NaN,NaN,NaN,NaN
108.1,-1.5172,33.2791,NaN,3,4.9062,NaN,0.2969,0.3330
109.1,-1.4939,33.3026,NaN,3,NaN,NaN,NaN,NaN
110.0,-1.4682,33.3294,NaN,3,4.7138,NaN,0.2757,0.3330
111.0,-1.4449,33.3547,NaN,3,NaN,NaN,NaN,NaN
111.9,-1.4328,33.3794,NaN,3,4.6176,NaN,0.2969,0.3182
113.0,-1.4232,33.4055,NaN,4,4.4252,NaN,0.2969,0.3182
114.1,-1.4109,33.4367,NaN,3,NaN,NaN,NaN,NaN
115.1,-1.4383,33.4634,NaN,3,4.8100,NaN,0.2969,0.3182
116.0,-1.4366,33.4827,NaN,3,NaN,NaN,NaN,NaN
117.0,-1.4076,33.5243,NaN,3,4.7138,NaN,0.2333,0.3404
117.9,-1.3859,33.5567,NaN,3,NaN,NaN,NaN,NaN
119.0,-1.3607,33.5913,NaN,4,4.5214,NaN,0.2757,0.3182
120.1,-1.3335,33.6311,NaN,3,NaN,NaN,NaN,NaN
121.1,-1.3194,33.6571,NaN,3,4.4252,NaN,0.2969,0.3034
122.0,-1.3017,33.6988,NaN,3,NaN,NaN,NaN,NaN
122.9,-1.3024,33.7349,NaN,3,4.4252,NaN,0.2757,0.3108
123.9,-1.2938,33.7732,NaN,3,NaN,NaN,NaN,NaN
125.0,-1.2979,33.7941,NaN,4,4.4252,NaN,0.2545,0.3182
126.1,-1.2973,33.8166,NaN,3,NaN,NaN,NaN,NaN
127.0,-1.2927,33.8380,NaN,3,4.4252,NaN,0.2545,0.3108
128.0,-1.2928,33.8584,NaN,3,NaN,NaN,NaN,NaN
128.9,-1.2874,33.8723,NaN,3,4.4252,NaN,0.2757,0.3034
130.0,-1.2761,33.8958,NaN,4,NaN,NaN,NaN,NaN
131.1,-1.2615,33.9221,NaN,3,4.3290,NaN,0.2545,0.3108
132.1,-1.2582,33.9386,NaN,3,4.6176,NaN,0.2969,0.3108
133.0,-1.2448,33.9567,NaN,3,NaN,NaN,NaN,NaN
133.9,-1.2347,33.9742,NaN,3,4.2328,NaN,0.2545,0.3034
134.9,-1.2307,33.9802,NaN,3,NaN,NaN,NaN,NaN
136.0,-1.2181,33.9906,NaN,4,4.3290,NaN,0.2757,0.2960
137.1,-1.2015,34.0046,NaN,3,NaN,NaN,NaN,NaN
138.0,-1.1801,34.0198,NaN,3,4.2328,NaN,0.2545,0.3034
139.0,-1.1381,34.0436,NaN,3,NaN,NaN,NaN,NaN
139.9,-1.1134,34.0585,NaN,3,4.1366,NaN,0.2757,0.2886
140.9,-1.0924,34.0722,NaN,3,NaN,NaN,NaN,NaN
142.0,-1.0549,34.0889,NaN,4,4.1366,NaN,0.2121,0.3404
143.1,-1.0371,34.1037,NaN,3,NaN,NaN,NaN,NaN
144.0,-1.0325,34.1109,NaN,3,4.1366,NaN,0.2121,0.3034
145.0,-1.0088,34.1215,NaN,3,NaN,NaN,NaN,NaN
145.9,-0.9936,34.1300,NaN,3,3.8480,NaN,0.2121,0.3182
147.0,-0.9777,34.1497,NaN,4,NaN,NaN,NaN,NaN
148.1,-0.9494,34.1641,NaN,3,3.7518,NaN,0.2545,0.2886
149.1,-0.9392,34.1663,NaN,3,3.9442,NaN,0.2545,0.3034
150.0,-0.9161,34.1778,NaN,3,NaN,NaN,NaN,NaN
151.0,-0.9066,34.1786,NaN,3,3.8480,NaN,0.1697,0.3108
151.9,-0.9058,34.1785,NaN,3,NaN,NaN,NaN,NaN
153.0,-0.8908,34.1905,NaN,4,3.7518,NaN,0.2757,0.2960
154.1,-0.8870,34.1942,NaN,3,NaN,NaN,NaN,NaN
155.1,-0.8688,34.2055,NaN,3,3.8480,NaN,0.2545,0.2960
156.0,-0.8442,34.2142,NaN,3,NaN,NaN,NaN,NaN
156.9,-0.8259,34.2229,NaN,3,3.6556,NaN,0.2545,0.3182
157.9,-0.8173,34.2283,NaN,3,NaN,NaN,NaN,NaN
159.0,-0.8090,34.2302,NaN,4,3.4632,NaN,0.1697,0.2960
160.1,-0.7871,34.2425,NaN,3,NaN,NaN,NaN,NaN
161.1,-0.7863,34.2443,NaN,3,3.5594,NaN,0.2121,0.2960
