2012,116.00145,-136.5441,84.3301,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.9,-1.6447,30.1553,372.8007,7,NaN,NaN,NaN,NaN
6.9,-1.6447,30.1556,372.5990,4,2.4050,NaN,0.3394,0.3330
7.9,-1.6449,30.1556,372.2215,4,2.4050,NaN,0.3818,0.3330
9.0,-1.6447,30.1556,372.0049,5,NaN,NaN,NaN,NaN
10.0,-1.6448,30.1557,371.6264,5,2.3088,NaN,0.3394,0.3256
11.0,-1.6448,30.1560,371.3023,5,2.4050,NaN,0.2969,0.3182
12.0,-1.6449,30.1567,371.0084,5,2.3088,NaN,0.2969,0.3330
13.0,-1.6449,30.1570,370.6526,4,2.2126,NaN,0.3181,0.3330
14.0,-1.6448,30.1577,370.2135,4,NaN,NaN,NaN,NaN
15.1,-1.6448,30.1582,369.8414,4,2.6936,NaN,0.3394,0.3330
16.1,-1.6450,30.1599,369.4286,4,2.4050,NaN,0.3181,0.3256
17.1,-1.6453,30.1600,368.7190,4,NaN,NaN,NaN,NaN
18.1,-1.6456,30.1602,368.2582,4,2.5012,NaN,0.3394,0.3256
19.0,-1.6458,30.1602,367.8436,3,NaN,NaN,NaN,NaN
19.9,-1.6460,30.1609,367.2173,4,2.3088,NaN,0.3606,0.3330
21.1,-1.6462,30.1620,366.6269,4,2.4050,NaN,0.3181,0.3404
22.0,-1.6463,30.1625,365.9271,3,NaN,NaN,NaN,NaN
22.9,-1.6463,30.1640,365.4585,4,2.5012,NaN,0.2969,0.3330
23.9,-1.6465,30.1671,364.8077,4,2.4050,NaN,0.3606,0.3478
25.0,-1.6467,30.1700,363.8057,4,NaN,NaN,NaN,NaN
26.1,-1.6474,30.1760,363.1319,4,2.3088,NaN,0.2969,0.3256
27.0,-1.6476,30.1795,362.5222,3,2.3088,NaN,0.2757,0.3182
27.9,-1.6478,30.1810,361.6564,3,NaN,NaN,NaN,NaN
29.0,-1.6473,30.1836,360.6931,4,2.5012,NaN,0.2969,0.3330
30.0,-1.6470,30.1851,359.6868,3,NaN,NaN,NaN,NaN
31.0,-1.6487,30.1973,358.6083,4,2.5012,NaN,0.2757,0.3182
32.1,-1.6499,30.2118,357.3466,4,2.6936,NaN,0.1909,0.3330
33.0,-1.6500,30.2181,356.2480,3,NaN,NaN,NaN,NaN
34.0,-1.6503,30.2326,354.9485,4,2.5974,NaN,0.1697,0.3330
35.1,-1.6506,30.2437,353.6137,3,NaN,NaN,NaN,NaN
36.1,-1.6511,30.2533,352.2482,4,2.8860,NaN,0.1697,0.3404
37.0,-1.6525,30.2701,350.5240,3,NaN,NaN,NaN,NaN
38.0,-1.6532,30.2953,349.0556,4,2.7898,NaN,0.1485,0.3330
39.0,-1.6534,30.3110,346.9454,4,2.9822,NaN,0.1909,0.3478
40.0,-1.6521,30.3238,345.1962,3,NaN,NaN,NaN,NaN
40.9,-1.6507,30.3366,343.1397,4,3.2708,NaN,0.1909,0.3552
42.0,-1.6446,30.3708,340.2427,4,3.1746,NaN,0.2121,0.3478
43.1,-1.6330,30.4148,336.9249,4,NaN,NaN,NaN,NaN
44.1,-1.6207,30.4463,333.6227,3,3.6556,NaN,0.2121,0.3330
44.9,-1.6050,30.4988,330.3094,3,NaN,NaN,NaN,NaN
45.9,-1.5596,30.7078,326.7069,4,3.4632,NaN,0.2333,0.3404
47.1,-1.5206,30.9557,323.6583,4,3.8480,NaN,0.2757,0.3404
48.0,-1.5003,31.0773,321.2946,3,NaN,NaN,NaN,NaN
49.0,-1.4702,31.2737,318.7624,4,3.7518,NaN,0.2121,0.3478
50.0,-1.4517,31.4005,316.7494,3,NaN,NaN,NaN,NaN
51.0,-1.4458,31.4556,314.9075,4,4.1366,NaN,0.2333,0.3404
52.1,-1.4397,31.5190,312.7050,4,4.2328,NaN,0.1909,0.3330
53.0,-1.4332,31.5891,310.7444,3,NaN,NaN,NaN,NaN
53.9,-1.4340,31.6550,308.7943,4,4.2328,NaN,0.2545,0.3478
54.9,-1.4416,31.7140,306.6457,3,NaN,NaN,NaN,NaN
55.9,-1.4440,31.7527,304.5560,4,4.1366,NaN,0.2121,0.3478
57.0,-1.4462,31.7996,302.4099,3,3.8480,NaN,0.1909,0.3404
58.0,-1.4546,31.8530,300.6062,4,NaN,NaN,NaN,NaN
59.0,-1.4680,31.9111,298.8601,3,3.7518,NaN,0.1909,0.3404
60.0,-1.4792,31.9755,297.3008,4,NaN,NaN,NaN,NaN
61.1,-1.4862,32.0218,296.1558,3,3.7518,NaN,0.1697,0.3404
62.0,-1.4939,32.0564,295.2240,3,NaN,NaN,NaN,NaN
63.0,-1.4994,32.0906,294.2794,4,3.7518,NaN,0.2333,0.3330
64.1,-1.5019,32.1185,293.3322,3,3.9442,NaN,0.1909,0.3256
64.9,-1.5113,32.1383,292.6541,3,NaN,NaN,NaN,NaN
66.0,-1.5152,32.1615,291.6954,4,3.8480,NaN,0.1909,0.3404
67.0,-1.5253,32.1817,290.8729,3,NaN,NaN,NaN,NaN
68.0,-1.5308,32.2030,290.1531,4,3.7518,NaN,0.2333,0.3256
69.0,-1.5015,32.2293,289.1295,3,3.6556,NaN,0.1909,0.3256
70.0,-1.4878,32.2517,288.0722,4,NaN,NaN,NaN,NaN
71.0,-1.4861,32.2683,287.0003,3,4.1366,NaN,0.2121,0.3404
71.9,-1.4906,32.2845,286.2458,3,NaN,NaN,NaN,NaN
73.0,-1.4940,32.3007,285.3709,4,4.2328,NaN,0.2545,0.3404
74.0,-1.5055,32.3106,284.5244,3,NaN,NaN,NaN,NaN
