2012,116.50144,-136.5350,84.3374,757
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.4,-1.6445,30.1461,NaN,2,NaN,NaN,NaN,NaN
5.9,-1.6445,30.1460,369.5995,6,2.3088,NaN,0.3181,0.3330
6.9,-1.6446,30.1465,369.2698,4,2.3088,NaN,0.2969,0.7548
7.9,-1.6444,30.1467,368.8250,4,NaN,NaN,NaN,NaN
9.0,-1.6444,30.1468,368.2701,6,2.4050,NaN,0.2545,0.3478
10.0,-1.6445,30.1467,367.9898,5,2.3088,NaN,0.2757,0.3404
10.9,-1.6446,30.1467,367.4405,6,2.3088,NaN,0.3394,0.3256
12.0,-1.6441,30.1474,367.1213,5,2.2126,NaN,0.3818,0.3330
13.0,-1.6439,30.1479,366.5914,4,2.4050,NaN,0.2545,0.3330
13.9,-1.6436,30.1488,366.1772,4,NaN,NaN,NaN,NaN
14.9,-1.6431,30.1503,365.8304,4,2.3088,NaN,0.2757,0.3478
15.9,-1.6425,30.1524,365.3237,4,NaN,NaN,NaN,NaN
16.9,-1.6418,30.1541,364.8215,4,2.4050,NaN,0.2969,0.3330
17.9,-1.6410,30.1557,364.5518,4,2.2126,NaN,0.3394,0.3404
18.9,-1.6407,30.1579,364.0333,4,2.2126,NaN,0.3606,0.3256
20.0,-1.6419,30.1590,363.4415,4,NaN,NaN,NaN,NaN
21.0,-1.6429,30.1610,362.7996,4,2.5012,NaN,0.2969,0.3330
22.0,-1.6434,30.1634,362.1055,4,NaN,NaN,NaN,NaN
23.0,-1.6447,30.1695,361.6213,3,2.4050,NaN,0.3181,0.3330
23.9,-1.6461,30.1775,360.8149,4,2.5012,NaN,0.2545,0.3552
25.0,-1.6468,30.1810,359.7618,4,NaN,NaN,NaN,NaN
26.1,-1.6469,30.1837,358.8547,4,2.3088,NaN,0.2545,0.3256
27.1,-1.6474,30.1871,357.8247,3,NaN,NaN,NaN,NaN
28.1,-1.6477,30.1914,356.9324,4,2.5012,NaN,0.2121,0.3330
29.0,-1.6482,30.1981,356.1439,3,2.4050,NaN,0.1273,0.3404
30.0,-1.6490,30.2100,355.3028,4,NaN,NaN,NaN,NaN
30.9,-1.6493,30.2158,354.5151,3,2.6936,NaN,0.2121,0.3330
32.0,-1.6498,30.2307,353.3367,4,NaN,NaN,NaN,NaN
33.0,-1.6504,30.2458,352.2250,3,2.6936,NaN,0.1697,0.3182
34.0,-1.6512,30.2589,351.3373,4,2.7898,NaN,0.2545,0.3182
35.0,-1.6519,30.2660,349.7886,3,NaN,NaN,NaN,NaN
35.9,-1.6522,30.2731,348.4087,4,2.9822,NaN,0.1909,0.3404
37.0,-1.6516,30.2858,346.9520,4,NaN,NaN,NaN,NaN
37.9,-1.6514,30.3014,345.4509,3,2.6936,NaN,0.1273,0.3478
38.9,-1.6526,30.3177,343.7212,4,3.0784,NaN,0.2121,0.3552
