2011,280.83477,171.6340,84.3446,198
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.3,-1.5196,27.8598,NaN,5,NaN,NaN,NaN,NaN
5.8,-1.5198,27.8593,NaN,1,NaN,NaN,NaN,NaN
7.1,-1.5198,27.8622,356.9348,3,NaN,NaN,NaN,NaN
8.0,-1.5203,27.8702,357.1010,2,NaN,NaN,NaN,NaN
8.9,-1.5212,27.8832,357.5345,3,NaN,NaN,NaN,NaN
10.0,-1.5223,27.9018,357.7724,3,NaN,NaN,NaN,NaN
11.0,-1.5232,27.9202,357.8247,3,NaN,NaN,NaN,NaN
12.1,-1.5235,27.9314,357.6107,3,NaN,NaN,NaN,NaN
13.0,-1.5240,27.9398,357.5132,2,NaN,NaN,NaN,NaN
13.9,-1.5249,27.9541,357.4058,3,NaN,NaN,NaN,NaN
15.0,-1.5255,27.9681,357.9017,3,10.3896,NaN,1.1241,0.4958
16.1,-1.5260,27.9778,358.0832,3,NaN,NaN,NaN,NaN
17.0,-1.5266,27.9867,357.9853,2,10.4858,NaN,1.1029,0.4810
17.9,-1.5269,28.0110,357.8800,3,NaN,NaN,NaN,NaN
19.0,-1.5245,28.3512,356.7201,3,10.1972,NaN,1.0817,0.4662
20.0,-1.5320,29.2454,354.0515,3,NaN,NaN,NaN,NaN
21.1,-1.5503,29.6355,352.7481,3,10.7744,NaN,0.7636,0.4514
22.0,-1.5633,29.8161,351.8144,2,NaN,NaN,NaN,NaN
22.9,-1.5782,29.9683,350.9738,3,NaN,NaN,NaN,NaN
24.0,-1.5926,30.1185,350.4749,3,10.2934,NaN,0.6151,0.4440
25.1,-1.6069,30.2650,350.0212,3,10.1010,NaN,0.6151,0.4144
26.0,-1.6180,30.3786,349.2457,2,NaN,NaN,NaN,NaN
26.9,-1.6300,30.5093,348.7376,3,NaN,NaN,NaN,NaN
27.9,-1.6412,30.6376,348.5617,3,9.7162,NaN,0.5727,0.3922
29.0,-1.6519,30.7682,347.9644,3,NaN,NaN,NaN,NaN
30.1,-1.6591,30.8763,347.7989,3,9.4276,NaN,0.4878,0.3922
31.0,-1.6637,30.9669,346.7787,2,NaN,NaN,NaN,NaN
31.9,-1.6665,31.0528,345.4046,3,9.1390,NaN,0.5303,0.3774
32.9,-1.6705,31.1774,344.9739,3,NaN,NaN,NaN,NaN
34.0,-1.6722,31.3013,344.2391,3,8.8504,NaN,0.5090,0.3552
35.1,-1.6733,31.4498,342.3293,3,NaN,NaN,NaN,NaN
36.1,-1.6744,31.6179,340.2071,3,8.2732,NaN,0.4242,0.3848
37.0,-1.6786,31.7440,339.3421,2,NaN,NaN,NaN,NaN
37.9,-1.6847,31.8496,338.1800,3,NaN,NaN,NaN,NaN
39.0,-1.6866,31.9865,336.2488,3,7.4074,NaN,0.4242,0.3404
