2012,209.00145,-103.9938,86.1940,198
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.8,-1.5572,30.2929,344.1612,9,9.1390,NaN,2.1210,0.6364
6.9,-1.5554,30.2938,344.3576,4,9.2352,NaN,2.2483,0.6956
7.9,-1.5548,30.2949,344.0021,4,9.3314,NaN,2.2907,0.6660
9.0,-1.5569,30.2991,343.7220,5,NaN,NaN,NaN,NaN
10.0,-1.5618,30.3024,343.6991,4,9.4276,NaN,2.4604,0.6586
11.0,-1.5655,30.3089,343.5958,4,9.1390,NaN,2.4604,0.6586
12.0,-1.5657,30.3099,343.5338,4,NaN,NaN,NaN,NaN
12.9,-1.5660,30.3106,343.3248,3,9.3314,NaN,2.5240,0.6586
13.9,-1.5656,30.3123,343.1476,4,9.4276,NaN,2.5028,0.6660
15.0,-1.5651,30.3176,342.7721,4,NaN,NaN,NaN,NaN
16.1,-1.5754,30.3340,342.6257,4,9.1390,NaN,2.5028,0.6734
17.0,-1.5785,30.3390,342.1695,3,9.3314,NaN,2.3543,0.6142
17.9,-1.5791,30.3421,341.9872,4,NaN,NaN,NaN,NaN
19.0,-1.5800,30.3462,341.8554,4,9.4276,NaN,2.3331,0.6142
20.0,-1.5824,30.3516,341.7832,4,NaN,NaN,NaN,NaN
21.0,-1.5835,30.3574,341.4882,4,9.3314,NaN,2.2695,0.5920
22.0,-1.5916,30.3879,341.2605,4,9.3314,NaN,2.1634,0.5772
23.0,-1.5985,30.4237,341.0278,4,NaN,NaN,NaN,NaN
24.0,-1.6057,30.5078,340.4273,4,9.5238,NaN,1.9513,0.5698
25.0,-1.6142,30.6200,339.9040,4,9.5238,NaN,1.8241,0.5328
26.0,-1.6339,30.8175,339.3869,4,9.5238,NaN,1.3999,0.5180
27.1,-1.6473,30.9522,339.1231,4,NaN,NaN,NaN,NaN
28.0,-1.6521,31.0554,338.8652,3,9.6200,NaN,1.0181,0.4440
29.1,-1.6591,31.1610,338.4069,4,NaN,NaN,NaN,NaN
30.1,-1.6691,31.2760,337.8997,3,9.3314,NaN,0.9545,0.4292
31.1,-1.6769,31.3394,337.5001,4,NaN,NaN,NaN,NaN
32.0,-1.6808,31.3684,337.1246,3,9.1390,NaN,0.8060,0.3774
33.0,-1.6860,31.4011,336.5980,4,9.1390,NaN,0.8484,0.4292
34.0,-1.6910,31.4261,336.4349,4,NaN,NaN,NaN,NaN
35.0,-1.6940,31.4452,336.0456,3,9.0428,NaN,0.6575,0.3922
36.1,-1.6980,31.4696,335.1953,4,NaN,NaN,NaN,NaN
37.1,-1.7014,31.4937,334.8149,3,9.0428,NaN,0.6363,0.4070
37.9,-1.7054,31.5164,334.3606,3,NaN,NaN,NaN,NaN
38.9,-1.7089,31.5359,333.9423,4,8.9466,NaN,0.5939,0.3922
40.0,-1.7119,31.5562,333.2012,4,8.5618,NaN,0.5090,0.3848
41.0,-1.7140,31.5724,332.8205,4,NaN,NaN,NaN,NaN
42.0,-1.7150,31.5858,332.3192,3,8.4656,NaN,0.5303,0.3922
43.0,-1.7154,31.5971,331.7964,4,8.7542,NaN,0.5303,0.3848
44.0,-1.7164,31.6116,331.2878,3,NaN,NaN,NaN,NaN
44.9,-1.7170,31.6247,330.5391,4,8.4656,NaN,0.5303,0.3552
46.0,-1.7181,31.6436,329.5729,4,NaN,NaN,NaN,NaN
47.0,-1.7190,31.6532,328.8936,3,8.4656,NaN,0.4878,0.3552
48.1,-1.7195,31.6704,328.2610,4,8.3694,NaN,0.4666,0.4588
49.1,-1.7201,31.6907,327.5367,3,NaN,NaN,NaN,NaN
50.0,-1.7208,31.7049,326.3823,3,8.2732,NaN,0.4454,0.3774
50.9,-1.7201,31.7172,325.1690,4,NaN,NaN,NaN,NaN
52.0,-1.7188,31.7299,323.6434,4,7.9846,NaN,0.4878,0.3922
53.0,-1.7185,31.7361,322.3234,3,NaN,NaN,NaN,NaN
54.0,-1.7143,31.7499,321.5556,4,7.9846,NaN,0.4454,0.3552
55.1,-1.7100,31.7685,320.3825,3,7.9846,NaN,0.4454,0.3478
56.0,-1.7119,31.7764,318.8115,3,NaN,NaN,NaN,NaN
57.0,-1.7143,31.7898,316.7525,4,7.7922,NaN,0.4242,0.3626
58.0,-1.6949,31.8271,315.3467,3,NaN,NaN,NaN,NaN
59.0,-1.7008,31.8727,313.9659,4,7.5998,NaN,0.4666,0.3626
60.0,-1.6929,31.8944,312.7357,3,NaN,NaN,NaN,NaN
60.9,-1.6917,31.9118,311.9801,3,7.4074,NaN,0.4242,0.3330
61.9,-1.6945,31.9240,310.6881,4,7.1188,NaN,0.3818,0.3552
