2012,246.50145,-88.8336,86.3300,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.9,-1.6100,29.8641,335.5763,6,8.8504,NaN,1.4211,0.5032
7.0,-1.6100,29.8643,335.5283,4,NaN,NaN,NaN,NaN
8.0,-1.6102,29.8644,335.5032,4,8.6580,NaN,1.2938,0.5032
9.0,-1.6101,29.8644,335.3921,4,8.6580,NaN,1.3574,0.5476
10.0,-1.6102,29.8646,335.3330,5,8.6580,NaN,1.3150,0.5254
10.9,-1.6099,29.8645,335.3128,6,8.7542,NaN,1.2726,0.5254
12.0,-1.6099,29.8646,335.2366,5,NaN,NaN,NaN,NaN
13.0,-1.6100,29.8649,335.2262,4,8.7542,NaN,1.2302,0.5180
14.0,-1.6098,29.8653,335.1654,5,8.6580,NaN,1.2302,0.5254
15.0,-1.6098,29.8657,335.0055,4,8.9466,NaN,1.2302,0.5328
16.0,-1.6098,29.8653,334.7702,5,NaN,NaN,NaN,NaN
17.0,-1.6096,29.8658,334.6977,5,8.7542,NaN,1.2938,0.5032
18.0,-1.6095,29.8671,334.6130,5,8.7542,NaN,1.3362,0.5106
19.0,-1.6094,29.8678,334.4714,5,8.8504,NaN,1.2726,0.5328
20.1,-1.6093,29.8681,334.3140,5,8.8504,NaN,1.2302,0.4958
21.0,-1.6088,29.8700,334.1848,4,9.0428,NaN,1.2514,0.5254
22.0,-1.6085,29.8711,334.2294,6,9.1390,NaN,1.3574,0.6216
23.0,-1.6082,29.8722,334.1453,5,NaN,NaN,NaN,NaN
24.0,-1.6076,29.8771,333.8821,6,8.9466,NaN,1.2726,0.5328
25.0,-1.5990,29.9490,333.6281,4,9.1390,NaN,1.2726,0.5032
25.9,-1.5956,30.0563,333.3377,5,8.7542,NaN,1.1666,0.4884
27.0,-1.5961,30.1311,332.6729,5,8.9466,NaN,1.1666,0.4884
28.0,-1.6005,30.3021,332.0255,5,9.1390,NaN,1.1029,0.4884
29.0,-1.6169,30.6767,330.9073,5,NaN,NaN,NaN,NaN
30.0,-1.6395,30.9808,330.0996,4,9.5238,NaN,0.9969,0.4292
31.0,-1.6512,31.1234,329.6178,4,9.5238,NaN,0.8908,0.4440
