2011,256.83477,163.4651,84.5338,198
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.8,-1.5501,28.5360,360.5205,10,NaN,NaN,NaN,NaN
6.9,-1.5500,28.5363,360.9856,3,NaN,NaN,NaN,NaN
8.0,-1.5503,28.5375,360.6918,4,NaN,NaN,NaN,NaN
9.1,-1.5504,28.5383,361.9631,3,NaN,NaN,NaN,NaN
10.0,-1.5505,28.5387,362.5334,2,NaN,NaN,NaN,NaN
10.9,-1.5507,28.5393,361.8982,3,NaN,NaN,NaN,NaN
11.9,-1.5512,28.5412,361.2497,3,NaN,NaN,NaN,NaN
13.0,-1.5525,28.5451,360.3910,3,NaN,NaN,NaN,NaN
14.1,-1.5529,28.5467,361.0962,3,NaN,NaN,NaN,NaN
15.0,-1.5532,28.5477,361.9884,2,8.6580,NaN,1.1453,0.5106
15.9,-1.5537,28.5510,361.6601,3,NaN,NaN,NaN,NaN
17.0,-1.5542,28.5566,361.2380,3,8.5618,NaN,1.1453,0.5106
18.0,-1.5537,28.5637,361.6304,3,NaN,NaN,NaN,NaN
19.1,-1.5513,28.5737,361.7563,3,8.7542,NaN,1.0605,0.5254
20.0,-1.5487,28.6097,361.5857,2,NaN,NaN,NaN,NaN
20.9,-1.5476,28.9632,360.8261,3,8.9466,NaN,1.0181,0.4958
22.0,-1.5502,29.6019,359.2369,3,NaN,NaN,NaN,NaN
23.0,-1.5481,30.0360,356.8764,3,9.5238,NaN,0.6787,0.4144
24.1,-1.5652,30.2873,356.3684,3,NaN,NaN,NaN,NaN
25.0,-1.5813,30.4336,356.8651,2,9.5238,NaN,0.6151,0.4588
25.9,-1.5901,30.5504,355.9421,3,NaN,NaN,NaN,NaN
26.9,-1.6043,30.6564,355.7923,3,NaN,NaN,NaN,NaN
28.0,-1.6249,30.7503,355.7774,3,9.1390,NaN,0.5515,0.3774
29.1,-1.6303,30.8184,354.5106,3,NaN,NaN,NaN,NaN
30.1,-1.6431,30.8796,353.3867,3,9.1390,NaN,0.5515,0.3626
31.0,-1.6499,30.9327,352.4022,2,NaN,NaN,NaN,NaN
31.9,-1.6554,31.0085,351.5200,3,9.0428,NaN,0.4878,0.3552
33.0,-1.6579,31.0918,350.1517,3,NaN,NaN,NaN,NaN
34.1,-1.6583,31.1590,348.4110,3,8.4656,NaN,0.4666,0.3626
35.1,-1.6594,31.2484,346.6301,3,NaN,NaN,NaN,NaN
36.0,-1.6596,31.3234,345.8295,2,8.2732,NaN,0.4242,0.3996
36.9,-1.6609,31.4229,344.5881,3,NaN,NaN,NaN,NaN
38.0,-1.6614,31.5328,342.8545,3,7.6960,NaN,0.4242,0.3626
39.0,-1.6640,31.6391,341.6470,3,NaN,NaN,NaN,NaN
40.1,-1.6757,31.7464,340.2236,3,7.5998,NaN,0.4242,0.3404
41.0,-1.6823,31.8093,338.6000,2,NaN,NaN,NaN,NaN
41.9,-1.6898,31.8638,337.0846,3,NaN,NaN,NaN,NaN
42.9,-1.6947,31.9399,336.8939,3,7.5036,NaN,0.3181,0.3034
44.0,-1.6887,32.0223,337.5132,3,NaN,NaN,NaN,NaN
45.1,-1.6791,32.1494,336.3720,3,6.9264,NaN,0.3818,0.3996
46.1,-1.6735,32.3111,334.9772,3,NaN,NaN,NaN,NaN
47.0,-1.6756,32.4104,333.1664,2,6.5416,NaN,0.3606,0.3108
47.9,-1.6750,32.5105,331.5136,3,NaN,NaN,NaN,NaN
48.9,-1.6713,32.6182,330.5874,3,6.0606,NaN,0.3181,0.3330
50.0,-1.6622,32.7380,329.6383,3,NaN,NaN,NaN,NaN
51.0,-1.6433,32.8334,327.5768,3,5.7720,NaN,0.2757,0.3182
52.1,-1.6335,32.9315,326.2277,3,NaN,NaN,NaN,NaN
53.1,-1.6380,32.9897,325.3187,3,5.1948,NaN,0.2121,0.3108
54.0,-1.6293,33.0291,324.2972,2,NaN,NaN,NaN,NaN
54.9,-1.6197,33.0651,323.3227,3,5.0986,NaN,0.2121,0.3256
55.9,-1.6144,33.1245,322.0320,3,NaN,NaN,NaN,NaN
57.0,-1.6212,33.1871,320.7846,3,4.8100,NaN,0.2333,0.3182
58.0,-1.6195,33.2339,320.7982,3,NaN,NaN,NaN,NaN
59.1,-1.6074,33.3052,320.4577,3,4.4252,NaN,0.1909,0.3182
60.1,-1.5865,33.3691,319.4561,3,NaN,NaN,NaN,NaN
61.0,-1.5676,33.4348,319.3888,2,NaN,NaN,NaN,NaN
61.9,-1.5491,33.5004,318.9228,3,4.0404,NaN,0.1485,0.4070
62.9,-1.5330,33.5487,317.5867,3,NaN,NaN,NaN,NaN
64.0,-1.5239,33.5733,316.2703,3,3.7518,NaN,0.1273,0.3108
65.0,-1.5079,33.6063,315.9129,3,NaN,NaN,NaN,NaN
66.1,-1.4926,33.6449,315.2198,3,3.7518,NaN,0.1697,0.3256
67.1,-1.4794,33.6770,314.0347,3,NaN,NaN,NaN,NaN
68.1,-1.4656,33.7091,313.4160,3,3.5594,NaN,0.1485,0.3182
69.0,-1.4540,33.7342,313.4847,2,NaN,NaN,NaN,NaN
69.9,-1.4413,33.7590,312.9649,3,3.5594,NaN,0.1485,0.3404
70.9,-1.4268,33.7897,311.7148,3,NaN,NaN,NaN,NaN
72.0,-1.4141,33.8164,310.4785,3,3.3670,NaN,0.1485,0.3182
73.0,-1.3979,33.8423,309.4687,3,NaN,NaN,NaN,NaN
74.0,-1.3917,33.8702,309.1590,3,3.1746,NaN,0.1273,0.3108
75.1,-1.3899,33.8999,308.7031,3,NaN,NaN,NaN,NaN
76.1,-1.4000,33.9284,307.6327,3,2.9822,NaN,0.1061,0.3108
77.1,-1.3951,33.9497,306.8320,3,NaN,NaN,NaN,NaN
78.0,-1.3855,33.9694,306.8954,2,3.0784,NaN,0.1061,0.3108
78.9,-1.4016,33.9908,306.5983,3,NaN,NaN,NaN,NaN
79.9,-1.3979,34.0151,305.7539,3,2.8860,NaN,0.1061,0.2960
80.9,-1.3905,34.0308,305.7036,3,NaN,NaN,NaN,NaN
82.0,-1.3877,34.0415,304.8161,3,2.7898,NaN,0.1061,0.3034
83.0,-1.3835,34.0540,304.9432,3,NaN,NaN,NaN,NaN
84.0,-1.3824,34.0658,305.2212,3,2.6936,NaN,0.1061,0.3108
85.1,-1.3719,34.0783,304.6429,3,NaN,NaN,NaN,NaN
86.1,-1.3590,34.0914,303.9880,3,2.5974,NaN,0.0848,0.3256
87.1,-1.3397,34.1045,303.1572,3,NaN,NaN,NaN,NaN
88.0,-1.3282,34.1128,303.1234,2,NaN,NaN,NaN,NaN
88.9,-1.3223,34.1197,302.7341,3,2.6936,NaN,0.0848,0.3108
89.9,-1.3210,34.1342,302.2194,3,NaN,NaN,NaN,NaN
90.9,-1.3202,34.1460,301.7598,3,2.5012,NaN,0.1061,0.3256
91.9,-1.3007,34.1551,301.3207,3,NaN,NaN,NaN,NaN
93.0,-1.3069,34.1619,301.4611,3,2.5974,NaN,0.1061,0.3034
94.0,-1.3157,34.1676,301.4492,3,NaN,NaN,NaN,NaN
95.0,-1.3152,34.1760,300.9940,3,2.3088,NaN,0.0636,0.2886
96.1,-1.3089,34.1851,300.7233,3,NaN,NaN,NaN,NaN
97.1,-1.3014,34.1930,300.4337,3,2.4050,NaN,0.0636,0.2738
98.1,-1.2889,34.2007,299.5853,3,NaN,NaN,NaN,NaN
99.1,-1.2726,34.2110,299.6781,3,2.5012,NaN,0.0636,0.3108
100.0,-1.2654,34.2174,299.6325,2,NaN,NaN,NaN,NaN
100.9,-1.2562,34.2225,299.4038,3,2.4050,NaN,0.0848,0.3108
101.9,-1.2421,34.2300,299.3323,3,NaN,NaN,NaN,NaN
102.9,-1.2277,34.2361,298.8664,3,2.2126,NaN,0.0636,0.2960
103.9,-1.2136,34.2440,298.2528,3,NaN,NaN,NaN,NaN
105.0,-1.1967,34.2534,298.8630,3,2.3088,NaN,0.0424,0.3034
106.0,-1.1777,34.2635,298.8817,3,NaN,NaN,NaN,NaN
107.0,-1.1569,34.2687,298.4081,3,2.5012,NaN,0.0848,0.3256
108.0,-1.1353,34.2758,298.2298,3,NaN,NaN,NaN,NaN
109.0,-1.1190,34.2825,298.1592,3,2.3088,NaN,0.0848,0.3256
110.1,-1.1104,34.2866,297.7262,3,NaN,NaN,NaN,NaN
111.1,-1.1015,34.2916,297.1769,3,2.3088,NaN,0.0848,0.3182
112.1,-1.0903,34.2935,297.1344,3,NaN,NaN,NaN,NaN
113.1,-1.0791,34.2993,297.0356,3,2.0202,NaN,0.0424,0.3256
114.2,-1.0743,34.3057,296.7658,3,NaN,NaN,NaN,NaN
115.0,-1.0720,34.3095,296.5276,2,2.1164,NaN,0.0212,0.3626
115.9,-1.0512,34.3140,296.8120,3,NaN,NaN,NaN,NaN
116.9,-1.0082,34.3199,296.6894,3,2.1164,NaN,0.0636,0.3034
117.9,-0.9756,34.3266,296.5254,3,NaN,NaN,NaN,NaN
118.9,-0.9460,34.3348,296.3169,3,2.4050,NaN,0.0848,0.3256
119.9,-0.9137,34.3422,295.3502,3,NaN,NaN,NaN,NaN
121.0,-0.8980,34.3473,295.4958,3,2.1164,NaN,0.0424,0.3182
122.0,-0.8771,34.3542,296.0566,3,NaN,NaN,NaN,NaN
123.0,-0.8583,34.3611,295.7934,3,2.1164,NaN,0.0212,0.3034
124.0,-0.8349,34.3665,295.3180,3,NaN,NaN,NaN,NaN
125.0,-0.8103,34.3744,294.9217,3,2.1164,NaN,0.0636,0.3034
126.1,-0.7927,34.3794,294.1895,3,NaN,NaN,NaN,NaN
127.1,-0.7759,34.3855,294.4930,3,2.0202,NaN,0.0212,0.2960
128.1,-0.7525,34.3899,294.0736,3,NaN,NaN,NaN,NaN
129.1,-0.7330,34.3959,293.8168,3,1.9240,NaN,0.0424,0.2960
130.1,-0.7113,34.4021,294.1784,3,NaN,NaN,NaN,NaN
131.2,-0.6844,34.4094,293.8487,3,1.9240,NaN,0.0636,0.2960
132.0,-0.6665,34.4119,293.4252,2,NaN,NaN,NaN,NaN
132.9,-0.6459,34.4137,293.9387,3,2.0202,NaN,0.0424,0.2960
133.9,-0.6214,34.4233,293.2355,3,NaN,NaN,NaN,NaN
134.9,-0.6010,34.4270,292.8096,3,2.0202,NaN,0.0212,0.3108
135.9,-0.5722,34.4344,292.7734,3,NaN,NaN,NaN,NaN
136.9,-0.5628,34.4379,292.8752,3,2.0202,NaN,0.0424,0.2960
137.9,-0.5362,34.4415,292.8538,3,NaN,NaN,NaN,NaN
138.9,-0.5194,34.4490,292.7629,3,1.8278,NaN,0.0636,0.2960
140.0,-0.4976,34.4537,292.0065,3,NaN,NaN,NaN,NaN
141.0,-0.4811,34.4593,292.1224,3,1.8278,NaN,0.0424,0.3034
142.0,-0.4507,34.4667,292.4977,3,NaN,NaN,NaN,NaN
143.0,-0.4283,34.4713,291.9542,3,1.8278,NaN,0.0212,0.2960
144.0,-0.4062,34.4776,291.7581,3,NaN,NaN,NaN,NaN
145.0,-0.3821,34.4836,291.7441,3,1.9240,NaN,0.0636,0.3256
146.0,-0.3692,34.4881,292.0095,3,NaN,NaN,NaN,NaN
147.1,-0.3428,34.4916,291.8644,3,1.7316,NaN,0.0212,0.3034
148.1,-0.3055,34.5007,291.5876,3,NaN,NaN,NaN,NaN
149.1,-0.2939,34.5040,291.2110,3,1.6354,NaN,0.0212,0.3182
150.1,-0.2846,34.5044,291.2601,3,NaN,NaN,NaN,NaN
151.1,-0.2427,34.5100,290.9502,3,1.9240,NaN,0.0636,0.3330
152.1,-0.2260,34.5174,290.9407,3,NaN,NaN,NaN,NaN
153.1,-0.2217,34.5182,291.0532,3,1.8278,NaN,0.0212,0.2960
154.2,-0.1972,34.5188,290.9928,3,NaN,NaN,NaN,NaN
155.0,-0.1620,34.5282,290.3416,2,1.8278,NaN,0.0424,0.3034
155.8,-0.1504,34.5323,289.9235,3,NaN,NaN,NaN,NaN
156.9,-0.1455,34.5340,289.8364,3,2.0202,NaN,0.0636,0.3478
157.9,-0.1351,34.5346,289.5926,3,NaN,NaN,NaN,NaN
158.9,-0.0959,34.5401,289.6420,3,1.8278,NaN,0.0636,0.2960
159.9,-0.0757,34.5477,289.4998,3,NaN,NaN,NaN,NaN
160.9,-0.0667,34.5495,289.7162,3,1.6354,NaN,0.0212,0.3108
161.9,-0.0355,34.5554,289.6884,3,NaN,NaN,NaN,NaN
162.9,-0.0150,34.5622,288.8800,3,1.8278,NaN,0.0636,0.3182
163.9,-0.0100,34.5635,288.8400,3,NaN,NaN,NaN,NaN
164.9,0.0117,34.5678,288.7914,3,1.7316,NaN,0.0424,0.3478
166.0,0.0463,34.5757,288.5847,3,NaN,NaN,NaN,NaN
167.0,0.0567,34.5792,288.4346,3,1.8278,NaN,0.0212,0.3182
168.0,0.0832,34.5830,287.7789,3,NaN,NaN,NaN,NaN
169.0,0.1110,34.5895,287.6591,3,1.8278,NaN,0.0212,0.2960
170.0,0.1393,34.5964,287.5054,3,NaN,NaN,NaN,NaN
171.0,0.1482,34.5993,287.3603,3,1.5392,NaN,0.0424,0.3108
172.0,0.1767,34.6049,287.2551,3,NaN,NaN,NaN,NaN
173.1,0.1927,34.6118,287.2071,3,1.5392,NaN,0.0424,0.3034
174.1,0.1981,34.6139,287.0016,3,NaN,NaN,NaN,NaN
175.1,0.2189,34.6171,286.7348,3,1.6354,NaN,0.0212,0.3256
176.1,0.2460,34.6269,286.7830,3,NaN,NaN,NaN,NaN
177.1,0.2496,34.6292,286.6045,3,1.6354,NaN,0.0000,0.3034
178.1,0.2526,34.6299,286.5894,3,NaN,NaN,NaN,NaN
179.1,0.2537,34.6304,286.7970,3,1.4430,NaN,0.0636,0.3330
180.1,0.2561,34.6304,286.6927,3,NaN,NaN,NaN,NaN
181.1,0.2847,34.6333,286.6508,3,1.6354,NaN,0.0000,0.2960
182.2,0.3207,34.6420,285.9894,3,NaN,NaN,NaN,NaN
183.0,0.3371,34.6471,285.9361,2,1.4430,NaN,0.0212,0.3626
183.8,0.3428,34.6492,286.2724,3,NaN,NaN,NaN,NaN
184.9,0.3581,34.6501,285.7022,3,1.5392,NaN,0.0212,0.2960
185.9,0.3798,34.6548,285.4901,3,NaN,NaN,NaN,NaN
186.9,0.4064,34.6579,285.1341,3,1.4430,NaN,0.0212,0.2738
187.9,0.4274,34.6636,284.6525,3,NaN,NaN,NaN,NaN
188.9,0.4406,34.6658,284.4134,3,1.3468,NaN,0.0212,0.3182
189.9,0.4717,34.6718,284.5782,3,NaN,NaN,NaN,NaN
190.9,0.4901,34.6773,284.4514,3,1.5392,NaN,0.0212,0.3182
192.0,0.5175,34.6829,283.9482,3,NaN,NaN,NaN,NaN
193.0,0.5357,34.6900,283.9652,3,1.3468,NaN,0.0000,0.3330
194.0,0.5517,34.6939,283.7889,3,NaN,NaN,NaN,NaN
195.0,0.5732,34.7004,283.3249,3,1.5392,NaN,0.0212,0.2812
196.0,0.5926,34.7036,283.2290,3,NaN,NaN,NaN,NaN
197.0,0.6302,34.7130,283.1885,3,1.4430,NaN,0.0000,0.2960
198.0,0.6604,34.7217,283.1441,3,NaN,NaN,NaN,NaN
199.0,0.6986,34.7302,282.8751,3,1.3468,NaN,0.0424,0.3034
200.1,0.7140,34.7372,282.2216,3,NaN,NaN,NaN,NaN
201.1,0.7200,34.7388,281.9865,3,1.4430,NaN,0.0212,0.3330
202.1,0.7382,34.7450,282.0920,4,NaN,NaN,NaN,NaN
202.6,0.7689,34.7539,NaN,2,NaN,NaN,NaN,NaN
