2011,274.58477,170.1369,84.2673,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.0,-1.5319,28.0941,NaN,6,NaN,NaN,NaN,NaN
7.1,-1.5318,28.0943,348.2403,4,9.8124,NaN,1.1453,0.5772
8.1,-1.5319,28.0943,347.4599,3,NaN,NaN,NaN,NaN
9.1,-1.5319,28.0945,347.5964,3,9.9086,NaN,1.1241,0.5254
10.0,-1.5321,28.0968,346.5155,3,NaN,NaN,NaN,NaN
10.9,-1.5321,28.1007,345.9694,3,9.7162,NaN,1.1241,0.5328
12.0,-1.5326,28.1071,344.9105,4,10.1010,NaN,1.1029,0.5476
13.1,-1.5332,28.1201,344.2811,3,NaN,NaN,NaN,NaN
14.0,-1.5337,28.1293,344.3091,3,10.1972,NaN,1.1029,0.5254
15.0,-1.5339,28.1311,344.0862,3,NaN,NaN,NaN,NaN
15.9,-1.5340,28.1356,343.2751,3,9.9086,NaN,1.1241,0.5402
16.9,-1.5346,28.1509,342.2974,3,NaN,NaN,NaN,NaN
18.0,-1.5349,28.1631,342.3561,4,10.1010,NaN,1.1241,0.5106
19.1,-1.5356,28.1864,340.8209,3,NaN,NaN,NaN,NaN
20.1,-1.5363,28.2134,337.2829,3,10.1010,NaN,1.2090,0.5402
21.0,-1.5366,28.2791,336.1557,3,NaN,NaN,NaN,NaN
21.9,-1.5346,28.8402,333.1038,3,9.9086,NaN,1.0605,0.5476
22.9,-1.5406,29.7018,329.5474,3,NaN,NaN,NaN,NaN
24.0,-1.5732,30.0410,328.0548,4,11.2554,NaN,0.6787,0.4884
25.1,-1.5922,30.2299,327.1225,3,NaN,NaN,NaN,NaN
26.0,-1.6048,30.3504,325.9507,3,10.4858,NaN,0.5939,0.4810
26.9,-1.6182,30.4485,323.8488,3,NaN,NaN,NaN,NaN
28.0,-1.6279,30.5759,322.2161,4,10.0048,NaN,0.5727,0.4588
29.1,-1.6391,30.7388,320.3364,3,9.8124,NaN,0.5090,0.4292
30.1,-1.6499,30.9049,317.9489,3,NaN,NaN,NaN,NaN
31.1,-1.6607,31.0664,315.5133,3,9.3314,NaN,0.5303,0.4218
32.0,-1.6537,31.2064,313.4211,3,NaN,NaN,NaN,NaN
33.0,-1.6453,31.3525,311.5852,3,8.7542,NaN,0.4454,0.4292
33.9,-1.6432,31.5401,310.4913,3,NaN,NaN,NaN,NaN
34.9,-1.6518,31.7153,309.1322,3,7.6960,NaN,0.4030,0.4144
36.0,-1.6556,31.8579,308.0563,4,NaN,NaN,NaN,NaN
37.1,-1.6549,32.0098,307.4558,3,7.4074,NaN,0.3818,0.4070
38.1,-1.6628,32.1156,307.1486,3,NaN,NaN,NaN,NaN
39.0,-1.6662,32.2119,306.0687,3,6.9264,NaN,0.3394,0.3848
40.0,-1.6639,32.3249,305.0775,3,NaN,NaN,NaN,NaN
40.9,-1.6635,32.4221,304.0632,3,6.7340,NaN,0.3394,0.3626
41.9,-1.6641,32.4783,303.5959,3,NaN,NaN,NaN,NaN
43.0,-1.6586,32.5521,303.5420,4,6.4454,NaN,0.2969,0.3626
