2012,240.50145,-87.9259,86.4130,197
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.1,-1.6101,30.0937,NaN,4,NaN,NaN,NaN,NaN
7.0,-1.6101,30.0948,345.1579,5,8.5618,NaN,1.5695,0.6438
8.0,-1.6096,30.0997,345.2251,4,8.5618,NaN,1.6332,0.5920
8.9,-1.6092,30.1049,345.2168,4,8.7542,NaN,1.6968,0.5846
10.0,-1.6089,30.1124,345.0174,5,NaN,NaN,NaN,NaN
11.1,-1.6090,30.1216,345.1138,4,8.6580,NaN,1.6544,0.5698
12.0,-1.6091,30.1511,344.9714,4,8.5618,NaN,1.7180,0.6438
13.0,-1.6087,30.1767,344.6244,6,8.2732,NaN,1.5271,0.5402
14.0,-1.6069,30.1867,344.6270,4,NaN,NaN,NaN,NaN
15.0,-1.6060,30.1951,344.6879,5,8.3694,NaN,1.5908,0.5550
16.0,-1.6071,30.2045,344.4448,4,8.4656,NaN,1.6544,0.5402
17.0,-1.6088,30.2198,344.3660,4,NaN,NaN,NaN,NaN
18.0,-1.6100,30.2309,344.3131,4,8.1770,NaN,1.5908,0.5106
19.0,-1.6089,30.2369,344.1713,5,8.2732,NaN,1.4847,0.5328
20.0,-1.6097,30.2434,344.2536,4,8.2732,NaN,1.5271,0.5846
21.0,-1.6120,30.2669,344.0990,4,NaN,NaN,NaN,NaN
22.0,-1.6184,30.3230,343.9415,4,8.3694,NaN,1.3999,0.5180
23.0,-1.6194,30.4008,343.5308,4,8.1770,NaN,1.3150,0.5328
24.0,-1.6201,30.4670,343.2845,3,NaN,NaN,NaN,NaN
25.0,-1.6198,30.5139,343.2868,4,7.9846,NaN,1.2514,0.5106
25.9,-1.6197,30.5562,343.0796,3,NaN,NaN,NaN,NaN
26.9,-1.6146,30.7649,342.3277,4,8.0808,NaN,1.3150,0.5180
28.0,-1.6131,30.9718,341.5484,4,7.5998,NaN,1.0605,0.4514
29.0,-1.6184,31.0653,341.0401,4,NaN,NaN,NaN,NaN
30.1,-1.6267,31.1692,340.4431,4,7.1188,NaN,0.8696,0.4440
31.1,-1.6321,31.2168,339.8590,3,NaN,NaN,NaN,NaN
32.0,-1.6362,31.2534,339.4836,4,7.1188,NaN,0.8060,0.4218
33.1,-1.6425,31.3001,339.0313,4,7.0226,NaN,0.8696,0.4218
34.0,-1.6450,31.3392,338.4866,4,NaN,NaN,NaN,NaN
35.0,-1.6503,31.3837,337.9107,4,6.9264,NaN,0.8060,0.4218
36.0,-1.6561,31.4136,337.2424,4,7.1188,NaN,0.7636,0.4218
37.0,-1.6593,31.4368,336.5189,4,NaN,NaN,NaN,NaN
38.0,-1.6648,31.4773,335.6772,3,7.2150,NaN,0.6999,0.3922
39.0,-1.6845,31.5363,335.1633,4,8.0808,NaN,0.7636,0.4292
40.0,-1.7103,31.5836,334.7982,4,NaN,NaN,NaN,NaN
40.9,-1.7119,31.6052,334.2947,4,8.8504,NaN,0.6787,0.3478
42.0,-1.7101,31.6295,334.0137,5,8.7542,NaN,0.6363,0.3626
43.0,-1.7081,31.6573,333.3557,3,NaN,NaN,NaN,NaN
43.9,-1.7082,31.6751,332.9653,4,8.1770,NaN,0.5939,0.3700
45.0,-1.7161,31.7076,332.3697,4,NaN,NaN,NaN,NaN
46.0,-1.7102,31.7403,331.3658,4,8.2732,NaN,0.5515,0.3848
47.0,-1.7091,31.7730,329.7324,4,7.9846,NaN,0.4666,0.3700
48.0,-1.7073,31.8284,327.9757,5,NaN,NaN,NaN,NaN
49.1,-1.7043,31.8820,326.7565,4,7.6960,NaN,0.4454,0.3626
50.1,-1.7043,31.9208,326.0889,4,7.0226,NaN,0.5515,0.3404
51.0,-1.7062,31.9517,325.6286,4,NaN,NaN,NaN,NaN
52.0,-1.7076,32.0033,324.9120,5,6.5416,NaN,0.4666,0.3552
53.0,-1.7125,32.0589,323.9806,6,6.5416,NaN,0.4242,0.3404
53.9,-1.7131,32.1140,324.2305,5,6.4454,NaN,0.4242,0.3256
54.9,-1.7206,32.1515,324.2578,5,6.3492,NaN,0.4030,0.3404
55.9,-1.7281,32.1764,323.8678,4,6.5416,NaN,0.4878,0.3626
56.9,-1.7303,32.2018,323.2610,5,NaN,NaN,NaN,NaN
58.0,-1.7346,32.2380,322.7939,6,6.2530,NaN,0.3818,0.3478
59.0,-1.7379,32.2635,322.2546,5,6.4454,NaN,0.4878,0.3256
60.0,-1.7391,32.2776,321.7112,6,6.5416,NaN,0.4242,0.3404
61.0,-1.7412,32.2896,320.4340,5,6.3492,NaN,0.4666,0.3404
62.0,-1.7400,32.3014,318.6678,7,6.5416,NaN,0.4454,0.3256
63.0,-1.7324,32.3191,317.9990,6,6.3492,NaN,0.4030,0.3256
64.0,-1.7371,32.3403,316.9101,7,6.3492,NaN,0.4242,0.3404
65.0,-1.7444,32.3697,314.9436,5,6.5416,NaN,0.3818,0.3626
66.0,-1.7339,32.3931,313.7019,5,6.2530,NaN,0.3818,0.3626
67.0,-1.7353,32.4138,312.7784,5,6.2530,NaN,0.2969,0.3330
68.0,-1.7361,32.4354,311.5818,6,6.1568,NaN,0.4454,0.3478
69.0,-1.7401,32.4407,309.2400,6,6.0606,NaN,0.3606,0.3404
69.9,-1.7320,32.4559,306.8290,5,6.2530,NaN,0.3606,0.3404
70.9,-1.7233,32.4869,304.9532,5,NaN,NaN,NaN,NaN
72.0,-1.7197,32.5111,303.2011,5,6.1568,NaN,0.3606,0.3256
73.0,-1.7191,32.5289,301.7112,4,6.0606,NaN,0.3818,0.3256
74.0,-1.7147,32.5425,299.7643,5,6.0606,NaN,0.4030,0.3256
75.0,-1.7226,32.5662,296.5370,4,NaN,NaN,NaN,NaN
76.0,-1.7097,32.5910,293.7070,4,6.0606,NaN,0.3394,0.3330
77.0,-1.6918,32.6198,291.0688,4,5.6758,NaN,0.3394,0.3330
78.0,-1.6898,32.6579,288.0423,5,5.8682,NaN,0.3606,0.3330
79.1,-1.6743,32.6953,285.1809,4,NaN,NaN,NaN,NaN
80.1,-1.6696,32.7232,282.4126,4,5.6758,NaN,0.3818,0.3404
81.1,-1.6561,32.7621,280.4543,4,5.7720,NaN,0.3606,0.3404
82.0,-1.6367,32.7813,278.9822,3,NaN,NaN,NaN,NaN
83.0,-1.6434,32.7911,277.4786,4,5.5796,NaN,0.3181,0.3404
84.0,-1.6313,32.8218,275.9327,4,5.4834,NaN,0.3606,0.3182
85.1,-1.6257,32.8528,274.7478,4,NaN,NaN,NaN,NaN
86.0,-1.6265,32.8694,273.3564,3,5.4834,NaN,0.3181,0.3478
86.9,-1.6275,32.8913,271.9071,4,NaN,NaN,NaN,NaN
88.0,-1.6189,32.9220,270.1472,4,5.1948,NaN,0.3394,0.3404
89.0,-1.6141,32.9642,268.5786,3,5.2910,NaN,0.3181,0.3404
90.0,-1.6122,32.9934,267.1066,4,NaN,NaN,NaN,NaN
91.1,-1.5999,33.0172,265.3045,4,5.1948,NaN,0.2969,0.3404
92.1,-1.5987,33.0413,264.0173,3,NaN,NaN,NaN,NaN
93.0,-1.5870,33.0838,262.9715,4,5.1948,NaN,0.3181,0.3404
94.1,-1.5766,33.1180,262.4195,4,5.0986,NaN,0.3181,0.3478
95.0,-1.5750,33.1322,261.9299,3,NaN,NaN,NaN,NaN
96.0,-1.5693,33.1639,261.3024,4,5.0986,NaN,0.2757,0.3552
97.0,-1.5642,33.1902,260.9060,3,NaN,NaN,NaN,NaN
98.0,-1.5535,33.2348,260.7777,4,5.0986,NaN,0.2969,0.3404
99.0,-1.5437,33.2758,260.8823,3,4.9062,NaN,0.2969,0.3330
99.9,-1.5333,33.3110,260.9680,4,NaN,NaN,NaN,NaN
101.0,-1.5265,33.3359,260.8172,4,5.0024,NaN,0.2757,0.3330
102.1,-1.5198,33.3519,260.7780,3,NaN,NaN,NaN,NaN
102.9,-1.5155,33.3629,260.8579,3,5.0024,NaN,0.3606,0.3552
103.9,-1.5105,33.3811,261.0261,4,4.8100,NaN,0.2969,0.3478
105.1,-1.4985,33.4119,261.2855,4,NaN,NaN,NaN,NaN
106.0,-1.4892,33.4384,261.5637,3,4.8100,NaN,0.3181,0.3256
107.0,-1.4830,33.4693,261.6560,4,NaN,NaN,NaN,NaN
108.0,-1.4808,33.4959,261.5296,3,5.0024,NaN,0.3181,0.3330
108.9,-1.4767,33.5136,261.4558,3,NaN,NaN,NaN,NaN
109.9,-1.4695,33.5327,261.2308,4,5.0024,NaN,0.2757,0.3478
111.0,-1.4630,33.5573,261.1899,3,4.8100,NaN,0.3181,0.3478
112.0,-1.4556,33.5781,261.1599,4,NaN,NaN,NaN,NaN
113.0,-1.4505,33.5929,261.2591,3,4.7138,NaN,0.2969,0.3404
114.0,-1.4425,33.6138,260.9907,4,NaN,NaN,NaN,NaN
115.0,-1.4341,33.6399,260.9497,3,4.8100,NaN,0.3394,0.3256
115.9,-1.4248,33.6704,261.1224,3,NaN,NaN,NaN,NaN
117.0,-1.4067,33.7067,261.4089,4,4.7138,NaN,0.2757,0.3478
118.0,-1.3968,33.7333,261.7975,3,4.8100,NaN,0.3181,0.3108
119.0,-1.3932,33.7591,262.1748,4,NaN,NaN,NaN,NaN
120.0,-1.3821,33.7859,262.5103,3,4.5214,NaN,0.2545,0.3552
121.0,-1.3735,33.8098,263.0903,4,NaN,NaN,NaN,NaN
122.0,-1.3612,33.8377,263.9572,3,4.5214,NaN,0.2757,0.3256
122.9,-1.3521,33.8659,264.5539,3,4.5214,NaN,0.2333,0.3404
124.0,-1.3475,33.8957,265.0624,4,NaN,NaN,NaN,NaN
125.0,-1.3436,33.9103,265.7721,3,4.4252,NaN,0.3181,0.3182
126.0,-1.3413,33.9217,266.4673,4,NaN,NaN,NaN,NaN
127.0,-1.3369,33.9389,267.0961,3,4.4252,NaN,0.2757,0.3330
128.1,-1.3318,33.9568,267.8020,4,NaN,NaN,NaN,NaN
129.1,-1.3263,33.9775,268.4062,3,4.3290,NaN,0.2757,0.3478
