2012,227.50144,-93.5447,86.5553,756
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.8,-1.5860,30.0729,344.9062,9,8.3694,NaN,2.1634,0.5994
6.9,-1.5865,30.0733,344.7360,4,NaN,NaN,NaN,NaN
7.9,-1.5858,30.0759,344.6324,4,8.7542,NaN,2.3755,0.7104
9.0,-1.5858,30.0770,344.5655,5,8.8504,NaN,2.5028,0.6882
10.1,-1.5845,30.0823,344.5465,4,NaN,NaN,NaN,NaN
11.0,-1.5841,30.0850,344.4428,3,8.5618,NaN,2.4604,0.6808
11.9,-1.5841,30.0867,344.1724,4,NaN,NaN,NaN,NaN
12.9,-1.5839,30.0905,344.1441,4,8.7542,NaN,2.4816,0.7104
14.0,-1.5822,30.0998,343.9508,5,8.5618,NaN,2.6513,0.6956
15.0,-1.5807,30.1089,343.7813,4,8.7542,NaN,2.4392,0.7104
16.0,-1.5809,30.1151,343.7245,4,NaN,NaN,NaN,NaN
17.0,-1.5811,30.1276,343.5444,4,8.8504,NaN,2.3755,0.6660
18.0,-1.5814,30.1826,343.1484,5,8.7542,NaN,2.0786,0.6290
19.0,-1.5856,30.3245,342.7679,5,8.7542,NaN,1.7816,0.5920
20.0,-1.5921,30.5459,342.2349,5,NaN,NaN,NaN,NaN
21.0,-1.5978,30.8296,341.2644,4,8.8504,NaN,1.5059,0.5402
22.0,-1.6035,30.9930,340.6765,5,8.6580,NaN,1.3362,0.5772
23.1,-1.6092,31.1034,340.1827,4,8.4656,NaN,1.2514,0.4884
24.1,-1.6151,31.1779,339.9534,4,NaN,NaN,NaN,NaN
25.0,-1.6377,31.2982,339.6179,4,8.2732,NaN,1.2302,0.7252
25.9,-1.6474,31.3589,339.3054,4,7.8884,NaN,0.9332,0.4366
26.9,-1.6487,31.3924,339.0767,4,NaN,NaN,NaN,NaN
28.0,-1.6543,31.4417,338.8210,4,7.2150,NaN,0.9757,0.4588
29.0,-1.6600,31.4802,338.2954,4,7.1188,NaN,0.9120,0.4366
30.0,-1.6624,31.4987,338.2165,4,NaN,NaN,NaN,NaN
31.0,-1.6643,31.5106,337.8049,5,7.2150,NaN,0.8484,0.4440
32.1,-1.6672,31.5249,337.5942,4,7.0226,NaN,0.8696,0.4218
33.1,-1.6690,31.5380,337.2342,4,NaN,NaN,NaN,NaN
34.0,-1.6707,31.5540,336.8316,3,7.0226,NaN,1.0181,0.4366
34.9,-1.6716,31.5633,336.5897,4,6.7340,NaN,0.9757,0.4292
35.9,-1.6730,31.5810,336.2081,4,NaN,NaN,NaN,NaN
37.0,-1.6744,31.6065,335.8061,5,7.0226,NaN,0.9969,0.4292
38.0,-1.6759,31.6248,335.2682,4,6.8302,NaN,0.8696,0.4292
38.9,-1.6766,31.6352,335.0046,4,6.8302,NaN,0.8272,0.3996
39.9,-1.6776,31.6564,334.3508,4,NaN,NaN,NaN,NaN
41.0,-1.6815,31.6955,333.8446,4,6.9264,NaN,0.7848,0.4070
42.0,-1.6848,31.7338,333.0854,4,NaN,NaN,NaN,NaN
42.9,-1.6810,31.7615,331.9494,4,7.0226,NaN,0.6999,0.4070
44.0,-1.6875,31.7838,330.7955,5,7.5998,NaN,0.7211,0.4292
45.1,-1.6934,31.8067,329.7945,4,6.9264,NaN,0.5939,0.4218
46.1,-1.6958,31.8285,328.7299,4,NaN,NaN,NaN,NaN
47.0,-1.6989,31.8554,327.8746,3,6.8302,NaN,0.5515,0.3774
47.9,-1.7012,31.8776,326.9475,4,NaN,NaN,NaN,NaN
48.9,-1.7062,31.9284,325.5800,4,6.4454,NaN,0.6363,0.4884
49.9,-1.7140,32.0078,324.6376,4,NaN,NaN,NaN,NaN
51.0,-1.7205,32.0719,323.8725,4,6.6378,NaN,0.4666,0.3848
51.9,-1.7251,32.1186,323.2161,3,6.6378,NaN,0.4454,0.3700
53.0,-1.7273,32.1406,322.6858,4,NaN,NaN,NaN,NaN
54.0,-1.7303,32.1681,322.3162,3,6.5416,NaN,0.4454,0.3478
55.0,-1.7342,32.2093,321.9236,4,NaN,NaN,NaN,NaN
56.0,-1.7356,32.2346,321.5196,3,6.4454,NaN,0.4454,0.3700
56.9,-1.7392,32.2570,321.2534,4,NaN,NaN,NaN,NaN
58.1,-1.7451,32.2900,320.1982,4,6.5416,NaN,0.4454,0.3256
59.1,-1.7439,32.3108,319.6163,3,6.5416,NaN,0.3818,0.3478
59.9,-1.7431,32.3272,319.4649,3,NaN,NaN,NaN,NaN
61.0,-1.7469,32.3508,318.7726,4,6.4454,NaN,0.3606,0.3182
62.0,-1.7526,32.3759,318.0061,3,NaN,NaN,NaN,NaN
63.0,-1.7534,32.3878,317.2172,4,6.2530,NaN,0.3818,0.3700
64.1,-1.7539,32.3944,316.4103,3,NaN,NaN,NaN,NaN
64.9,-1.7526,32.4013,315.4955,3,6.4454,NaN,0.4454,0.3552
65.9,-1.7548,32.4158,314.4279,4,NaN,NaN,NaN,NaN
67.0,-1.7522,32.4319,312.9822,3,6.6378,NaN,0.3818,0.3330
68.0,-1.7501,32.4454,311.7634,4,6.5416,NaN,0.4030,0.3404
69.0,-1.7433,32.4611,310.5573,3,NaN,NaN,NaN,NaN
70.0,-1.7471,32.4771,309.1010,4,6.2530,NaN,0.3818,0.3404
71.1,-1.7422,32.4951,307.2673,3,NaN,NaN,NaN,NaN
71.9,-1.7393,32.5102,305.6349,3,6.2530,NaN,0.3394,0.3330
72.9,-1.7339,32.5258,303.7905,4,NaN,NaN,NaN,NaN
74.0,-1.7273,32.5412,301.6380,3,6.2530,NaN,0.3818,0.3478
75.0,-1.7205,32.5565,299.6625,4,6.0606,NaN,0.3818,0.3404
76.0,-1.7098,32.5805,297.9643,3,NaN,NaN,NaN,NaN
77.0,-1.7062,32.6070,296.2232,4,5.8682,NaN,0.3606,0.3330
78.1,-1.7014,32.6313,294.0431,3,NaN,NaN,NaN,NaN
78.9,-1.7012,32.6431,291.9831,3,6.1568,NaN,0.3818,0.3256
80.0,-1.6915,32.6766,289.7875,4,NaN,NaN,NaN,NaN
81.0,-1.6780,32.7144,287.8808,3,5.9644,NaN,0.3394,0.3552
82.0,-1.6720,32.7427,286.2244,4,5.8682,NaN,0.3606,0.3552
83.1,-1.6652,32.7872,284.9398,3,NaN,NaN,NaN,NaN
83.9,-1.6621,32.8055,283.7852,3,5.5796,NaN,0.3606,0.3330
84.9,-1.6582,32.8295,282.6007,4,NaN,NaN,NaN,NaN
86.0,-1.6550,32.8603,281.3107,3,5.4834,NaN,0.3181,0.3330
87.0,-1.6543,32.8881,280.0208,4,NaN,NaN,NaN,NaN
88.0,-1.6480,32.9203,278.7208,3,5.5796,NaN,0.3181,0.3330
88.9,-1.6445,32.9368,277.6074,3,NaN,NaN,NaN,NaN
89.9,-1.6420,32.9579,276.4285,4,5.4834,NaN,0.3606,0.3552
90.9,-1.6364,32.9891,275.5834,3,5.5796,NaN,0.3181,0.3256
92.0,-1.6367,33.0166,274.6437,4,NaN,NaN,NaN,NaN
93.0,-1.6348,33.0353,273.4318,3,5.6758,NaN,0.3181,0.3478
94.0,-1.6340,33.0543,271.8716,4,NaN,NaN,NaN,NaN
95.1,-1.6279,33.0911,270.0487,3,5.2910,NaN,0.3606,0.3552
96.0,-1.6176,33.1214,268.9472,3,NaN,NaN,NaN,NaN
97.0,-1.6076,33.1617,267.8158,4,5.3872,NaN,0.3181,0.3552
98.0,-1.5963,33.1961,267.0213,3,5.0986,NaN,0.3181,0.3626
99.0,-1.5881,33.2274,266.8143,3,NaN,NaN,NaN,NaN
100.0,-1.5790,33.2604,266.9033,4,5.0986,NaN,0.3394,0.3478
101.1,-1.5726,33.2934,266.9371,3,NaN,NaN,NaN,NaN
101.9,-1.5689,33.3234,266.8425,3,5.0986,NaN,0.3394,0.3552
103.0,-1.5649,33.3396,266.9723,4,NaN,NaN,NaN,NaN
104.0,-1.5622,33.3589,266.8277,3,5.0024,NaN,0.3394,0.3330
104.9,-1.5590,33.3839,266.3782,3,NaN,NaN,NaN,NaN
106.0,-1.5507,33.4082,265.8812,4,5.0986,NaN,0.3394,0.3404
107.0,-1.5409,33.4348,265.5267,3,5.0024,NaN,0.3394,0.3552
108.0,-1.5318,33.4575,264.9979,4,NaN,NaN,NaN,NaN
109.0,-1.5261,33.4794,264.2077,3,5.1948,NaN,0.2969,0.4218
109.9,-1.5186,33.4973,263.4936,3,NaN,NaN,NaN,NaN
111.0,-1.5015,33.5363,262.7859,4,5.0024,NaN,0.3394,0.3182
112.0,-1.4849,33.5751,262.1560,3,NaN,NaN,NaN,NaN
113.0,-1.4717,33.6179,261.4827,4,4.8100,NaN,0.2757,0.3478
114.0,-1.4568,33.6485,260.7593,3,4.9062,NaN,0.2757,0.3256
115.1,-1.4402,33.6722,260.6717,4,NaN,NaN,NaN,NaN
116.1,-1.4252,33.6980,260.6961,3,4.6176,NaN,0.3394,0.3404
117.0,-1.4138,33.7302,260.6884,3,NaN,NaN,NaN,NaN
118.0,-1.4035,33.7497,261.0656,4,4.6176,NaN,0.2969,0.5624
119.1,-1.3995,33.7661,261.4348,3,NaN,NaN,NaN,NaN
120.0,-1.3992,33.7721,261.6546,3,4.7138,NaN,0.2969,0.3256
121.0,-1.3956,33.7849,262.2442,4,NaN,NaN,NaN,NaN
122.0,-1.3933,33.7975,262.7470,3,4.6176,NaN,0.2333,0.3330
123.0,-1.3927,33.8139,262.9804,4,NaN,NaN,NaN,NaN
124.0,-1.3929,33.8351,263.0088,3,4.7138,NaN,0.3181,0.3404
124.9,-1.3833,33.8527,262.8998,3,4.7138,NaN,0.2757,0.3552
125.9,-1.3609,33.8741,263.3718,4,NaN,NaN,NaN,NaN
127.0,-1.3469,33.8926,264.2866,3,4.5214,NaN,0.2757,0.3330
128.0,-1.3361,33.9251,264.8597,4,NaN,NaN,NaN,NaN
129.1,-1.3266,33.9518,265.4077,3,4.5214,NaN,0.2757,0.3478
130.0,-1.3233,33.9604,265.9358,3,NaN,NaN,NaN,NaN
130.9,-1.3129,33.9803,266.4093,3,4.3290,NaN,0.2969,0.3404
132.0,-1.3032,33.9965,266.9383,4,NaN,NaN,NaN,NaN
133.1,-1.2946,34.0085,267.3873,3,4.2328,NaN,0.2969,0.3330
134.0,-1.2783,34.0251,267.6463,3,NaN,NaN,NaN,NaN
134.9,-1.2741,34.0322,267.9991,3,4.1366,NaN,0.2757,0.3404
136.0,-1.2678,34.0391,268.3773,4,4.3290,NaN,0.2757,0.3182
137.0,-1.2597,34.0470,268.9936,3,NaN,NaN,NaN,NaN
137.9,-1.2507,34.0540,269.4113,3,4.1366,NaN,0.2969,0.3404
139.0,-1.2249,34.0740,269.6599,4,NaN,NaN,NaN,NaN
