2012,167.00145,-123.0446,85.0934,199
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
5.3,-1.6570,30.6674,361.3496,14,NaN,NaN,NaN,NaN
6.0,-1.6636,30.6733,360.8444,5,4.5214,NaN,0.5303,0.3848
7.1,-1.6647,30.6874,360.3584,4,NaN,NaN,NaN,NaN
8.1,-1.6648,30.6964,360.0382,4,4.7138,NaN,0.4666,0.3552
9.1,-1.6675,30.7053,359.9197,5,4.6176,NaN,0.5939,0.3552
10.0,-1.6700,30.7306,360.0420,4,4.7138,NaN,0.5515,0.3552
11.0,-1.6679,30.7706,359.7451,5,NaN,NaN,NaN,NaN
12.0,-1.6669,30.7787,359.7525,4,5.0024,NaN,0.5303,0.3552
13.0,-1.6662,30.7837,359.6166,4,5.0986,NaN,0.4666,0.3626
14.1,-1.6670,30.7865,359.3889,4,NaN,NaN,NaN,NaN
15.1,-1.6703,30.7974,358.9032,4,5.1948,NaN,0.5515,0.3774
16.1,-1.6734,30.8070,358.3218,4,5.5796,NaN,0.4878,0.3700
17.1,-1.6745,30.8089,357.8302,4,NaN,NaN,NaN,NaN
18.0,-1.6749,30.8093,357.5238,3,5.2910,NaN,0.3818,0.3700
18.9,-1.6752,30.8100,356.8295,4,5.5796,NaN,0.4666,0.3552
20.0,-1.6757,30.8116,356.5592,4,NaN,NaN,NaN,NaN
21.0,-1.6758,30.8126,356.4265,4,5.4834,NaN,0.4666,0.3552
22.0,-1.6759,30.8139,356.2483,4,5.5796,NaN,0.4454,0.3700
23.0,-1.6759,30.8162,355.7418,4,NaN,NaN,NaN,NaN
24.1,-1.6750,30.8180,355.1190,4,5.6758,NaN,0.5090,0.3404
25.0,-1.6754,30.8205,354.6685,3,5.5796,NaN,0.4242,0.3552
25.9,-1.6766,30.8282,353.9749,4,NaN,NaN,NaN,NaN
27.0,-1.6782,30.8431,353.2542,4,5.5796,NaN,0.4454,0.3700
28.0,-1.6810,30.8636,352.9533,3,NaN,NaN,NaN,NaN
29.0,-1.6845,30.8904,352.0205,4,5.6758,NaN,0.7424,0.3626
30.0,-1.6872,30.9159,351.3247,3,5.7720,NaN,0.3818,0.3552
30.9,-1.6884,30.9258,350.8957,4,NaN,NaN,NaN,NaN
32.0,-1.6886,30.9326,350.4167,4,5.8682,NaN,0.3606,0.3552
33.0,-1.6888,30.9392,349.7496,4,6.2530,NaN,0.4242,0.3700
34.0,-1.6895,30.9534,349.0829,3,NaN,NaN,NaN,NaN
35.0,-1.6899,30.9669,348.1938,4,6.0606,NaN,0.3818,0.3404
36.1,-1.6893,30.9808,346.9560,4,NaN,NaN,NaN,NaN
37.0,-1.6913,30.9939,345.6830,3,6.4454,NaN,0.3818,0.3330
38.0,-1.6907,31.0027,344.4043,5,6.6378,NaN,0.3606,0.3330
39.1,-1.6912,31.0157,342.6787,4,NaN,NaN,NaN,NaN
40.1,-1.6914,31.0356,341.3077,4,6.6378,NaN,0.3818,0.3256
41.0,-1.6908,31.0495,339.7917,3,6.7340,NaN,0.3818,0.3404
42.0,-1.6868,31.0729,337.8475,4,NaN,NaN,NaN,NaN
43.0,-1.6897,31.1127,335.3190,4,6.8302,NaN,0.3818,0.3404
44.0,-1.6909,31.1528,333.1631,4,7.2150,NaN,0.3818,0.3404
45.0,-1.6853,31.1914,330.8195,4,NaN,NaN,NaN,NaN
46.1,-1.6872,31.2272,328.6298,4,6.9264,NaN,0.4242,0.3404
47.1,-1.6843,31.2600,326.8558,3,NaN,NaN,NaN,NaN
48.0,-1.6653,31.3020,324.8999,4,7.2150,NaN,0.3606,0.3404
49.1,-1.6800,31.3377,322.0413,4,7.4074,NaN,0.3818,0.3330
50.0,-1.6915,31.3715,319.5669,3,NaN,NaN,NaN,NaN
50.9,-1.6918,31.4012,316.8637,4,7.5998,NaN,0.3818,0.3256
52.0,-1.6679,31.4347,313.4030,4,7.6960,NaN,0.4030,0.3404
53.0,-1.6621,31.4868,310.5207,3,NaN,NaN,NaN,NaN
54.0,-1.6466,31.5345,307.3547,4,7.3112,NaN,0.3818,0.3256
55.0,-1.6514,31.5668,304.3413,3,NaN,NaN,NaN,NaN
56.0,-1.6259,31.6334,301.1858,4,7.3112,NaN,0.3818,0.3330
57.1,-1.6008,31.7162,298.0371,3,NaN,NaN,NaN,NaN
58.0,-1.5843,31.7842,295.7059,3,6.4454,NaN,0.3818,0.3404
59.0,-1.5618,31.8730,293.1446,4,NaN,NaN,NaN,NaN
60.1,-1.5361,31.9231,290.8962,3,5.7720,NaN,0.3181,0.3256
61.0,-1.5288,31.9585,289.0674,3,5.0986,NaN,0.2757,0.3330
61.9,-1.5344,32.0060,287.4047,3,NaN,NaN,NaN,NaN
63.0,-1.4816,32.0591,285.6826,4,5.0024,NaN,0.3394,0.3404
64.0,-1.4675,32.0913,284.6816,3,NaN,NaN,NaN,NaN
65.0,-1.4686,32.1121,283.5118,4,3.7518,NaN,0.2121,0.2960
66.1,-1.4942,32.1297,282.3214,3,NaN,NaN,NaN,NaN
67.0,-1.4926,32.1445,281.6083,3,3.8480,NaN,0.1485,0.3182
68.0,-1.4926,32.1642,280.6066,4,3.5594,NaN,0.1485,0.3034
69.0,-1.4957,32.1802,279.8004,3,NaN,NaN,NaN,NaN
70.0,-1.4994,32.1969,279.1901,4,3.6556,NaN,0.1697,0.3330
71.0,-1.5090,32.2134,278.3142,3,NaN,NaN,NaN,NaN
72.0,-1.5269,32.2334,277.4814,4,3.7518,NaN,0.1697,0.3256
73.0,-1.5353,32.2525,276.7129,3,NaN,NaN,NaN,NaN
74.0,-1.5388,32.2701,276.0576,4,3.7518,NaN,0.1909,0.3108
75.0,-1.5362,32.2934,275.1891,3,3.7518,NaN,0.1909,0.3330
76.0,-1.5288,32.3140,274.3790,4,NaN,NaN,NaN,NaN
77.1,-1.5330,32.3256,273.8067,3,4.0404,NaN,0.1909,0.3330
78.0,-1.5199,32.3405,273.1950,3,NaN,NaN,NaN,NaN
79.0,-1.5005,32.3671,272.6716,4,3.9442,NaN,0.1909,0.3256
80.1,-1.4901,32.3923,271.9245,3,NaN,NaN,NaN,NaN
80.9,-1.4945,32.4022,271.2194,3,3.6556,NaN,0.1485,0.3404
82.0,-1.4880,32.4192,270.6721,4,3.8480,NaN,0.1697,0.3182
83.1,-1.4724,32.4372,269.8075,3,NaN,NaN,NaN,NaN
84.0,-1.4638,32.4518,268.8720,3,3.7518,NaN,0.1485,0.3182
85.0,-1.4497,32.4701,268.0883,4,NaN,NaN,NaN,NaN
86.1,-1.4356,32.4917,267.2359,3,3.8480,NaN,0.2121,0.3256
87.0,-1.4291,32.5035,266.5417,3,NaN,NaN,NaN,NaN
87.9,-1.4238,32.5147,265.8833,3,3.8480,NaN,0.1909,0.3330
89.0,-1.4150,32.5308,265.0884,4,3.9442,NaN,0.2545,0.4292
90.1,-1.4095,32.5516,264.2267,3,NaN,NaN,NaN,NaN
91.0,-1.4287,32.5654,263.4430,3,3.8480,NaN,0.2333,0.3182
92.0,-1.4040,32.5801,262.3195,3,NaN,NaN,NaN,NaN
92.9,-1.4017,32.5999,261.8343,3,4.0404,NaN,0.2333,0.3552
94.0,-1.3846,32.6192,260.8154,4,NaN,NaN,NaN,NaN
95.0,-1.3990,32.6331,259.8671,3,3.9442,NaN,0.1697,0.3330
96.0,-1.4316,32.6404,259.0883,3,NaN,NaN,NaN,NaN
97.0,-1.4300,32.6620,258.1661,4,4.1366,NaN,0.2121,0.3404
98.1,-1.3908,32.6854,257.3108,3,NaN,NaN,NaN,NaN
99.0,-1.3882,32.7040,256.6547,3,4.1366,NaN,0.2121,0.3478
100.0,-1.3954,32.7232,256.0913,4,4.0404,NaN,0.2333,0.3552
101.0,-1.3939,32.7410,255.6868,3,NaN,NaN,NaN,NaN
102.0,-1.3916,32.7585,255.6074,4,4.5214,NaN,0.2333,0.3552
103.1,-1.3904,32.7764,255.3834,3,NaN,NaN,NaN,NaN
104.0,-1.3961,32.8038,255.2593,3,4.2328,NaN,0.2757,0.3626
104.9,-1.3946,32.8266,255.3241,3,NaN,NaN,NaN,NaN
106.0,-1.3972,32.8475,255.3487,4,4.2328,NaN,0.2333,0.3922
107.0,-1.4159,32.8701,255.4797,3,NaN,NaN,NaN,NaN
108.0,-1.4218,32.8892,255.6045,3,4.2328,NaN,0.2121,0.3626
109.0,-1.4302,32.9189,255.9092,4,NaN,NaN,NaN,NaN
110.1,-1.4380,32.9494,256.3144,3,4.2328,NaN,0.2545,0.3626
111.0,-1.4461,32.9689,256.8319,3,4.2328,NaN,0.2545,0.3552
112.0,-1.4570,32.9914,257.3712,4,NaN,NaN,NaN,NaN
113.1,-1.4689,33.0170,257.7784,3,4.3290,NaN,0.2121,0.3774
114.0,-1.4779,33.0409,257.9891,3,NaN,NaN,NaN,NaN
114.9,-1.4857,33.0607,258.5156,3,4.3290,NaN,0.1909,0.3552
116.0,-1.4948,33.0847,258.8415,4,NaN,NaN,NaN,NaN
117.1,-1.5014,33.1073,259.2080,3,4.0404,NaN,0.2757,0.3552
118.0,-1.5010,33.1266,259.4009,3,NaN,NaN,NaN,NaN
118.9,-1.5044,33.1502,259.2330,3,4.4252,NaN,0.2757,0.3626
120.0,-1.5056,33.1584,259.2190,4,NaN,NaN,NaN,NaN
121.0,-1.5023,33.1777,259.3434,3,4.1366,NaN,0.2545,0.3404
122.0,-1.4979,33.1941,259.5120,3,NaN,NaN,NaN,NaN
122.9,-1.4943,33.2127,259.6392,3,4.2328,NaN,0.2121,0.3404
124.0,-1.4910,33.2311,260.0799,4,4.1366,NaN,0.2545,0.3626
125.1,-1.4853,33.2548,260.5794,3,NaN,NaN,NaN,NaN
126.0,-1.4789,33.2801,261.1608,3,4.2328,NaN,0.3181,0.4440
127.0,-1.4723,33.3051,261.6716,4,NaN,NaN,NaN,NaN
128.1,-1.4667,33.3258,262.3038,3,4.2328,NaN,0.2545,0.3552
129.0,-1.4606,33.3477,262.5895,3,NaN,NaN,NaN,NaN
130.0,-1.4578,33.3646,262.8627,4,4.3290,NaN,0.2121,0.4292
131.0,-1.4463,33.3988,263.0277,3,NaN,NaN,NaN,NaN
131.9,-1.4278,33.4308,263.1644,3,4.3290,NaN,0.2121,0.3478
133.0,-1.4241,33.4582,263.2948,4,4.3290,NaN,0.2969,0.3404
134.0,-1.4044,33.4925,263.1949,3,NaN,NaN,NaN,NaN
135.0,-1.3912,33.5205,263.3987,4,4.1366,NaN,0.2333,0.3478
136.0,-1.3729,33.5447,263.6046,3,NaN,NaN,NaN,NaN
137.0,-1.3570,33.5748,263.8275,4,4.4252,NaN,0.2333,0.3330
138.0,-1.3352,33.6013,264.2471,3,NaN,NaN,NaN,NaN
138.9,-1.3215,33.6246,264.5016,3,4.5214,NaN,0.2121,0.3330
139.9,-1.3077,33.6657,264.9255,4,4.2328,NaN,0.2969,0.3330
141.0,-1.2774,33.6951,265.3977,3,NaN,NaN,NaN,NaN
142.0,-1.2543,33.7290,266.0524,4,4.4252,NaN,0.1697,0.3330
143.1,-1.2396,33.7632,266.8276,4,NaN,NaN,NaN,NaN
144.0,-1.2344,33.7879,267.7532,3,4.3290,NaN,0.2545,0.3182
145.0,-1.2315,33.8042,268.6019,4,NaN,NaN,NaN,NaN
146.1,-1.2259,33.8370,269.1768,3,4.2328,NaN,0.2333,0.3034
147.0,-1.2218,33.8675,269.8147,3,4.2328,NaN,0.2545,0.3256
148.0,-1.2002,33.8912,270.5001,4,NaN,NaN,NaN,NaN
149.0,-1.1878,33.9076,271.5969,3,4.1366,NaN,0.1909,0.3256
150.0,-1.1815,33.9261,272.8338,4,NaN,NaN,NaN,NaN
151.0,-1.1726,33.9438,273.8308,3,4.2328,NaN,0.2121,0.3182
152.0,-1.1733,33.9536,274.9030,4,4.0404,NaN,0.2121,0.3182
153.0,-1.1740,33.9604,276.2322,3,NaN,NaN,NaN,NaN
154.0,-1.1738,33.9678,277.6285,4,4.1366,NaN,0.2333,0.3108
155.0,-1.1725,33.9830,278.8255,3,NaN,NaN,NaN,NaN
156.0,-1.1789,34.0018,279.8732,4,3.9442,NaN,0.2545,0.3404
157.0,-1.1846,34.0090,280.8072,3,4.2328,NaN,0.2333,0.3256
158.0,-1.1747,34.0224,281.3693,4,NaN,NaN,NaN,NaN
159.0,-1.1538,34.0405,281.8403,3,4.2328,NaN,0.2545,0.3108
159.9,-1.1375,34.0522,282.1801,3,NaN,NaN,NaN,NaN
161.0,-1.1093,34.0736,282.8080,4,3.9442,NaN,0.2121,0.2886
162.0,-1.0775,34.0940,283.4791,3,NaN,NaN,NaN,NaN
163.0,-1.0501,34.1095,283.9782,4,3.9442,NaN,0.2545,0.2812
164.1,-1.0245,34.1209,284.3133,3,3.9442,NaN,0.2121,0.2886
165.0,-1.0086,34.1305,284.6337,3,NaN,NaN,NaN,NaN
165.9,-0.9873,34.1409,285.0048,3,3.9442,NaN,0.2545,0.3034
167.0,-0.9467,34.1576,284.8739,4,NaN,NaN,NaN,NaN
168.1,-0.9226,34.1653,284.9176,3,3.8480,NaN,0.1697,0.2960
169.0,-0.8936,34.1822,285.1184,3,NaN,NaN,NaN,NaN
