2011,317.00153,176.6491,85.1516,757
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
6.5,-1.5889,NaN,NaN,2,10.1972,NaN,0.6363,0.3996
6.9,-1.5891,29.0755,355.8932,8,10.2934,NaN,0.6363,0.4070
8.0,-1.5893,29.0766,355.1393,4,NaN,NaN,NaN,NaN
9.0,-1.5892,29.0756,354.4826,3,10.1010,NaN,0.6363,0.4070
10.0,-1.5895,29.0824,354.1267,4,NaN,NaN,NaN,NaN
11.1,-1.5897,29.0894,354.0983,4,10.0048,NaN,0.6575,0.4218
12.0,-1.5907,29.1060,353.5637,3,10.2934,NaN,0.5727,0.3922
12.9,-1.5910,29.1164,353.0717,4,NaN,NaN,NaN,NaN
14.0,-1.5913,29.1236,352.4130,3,10.3896,NaN,0.6151,0.4070
15.0,-1.5939,29.1782,351.8726,3,NaN,NaN,NaN,NaN
16.1,-1.6008,29.2999,351.1566,3,10.1972,NaN,0.5939,0.4218
17.1,-1.6040,29.3586,350.5446,2,NaN,NaN,NaN,NaN
17.9,-1.6049,29.3751,350.4639,3,10.1010,NaN,0.5727,0.3922
18.9,-1.6081,29.4379,349.8188,4,9.9086,NaN,0.5727,0.3922
19.9,-1.6163,29.6083,348.3337,4,NaN,NaN,NaN,NaN
21.0,-1.6257,29.8422,346.3195,4,9.6200,NaN,0.5727,0.3922
22.1,-1.6287,29.9923,345.1383,3,NaN,NaN,NaN,NaN
23.0,-1.6289,30.0760,343.5884,3,9.2352,NaN,0.5515,0.3848
24.0,-1.6298,30.1746,342.5275,3,NaN,NaN,NaN,NaN
25.0,-1.6322,30.3313,340.9551,3,9.5238,NaN,0.5515,0.3996
26.0,-1.6459,30.7974,338.8018,3,NaN,NaN,NaN,NaN
27.0,-1.6504,30.8874,337.2726,4,9.2352,NaN,0.4666,0.3700
28.1,-1.6557,30.9682,335.9361,3,NaN,NaN,NaN,NaN
29.0,-1.6616,31.0527,334.9350,2,9.1390,NaN,0.5303,0.3626
29.9,-1.6697,31.1654,333.4105,3,NaN,NaN,NaN,NaN
31.0,-1.6735,31.2316,332.1702,3,8.6580,NaN,0.5090,0.3552
32.1,-1.6791,31.3285,330.2752,3,NaN,NaN,NaN,NaN
33.1,-1.6837,31.4361,328.8695,3,8.1770,NaN,0.4242,0.3404
34.1,-1.6851,31.4938,327.6960,2,NaN,NaN,NaN,NaN
35.0,-1.6870,31.5622,326.6377,3,NaN,NaN,NaN,NaN
35.9,-1.6924,31.6852,325.6538,3,7.5036,NaN,0.4454,0.3478
36.9,-1.6969,31.8388,324.2665,4,7.5036,NaN,0.4030,0.3478
38.1,-1.6996,31.9566,322.4363,4,NaN,NaN,NaN,NaN
39.1,-1.7027,32.0693,320.7227,3,6.7340,NaN,0.3394,0.3256
40.0,-1.7036,32.1345,319.1575,3,NaN,NaN,NaN,NaN
41.0,-1.7050,32.2296,317.7671,4,6.1568,NaN,0.3818,0.3478
42.1,-1.7063,32.3142,316.9766,3,NaN,NaN,NaN,NaN
43.1,-1.7063,32.3723,316.1017,3,5.8682,NaN,0.3181,0.3330
44.0,-1.7083,32.4275,316.0224,3,NaN,NaN,NaN,NaN
45.0,-1.7131,32.4857,314.8937,3,5.9644,NaN,0.2969,0.3182
46.0,-1.7159,32.5637,314.2011,3,NaN,NaN,NaN,NaN
46.9,-1.7160,32.6103,313.8041,3,5.5796,NaN,0.2969,0.3034
47.9,-1.7158,32.6466,313.2953,3,NaN,NaN,NaN,NaN
49.0,-1.7159,32.6869,312.0904,4,5.7720,NaN,0.2757,0.3182
50.1,-1.7148,32.7308,311.5339,3,NaN,NaN,NaN,NaN
51.0,-1.7127,32.7702,310.9841,3,5.6758,NaN,0.2757,0.3182
52.0,-1.7123,32.7940,310.2981,3,NaN,NaN,NaN,NaN
52.9,-1.7111,32.8230,310.3862,3,5.7720,NaN,0.3394,0.3034
53.9,-1.7107,32.8490,309.7290,3,NaN,NaN,NaN,NaN
55.0,-1.7090,32.8821,308.7646,4,5.2910,NaN,0.2333,0.3182
56.1,-1.7067,32.9228,308.4789,3,NaN,NaN,NaN,NaN
57.1,-1.7025,32.9710,308.5027,3,5.2910,NaN,0.2545,0.3034
58.1,-1.7022,33.0076,308.2134,3,4.9062,NaN,0.2545,0.3256
59.0,-1.7022,33.0439,307.7598,3,NaN,NaN,NaN,NaN
59.9,-1.7022,33.0988,307.5612,3,NaN,NaN,NaN,NaN
60.9,-1.7032,33.1410,306.8736,3,5.0986,NaN,0.1909,0.3108
62.0,-1.7023,33.1672,307.2125,4,NaN,NaN,NaN,NaN
63.1,-1.6994,33.2045,306.5225,3,4.8100,NaN,0.2333,0.3034
64.1,-1.6974,33.2277,306.5617,3,NaN,NaN,NaN,NaN
65.1,-1.6990,33.2492,305.7130,3,4.8100,NaN,0.2333,0.3108
66.0,-1.6967,33.2706,304.9921,3,NaN,NaN,NaN,NaN
67.0,-1.6887,33.2872,304.0763,3,4.8100,NaN,0.2121,0.2960
67.9,-1.6915,33.3015,303.3357,3,NaN,NaN,NaN,NaN
68.9,-1.6881,33.3181,302.6367,3,4.7138,NaN,0.2333,0.3108
70.0,-1.6864,33.3397,301.1762,4,4.5214,NaN,0.2121,0.2960
71.1,-1.6778,33.3672,300.5141,3,NaN,NaN,NaN,NaN
72.0,-1.6648,33.3958,300.0313,3,4.6176,NaN,0.2121,0.2960
73.0,-1.6563,33.4238,300.3614,3,NaN,NaN,NaN,NaN
74.0,-1.6544,33.4460,299.2388,3,4.4252,NaN,0.1485,0.3034
75.0,-1.6498,33.4688,298.6107,3,NaN,NaN,NaN,NaN
75.9,-1.6421,33.4958,297.8861,3,4.5214,NaN,0.2333,0.3108
76.9,-1.6333,33.5222,296.7112,3,NaN,NaN,NaN,NaN
78.0,-1.6170,33.5589,296.0149,4,4.4252,NaN,0.2121,0.3034
79.1,-1.5984,33.5955,295.5084,3,NaN,NaN,NaN,NaN
80.1,-1.5834,33.6250,295.0806,3,4.2328,NaN,0.1697,0.2960
81.1,-1.5740,33.6509,294.5093,3,NaN,NaN,NaN,NaN
82.0,-1.5651,33.6748,294.2925,3,3.9442,NaN,0.1697,0.3108
83.0,-1.5565,33.6968,293.3640,3,NaN,NaN,NaN,NaN
83.9,-1.5465,33.7207,293.3078,3,4.2328,NaN,0.2121,0.3108
84.9,-1.5373,33.7375,292.6200,3,NaN,NaN,NaN,NaN
86.0,-1.5193,33.7636,292.2142,4,3.7518,NaN,0.1697,0.3034
87.1,-1.4997,33.7961,291.4526,3,NaN,NaN,NaN,NaN
88.1,-1.4863,33.8188,291.3492,3,3.7518,NaN,0.1273,0.2960
89.0,-1.4807,33.8345,291.6334,3,NaN,NaN,NaN,NaN
90.0,-1.4772,33.8464,291.8607,3,3.8480,NaN,0.1273,0.2960
90.9,-1.4745,33.8581,292.0574,3,NaN,NaN,NaN,NaN
92.0,-1.4646,33.8835,291.4576,4,3.6556,NaN,0.1697,0.2886
93.1,-1.4530,33.9059,291.2729,3,NaN,NaN,NaN,NaN
94.0,-1.4458,33.9202,290.4298,2,3.5594,NaN,0.1909,0.3034
94.8,-1.4412,33.9331,289.6292,3,NaN,NaN,NaN,NaN
96.0,-1.4325,33.9503,288.5988,4,3.4632,NaN,0.0848,0.3034
97.1,-1.4203,33.9659,287.1899,3,NaN,NaN,NaN,NaN
98.0,-1.3865,33.9810,285.9978,3,3.5594,NaN,0.1061,0.3108
98.9,-1.3693,33.9935,285.6373,3,NaN,NaN,NaN,NaN
99.9,-1.3477,34.0083,285.7076,3,3.2708,NaN,0.1485,0.2886
101.0,-1.3355,34.0242,285.9386,4,NaN,NaN,NaN,NaN
102.1,-1.3256,34.0392,286.1970,3,3.1746,NaN,0.1697,0.3034
103.0,-1.3135,34.0536,286.7821,3,NaN,NaN,NaN,NaN
104.1,-1.3039,34.0683,287.6363,3,2.9822,NaN,0.1273,0.2960
105.0,-1.2945,34.0853,287.5727,3,NaN,NaN,NaN,NaN
106.0,-1.2878,34.0967,287.8751,3,3.1746,NaN,0.0848,0.3108
107.0,-1.2773,34.1095,288.6849,4,2.7898,NaN,0.0848,0.3034
108.1,-1.2883,34.1186,289.2079,3,NaN,NaN,NaN,NaN
109.1,-1.2712,34.1287,288.9094,3,NaN,NaN,NaN,NaN
110.1,-1.2855,34.1355,289.0032,3,2.8860,NaN,0.1273,0.3034
111.1,-1.2774,34.1454,289.0630,3,NaN,NaN,NaN,NaN
112.1,-1.2642,34.1554,288.5723,3,2.8860,NaN,0.1273,0.3108
113.1,-1.2438,34.1666,288.3517,3,NaN,NaN,NaN,NaN
114.1,-1.2202,34.1775,288.5900,3,2.8860,NaN,0.1061,0.2738
115.1,-1.1951,34.1867,288.5389,3,NaN,NaN,NaN,NaN
116.0,-1.1693,34.1990,288.4549,3,2.7898,NaN,0.1273,0.2886
117.0,-1.1550,34.2111,289.0451,3,NaN,NaN,NaN,NaN
117.9,-1.1209,34.2266,289.3738,3,2.8860,NaN,0.0848,0.2960
118.9,-1.1076,34.2385,290.1043,3,NaN,NaN,NaN,NaN
120.0,-1.1134,34.2489,289.8602,4,2.5974,NaN,0.1273,0.2960
121.1,-1.0909,34.2613,290.2972,3,NaN,NaN,NaN,NaN
122.0,-1.0758,34.2689,290.7613,3,2.6936,NaN,0.1061,0.3108
123.0,-1.0676,34.2746,290.6825,3,NaN,NaN,NaN,NaN
124.0,-1.0676,34.2767,290.5907,3,2.5012,NaN,0.0424,0.2886
124.9,-1.0615,34.2795,290.3502,3,NaN,NaN,NaN,NaN
125.9,-1.0473,34.2855,289.8944,3,2.5974,NaN,0.1061,0.3034
127.0,-0.9939,34.2980,289.4502,4,2.5012,NaN,0.0848,0.2960
128.1,-0.9426,34.3085,289.5082,3,NaN,NaN,NaN,NaN
129.1,-0.9198,34.3140,289.8789,3,2.5012,NaN,0.1273,0.2960
130.0,-0.9033,34.3184,289.7732,3,NaN,NaN,NaN,NaN
131.0,-0.8858,34.3240,289.7691,3,2.5012,NaN,0.0848,0.2960
131.9,-0.8650,34.3307,289.8568,3,NaN,NaN,NaN,NaN
132.9,-0.8518,34.3355,289.6813,3,NaN,NaN,NaN,NaN
134.0,-0.8300,34.3417,290.3072,4,2.5012,NaN,0.0848,0.3034
135.1,-0.8213,34.3446,290.4251,3,2.5974,NaN,0.1061,0.2960
136.1,-0.8018,34.3507,290.2536,3,NaN,NaN,NaN,NaN
137.0,-0.7795,34.3581,290.2039,3,2.4050,NaN,0.0424,0.2812
138.0,-0.7517,34.3666,290.3488,3,NaN,NaN,NaN,NaN
139.0,-0.7316,34.3728,290.5333,3,2.4050,NaN,0.0848,0.2812
139.9,-0.7238,34.3768,290.3749,3,NaN,NaN,NaN,NaN
140.9,-0.7242,34.3773,290.5785,3,2.4050,NaN,0.1061,0.2812
142.0,-0.6731,34.3887,290.6399,4,NaN,NaN,NaN,NaN
143.1,-0.6471,34.3983,290.7450,3,2.2126,NaN,0.0424,0.3034
144.1,-0.6340,34.4030,291.3116,3,NaN,NaN,NaN,NaN
145.1,-0.6349,34.4058,291.6049,3,2.3088,NaN,0.0212,0.3034
146.1,-0.6321,34.4102,291.5670,3,NaN,NaN,NaN,NaN
147.0,-0.6429,34.4120,291.5886,3,2.2126,NaN,0.0212,0.2960
148.0,-0.6138,34.4161,291.7934,3,NaN,NaN,NaN,NaN
149.0,-0.5751,34.4251,291.7720,3,2.2126,NaN,0.0636,0.2664
149.9,-0.5699,34.4274,291.7161,3,NaN,NaN,NaN,NaN
150.9,-0.5424,34.4351,292.1229,3,2.4050,NaN,0.0848,0.2738
152.0,-0.5395,34.4373,292.5573,4,NaN,NaN,NaN,NaN
153.1,-0.5271,34.4439,292.7975,3,2.3088,NaN,0.0636,0.2886
154.1,-0.5213,34.4462,292.5160,3,NaN,NaN,NaN,NaN
155.1,-0.5125,34.4508,292.3459,3,2.1164,NaN,0.0424,0.2886
156.0,-0.5046,34.4552,292.3811,3,NaN,NaN,NaN,NaN
157.0,-0.4960,34.4584,292.5205,3,2.1164,NaN,0.1061,0.2886
157.9,-0.4638,34.4646,292.0430,3,NaN,NaN,NaN,NaN
158.9,-0.4435,34.4680,292.1500,3,2.1164,NaN,0.0848,0.2812
159.9,-0.4270,34.4728,292.5485,3,NaN,NaN,NaN,NaN
161.0,-0.4032,34.4777,291.9999,4,2.1164,NaN,0.0424,0.2812
162.1,-0.3704,34.4847,291.7829,3,2.1164,NaN,0.0848,0.2812
163.1,-0.3599,34.4880,292.1335,3,NaN,NaN,NaN,NaN
164.0,-0.3371,34.4927,292.1403,3,2.1164,NaN,0.0636,0.2886
