2011,298.33478,176.6589,85.1518,189
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs,CDOM(ppb),PAR(uE/m^2/s),turbidity(/m/sr)x10^4,chlorophyll-a(ug/l)
14.0,-1.6052,29.4080,357.2985,10,NaN,NaN,NaN,NaN
15.0,-1.6052,29.4085,357.4312,4,NaN,NaN,NaN,NaN
16.1,-1.6051,29.4087,357.4561,3,NaN,NaN,NaN,NaN
17.1,-1.6053,29.4097,357.0226,3,NaN,NaN,NaN,NaN
18.1,-1.6054,29.4106,356.8095,3,NaN,NaN,NaN,NaN
19.1,-1.6053,29.4125,356.7639,3,NaN,NaN,NaN,NaN
20.1,-1.6053,29.4171,356.5332,3,NaN,NaN,NaN,NaN
21.0,-1.6061,29.4971,356.5337,2,9.3314,NaN,0.6151,0.3922
21.9,-1.6126,30.1498,354.6400,3,NaN,NaN,NaN,NaN
22.9,-1.6335,30.6231,352.8761,3,NaN,NaN,NaN,NaN
24.0,-1.6398,30.7699,351.5512,3,9.6200,NaN,0.5303,0.3404
25.0,-1.6491,30.8867,349.6399,3,NaN,NaN,NaN,NaN
26.1,-1.6520,30.9491,348.7704,3,9.5238,NaN,0.4666,0.3478
27.1,-1.6622,31.0402,348.4439,3,NaN,NaN,NaN,NaN
28.0,-1.6642,31.0837,347.8466,2,9.2352,NaN,0.5090,0.3256
28.9,-1.6709,31.1521,347.3240,3,NaN,NaN,NaN,NaN
29.9,-1.6776,31.2163,346.2687,3,8.9466,NaN,0.4666,0.3108
31.0,-1.6811,31.2701,345.2801,3,NaN,NaN,NaN,NaN
32.0,-1.6820,31.3163,344.3200,3,8.8504,NaN,0.4242,0.3108
33.1,-1.6826,31.4440,342.5971,3,NaN,NaN,NaN,NaN
34.0,-1.6901,31.5392,341.7668,2,8.4656,NaN,0.4030,0.3182
34.9,-1.6917,31.6040,341.2348,3,NaN,NaN,NaN,NaN
35.9,-1.6971,31.6839,339.6565,3,NaN,NaN,NaN,NaN
37.0,-1.7013,31.7456,337.8851,3,7.6960,NaN,0.3818,0.3108
38.1,-1.7041,31.8180,337.0959,3,7.1188,NaN,0.4030,0.3108
39.1,-1.7065,31.8851,336.7981,3,NaN,NaN,NaN,NaN
40.0,-1.7074,31.9207,336.3513,2,NaN,NaN,NaN,NaN
40.9,-1.7083,31.9966,335.7366,3,6.4454,NaN,0.3606,0.3256
41.9,-1.7122,32.1390,334.6639,3,NaN,NaN,NaN,NaN
