2011,260.75005,142.0477,84.3658,754
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
9.1,-1.6000,29.4296,NaN,9
9.9,-1.6001,29.4295,NaN,4
10.9,-1.6001,29.4296,NaN,4
12.0,-1.6000,29.4298,NaN,4
13.0,-1.5998,29.4301,NaN,3
14.0,-1.5999,29.4304,NaN,3
15.0,-1.5998,29.4306,NaN,4
16.1,-1.5998,29.4305,NaN,3
17.0,-1.5998,29.4346,NaN,3
18.0,-1.5997,29.4427,NaN,3
18.9,-1.5995,29.4589,NaN,3
20.0,-1.5997,29.4685,NaN,4
21.1,-1.6000,29.4990,NaN,3
22.0,-1.6004,29.5255,NaN,3
22.9,-1.6006,29.5599,NaN,3
24.0,-1.5965,29.8010,NaN,4
25.1,-1.5886,30.1436,NaN,3
26.0,-1.5797,30.3257,NaN,3
27.0,-1.5773,30.6082,NaN,3
27.9,-1.5738,30.9299,NaN,3
29.0,-1.5831,31.3900,NaN,4
30.1,-1.5944,31.5601,NaN,3
31.0,-1.6119,31.6418,NaN,3
31.9,-1.6298,31.7093,NaN,3
33.0,-1.6338,31.7910,NaN,4
34.1,-1.6330,31.9106,NaN,3
35.0,-1.6242,31.9766,NaN,3
35.9,-1.6240,32.0255,NaN,3
37.0,-1.6255,32.1132,NaN,4
38.1,-1.6231,32.2214,NaN,3
39.0,-1.6172,32.3470,NaN,3
39.9,-1.6183,32.4022,NaN,3
41.0,-1.6239,32.4515,NaN,4
42.1,-1.6419,32.5368,NaN,3
43.0,-1.6182,32.6108,NaN,3
44.0,-1.6377,32.6886,NaN,4
45.1,-1.6614,32.7513,NaN,3
46.0,-1.6391,32.8062,NaN,3
46.9,-1.6302,32.8839,NaN,3
48.0,-1.6204,32.9582,NaN,4
49.1,-1.6315,33.0525,NaN,3
50.0,-1.6305,33.0966,NaN,3
51.0,-1.6282,33.1762,NaN,4
52.1,-1.6091,33.2716,NaN,3
53.0,-1.6114,33.3548,NaN,3
53.9,-1.5988,33.4344,NaN,3
55.0,-1.5848,33.5361,NaN,4
56.1,-1.5759,33.5833,NaN,3
57.0,-1.5626,33.6251,NaN,3
57.9,-1.5533,33.6540,NaN,3
59.0,-1.5491,33.6914,NaN,4
60.1,-1.5512,33.7464,NaN,3
61.0,-1.5434,33.7871,NaN,3
62.0,-1.5420,33.8394,NaN,4
63.1,-1.5451,33.8750,NaN,3
64.0,-1.5450,33.9024,NaN,3
64.9,-1.5371,33.9323,NaN,3
66.0,-1.5318,33.9734,NaN,4
67.1,-1.5215,33.9945,NaN,3
68.0,-1.5184,34.0087,NaN,3
69.0,-1.5170,34.0204,NaN,4
70.1,-1.5150,34.0331,NaN,3
71.0,-1.5126,34.0430,NaN,3
71.9,-1.5111,34.0537,NaN,3
73.0,-1.5186,34.0697,NaN,4
74.1,-1.5206,34.0819,NaN,3
75.0,-1.5136,34.0983,NaN,3
76.0,-1.5101,34.1083,NaN,4
77.1,-1.5058,34.1177,NaN,3
78.0,-1.5202,34.1249,NaN,3
78.9,-1.5101,34.1307,NaN,3
80.0,-1.5117,34.1420,NaN,4
81.0,-1.5047,34.1534,NaN,3
82.0,-1.5051,34.1647,NaN,3
83.0,-1.4967,34.1796,NaN,4
84.1,-1.4952,34.1900,NaN,3
85.0,-1.4749,34.1985,NaN,3
85.9,-1.4605,34.2105,NaN,3
87.0,-1.4124,34.2175,NaN,4
88.0,-1.3642,34.2276,NaN,3
88.9,-1.3427,34.2356,NaN,3
90.0,-1.3246,34.2424,NaN,4
91.1,-1.3153,34.2496,NaN,3
92.0,-1.3199,34.2549,NaN,3
92.9,-1.3039,34.2612,NaN,3
94.0,-1.3534,34.2678,NaN,4
95.0,-1.3501,34.2702,NaN,3
95.9,-1.3221,34.2741,NaN,3
97.0,-1.2842,34.2805,NaN,4
98.0,-1.2550,34.2854,NaN,3
99.0,-1.2212,34.2913,NaN,3
100.0,-1.2334,34.2947,NaN,4
101.1,-1.2456,34.2985,NaN,3
102.0,-1.2490,34.3039,NaN,3
103.0,-1.2662,34.3082,NaN,4
104.1,-1.2544,34.3120,NaN,3
105.0,-1.2367,34.3159,NaN,3
106.0,-1.1977,34.3217,NaN,4
107.1,-1.1404,34.3271,NaN,3
108.0,-1.1083,34.3350,NaN,3
109.0,-1.0672,34.3409,NaN,4
110.0,-1.0508,34.3499,NaN,3
110.9,-1.0740,34.3606,NaN,3
112.0,-1.0481,34.3625,NaN,4
113.0,-0.9928,34.3694,NaN,3
113.9,-0.9643,34.3780,NaN,3
115.0,-0.9269,34.3850,NaN,4
116.0,-0.9121,34.3908,NaN,3
116.9,-0.8281,34.3943,NaN,3
118.0,-0.8039,34.4031,NaN,4
119.1,-0.7828,34.4088,NaN,3
120.0,-0.7720,34.4106,NaN,3
121.0,-0.7371,34.4191,NaN,4
122.1,-0.6919,34.4231,NaN,3
123.0,-0.6498,34.4314,NaN,3
124.0,-0.6404,34.4350,NaN,4
125.1,-0.5951,34.4439,NaN,3
126.0,-0.5951,34.4468,NaN,3
127.0,-0.5938,34.4490,NaN,4
128.1,-0.5573,34.4571,NaN,3
129.0,-0.5090,34.4631,NaN,3
130.0,-0.4961,34.4709,NaN,4
131.1,-0.4817,34.4776,NaN,3
132.0,-0.4817,34.4778,NaN,3
133.0,-0.4844,34.4784,NaN,4
134.1,-0.4777,34.4811,NaN,3
135.1,-0.3838,34.4934,NaN,2
136.0,-0.3609,34.4996,NaN,4
137.1,-0.2881,34.5130,NaN,3
138.0,-0.2841,34.5169,NaN,3
139.0,-0.2839,34.5167,NaN,4
140.1,-0.2825,34.5166,NaN,3
141.0,-0.2790,34.5180,NaN,3
142.0,-0.2263,34.5270,NaN,4
143.1,-0.1727,34.5394,NaN,3
144.0,-0.1120,34.5496,NaN,3
145.0,-0.0694,34.5577,NaN,4
146.0,-0.0049,34.5731,NaN,3
146.9,0.0777,34.5855,NaN,3
148.0,0.0883,34.5913,NaN,4
149.0,0.0817,34.5915,NaN,3
149.9,0.0683,34.5913,NaN,3
151.0,0.0534,34.5911,NaN,4
152.0,0.0419,34.5911,NaN,3
