2007,235.25002,-152.0972,78.9035,754
%pressure(dbar),temperature(C),salinity,nobs
7.7,-1.2329,25.9866,24
9.0,-1.1949,26.0592,5
10.0,-1.1457,26.1511,3
11.0,-1.0683,26.3243,4
12.1,-1.0149,26.5982,4
13.0,-1.0367,26.7602,3
14.0,-1.0276,26.8334,4
15.0,-0.9973,26.9130,3
16.0,-0.9905,26.9922,4
17.0,-1.0348,27.0673,3
18.0,-1.0433,27.1326,4
18.9,-1.0210,27.1893,3
19.9,-0.9812,27.2575,4
21.1,-0.9328,27.3500,4
22.0,-0.9212,27.4370,3
23.0,-0.9034,27.5331,4
24.0,-0.9079,27.6210,3
25.0,-0.9245,27.7261,4
26.0,-0.9495,27.8424,3
27.0,-0.9881,27.9511,4
28.0,-1.0272,28.0694,3
28.9,-1.0523,28.1531,4
30.1,-1.0789,28.3049,4
31.0,-1.0780,28.4661,3
32.0,-1.0864,28.6190,4
33.0,-1.0931,28.7230,3
34.0,-1.1111,28.8389,4
35.0,-1.1385,28.9249,3
36.0,-1.1838,29.0400,4
36.9,-1.2286,29.1867,3
37.9,-1.2532,29.3185,4
39.0,-1.2746,29.4327,4
40.0,-1.2831,29.5075,3
41.0,-1.3045,29.6244,4
42.0,-1.3280,29.7568,3
42.9,-1.3214,29.8493,4
44.1,-1.2541,29.9560,4
45.0,-1.2083,30.0817,3
46.0,-1.2355,30.2361,4
47.0,-1.2101,30.4741,3
48.0,-1.1742,30.6540,4
49.1,-1.1680,30.7426,4
50.0,-1.1568,30.8240,3
51.0,-1.1243,30.9792,4
52.0,-1.0818,31.0880,3
53.0,-0.7921,31.1744,4
54.1,-0.4132,31.2796,4
55.0,-0.3731,31.3494,3
56.0,-0.3294,31.4141,4
57.0,-0.2909,31.4789,3
58.0,-0.3168,31.5306,4
59.1,-0.3633,31.5871,4
60.0,-0.4513,31.6454,3
61.0,-0.7843,31.6746,4
62.0,-1.0033,31.7023,3
63.0,-1.1059,31.7480,4
64.1,-1.1336,31.7923,4
65.0,-1.1617,31.8278,3
66.0,-1.2548,31.8669,4
67.0,-1.3404,31.8996,3
68.0,-1.3563,31.9387,4
69.1,-1.2973,31.9852,4
70.0,-1.3020,32.0145,3
71.0,-1.3638,32.0396,4
72.0,-1.3842,32.0512,3
73.0,-1.4080,32.0718,4
74.1,-1.4160,32.0920,4
75.0,-1.4100,32.1140,3
76.0,-1.4067,32.1320,4
77.0,-1.4178,32.1455,3
77.9,-1.4534,32.1624,4
79.1,-1.4690,32.1726,4
80.0,-1.4905,32.1846,3
81.0,-1.4990,32.1926,4
82.0,-1.5025,32.2048,3
82.9,-1.5017,32.2130,4
84.0,-1.5129,32.2245,4
85.0,-1.5184,32.2321,3
86.0,-1.5222,32.2446,4
87.1,-1.5262,32.2564,4
88.0,-1.5274,32.2679,3
89.0,-1.5208,32.2759,4
90.0,-1.5126,32.2863,3
90.9,-1.5207,32.2924,4
92.0,-1.5250,32.2994,4
93.0,-1.5263,32.3071,3
94.0,-1.5296,32.3187,4
95.1,-1.5226,32.3306,4
96.1,-1.5162,32.3424,3
97.0,-1.5149,32.3551,4
98.0,-1.5123,32.3640,3
98.9,-1.5108,32.3734,4
100.1,-1.5175,32.3863,4
101.0,-1.5107,32.3986,3
