2015,263.25142,128.9467,83.1723,748
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
5.8,-1.7683,NaN,NaN,13
7.0,-1.7684,NaN,NaN,5
8.0,-1.7684,NaN,NaN,3
8.9,-1.7682,NaN,NaN,4
9.9,-1.7681,NaN,NaN,3
11.0,-1.7681,NaN,NaN,4
12.0,-1.7681,NaN,NaN,3
13.0,-1.7681,NaN,NaN,4
14.1,-1.7679,NaN,NaN,3
15.0,-1.7678,NaN,NaN,3
16.0,-1.7672,NaN,NaN,4
17.0,-1.7668,NaN,NaN,3
18.0,-1.7658,NaN,NaN,4
19.1,-1.7613,NaN,NaN,3
19.9,-1.7520,NaN,NaN,3
21.0,-1.7461,NaN,NaN,4
22.0,-1.7421,NaN,NaN,3
23.0,-1.7402,NaN,NaN,4
24.0,-1.7417,NaN,NaN,3
25.0,-1.7432,NaN,NaN,4
26.1,-1.7402,NaN,NaN,3
27.0,-1.7393,NaN,NaN,3
28.0,-1.7413,NaN,NaN,4
29.0,-1.7432,NaN,NaN,3
30.0,-1.7383,NaN,NaN,4
31.1,-1.7371,NaN,NaN,3
31.9,-1.7415,NaN,NaN,3
33.0,-1.7337,NaN,NaN,4
34.0,-1.7223,NaN,NaN,3
35.0,-1.7448,NaN,NaN,4
36.1,-1.7515,NaN,NaN,3
36.9,-1.7545,NaN,NaN,3
38.0,-1.7588,NaN,NaN,4
39.0,-1.7644,NaN,NaN,3
40.0,-1.7538,NaN,NaN,4
41.0,-1.7438,NaN,NaN,3
41.9,-1.7418,NaN,NaN,3
42.9,-1.7559,NaN,NaN,4
44.0,-1.7681,NaN,NaN,3
45.0,-1.7706,NaN,NaN,4
46.0,-1.7684,NaN,NaN,3
47.1,-1.7701,NaN,NaN,4
48.1,-1.7740,NaN,NaN,3
49.0,-1.7765,NaN,NaN,3
50.0,-1.7730,NaN,NaN,4
51.0,-1.7819,NaN,NaN,3
52.0,-1.7868,NaN,NaN,4
53.1,-1.7914,NaN,NaN,3
54.0,-1.7996,NaN,NaN,3
55.0,-1.8035,NaN,NaN,4
56.1,-1.8012,NaN,NaN,3
56.9,-1.7871,NaN,NaN,3
58.0,-1.7701,NaN,NaN,4
59.0,-1.7677,NaN,NaN,3
60.0,-1.7703,NaN,NaN,4
61.0,-1.7690,NaN,NaN,3
61.9,-1.7675,NaN,NaN,3
63.0,-1.7628,NaN,NaN,4
64.0,-1.7494,NaN,NaN,3
65.0,-1.7638,NaN,NaN,4
66.1,-1.7841,NaN,NaN,3
66.9,-1.7753,NaN,NaN,3
68.0,-1.7319,NaN,NaN,4
69.0,-1.7431,NaN,NaN,3
70.0,-1.7589,NaN,NaN,4
71.1,-1.7823,NaN,NaN,3
71.9,-1.7778,NaN,NaN,3
73.0,-1.7660,NaN,NaN,4
74.0,-1.7590,NaN,NaN,3
75.0,-1.7597,NaN,NaN,4
76.0,-1.7547,NaN,NaN,3
77.0,-1.7556,NaN,NaN,4
78.0,-1.7519,NaN,NaN,3
79.1,-1.7626,NaN,NaN,4
80.1,-1.7913,NaN,NaN,3
80.9,-1.7869,NaN,NaN,3
81.9,-1.7616,NaN,NaN,4
83.0,-1.7631,NaN,NaN,3
84.0,-1.7629,NaN,NaN,4
85.0,-1.7603,NaN,NaN,3
86.0,-1.7634,NaN,NaN,4
87.1,-1.7770,NaN,NaN,3
87.9,-1.7768,NaN,NaN,3
89.0,-1.7851,NaN,NaN,4
90.0,-1.7947,NaN,NaN,3
91.0,-1.8031,NaN,NaN,4
92.0,-1.8071,NaN,NaN,3
93.0,-1.8087,NaN,NaN,4
94.1,-1.8097,NaN,NaN,3
94.9,-1.8065,NaN,NaN,3
