2015,251.25141,124.1983,82.7203,755
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
5.9,-1.7435,32.4783,393.0943,13
7.0,-1.7443,32.4962,392.9378,4
8.0,-1.7445,32.5075,393.0475,3
9.0,-1.7449,32.5138,393.0730,3
10.0,-1.7455,32.5170,392.7284,3
11.0,-1.7458,32.5186,392.8897,3
12.0,-1.7469,32.5218,392.7390,3
13.1,-1.7477,32.5243,392.4345,3
14.1,-1.7481,32.5259,392.7139,3
15.0,-1.7486,32.5270,392.6277,2
15.9,-1.7487,32.5277,392.3506,3
16.9,-1.7493,32.5297,392.5581,3
17.9,-1.7504,32.5324,392.4551,3
19.0,-1.7511,32.5358,392.1788,3
20.0,-1.7510,32.5404,391.6757,3
21.0,-1.7498,32.5518,391.7098,3
22.1,-1.7462,32.5864,391.3333,3
23.1,-1.7348,32.7443,388.7100,3
24.1,-1.7144,33.1554,382.3134,3
25.1,-1.6743,33.6074,374.0043,3
26.0,-1.6604,33.7692,369.2924,2
26.8,-1.6667,33.8393,366.9948,3
27.9,-1.6835,33.8776,365.3970,3
28.9,-1.7011,33.8997,363.9517,3
29.9,-1.7111,33.9129,362.8883,3
31.0,-1.7173,33.9252,362.6267,3
32.0,-1.7225,33.9370,362.5042,3
33.0,-1.7377,33.9498,361.7037,3
34.0,-1.7465,33.9557,360.8304,3
35.1,-1.7520,33.9604,360.0397,3
36.1,-1.7559,33.9645,359.4069,3
37.1,-1.7561,33.9702,359.3349,3
38.1,-1.7566,33.9764,359.1714,3
39.2,-1.7624,33.9845,359.3482,3
40.0,-1.7631,33.9886,359.5698,2
40.9,-1.7629,33.9919,359.8163,3
41.9,-1.7666,33.9958,359.6773,3
42.9,-1.7767,34.0010,358.9773,3
43.9,-1.7848,34.0058,358.2490,3
44.9,-1.7954,34.0117,357.1980,3
46.0,-1.7964,34.0177,356.0184,3
47.0,-1.7961,34.0235,355.6867,3
48.0,-1.7973,34.0302,355.4389,3
49.0,-1.7982,34.0375,354.9358,3
50.1,-1.7989,34.0461,354.3482,3
51.1,-1.7991,34.0530,354.1089,3
52.1,-1.8009,34.0610,353.8301,3
53.1,-1.8031,34.0670,353.5353,3
54.1,-1.8031,34.0726,353.3073,3
55.1,-1.8041,34.0806,352.9502,3
56.1,-1.8074,34.0878,353.0366,3
57.0,-1.8078,34.0922,353.2459,2
57.8,-1.8084,34.0963,353.1497,3
58.9,-1.8066,34.1010,353.0266,3
59.9,-1.8046,34.1064,352.8107,3
