2015,269.25142,127.8500,82.8438,757
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
5.4,-1.7642,NaN,NaN,4
5.9,-1.7643,NaN,NaN,7
7.1,-1.7641,NaN,NaN,4
8.1,-1.7642,NaN,NaN,3
9.0,-1.7642,NaN,NaN,3
9.9,-1.7640,NaN,NaN,3
10.9,-1.7641,NaN,NaN,3
11.9,-1.7642,NaN,NaN,3
12.9,-1.7640,NaN,NaN,3
13.9,-1.7640,NaN,NaN,3
14.9,-1.7640,NaN,NaN,3
15.9,-1.7638,NaN,NaN,3
16.9,-1.7639,NaN,NaN,3
17.9,-1.7637,NaN,NaN,3
19.0,-1.7635,NaN,NaN,3
20.0,-1.7590,NaN,NaN,3
21.0,-1.7511,NaN,NaN,3
22.0,-1.7470,NaN,NaN,3
23.0,-1.7464,NaN,NaN,3
24.0,-1.7450,NaN,NaN,3
25.0,-1.7407,NaN,NaN,3
26.0,-1.7378,NaN,NaN,3
27.0,-1.7403,NaN,NaN,3
28.0,-1.7421,NaN,NaN,3
29.0,-1.7426,NaN,NaN,3
30.0,-1.7473,NaN,NaN,3
31.0,-1.7521,NaN,NaN,3
32.0,-1.7567,NaN,NaN,3
33.0,-1.7593,NaN,NaN,3
34.0,-1.7613,NaN,NaN,3
35.0,-1.7646,NaN,NaN,3
36.0,-1.7669,NaN,NaN,3
37.0,-1.7693,NaN,NaN,3
38.0,-1.7724,NaN,NaN,3
39.0,-1.7751,NaN,NaN,3
40.0,-1.7790,NaN,NaN,3
40.9,-1.7839,NaN,NaN,3
41.9,-1.7862,NaN,NaN,3
42.9,-1.7894,NaN,NaN,3
43.9,-1.7924,NaN,NaN,3
44.9,-1.7962,NaN,NaN,3
45.9,-1.7983,NaN,NaN,3
46.9,-1.7979,NaN,NaN,3
47.9,-1.8003,NaN,NaN,3
48.8,-1.8039,NaN,NaN,3
50.0,-1.8023,NaN,NaN,4
51.1,-1.8003,NaN,NaN,3
52.1,-1.8008,NaN,NaN,3
53.1,-1.8027,NaN,NaN,3
54.1,-1.7984,NaN,NaN,3
55.1,-1.7972,NaN,NaN,3
56.1,-1.7965,NaN,NaN,3
57.0,-1.7960,NaN,NaN,3
58.0,-1.7994,NaN,NaN,3
59.0,-1.7987,NaN,NaN,3
60.0,-1.7983,NaN,NaN,3
60.9,-1.7948,NaN,NaN,3
61.9,-1.7877,NaN,NaN,3
62.9,-1.7840,NaN,NaN,3
63.9,-1.7838,NaN,NaN,3
64.9,-1.7835,NaN,NaN,3
66.0,-1.7823,NaN,NaN,4
67.1,-1.7831,NaN,NaN,3
68.1,-1.7870,NaN,NaN,3
69.1,-1.7854,NaN,NaN,3
70.1,-1.7786,NaN,NaN,3
71.1,-1.7763,NaN,NaN,3
72.0,-1.7768,NaN,NaN,3
73.0,-1.7703,NaN,NaN,3
74.0,-1.7684,NaN,NaN,3
75.0,-1.7753,NaN,NaN,3
75.9,-1.7716,NaN,NaN,3
76.9,-1.7692,NaN,NaN,3
77.9,-1.7721,NaN,NaN,3
78.9,-1.7743,NaN,NaN,3
80.0,-1.7738,NaN,NaN,4
81.1,-1.7653,NaN,NaN,3
82.1,-1.7529,NaN,NaN,3
83.1,-1.7369,NaN,NaN,3
84.1,-1.7189,NaN,NaN,3
85.0,-1.6941,NaN,NaN,3
86.0,-1.6736,NaN,NaN,3
87.0,-1.6556,NaN,NaN,3
88.0,-1.6328,NaN,NaN,3
88.9,-1.6103,NaN,NaN,3
89.9,-1.5977,NaN,NaN,3
90.9,-1.5941,NaN,NaN,3
92.0,-1.5942,NaN,NaN,4
93.1,-1.5951,NaN,NaN,3
94.1,-1.5988,NaN,NaN,3
95.0,-1.6015,NaN,NaN,3
96.0,-1.6009,NaN,NaN,3
97.0,-1.6020,NaN,NaN,3
98.0,-1.6054,NaN,NaN,3
98.9,-1.6095,NaN,NaN,3
99.9,-1.6121,NaN,NaN,3
100.9,-1.6148,NaN,NaN,3
102.0,-1.6174,NaN,NaN,4
103.1,-1.6202,NaN,NaN,3
104.1,-1.6232,NaN,NaN,3
105.1,-1.6257,NaN,NaN,3
106.0,-1.6284,NaN,NaN,3
107.0,-1.6296,NaN,NaN,3
108.0,-1.6328,NaN,NaN,3
