2015,249.00141,124.5708,82.7093,706
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
6.4,-1.7550,32.5029,NaN,1
7.0,-1.7550,32.5043,390.4063,5
8.1,-1.7554,32.5079,389.9244,3
9.0,-1.7557,32.5113,390.1971,3
10.0,-1.7560,32.5147,390.1231,3
10.9,-1.7564,32.5171,389.6551,3
12.0,-1.7564,32.5208,389.5880,4
13.1,-1.7568,32.5270,390.0720,3
14.0,-1.7560,32.5301,390.5118,3
15.0,-1.7553,32.5337,390.7923,3
15.9,-1.7551,32.5351,390.6315,3
17.0,-1.7548,32.5388,390.7932,4
18.1,-1.7541,32.5429,390.9366,3
19.0,-1.7520,32.5559,390.0021,3
19.9,-1.7495,32.5747,389.7043,3
21.0,-1.7480,32.5924,389.5397,4
22.1,-1.7437,32.6559,385.6982,3
23.0,-1.7270,32.9323,378.5296,3
23.9,-1.6994,33.5236,371.4948,3
24.9,-1.6966,33.7059,368.8841,3
26.0,-1.6999,33.7446,365.9823,4
27.1,-1.7151,33.7970,363.3499,3
28.0,-1.7363,33.8322,361.3342,3
29.0,-1.7492,33.8446,360.1329,3
29.9,-1.7579,33.8528,359.7282,3
31.0,-1.7613,33.8616,358.7914,4
32.1,-1.7690,33.8696,358.7332,3
33.1,-1.7637,33.8764,358.7762,3
34.0,-1.7608,33.8868,358.5954,3
35.0,-1.7648,33.8971,358.0980,3
35.9,-1.7711,33.9015,357.8720,3
37.0,-1.7720,33.9070,357.3143,4
38.1,-1.7774,33.9156,357.4719,3
39.1,-1.7795,33.9215,356.9888,3
40.0,-1.7812,33.9279,356.6941,3
40.9,-1.7820,33.9346,356.8845,3
41.9,-1.7788,33.9414,356.7319,3
43.0,-1.7807,33.9475,356.9867,4
44.1,-1.7838,33.9515,356.3852,3
45.0,-1.7879,33.9588,355.3512,3
46.0,-1.7885,33.9639,355.5012,3
46.9,-1.7853,33.9675,355.2066,3
47.9,-1.7932,33.9790,353.5720,3
49.0,-1.7927,33.9906,352.6207,4
50.1,-1.7973,34.0022,353.2169,3
51.0,-1.8022,34.0089,352.9821,3
52.0,-1.8019,34.0249,353.9938,3
52.9,-1.8146,34.0336,355.0143,3
54.0,-1.8141,34.0417,354.9321,4
55.1,-1.8147,34.0500,354.5042,3
56.1,-1.8142,34.0596,353.2259,3
57.0,-1.8092,34.0700,352.4144,3
57.9,-1.8058,34.0823,353.4680,3
58.9,-1.8111,34.0902,353.8951,3
60.0,-1.8098,34.0956,352.7208,4
61.1,-1.7998,34.1043,348.6836,3
62.0,-1.7730,34.1153,345.5948,3
63.0,-1.7632,34.1231,342.1621,3
63.9,-1.7195,34.1328,337.6439,3
65.0,-1.6727,34.1525,334.4183,4
66.1,-1.6479,34.1685,332.8335,3
67.0,-1.6455,34.1707,331.9672,3
68.0,-1.6315,34.1858,331.8495,3
