2015,265.00142,128.2744,83.0424,767
%pressure(dbar),temperature(C),salinity,dissolved_oxygen,nobs
6.3,-1.7740,NaN,NaN,10
6.9,-1.7741,NaN,NaN,5
7.9,-1.7742,NaN,NaN,3
9.0,-1.7741,NaN,NaN,4
10.1,-1.7742,NaN,NaN,3
11.0,-1.7742,NaN,NaN,3
12.0,-1.7743,NaN,NaN,3
12.9,-1.7745,NaN,NaN,3
14.0,-1.7748,NaN,NaN,4
15.1,-1.7756,NaN,NaN,3
16.0,-1.7764,NaN,NaN,3
17.0,-1.7785,NaN,NaN,3
17.9,-1.7812,NaN,NaN,3
19.0,-1.7851,NaN,NaN,4
20.1,-1.7868,NaN,NaN,3
21.0,-1.7872,NaN,NaN,3
22.0,-1.7870,NaN,NaN,3
23.0,-1.7872,NaN,NaN,3
23.9,-1.7871,NaN,NaN,3
25.0,-1.7871,NaN,NaN,4
26.1,-1.7871,NaN,NaN,3
27.1,-1.7869,NaN,NaN,3
28.0,-1.7863,NaN,NaN,3
29.0,-1.7837,NaN,NaN,3
30.0,-1.7755,NaN,NaN,3
30.9,-1.7569,NaN,NaN,3
31.9,-1.7216,NaN,NaN,3
32.9,-1.7201,NaN,NaN,3
34.0,-1.7297,NaN,NaN,4
35.1,-1.7386,NaN,NaN,3
36.1,-1.7401,NaN,NaN,3
37.1,-1.7437,NaN,NaN,3
38.0,-1.7456,NaN,NaN,3
39.0,-1.7456,NaN,NaN,3
40.0,-1.7445,NaN,NaN,3
40.9,-1.7317,NaN,NaN,3
41.9,-1.7140,NaN,NaN,3
42.9,-1.7087,NaN,NaN,3
44.0,-1.7225,NaN,NaN,4
45.2,-1.7403,NaN,NaN,3
46.1,-1.7452,NaN,NaN,3
47.1,-1.7318,NaN,NaN,3
48.1,-1.7258,NaN,NaN,3
49.0,-1.7525,NaN,NaN,3
50.0,-1.7445,NaN,NaN,3
51.0,-1.7361,NaN,NaN,3
52.0,-1.7512,NaN,NaN,3
52.9,-1.7653,NaN,NaN,3
53.9,-1.7433,NaN,NaN,3
54.9,-1.7016,NaN,NaN,3
56.0,-1.7095,NaN,NaN,4
57.2,-1.7090,NaN,NaN,3
58.1,-1.7033,NaN,NaN,3
59.1,-1.7425,NaN,NaN,3
60.1,-1.7754,NaN,NaN,3
61.1,-1.7507,NaN,NaN,3
