2016,50.50163,-174.5121,83.1408,246
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.5,-1.6538,30.2041,1,NaN,NaN,NaN,0
7.9,-1.6537,30.2042,6,-1.24,-0.27,-3.12,6
9.0,-1.6539,30.2046,4,-1.07,-0.54,-1.11,4
9.9,-1.6540,30.2053,4,0.06,-0.84,-2.47,4
10.9,-1.6539,30.2050,4,0.13,-1.99,-3.80,4
11.9,-1.6538,30.2049,4,1.04,-0.30,-4.20,4
12.9,-1.6538,30.2048,4,-0.15,-0.40,-2.22,4
13.9,-1.6537,30.2043,4,-0.43,0.00,-1.46,4
14.9,-1.6537,30.2044,4,-0.35,0.43,-1.19,4
16.0,-1.6538,30.2046,5,-0.88,-0.67,-1.52,5
17.1,-1.6537,30.2046,4,0.20,-1.47,-1.91,4
18.0,-1.6536,30.2042,4,-0.65,-1.80,-1.41,4
19.0,-1.6537,30.2041,4,-2.00,-0.80,-0.91,4
20.0,-1.6534,30.2039,4,-2.26,-0.98,-1.29,4
21.0,-1.6536,30.2042,4,-2.46,-0.82,-1.67,4
22.0,-1.6535,30.2042,4,-2.41,-0.40,-1.89,4
23.0,-1.6536,30.2042,4,-1.61,-0.47,-2.58,4
24.0,-1.6534,30.2042,4,-1.09,-1.07,-2.94,4
24.9,-1.6535,30.2042,4,-1.13,-0.88,-2.79,4
26.0,-1.6535,30.2044,5,-1.03,-0.49,-3.04,5
27.1,-1.6535,30.2044,4,-1.62,-0.35,-1.91,4
28.0,-1.6535,30.2045,4,-1.90,0.23,-2.39,4
29.0,-1.6532,30.2044,4,-1.82,0.41,-2.31,4
30.0,-1.6534,30.2047,4,-0.97,1.41,-1.14,4
31.0,-1.6533,30.2048,4,-1.16,1.59,-1.32,4
32.0,-1.6531,30.2049,4,-0.56,1.57,-0.44,4
32.9,-1.6532,30.2054,4,-0.36,1.79,-0.04,4
33.9,-1.6530,30.2055,4,-0.69,1.35,-0.87,4
34.9,-1.6531,30.2058,4,-0.88,1.22,-1.08,4
35.9,-1.6530,30.2062,4,-1.20,1.49,-1.86,4
37.0,-1.6532,30.2065,5,-1.03,1.59,-1.76,5
38.1,-1.6531,30.2069,4,-0.72,1.26,-1.53,4
39.1,-1.6532,30.2076,4,-0.35,1.34,-1.31,4
40.1,-1.6531,30.2084,4,0.57,1.73,-0.81,4
41.1,-1.6530,30.2093,4,1.24,2.34,-0.49,4
42.1,-1.6529,30.2103,4,1.56,2.29,-0.84,4
43.1,-1.6529,30.2116,4,2.03,1.88,-1.01,4
44.1,-1.6526,30.2132,4,1.69,1.66,-1.39,4
45.1,-1.6527,30.2140,4,0.93,1.63,-1.77,4
46.1,-1.6526,30.2125,4,-0.03,1.15,-2.25,4
47.0,-1.6518,30.2183,4,-0.21,1.22,-1.31,4
48.0,-1.4818,30.7229,4,-2.23,2.35,-0.19,4
48.9,-1.3052,31.0633,4,-3.60,2.87,-1.71,4
49.9,-1.3004,31.1099,4,-2.13,1.02,-1.87,4
51.0,-1.2873,31.1897,4,-1.04,1.34,-1.82,4
52.0,-1.2505,31.2608,4,0.07,2.47,-1.62,4
53.0,-1.2458,31.3198,4,0.40,2.71,-1.77,4
54.0,-1.2654,31.3659,4,0.41,2.09,-1.85,4
55.0,-1.3427,31.3931,4,0.35,2.98,-0.49,4
56.0,-1.3580,31.4216,4,0.50,2.89,-1.47,4
57.0,-1.3482,31.4496,4,1.02,3.63,-1.02,4
58.0,-1.3509,31.4830,4,1.37,3.97,-1.08,4
59.0,-1.3563,31.5185,4,0.32,4.58,-0.78,4
60.1,-1.3630,31.5518,4,0.27,4.57,-0.99,4
