2016,14.62660,178.4072,82.8127,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.6332,29.9687,11,0.05,-2.25,5.98,6
7.9,-1.6331,29.9707,4,-0.43,-1.18,4.08,6
8.9,-1.6331,29.9706,4,-0.23,-0.84,3.97,4
10.0,-1.6331,29.9701,4,-0.03,-0.10,4.15,4
11.1,-1.6332,29.9701,4,0.89,0.50,4.45,3
12.0,-1.6327,29.9714,3,-0.19,1.26,4.12,4
13.0,-1.6321,29.9747,4,0.74,1.82,3.70,4
14.0,-1.6316,29.9766,3,1.07,2.21,3.60,3
15.0,-1.6312,29.9773,4,1.59,2.04,3.39,4
15.9,-1.6308,29.9779,3,1.65,2.58,3.61,3
16.9,-1.6304,29.9783,4,1.40,2.79,3.84,4
18.0,-1.6301,29.9783,4,0.98,2.37,3.81,3
19.0,-1.6300,29.9784,3,0.86,2.35,3.97,4
20.0,-1.6286,29.9790,4,1.13,2.44,3.60,4
21.0,-1.6262,29.9806,3,0.82,1.51,3.37,3
21.9,-1.6074,29.9948,4,1.29,1.49,3.63,4
23.1,-1.5521,30.0739,4,2.44,2.55,3.30,3
24.0,-1.4738,30.2414,3,2.95,3.55,2.83,4
25.0,-1.4412,30.3460,4,7.33,1.77,2.13,4
26.0,-1.3509,30.6037,3,7.56,-0.86,-1.93,3
27.0,-1.3028,30.7569,4,8.50,-0.65,-2.32,4
27.9,-1.2607,30.8633,3,8.22,-2.59,-2.82,3
28.9,-1.2370,30.9556,4,9.09,-1.31,-2.84,4
30.0,-1.2251,31.0711,4,9.17,-3.45,-0.26,3
31.0,-1.2071,31.1459,3,8.85,-4.96,1.95,4
32.0,-1.1933,31.2703,4,6.40,-8.77,3.42,4
32.9,-1.2004,31.3245,3,3.97,-9.19,3.87,3
33.9,-1.2144,31.3751,4,1.31,-8.43,3.73,4
35.0,-1.2303,31.4355,4,0.69,-8.00,3.65,3
36.0,-1.2464,31.4748,3,0.92,-8.48,3.99,4
37.0,-1.2668,31.5230,4,0.62,-7.95,3.67,4
38.1,-1.2808,31.5583,4,2.31,-8.15,3.45,3
39.0,-1.2937,31.5882,3,3.55,-8.10,3.86,4
40.0,-1.3090,31.6224,4,3.21,-8.61,3.76,4
41.0,-1.3127,31.6406,3,3.14,-8.87,3.59,3
42.0,-1.3146,31.6579,4,2.78,-8.90,3.76,4
43.1,-1.3168,31.6836,4,3.32,-9.79,3.54,3
44.0,-1.3224,31.7127,3,3.73,-9.19,3.67,4
45.0,-1.3268,31.7245,4,4.64,-9.32,3.89,4
46.0,-1.3358,31.7636,3,4.59,-10.66,3.51,3
46.9,-1.3447,31.7941,4,4.32,-12.06,3.47,4
48.0,-1.3498,31.8119,4,5.37,-11.78,3.35,3
49.0,-1.3540,31.8333,3,5.50,-10.76,3.38,4
50.0,-1.3622,31.8525,4,5.06,-10.25,3.42,4
51.1,-1.3726,31.8721,4,3.80,-9.12,3.17,3
52.0,-1.3829,31.8954,3,3.99,-9.39,3.63,4
53.0,-1.3905,31.9134,4,3.47,-10.08,3.40,4
54.0,-1.3954,31.9335,3,4.23,-11.24,3.23,3
54.9,-1.3961,31.9601,4,4.66,-10.66,3.27,4
56.1,-1.3947,31.9702,4,4.69,-9.94,3.39,3
57.0,-1.3901,31.9784,3,4.12,-9.00,3.30,4
58.0,-1.3846,31.9892,4,4.51,-8.49,3.19,4
59.0,-1.3859,32.0032,3,4.28,-7.91,3.20,3
59.9,-1.3916,32.0180,4,4.37,-8.70,3.49,4
61.0,-1.3954,32.0304,4,3.68,-8.64,3.23,3
62.0,-1.3975,32.0426,3,3.52,-8.25,3.19,4
63.0,-1.4123,32.0674,4,2.74,-8.60,3.14,4
64.1,-1.4285,32.0946,4,3.21,-9.38,3.36,3
65.0,-1.4323,32.1097,3,3.71,-9.75,3.26,4
66.0,-1.4334,32.1252,4,4.32,-10.18,3.01,4
67.0,-1.4429,32.1342,3,5.08,-10.21,3.09,3
67.9,-1.4528,32.1458,4,5.93,-9.87,3.03,4
69.0,-1.4602,32.1612,4,5.41,-9.95,3.18,3
70.0,-1.4652,32.1718,3,5.16,-9.63,3.21,4
71.0,-1.4714,32.1865,4,4.84,-8.64,3.40,4
71.9,-1.4805,32.1990,3,3.46,-8.27,3.23,3
72.9,-1.4869,32.2090,4,3.43,-7.65,3.10,4
74.0,-1.4884,32.2193,4,3.60,-6.91,3.09,3
75.0,-1.4959,32.2311,3,3.23,-6.88,3.06,4
76.0,-1.5015,32.2397,4,2.18,-6.81,3.35,4
77.1,-1.4937,32.2518,4,2.56,-6.39,3.54,3
78.0,-1.4808,32.2654,3,2.65,-6.50,3.26,4
79.0,-1.4712,32.2793,4,2.61,-7.19,3.33,4
80.0,-1.4729,32.2890,3,3.07,-7.37,3.10,3
80.9,-1.4740,32.2977,4,3.00,-6.72,2.99,4
82.0,-1.4709,32.3065,4,2.76,-6.41,3.16,3
83.0,-1.4674,32.3147,3,2.98,-6.47,3.30,4
84.0,-1.4660,32.3254,4,3.47,-6.54,3.20,4
85.1,-1.4644,32.3384,4,3.26,-6.68,3.23,3
86.1,-1.4648,32.3534,3,2.96,-6.52,3.03,4
87.0,-1.4647,32.3633,4,3.32,-5.97,2.93,4
88.0,-1.4655,32.3778,3,2.61,-5.92,1.05,3
89.0,-1.4676,32.3869,4,2.45,-5.21,3.12,4
90.1,-1.4703,32.3973,4,1.20,-5.00,2.54,3
91.0,-1.4736,32.4105,3,1.80,-5.13,3.10,4
92.0,-1.4764,32.4216,4,0.91,-5.02,2.54,4
93.0,-1.4774,32.4293,3,1.41,-4.21,3.22,3
93.9,-1.4781,32.4355,4,0.92,-3.31,2.90,4
95.0,-1.4809,32.4430,4,1.38,-2.60,3.07,3
96.0,-1.4850,32.4542,3,1.52,-3.09,3.27,4
97.0,-1.4905,32.4739,4,0.86,-3.95,2.95,4
98.1,-1.4946,32.4903,4,0.71,-4.27,3.22,3
99.0,-1.4997,32.5025,3,1.66,-4.42,3.05,4
100.0,-1.5021,32.5109,4,1.35,-3.94,2.98,4
101.1,-1.5053,32.5224,4,1.32,-3.26,2.77,3
102.1,-1.5096,32.5358,3,1.05,-2.62,3.25,4
103.0,-1.5145,32.5492,4,0.70,-2.90,2.99,4
104.0,-1.5189,32.5626,3,0.91,-3.13,3.20,3
104.9,-1.5214,32.5714,4,0.95,-3.75,2.81,4
106.0,-1.5258,32.5836,4,1.26,-3.72,3.08,3
107.0,-1.5302,32.5947,3,1.16,-3.22,2.46,4
108.0,-1.5339,32.6047,4,0.96,-2.48,1.80,4
109.1,-1.5357,32.6138,4,2.11,-1.51,1.87,3
