2015,321.75150,172.8722,82.0904,246
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.3,-1.6046,29.4238,5,NaN,NaN,NaN,5
8.0,-1.6044,29.4239,5,3.20,2.55,-6.67,5
9.0,-1.6047,29.4244,3,4.13,2.90,-2.43,4
9.9,-1.6045,29.4242,4,4.10,2.96,-2.52,3
10.9,-1.6045,29.4246,4,3.95,3.14,-2.75,4
12.0,-1.6047,29.4251,4,4.18,2.66,-3.18,4
13.0,-1.6046,29.4253,4,4.02,2.39,-3.72,4
14.0,-1.6045,29.4256,4,4.22,2.38,-3.67,4
15.0,-1.6045,29.4260,4,4.48,2.48,-3.45,4
16.1,-1.6046,29.4267,4,4.74,2.20,-3.18,4
17.1,-1.6046,29.4274,4,4.64,2.01,-3.29,4
18.0,-1.6047,29.4283,3,4.64,1.76,-3.20,3
18.9,-1.6048,29.4292,4,4.46,2.08,-3.45,4
20.0,-1.6046,29.4303,4,4.30,1.96,-3.23,4
21.0,-1.6046,29.4317,4,4.91,2.39,-3.42,4
22.0,-1.6045,29.4328,4,4.70,2.55,-3.43,4
23.1,-1.6044,29.4337,4,4.70,2.68,-3.59,4
24.1,-1.6041,29.4336,4,4.41,2.53,-3.80,4
25.0,-1.6025,29.4488,3,4.66,2.46,-3.98,3
25.9,-1.4354,29.9841,4,5.40,3.54,-3.64,4
26.9,-1.2500,30.7342,4,5.52,6.65,-3.25,4
28.0,-1.2204,30.8962,4,4.77,5.51,-3.43,4
29.0,-1.2188,30.9278,4,5.74,5.16,-3.46,4
30.0,-1.2333,30.9655,4,6.64,4.90,-3.21,4
31.1,-1.2359,31.0208,4,6.75,5.61,-3.04,4
32.1,-1.2812,31.0754,4,7.17,4.91,-3.13,4
33.0,-1.2959,31.0998,3,6.73,5.06,-2.89,3
33.9,-1.3041,31.1248,4,6.53,5.03,-2.78,4
35.0,-1.2869,31.1645,4,6.53,5.12,-2.95,4
36.0,-1.2850,31.1953,4,6.36,5.93,-2.72,4
37.0,-1.3917,31.2212,4,6.55,6.17,-2.41,4
38.1,-1.3709,31.2440,4,6.06,6.43,-2.33,4
39.1,-1.3093,31.2713,4,5.99,6.17,-2.47,4
40.0,-1.3195,31.3000,3,5.55,6.66,-2.29,3
40.9,-1.3287,31.3275,4,4.97,7.86,-1.95,4
42.0,-1.3372,31.3447,4,4.77,9.74,-1.77,4
43.0,-1.3836,31.3741,4,4.08,11.11,-1.42,4
44.0,-1.4401,31.4109,4,3.45,11.52,-1.32,4
45.1,-1.3546,31.4551,4,3.95,11.16,-1.39,4
46.1,-1.3036,31.4952,4,4.31,10.11,-1.42,4
47.0,-1.3623,31.5376,3,5.46,9.63,-1.35,3
47.9,-1.4113,31.5622,4,5.48,10.14,-1.51,4
49.0,-1.4534,31.5915,4,5.08,10.08,-1.17,4
50.0,-1.4584,31.6224,4,5.44,10.54,-1.43,4
51.0,-1.4577,31.6482,4,5.58,10.49,-1.17,4
52.1,-1.4727,31.6700,4,5.66,10.13,-0.87,4
53.1,-1.4747,31.6943,4,6.12,10.04,-1.11,4
54.0,-1.4640,31.7185,3,5.98,9.35,-1.27,3
54.9,-1.4700,31.7411,4,6.46,8.83,-1.10,4
56.0,-1.4750,31.7641,4,6.16,8.52,-1.00,4
57.0,-1.5291,31.7771,4,5.74,8.23,-1.07,4
58.1,-1.5379,31.7931,4,6.09,8.23,-0.98,4
59.1,-1.5231,31.8191,4,6.56,8.19,-0.75,4
60.0,-1.5218,31.8356,3,6.51,8.89,-0.62,3
60.9,-1.5217,31.8575,4,7.04,9.36,-0.62,4
62.0,-1.4570,31.8906,4,6.27,9.87,-0.38,4
63.0,-1.4117,31.9178,4,4.66,9.50,-0.62,4
64.0,-1.3929,31.9479,4,3.88,8.53,-0.75,4
65.1,-1.4712,31.9697,4,3.24,8.59,-0.78,4
66.0,-1.5023,31.9920,3,3.23,8.24,-0.80,3
66.9,-1.5082,32.0111,4,3.38,8.42,-0.75,4
68.0,-1.5272,32.0320,4,3.65,8.04,-0.71,4
69.0,-1.5286,32.0488,4,3.56,7.71,-1.09,4
70.1,-1.5300,32.0648,4,3.16,6.80,-1.10,4
71.0,-1.5367,32.0740,3,2.99,6.21,-1.25,3
71.9,-1.4766,32.0863,4,3.09,6.06,-1.35,4
72.9,-1.4389,32.1034,4,2.77,5.37,-1.52,4
74.0,-1.4428,32.1185,4,2.59,4.98,-1.48,4
75.1,-1.4468,32.1351,4,2.77,5.08,-1.76,4
76.1,-1.4514,32.1522,4,3.17,4.89,-1.91,4
77.0,-1.4507,32.1651,3,2.87,4.72,-1.69,3
77.9,-1.4628,32.1775,4,2.13,5.21,-1.68,4
79.0,-1.4627,32.1882,4,1.68,5.42,-1.80,4
80.0,-1.4400,32.2003,4,1.89,5.31,-1.73,4
81.1,-1.4337,32.2125,4,1.96,5.26,-1.59,4
82.0,-1.4381,32.2204,3,2.51,5.62,-1.86,3
82.9,-1.4381,32.2328,4,2.88,5.56,-2.01,4
84.0,-1.4421,32.2493,4,3.33,5.26,-1.89,4
85.0,-1.4492,32.2584,4,3.59,4.98,-2.18,4
86.1,-1.4486,32.2722,4,3.94,5.02,-2.17,4
87.0,-1.4603,32.2846,3,4.22,4.78,-2.46,3
87.9,-1.4689,32.2949,4,4.52,5.03,-2.42,4
