2015,354.12656,174.8229,82.7901,247
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.4,-1.6017,29.2967,6,NaN,NaN,NaN,0
6.8,-1.6016,29.2961,5,2.72,5.78,-1.13,14
8.0,-1.6017,29.2972,4,1.87,6.35,4.19,4
9.0,-1.6016,29.2973,4,2.32,6.11,3.62,4
10.0,-1.6015,29.2973,3,2.44,6.33,3.76,4
11.0,-1.6017,29.2977,4,2.65,6.36,3.77,4
12.1,-1.6016,29.2978,4,2.21,6.33,3.76,3
13.0,-1.6017,29.2979,3,2.48,6.49,4.01,4
14.0,-1.6016,29.2978,4,2.27,6.69,3.72,4
15.0,-1.6017,29.2979,3,1.97,6.75,3.80,3
16.0,-1.6016,29.2980,4,2.22,5.79,3.66,4
17.0,-1.6016,29.2982,3,2.15,4.72,3.92,3
17.9,-1.6015,29.2984,4,1.87,3.46,3.84,4
19.0,-1.6013,29.2984,4,1.95,2.91,3.67,3
20.0,-1.6014,29.2988,3,1.46,2.96,3.68,4
21.0,-1.6014,29.2989,4,1.69,3.10,3.80,4
22.0,-1.6013,29.2993,3,1.67,3.68,3.80,3
23.0,-1.6013,29.3032,4,1.69,3.71,3.49,4
23.9,-1.6015,29.3079,3,1.56,5.03,3.81,3
24.9,-1.6014,29.3135,4,1.86,6.03,3.70,4
26.0,-1.6010,29.3185,4,2.32,5.97,3.60,3
27.0,-1.6010,29.3213,3,2.83,5.89,3.45,4
28.0,-1.5997,29.3250,4,2.85,5.33,3.52,4
29.0,-1.5955,29.3321,3,3.28,4.55,3.56,3
29.9,-1.5886,29.3521,4,3.77,4.08,3.55,4
31.1,-1.4656,29.7381,4,4.15,3.62,3.32,3
32.0,-1.3809,30.0171,3,2.14,2.42,3.38,4
33.0,-1.3211,30.2001,4,1.64,2.31,3.60,4
34.0,-1.3131,30.2897,3,2.00,1.84,3.54,3
35.0,-1.3135,30.3798,4,1.86,2.91,3.25,4
36.1,-1.3139,30.4655,4,2.06,3.20,3.39,3
37.0,-1.2829,30.5503,3,2.50,3.27,3.40,4
38.0,-1.2783,30.6030,4,2.64,2.56,3.61,4
39.0,-1.2792,30.6538,3,2.24,2.54,3.22,3
40.0,-1.2940,30.7171,4,1.90,2.76,3.33,4
41.1,-1.3487,30.7934,4,2.10,4.30,3.44,3
42.1,-1.3567,30.8580,3,2.58,5.07,3.26,4
43.0,-1.3618,30.9174,4,3.17,6.02,3.21,4
44.0,-1.3775,30.9802,3,3.38,6.28,3.32,3
45.0,-1.3950,31.0380,4,4.05,5.79,3.01,4
46.1,-1.4206,31.0842,4,4.61,5.10,2.95,3
47.0,-1.4110,31.1201,3,4.89,4.69,3.04,4
48.0,-1.4305,31.1594,4,5.00,3.92,2.95,4
49.0,-1.4547,31.1973,3,4.73,4.32,2.82,3
49.9,-1.4593,31.2389,4,5.44,4.18,2.99,4
51.0,-1.4805,31.2854,4,5.13,4.60,2.85,3
