2015,338.75154,175.4022,82.5988,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.6141,29.4814,6,NaN,NaN,NaN,5
8.0,-1.6139,29.4814,4,2.81,-0.45,-3.42,4
9.0,-1.6140,29.4816,4,2.17,-0.34,-2.61,4
10.0,-1.6141,29.4817,4,2.09,-0.13,-2.88,4
11.0,-1.6139,29.4819,4,1.35,-0.38,-2.22,4
12.0,-1.6140,29.4820,4,0.28,-0.52,-1.95,4
13.0,-1.6140,29.4823,4,-0.03,-0.00,-2.27,4
14.0,-1.6139,29.4824,4,0.44,0.67,-2.88,4
15.0,-1.6139,29.4826,4,0.57,1.43,-2.35,4
16.0,-1.6138,29.4828,4,-0.43,1.43,-1.57,4
17.1,-1.6136,29.4832,4,-0.73,1.05,-1.63,4
18.1,-1.6134,29.4835,4,-0.41,0.81,-1.57,4
19.1,-1.6138,29.4840,4,-0.57,0.06,-1.29,4
20.1,-1.6137,29.4847,4,-0.09,-0.25,-2.45,4
21.1,-1.6136,29.4852,4,-0.06,0.22,-2.45,4
22.0,-1.6136,29.4859,3,0.14,0.03,-2.44,3
22.9,-1.6135,29.4864,4,0.54,0.19,-2.78,4
23.9,-1.6136,29.4873,4,0.45,0.62,-3.13,4
24.9,-1.6136,29.4878,4,0.48,0.34,-2.99,4
26.0,-1.6136,29.4881,4,0.37,0.55,-2.67,4
27.0,-1.6136,29.4874,4,0.27,0.66,-2.47,4
28.0,-1.6134,29.4850,4,0.77,0.99,-2.91,4
29.0,-1.6130,29.4843,4,0.12,1.95,-2.69,4
30.1,-1.5016,29.8198,4,0.94,2.77,-1.78,4
31.1,-1.1200,30.4732,4,1.15,2.36,-1.57,4
32.0,-1.0502,30.5459,3,2.00,1.75,-1.85,3
32.9,-1.0610,30.5999,4,2.12,2.15,-1.96,4
33.9,-1.0896,30.6534,4,1.91,2.93,-1.78,4
34.9,-1.1234,30.7230,4,1.25,3.95,-1.51,4
36.0,-1.1781,30.7971,4,0.54,5.03,-1.44,4
37.0,-1.1885,30.8706,4,-0.04,4.79,-1.51,4
38.0,-1.1576,30.9297,4,-1.25,4.28,-1.32,4
39.0,-1.1296,31.0051,4,-1.82,3.63,-1.14,4
40.0,-1.1332,31.0723,4,-2.08,4.83,-0.79,4
41.1,-1.2316,31.1218,4,-0.53,4.63,-1.23,4
42.1,-1.1923,31.1860,4,-0.33,6.19,-1.09,4
43.1,-1.2701,31.2501,4,-0.50,7.08,-0.94,4
44.1,-1.3602,31.2971,4,-1.30,5.59,-0.87,4
45.0,-1.3594,31.3306,3,-1.19,6.11,-0.80,3
45.9,-1.3237,31.3764,4,-1.22,6.29,-0.92,4
46.9,-1.3299,31.4178,4,-2.33,6.44,-0.66,4
48.0,-1.2722,31.4601,4,-2.78,6.27,-0.63,4
49.0,-1.2791,31.4987,4,-3.13,6.56,-0.26,4
50.0,-1.3207,31.5340,4,-3.47,6.97,-0.27,4
51.0,-1.3319,31.5669,4,-3.35,7.57,-0.42,4
