2015,291.00147,167.8182,81.2641,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.5,-1.5459,28.3558,1,NaN,NaN,NaN,0
7.9,-1.5459,28.3562,5,NaN,NaN,-5.45,5
8.9,-1.5461,28.3567,4,-7.22,1.97,-3.64,4
9.9,-1.5459,28.3567,4,-6.94,2.08,-3.57,4
11.0,-1.5459,28.3570,4,-7.35,1.97,-2.97,4
12.0,-1.5460,28.3574,4,-7.44,2.57,-2.89,4
13.0,-1.5459,28.3578,4,-7.23,2.76,-2.91,4
14.0,-1.5460,28.3583,4,-7.42,2.87,-2.86,4
15.0,-1.5459,28.3590,4,-6.93,2.49,-2.87,4
16.1,-1.5459,28.3596,4,-6.84,2.61,-3.28,4
17.1,-1.5458,28.3608,4,-6.74,2.65,-3.14,4
18.1,-1.5457,28.3621,4,-6.40,2.82,-3.17,4
19.0,-1.5456,28.3633,3,-6.42,3.36,-3.05,3
19.9,-1.5458,28.3646,4,-6.24,3.20,-3.01,4
20.9,-1.5457,28.3660,4,-6.26,3.43,-3.07,4
21.9,-1.5445,28.3759,4,-6.27,2.99,-3.02,4
22.9,-1.4025,29.0787,4,-6.40,2.05,-2.29,4
24.0,-1.2652,30.2215,4,-6.00,-7.74,-1.15,4
25.0,-1.3026,30.3383,4,-6.93,-9.05,-1.11,4
26.0,-1.3042,30.4633,4,-5.26,-7.46,-1.08,4
27.0,-1.2992,30.5263,4,-6.05,-6.94,-1.22,4
28.0,-1.2812,30.6273,4,-5.10,-7.73,-1.43,4
29.1,-1.3359,30.7220,4,-2.93,-7.95,-1.52,4
30.1,-1.3124,30.8354,4,-1.22,-7.19,-1.72,4
31.1,-1.3554,30.9201,4,0.55,-5.99,-1.83,4
32.0,-1.4204,30.9752,3,1.11,-4.52,-2.00,3
32.9,-1.4471,31.0184,4,1.58,-4.25,-1.88,4
33.9,-1.4518,31.0617,4,2.16,-4.51,-1.96,4
34.9,-1.4643,31.1059,4,2.11,-4.50,-1.58,4
36.0,-1.4811,31.1497,4,1.44,-4.85,-1.57,4
37.0,-1.4837,31.1949,4,0.91,-4.80,-1.70,4
38.0,-1.4890,31.2471,4,0.80,-5.04,-1.60,4
39.1,-1.4943,31.2884,4,1.24,-5.04,-1.53,4
40.1,-1.4962,31.3133,4,1.46,-5.44,-1.35,4
41.1,-1.4915,31.3447,4,1.64,-4.96,-1.28,4
42.0,-1.5004,31.3724,3,1.48,-4.92,-1.32,3
42.9,-1.5196,31.3940,4,2.17,-4.55,-1.03,4
43.9,-1.5358,31.4152,4,2.48,-4.49,-0.99,4
45.0,-1.5673,31.4424,4,2.90,-4.29,-1.06,4
46.0,-1.5481,31.4750,4,2.91,-4.04,-0.93,4
47.0,-1.5427,31.5087,4,2.65,-3.72,-0.84,4
48.1,-1.5430,31.5387,4,2.56,-3.78,-0.97,4
49.1,-1.5539,31.5629,4,2.64,-4.02,-0.88,4
50.0,-1.5456,31.5929,3,2.91,-3.96,-0.59,3
50.9,-1.5390,31.6244,4,3.15,-3.90,-0.57,4
51.9,-1.5313,31.6585,4,3.28,-3.32,-0.79,4
53.0,-1.5150,31.7104,4,3.93,-2.02,-0.60,4
54.0,-1.5341,31.7521,4,3.69,-1.32,-0.79,4
55.0,-1.4808,31.7924,4,4.62,-1.36,-0.57,4
56.1,-1.4780,31.8149,4,5.06,-1.60,-0.40,4
57.1,-1.4329,31.8353,4,5.78,-1.50,-0.29,4
58.0,-1.4182,31.8628,3,6.48,-1.57,-0.29,3
58.9,-1.4570,31.8886,4,7.05,-1.25,-0.13,4
59.9,-1.5441,31.9139,4,7.75,-0.49,-0.26,4
61.0,-1.5483,31.9462,4,7.87,0.56,-0.16,4
62.0,-1.5358,31.9682,4,8.36,0.52,-0.09,4
63.0,-1.5046,31.9865,4,8.32,0.11,-0.02,4
64.1,-1.5313,32.0038,4,8.06,0.05,0.03,4
65.1,-1.5359,32.0276,4,8.28,-0.65,0.06,4
66.1,-1.5200,32.0432,4,8.35,-0.46,0.02,4
67.0,-1.5072,32.0565,3,8.86,-0.19,0.27,3
67.9,-1.5257,32.0708,4,9.32,-0.33,0.31,4
68.9,-1.5423,32.0898,4,9.24,-0.72,0.41,4
70.0,-1.5395,32.1090,4,9.22,-1.15,0.34,4
