2016,24.00161,-176.2971,82.6598,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.3,-1.6451,30.0749,4,NaN,NaN,9.33,4
7.9,-1.6447,30.0740,5,2.06,0.72,-5.32,5
9.0,-1.6447,30.0742,4,1.62,0.46,-2.46,4
10.0,-1.6447,30.0740,4,1.58,0.44,-1.73,4
11.0,-1.6446,30.0740,4,1.31,0.40,-1.75,4
12.0,-1.6448,30.0744,4,1.53,0.64,-2.19,4
13.0,-1.6447,30.0745,4,1.63,1.33,-2.80,4
14.0,-1.6448,30.0746,4,1.52,1.52,-1.99,4
15.0,-1.6448,30.0747,4,1.46,1.62,-1.93,4
16.0,-1.6446,30.0745,4,1.02,1.33,-1.94,4
17.0,-1.6447,30.0748,4,1.04,1.55,-2.28,4
18.0,-1.6447,30.0753,4,0.58,1.49,-2.28,4
19.0,-1.6447,30.0757,4,0.46,1.64,-2.35,4
20.0,-1.6446,30.0758,4,0.34,1.62,-1.85,4
21.1,-1.6448,30.0764,4,-0.07,1.66,-1.54,4
22.1,-1.6447,30.0768,4,-0.15,2.26,-1.82,4
23.1,-1.6447,30.0770,4,-0.16,2.24,-1.94,4
24.0,-1.6447,30.0776,3,-0.14,2.16,-2.28,3
24.9,-1.6445,30.0780,4,-0.37,2.08,-2.27,4
25.9,-1.6445,30.0783,4,-0.32,2.17,-2.18,4
26.9,-1.6445,30.0790,4,0.38,1.95,-2.45,4
28.0,-1.6446,30.0798,4,0.55,1.71,-2.33,4
29.0,-1.6444,30.0805,4,0.83,1.88,-2.23,4
30.0,-1.6446,30.0818,4,0.71,2.27,-2.67,4
31.0,-1.6444,30.0830,4,0.29,2.27,-2.28,4
32.0,-1.6445,30.0841,4,0.06,2.48,-2.74,4
33.1,-1.6440,30.0849,4,-0.52,3.08,-2.57,4
34.1,-1.6435,30.0848,4,-0.69,4.22,-2.29,4
35.1,-1.6411,30.0849,4,0.07,5.06,-2.25,4
36.0,-1.6220,30.1788,3,0.06,3.59,-1.82,3
36.9,-1.2749,31.0684,4,-2.14,5.77,-1.95,4
37.9,-1.1851,31.2365,4,-4.95,8.15,-1.58,4
38.9,-1.1818,31.3156,4,-5.96,6.56,-1.65,4
40.0,-1.2232,31.3617,4,-5.01,5.49,-1.57,4
41.0,-1.2472,31.3951,4,-4.58,5.14,-1.70,4
42.0,-1.2431,31.4279,4,-4.96,4.77,-2.00,4
43.0,-1.2463,31.4659,4,-4.69,4.84,-2.09,4
44.1,-1.2567,31.5137,4,-4.71,4.57,-2.20,4
45.1,-1.2723,31.5474,4,-4.05,4.00,-2.49,4
46.1,-1.2980,31.5745,4,-2.73,3.44,-2.45,4
47.0,-1.3140,31.5986,3,-2.60,2.62,-2.15,3
47.9,-1.3184,31.6303,4,-2.41,2.27,-2.38,4
48.9,-1.3203,31.6717,4,-2.33,1.27,-2.22,4
50.0,-1.3321,31.7160,4,-3.04,1.60,-2.31,4
51.0,-1.3475,31.7475,4,-3.10,2.08,-2.54,4
52.0,-1.3573,31.7721,4,-3.23,2.23,-2.86,4
53.0,-1.3620,31.7956,4,-2.99,2.28,-2.08,4
54.0,-1.3619,31.8132,4,-2.69,1.60,-2.54,4
55.1,-1.3735,31.8318,4,-2.56,0.68,-2.55,4
56.1,-1.3687,31.8512,4,-1.62,0.97,-2.66,4
