2016,52.00163,-173.7052,83.0420,755
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.3,-1.6467,30.0670,4,-4.59,-0.08,5.90,6
7.9,-1.6468,30.0673,6,-3.57,0.12,-1.72,5
9.1,-1.6466,30.0673,4,-3.57,-0.29,-0.90,4
10.1,-1.6467,30.0675,4,-3.89,0.32,-0.61,4
11.1,-1.6467,30.0678,4,-3.62,0.33,-0.79,4
12.1,-1.6467,30.0679,4,-3.60,0.98,-0.59,4
13.0,-1.6469,30.0679,4,-3.35,1.18,-0.73,4
14.0,-1.6467,30.0688,4,-3.35,0.96,-1.21,4
15.0,-1.6468,30.0688,4,-2.86,0.84,-1.58,4
16.0,-1.6468,30.0688,4,-2.21,0.76,-1.80,4
16.9,-1.6468,30.0695,4,-2.10,-0.21,-2.03,4
18.0,-1.6469,30.0711,5,-3.19,0.77,-0.98,5
19.1,-1.6469,30.0709,4,-4.05,1.26,-1.17,4
20.0,-1.6468,30.0716,4,-3.79,1.20,-1.35,4
21.0,-1.6470,30.0744,4,-2.54,0.74,-1.75,4
22.0,-1.6472,30.0794,4,-2.44,1.04,-1.88,4
23.0,-1.6474,30.0826,4,-1.26,1.58,-1.71,4
24.0,-1.6475,30.0857,4,-0.30,1.51,-2.09,4
25.0,-1.6479,30.0943,4,-0.13,1.22,-2.68,4
26.0,-1.6501,30.1401,4,0.44,2.15,-2.73,4
26.9,-1.6518,30.1793,4,0.33,2.97,-2.62,4
27.9,-1.6523,30.1820,4,0.20,3.11,-2.92,4
28.9,-1.6522,30.1844,4,0.11,3.25,-2.70,4
29.9,-1.6515,30.1859,4,0.07,3.56,-2.71,4
30.9,-1.6512,30.1885,4,0.10,3.74,-2.66,4
32.0,-1.6501,30.1907,5,0.69,3.42,-2.74,5
33.1,-1.6503,30.1921,4,0.92,3.41,-1.37,4
34.1,-1.6504,30.1942,4,1.08,3.20,-2.09,4
35.1,-1.6504,30.1964,4,1.30,3.23,-2.01,4
36.1,-1.6491,30.1998,4,1.29,2.92,-1.92,4
37.1,-1.6434,30.2064,4,0.94,2.31,-1.69,4
38.1,-1.6382,30.2431,4,0.77,1.42,-1.57,4
39.1,-1.4776,31.0148,4,0.75,1.46,-1.44,4
40.0,-1.3158,31.1930,3,-0.52,0.97,-1.26,3
40.9,-1.3153,31.2558,4,-1.59,-1.91,-1.80,4
41.9,-1.3140,31.2879,4,-1.22,-3.06,-1.66,4
42.9,-1.3153,31.3353,4,-0.22,-3.71,-1.97,4
43.9,-1.2909,31.4318,4,0.63,-1.80,-2.31,4
45.0,-1.2829,31.4809,4,1.87,-1.06,-2.05,4
46.0,-1.2519,31.5012,4,3.62,-0.82,-2.31,4
47.0,-1.2851,31.5381,4,3.22,-0.86,-2.78,4
48.0,-1.3025,31.5749,4,3.53,-0.73,-2.05,4
49.0,-1.3173,31.6046,4,3.42,-0.12,-2.31,4
50.0,-1.3286,31.6344,4,2.74,0.36,-2.30,4
51.1,-1.3569,31.6728,4,2.71,0.48,-2.38,4
52.1,-1.3701,31.7093,4,2.45,0.08,-2.28,4
53.0,-1.3538,31.7416,3,2.33,-0.25,-2.35,3
53.9,-1.3613,31.7645,4,2.67,-0.22,-2.60,4
54.9,-1.3741,31.7861,4,3.01,-0.39,-2.56,4
55.9,-1.3566,31.8121,4,3.06,-0.38,-2.47,4
57.0,-1.3647,31.8447,4,3.40,-0.42,-2.62,4
58.0,-1.3726,31.8692,4,3.61,0.10,-2.95,4
59.0,-1.3790,31.8897,4,3.49,0.08,-2.85,4
60.0,-1.3794,31.9099,4,3.26,0.53,-2.86,4
61.1,-1.3995,31.9342,4,2.57,0.91,-2.72,4
62.1,-1.4156,31.9584,4,2.47,0.90,-2.46,4
63.1,-1.4325,31.9769,4,2.32,0.40,-2.61,4
64.0,-1.4112,31.9885,3,2.29,-0.03,-2.48,3
64.9,-1.4071,32.0026,4,2.64,-0.26,-2.87,4
65.9,-1.4062,32.0196,4,2.79,-0.26,-2.76,4
67.0,-1.4197,32.0387,4,2.60,-0.46,-2.75,4
68.0,-1.4241,32.0585,4,2.78,-0.07,-2.04,4
69.0,-1.4228,32.0781,4,3.18,0.32,-2.47,4
70.0,-1.4308,32.0973,4,2.79,0.57,-2.54,4
71.0,-1.4349,32.1179,4,2.89,0.78,-2.37,4
72.1,-1.4398,32.1327,4,2.80,0.52,-2.55,4
73.1,-1.4401,32.1480,4,2.44,-0.03,-2.53,4
74.1,-1.4448,32.1651,4,1.94,-0.08,-2.17,4
75.0,-1.4437,32.1819,3,1.35,0.47,-2.27,3
75.9,-1.4449,32.1991,4,1.27,0.32,-2.22,4
76.9,-1.4361,32.2159,4,0.98,0.79,-2.35,4
77.9,-1.4386,32.2306,4,1.76,0.85,-1.38,4
78.9,-1.4550,32.2425,4,1.65,0.62,-2.26,4
79.9,-1.4679,32.2557,4,1.69,0.79,-2.25,4
80.9,-1.4656,32.2643,4,2.27,0.63,-2.10,4
82.0,-1.4684,32.2742,4,2.33,0.50,-2.01,4
83.0,-1.4699,32.2895,4,2.04,0.55,-2.17,4
84.0,-1.4787,32.3056,4,2.35,0.81,-1.89,4
85.0,-1.4844,32.3213,4,2.31,0.71,-2.12,4
86.1,-1.4920,32.3366,4,2.30,1.26,-1.98,4
87.1,-1.4945,32.3572,4,2.17,0.99,-1.80,4
88.1,-1.4961,32.3756,4,2.74,1.31,-2.15,4
89.0,-1.4964,32.3881,3,3.35,1.35,-1.95,3
89.9,-1.5006,32.3997,4,4.11,1.24,-2.13,4
90.9,-1.5007,32.4131,4,3.87,1.49,-1.79,4
91.9,-1.5016,32.4236,4,4.00,1.20,-1.46,4
92.9,-1.4929,32.4369,4,3.48,1.37,-1.85,4
94.0,-1.5009,32.4476,4,3.51,1.03,-1.56,4
95.0,-1.5087,32.4608,4,3.60,1.51,-1.91,4
96.0,-1.5186,32.4745,4,3.57,1.66,-1.51,4
97.0,-1.5205,32.4897,4,3.25,1.81,-1.54,4
