2015,345.37654,175.9503,82.4658,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.3,-1.6036,29.2865,8,NaN,NaN,NaN,0
7.8,-1.6036,29.2860,6,2.21,2.43,5.69,13
9.0,-1.6036,29.2872,4,0.73,1.63,4.60,5
10.0,-1.6034,29.2870,3,0.42,1.63,4.22,3
10.9,-1.6035,29.2873,4,0.37,1.95,4.45,4
12.0,-1.6035,29.2873,4,0.57,2.10,3.80,4
13.0,-1.6035,29.2875,3,0.18,2.03,4.21,3
14.0,-1.6035,29.2874,4,0.29,2.05,4.21,4
15.0,-1.6036,29.2875,3,0.58,2.14,3.86,4
16.0,-1.6035,29.2876,4,-0.25,2.28,3.43,3
17.0,-1.6033,29.2877,3,0.60,2.21,3.37,4
18.0,-1.6034,29.2879,4,0.93,2.34,3.54,3
19.0,-1.6033,29.2880,3,0.33,2.49,3.47,4
20.0,-1.6034,29.2883,4,0.47,2.58,3.27,3
20.9,-1.6035,29.2910,3,1.00,2.82,2.43,4
21.9,-1.6038,29.3059,4,0.34,2.98,3.12,3
23.1,-1.6046,29.3379,4,0.36,2.67,1.26,4
24.1,-1.6050,29.3610,3,1.68,2.03,-1.45,3
25.1,-1.6049,29.3812,4,1.54,3.03,-3.02,4
26.0,-1.6044,29.3976,3,1.75,4.12,-1.32,3
27.0,-1.5974,29.4359,4,3.01,3.77,-2.98,4
28.0,-1.5008,29.6932,3,2.02,3.49,-0.38,3
29.0,-1.2884,30.2989,4,1.92,0.51,3.74,4
30.0,-1.2015,30.4953,3,2.07,-5.48,3.38,4
31.0,-1.1717,30.5711,4,4.08,-5.44,3.06,3
31.9,-1.1809,30.6110,3,5.69,-4.38,2.98,4
32.9,-1.1888,30.6477,4,6.69,-1.27,3.15,3
34.1,-1.1979,30.6920,4,6.17,0.09,3.58,4
35.0,-1.1995,30.7455,3,5.30,0.02,3.38,3
36.0,-1.1705,30.8184,4,3.48,0.51,3.52,4
37.0,-1.1569,30.9149,3,2.21,0.96,3.68,3
38.0,-1.2427,31.0378,4,0.24,1.16,3.87,4
39.0,-1.3021,31.1352,3,-0.23,1.43,3.69,4
39.9,-1.2237,31.2118,4,-1.62,2.21,3.70,3
41.1,-1.1986,31.3018,4,-2.19,3.05,3.70,4
42.0,-1.2160,31.3706,3,-2.36,3.26,3.34,3
43.0,-1.2361,31.4295,4,-1.16,1.61,3.49,4
44.0,-1.2561,31.4809,3,-0.76,1.66,3.76,3
45.0,-1.2731,31.5183,4,-1.21,2.00,3.65,4
46.1,-1.3009,31.5740,4,-1.43,2.64,3.84,4
47.1,-1.3132,31.6069,3,-1.55,3.64,3.86,3
48.0,-1.3297,31.6493,4,-2.15,4.32,3.80,4
49.0,-1.3408,31.6824,3,-2.63,4.72,3.69,3
50.0,-1.3465,31.7131,4,-2.73,4.48,3.64,4
51.0,-1.3497,31.7373,3,-2.51,3.77,3.62,4
51.9,-1.3467,31.7641,4,-2.41,2.86,3.69,3
53.1,-1.3614,31.7889,4,-1.97,2.86,3.50,4
54.0,-1.3652,31.8141,3,-2.20,2.78,3.78,3
55.0,-1.3637,31.8464,4,-2.08,2.37,3.79,4
56.0,-1.3797,31.8737,3,-2.27,1.92,3.75,4
56.9,-1.3935,31.8956,4,-2.61,2.86,3.72,3
58.1,-1.4057,31.9241,4,-2.58,3.91,3.89,4
59.0,-1.4103,31.9545,3,-2.71,3.85,3.75,3
60.0,-1.4128,31.9833,4,-2.93,3.30,3.61,4
61.0,-1.4191,32.0049,3,-2.91,3.62,3.87,3
61.9,-1.4295,32.0250,4,-3.08,3.94,3.80,4
63.1,-1.4365,32.0466,4,-2.90,3.98,3.71,4
64.0,-1.4418,32.0647,3,-2.79,4.09,3.92,3
65.0,-1.4516,32.0847,4,-2.87,4.32,3.65,4
66.0,-1.4607,32.1015,3,-3.27,4.62,3.84,4
66.9,-1.4682,32.1178,4,-3.33,4.73,3.68,3
68.1,-1.4766,32.1372,4,-2.94,4.86,3.68,4
69.0,-1.4843,32.1542,3,-2.99,4.95,3.83,3
70.0,-1.4957,32.1662,4,-2.61,4.97,3.74,4
71.0,-1.5077,32.1787,3,-2.28,4.87,3.76,4
71.9,-1.5138,32.1922,4,-1.56,4.77,3.86,3
73.0,-1.5174,32.2049,4,-1.83,4.65,3.83,4
74.0,-1.5084,32.2238,3,-1.73,5.09,4.16,3
75.0,-1.5091,32.2365,4,-2.12,5.12,3.78,4
76.0,-1.5228,32.2493,3,-2.36,5.09,3.89,4
76.9,-1.5211,32.2641,4,-2.89,5.34,3.90,3
78.0,-1.5213,32.2805,4,-3.15,5.36,3.72,4
79.0,-1.5225,32.2893,3,-2.63,5.89,3.88,3
80.0,-1.5118,32.3008,4,-3.36,5.87,3.78,4
80.9,-1.4924,32.3152,3,-2.79,5.71,3.56,4
81.9,-1.5139,32.3275,4,-2.85,6.27,3.88,3
83.0,-1.5267,32.3409,4,-2.80,6.35,3.78,4
84.0,-1.5268,32.3494,3,-2.95,6.74,3.70,3
85.0,-1.5288,32.3621,4,-3.40,6.50,3.63,4
86.1,-1.5321,32.3736,4,-3.43,6.06,3.39,4
87.0,-1.5350,32.3846,3,-3.49,6.04,3.58,3
88.0,-1.5369,32.3921,4,-3.14,6.23,3.55,4
89.0,-1.5401,32.4071,3,-2.77,6.35,3.42,4
89.9,-1.5327,32.4213,4,-3.29,6.14,3.47,3
91.0,-1.5350,32.4342,4,-3.03,6.07,3.55,4
92.0,-1.5390,32.4456,3,-3.13,6.17,3.32,3
93.0,-1.5427,32.4596,4,-3.03,5.77,3.39,4
94.1,-1.5398,32.4717,4,-2.91,5.45,3.38,4
95.1,-1.5385,32.4855,3,-3.23,5.42,3.46,3
96.0,-1.5404,32.4967,4,-3.44,5.60,3.34,4
97.0,-1.5424,32.5090,3,-3.57,5.36,3.27,3
98.0,-1.5448,32.5194,4,-3.29,5.14,3.06,4
99.1,-1.5475,32.5318,4,-3.29,4.91,3.19,4
100.0,-1.5474,32.5406,3,-3.54,4.83,3.23,3
101.0,-1.5459,32.5491,4,-3.75,5.13,3.15,4
101.9,-1.5246,32.5588,3,-3.38,5.32,3.17,4
102.9,-1.5112,32.5709,4,-3.48,5.15,2.96,3
104.0,-1.4861,32.5840,4,-3.52,5.32,2.81,4
105.0,-1.4751,32.5992,3,-3.89,5.76,3.13,3
106.0,-1.4747,32.6102,4,-3.97,5.86,3.22,4
107.1,-1.4788,32.6237,4,-3.66,5.78,3.23,4
108.0,-1.4818,32.6323,3,-3.67,6.14,3.03,3
109.0,-1.4806,32.6468,4,-3.67,6.11,3.24,4
109.9,-1.4849,32.6568,3,-3.88,5.58,3.27,4
110.9,-1.4852,32.6694,4,-3.33,5.59,3.09,3
112.0,-1.4780,32.6849,4,-3.78,5.42,3.14,4
113.0,-1.4836,32.6971,3,-3.67,5.53,3.14,3
114.0,-1.5145,32.7099,4,-3.58,5.63,3.11,4
115.1,-1.5369,32.7242,4,-3.49,5.60,3.09,4
116.0,-1.5419,32.7376,3,-3.11,6.01,3.22,3
117.0,-1.5364,32.7525,4,-3.70,6.17,3.13,4
118.1,-1.5029,32.7717,4,-3.21,6.25,3.26,4
119.0,-1.5033,32.7887,3,-3.60,6.83,3.15,3
120.0,-1.5010,32.8028,4,-4.09,6.51,3.36,4
121.0,-1.4987,32.8212,3,-4.33,5.95,3.14,4
121.9,-1.4962,32.8387,4,-4.24,5.87,3.05,3
