2016,30.75161,-176.3849,82.8872,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.8,-1.6501,30.1662,14,1.02,2.30,1.85,14
8.0,-1.6502,30.1665,4,0.37,1.98,-2.66,4
9.0,-1.6499,30.1665,4,0.65,1.51,-2.93,4
10.0,-1.6501,30.1668,4,0.35,1.80,-2.98,4
11.0,-1.6500,30.1668,4,0.48,1.39,-2.06,4
11.9,-1.6498,30.1667,4,0.98,1.18,-1.61,4
12.9,-1.6498,30.1669,4,1.37,1.30,-0.30,4
13.9,-1.6497,30.1671,4,1.05,1.50,-0.33,4
15.0,-1.6497,30.1675,5,1.47,1.47,0.07,5
16.1,-1.6495,30.1676,4,1.21,1.14,0.02,4
17.1,-1.6496,30.1680,4,0.79,1.40,-1.11,4
18.1,-1.6496,30.1682,4,0.40,0.68,-1.04,4
19.1,-1.6496,30.1683,4,0.86,0.91,-0.15,4
20.1,-1.6496,30.1687,4,0.72,0.13,-0.22,4
21.1,-1.6496,30.1691,4,0.57,0.34,-0.52,4
22.1,-1.6496,30.1696,4,0.47,0.60,-0.54,4
23.1,-1.6496,30.1702,4,-0.09,0.45,-0.81,4
24.1,-1.6495,30.1707,4,-0.13,0.20,-1.11,4
25.1,-1.6494,30.1716,4,-0.52,-0.38,-1.36,4
26.1,-1.6494,30.1725,4,0.13,-0.34,-1.72,4
27.1,-1.6495,30.1737,4,0.38,0.16,-1.38,4
28.1,-1.6496,30.1753,4,0.50,0.12,-2.45,4
29.1,-1.6495,30.1778,4,0.61,0.15,-1.13,4
30.0,-1.6491,30.1795,4,0.08,0.09,-1.67,4
31.0,-1.6488,30.1810,4,-0.14,0.08,-1.46,4
32.0,-1.6477,30.1975,4,-0.41,-0.25,-1.88,4
33.0,-1.4913,30.7341,4,-0.61,-0.19,-1.44,4
34.0,-1.2650,31.1364,4,0.08,1.02,-1.85,4
35.0,-1.2372,31.2084,4,0.92,-0.02,-1.01,4
35.9,-1.2168,31.2776,4,3.64,-1.12,-0.60,4
37.0,-1.2368,31.3627,5,6.35,-0.49,-0.39,5
38.1,-1.2396,31.4114,4,7.21,1.30,-0.63,4
39.0,-1.2409,31.4572,4,7.52,2.11,-1.28,4
40.0,-1.2608,31.5051,4,7.44,3.34,-0.81,4
41.0,-1.2858,31.5341,4,6.67,4.27,-1.00,4
42.0,-1.2528,31.5722,4,6.59,4.77,-1.67,4
43.0,-1.2776,31.6095,4,6.32,5.76,-1.94,4
44.0,-1.3152,31.6530,4,5.21,5.96,-2.04,4
45.0,-1.3245,31.6820,4,3.90,4.72,-2.06,4
46.0,-1.3246,31.7078,4,3.06,3.59,-1.76,4
47.0,-1.3285,31.7297,4,2.81,2.31,-2.66,4
48.0,-1.3375,31.7561,4,3.09,1.66,-1.80,4
49.0,-1.3453,31.7839,4,2.62,1.41,-1.77,4
50.0,-1.3697,31.8062,4,2.34,0.85,-2.67,4
50.9,-1.3856,31.8225,4,2.45,1.62,-1.92,4
52.0,-1.3641,31.8545,5,1.39,2.80,-1.56,5
53.1,-1.3893,31.8884,4,0.69,2.61,-2.71,4
54.1,-1.4264,31.9068,4,0.17,2.52,-3.23,4
55.1,-1.4403,31.9221,4,0.33,1.60,-1.52,4
56.1,-1.4216,31.9335,4,0.10,1.52,-2.23,4
57.0,-1.3966,31.9496,4,0.28,0.92,-2.85,4
58.0,-1.4017,31.9641,4,0.40,0.75,-2.41,4
59.0,-1.4185,31.9818,4,0.99,0.94,-1.39,4
59.9,-1.4116,32.0006,4,1.49,1.18,-2.09,4
60.9,-1.4036,32.0240,4,1.78,1.17,-2.77,4
62.0,-1.4121,32.0438,4,1.42,0.39,-2.08,4
63.0,-1.4071,32.0659,4,0.75,0.37,-2.36,4
64.0,-1.4029,32.0857,4,0.32,0.43,-2.54,4
65.0,-1.4046,32.1024,4,-0.30,0.74,-2.51,4
66.0,-1.4187,32.1193,4,-0.21,1.02,-1.83,4
67.0,-1.4243,32.1359,4,-0.16,1.62,-2.65,4
68.0,-1.4382,32.1518,4,-0.06,2.12,-2.55,4
69.0,-1.4566,32.1665,4,0.34,2.37,-2.01,4
70.0,-1.4578,32.1789,4,1.04,2.31,-2.45,4
71.0,-1.4572,32.1890,4,1.18,2.28,-2.20,4
72.0,-1.4433,32.2009,4,1.23,2.21,-1.88,4
73.1,-1.4421,32.2153,4,1.50,1.50,-2.26,4
74.1,-1.4444,32.2292,4,1.02,1.56,-1.97,4
75.1,-1.4450,32.2429,4,0.59,0.59,-2.22,4
76.1,-1.4452,32.2539,4,0.04,0.18,-2.15,4
77.1,-1.4490,32.2645,4,0.18,0.07,-1.76,4
78.1,-1.4532,32.2791,4,0.43,0.57,-1.52,4
79.1,-1.4559,32.2935,4,1.09,0.84,-2.03,4
80.1,-1.4589,32.3081,4,1.32,1.31,-1.74,4
81.0,-1.4601,32.3211,3,1.46,0.97,-1.94,3
81.9,-1.4635,32.3373,4,1.26,0.78,-1.99,4
82.9,-1.4748,32.3565,4,0.66,0.81,-2.38,4
83.9,-1.4944,32.3692,4,0.51,0.53,-1.05,4
84.9,-1.4921,32.3803,4,0.61,0.53,-1.69,4
85.9,-1.4896,32.3923,4,1.09,0.60,-2.14,4
86.9,-1.4915,32.4029,4,1.20,1.00,-1.85,4
87.9,-1.4839,32.4133,4,1.70,1.53,-1.95,4
88.9,-1.4950,32.4242,4,1.88,2.03,-1.38,4
89.9,-1.5106,32.4405,4,1.88,1.93,-1.33,4
90.9,-1.5093,32.4575,4,2.07,1.35,-1.92,4
91.9,-1.5139,32.4713,4,2.18,0.90,-1.65,4
93.0,-1.5094,32.4869,4,2.76,1.11,-1.71,4
94.0,-1.5080,32.5032,4,2.96,1.95,-1.28,4
95.0,-1.5090,32.5183,4,3.78,2.11,-1.01,4
96.0,-1.5123,32.5326,4,4.14,2.14,-1.31,4
97.0,-1.5165,32.5473,4,3.97,1.43,-0.95,4
98.0,-1.5200,32.5617,4,3.75,1.16,-1.15,4
99.0,-1.5201,32.5778,4,3.26,1.71,-1.43,4
100.0,-1.5230,32.5959,4,3.61,1.72,-1.25,4
101.0,-1.5209,32.6143,4,4.12,1.94,-0.56,4
102.0,-1.5214,32.6298,4,5.27,2.19,-0.88,4
102.9,-1.5303,32.6480,4,6.00,2.10,-0.32,4
103.9,-1.5256,32.6635,4,5.75,1.64,-0.64,4
104.9,-1.5204,32.6767,4,5.93,0.60,-0.64,4
105.9,-1.5193,32.6894,4,5.99,0.67,0.04,4
106.9,-1.5187,32.7029,4,5.86,0.68,-0.56,4
107.9,-1.5312,32.7148,4,6.18,1.16,-0.62,4
109.0,-1.5318,32.7297,5,6.49,1.31,-0.29,5
110.0,-1.5298,32.7451,3,6.17,1.59,-0.44,3
110.9,-1.5307,32.7593,4,6.39,1.91,-0.95,4
112.0,-1.5335,32.7775,5,6.70,2.19,-0.32,5
113.1,-1.5284,32.7959,4,6.97,2.49,-0.94,4
114.1,-1.5245,32.8083,4,7.56,2.61,-0.66,4
115.1,-1.5206,32.8188,4,7.92,2.22,-0.29,4
116.0,-1.5172,32.8348,4,8.12,1.67,-0.33,4
117.0,-1.5139,32.8546,4,7.04,0.39,-0.14,4
118.0,-1.5083,32.8762,4,6.64,-0.17,-0.65,4
119.0,-1.4957,32.9007,4,6.43,-0.36,-0.27,4
120.0,-1.4891,32.9291,4,6.26,0.53,-0.74,4
121.0,-1.4837,32.9527,4,6.56,1.00,-0.48,4
122.0,-1.4748,32.9807,4,6.56,2.28,-0.90,4
122.9,-1.4639,33.0115,4,5.42,1.81,-0.31,4
123.9,-1.4476,33.0517,4,4.71,0.72,-1.16,4
124.9,-1.4266,33.0901,4,3.97,-0.15,-0.84,4
125.9,-1.3908,33.1293,4,1.89,-0.37,-1.56,4
127.0,-1.3614,33.1802,4,0.95,-0.12,-2.27,4
128.0,-1.3166,33.2332,4,-0.40,0.58,-2.27,4
128.9,-1.2962,33.2804,4,-0.33,0.12,-1.37,4
130.0,-1.2800,33.3370,5,0.11,0.12,-1.58,5
131.1,-1.2595,33.3914,4,0.71,0.38,-1.47,4
132.1,-1.2487,33.4253,4,0.60,0.33,-2.15,4
133.0,-1.2426,33.4546,3,0.22,1.02,-2.31,3
133.9,-1.2422,33.4804,4,0.38,1.12,-2.51,4
