2015,331.50152,174.3540,82.5415,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.4,-1.6009,29.2682,2,NaN,NaN,NaN,2
7.9,-1.6010,29.2691,5,-1.93,3.34,-4.41,5
8.9,-1.6011,29.2710,4,-2.10,4.52,-1.56,4
9.9,-1.6009,29.2720,4,-1.73,3.34,-1.66,4
10.9,-1.6009,29.2723,4,-1.42,3.94,-1.45,4
12.0,-1.6010,29.2743,4,-1.42,4.20,-1.38,4
13.0,-1.6013,29.2816,4,-0.78,4.67,-1.49,4
14.0,-1.6013,29.2890,4,0.03,4.64,-1.15,4
15.0,-1.6012,29.2919,4,0.53,4.37,-1.44,4
16.1,-1.6009,29.3031,4,-0.74,3.86,-1.67,4
17.1,-1.6008,29.3128,4,-1.48,3.32,-1.58,4
18.0,-1.6007,29.3151,3,-0.98,3.39,-1.29,3
18.9,-1.6007,29.3155,4,-1.65,3.67,-1.37,4
19.9,-1.6007,29.3160,4,-1.86,3.66,-1.39,4
21.0,-1.6006,29.3167,4,-1.73,3.65,-1.58,4
22.0,-1.6002,29.3188,4,-1.95,4.11,-1.48,4
23.0,-1.5991,29.3254,4,-1.30,4.18,-1.67,4
24.1,-1.5987,29.3280,4,-0.22,4.14,-2.07,4
25.1,-1.5977,29.3327,4,1.24,4.13,-1.93,4
26.0,-1.5974,29.3346,3,1.40,3.46,-1.99,3
26.9,-1.5969,29.3391,4,1.11,3.46,-1.90,4
27.9,-1.5968,29.3408,4,1.47,3.70,-2.01,4
29.0,-1.5966,29.3412,4,1.43,3.66,-2.48,4
30.0,-1.5945,29.3515,4,2.15,3.41,-2.52,4
31.1,-1.5717,29.4286,4,2.50,2.01,-2.70,4
32.1,-1.5099,29.7019,4,3.11,1.16,-3.05,4
33.0,-1.2423,30.6105,3,0.00,0.63,-2.47,3
33.9,-1.1596,30.7771,4,1.05,1.26,-2.24,4
34.9,-1.2718,30.9036,4,0.03,2.50,-2.21,4
36.0,-1.2945,30.9509,4,-0.21,2.15,-1.93,4
37.0,-1.3059,30.9916,4,0.98,1.46,-2.06,4
38.1,-1.3018,31.0345,4,0.88,0.62,-1.76,4
39.0,-1.3012,31.0653,3,1.64,0.40,-2.10,3
39.9,-1.3203,31.0952,4,1.73,1.34,-1.95,4
40.9,-1.3617,31.1503,4,1.34,2.27,-1.77,4
42.0,-1.3831,31.1774,4,0.24,3.26,-1.42,4
43.0,-1.4103,31.2043,4,0.00,3.77,-1.17,4
44.1,-1.4247,31.2289,4,-0.44,4.36,-1.05,4
45.0,-1.4276,31.2553,3,-0.35,4.25,-1.01,3
45.9,-1.4179,31.2897,4,-0.21,3.36,-0.85,4
47.0,-1.3638,31.3316,4,-0.79,2.60,-1.02,4
48.0,-1.3753,31.3739,4,-0.68,1.98,-1.16,4
49.1,-1.4147,31.4116,4,-0.79,1.77,-1.16,4
50.1,-1.3446,31.4569,4,0.28,1.30,-1.21,4
51.0,-1.2981,31.4922,3,0.24,1.52,-1.11,3
51.9,-1.3505,31.5195,4,0.39,1.69,-1.31,4
53.0,-1.3951,31.5505,4,0.81,2.76,-1.64,4
54.0,-1.4471,31.5868,4,1.49,3.41,-1.82,4
55.1,-1.4006,31.6327,4,0.09,3.35,-1.65,4
56.0,-1.4168,31.6671,3,-1.39,2.83,-1.32,3
56.9,-1.4140,31.7044,4,-1.55,1.72,-1.60,4
58.0,-1.4543,31.7526,4,-1.43,1.23,-1.78,4
59.0,-1.4126,31.7919,4,-2.77,0.61,-1.49,4
60.1,-1.3702,31.8226,4,-2.86,0.26,-1.23,4
61.0,-1.4527,31.8497,3,-3.80,0.40,-1.17,3
61.9,-1.4635,31.8697,4,-3.82,0.70,-1.38,4
62.9,-1.4604,31.8907,4,-4.01,1.15,-1.32,4
64.0,-1.4773,31.9184,4,-3.43,1.14,-1.77,4
65.0,-1.4796,31.9422,4,-3.17,1.37,-1.54,4
66.1,-1.5152,31.9618,4,-3.75,1.65,-1.54,4
67.0,-1.5321,31.9800,3,-3.53,1.97,-1.30,3
67.9,-1.5098,31.9986,4,-3.59,2.12,-1.53,4
68.9,-1.4737,32.0234,4,-3.48,2.41,-1.34,4
70.0,-1.4967,32.0476,4,-2.86,2.15,-1.63,4
71.0,-1.5292,32.0699,4,-3.06,2.11,-1.75,4
72.1,-1.5483,32.0907,4,-3.04,1.86,-1.36,4
73.0,-1.5563,32.1082,3,-3.44,1.41,-1.69,3
73.9,-1.5515,32.1243,4,-3.84,1.42,-1.80,4
75.0,-1.5426,32.1379,4,-3.79,1.20,-1.71,4
76.0,-1.5584,32.1510,4,-4.15,1.37,-1.64,4
77.1,-1.5695,32.1685,4,-3.81,1.53,-1.78,4
78.0,-1.5710,32.1824,3,-3.65,1.64,-1.71,3
78.9,-1.5664,32.1957,4,-3.08,1.27,-1.90,4
80.0,-1.5526,32.2121,4,-2.94,1.22,-1.86,4
81.0,-1.5468,32.2294,4,-2.83,1.22,-1.81,4
82.1,-1.5384,32.2496,4,-2.54,1.27,-1.56,4
83.1,-1.5325,32.2710,4,-2.62,1.35,-1.83,4
84.0,-1.5286,32.2902,3,-2.75,1.62,-1.52,3
85.0,-1.5245,32.3049,4,-2.53,1.67,-1.66,4
86.0,-1.5280,32.3176,4,-2.45,1.51,-1.50,4
87.1,-1.5283,32.3360,4,-2.47,1.51,-1.75,4
88.1,-1.5266,32.3525,4,-2.72,1.78,-0.83,4
89.0,-1.5298,32.3657,3,-2.94,1.56,-1.90,3
89.9,-1.5196,32.3829,4,-2.46,1.95,-1.51,4
91.0,-1.5134,32.4038,4,-1.71,1.65,-1.71,4
92.0,-1.5187,32.4218,4,-1.62,2.03,-1.54,4
93.1,-1.5117,32.4464,4,-1.81,2.44,-1.55,4
94.0,-1.5310,32.4643,3,-1.81,2.65,-1.46,3
94.9,-1.5214,32.4798,4,-1.92,2.46,-1.15,4
