2016,1.00156,179.0322,82.6056,253
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.1,-1.5941,29.8333,6,-11.52,14.44,-5.00,5
8.0,-1.5939,29.8333,6,-11.60,14.77,-0.35,6
9.1,-1.5939,29.8335,5,-11.19,13.73,0.66,5
10.1,-1.5936,29.8337,5,-12.37,13.58,0.39,5
11.1,-1.5937,29.8340,5,-11.60,13.73,0.38,5
12.0,-1.5934,29.8341,4,-11.24,14.36,0.59,4
12.9,-1.5936,29.8347,5,-11.57,15.65,0.57,5
14.0,-1.5933,29.8349,5,-12.15,15.62,0.85,5
15.0,-1.5933,29.8354,5,-11.07,15.60,0.40,5
16.0,-1.5935,29.8360,5,-9.92,14.75,0.61,5
17.0,-1.5934,29.8367,5,-9.08,15.57,1.20,5
18.1,-1.5933,29.8377,5,-8.34,15.14,0.79,5
19.0,-1.5933,29.8387,4,-8.88,15.09,0.93,4
20.0,-1.5918,29.8417,5,-8.34,15.26,1.44,5
21.0,-1.5836,29.8532,5,-8.77,15.70,1.46,5
22.0,-1.5734,29.8720,4,-8.64,13.78,0.92,4
23.0,-1.5529,29.9148,5,-9.09,12.14,1.07,5
24.0,-1.5224,29.9830,4,-6.68,10.17,1.07,4
25.0,-1.4973,30.0373,5,-4.90,6.97,1.04,5
26.0,-1.4494,30.1530,4,-3.00,3.46,0.77,4
27.0,-1.3717,30.3119,5,-3.00,-1.26,-0.03,5
28.0,-1.3030,30.4559,4,-3.97,-4.88,0.36,4
29.0,-1.1669,30.7624,5,-2.60,-7.56,0.47,5
30.0,-1.0605,31.0472,4,-1.79,-7.50,-0.31,4
31.0,-1.0415,31.1472,4,-2.52,-5.97,0.01,4
31.9,-1.0385,31.1943,5,-2.16,-4.65,0.32,5
33.0,-1.0396,31.2060,5,-1.40,-3.70,-0.48,5
34.0,-1.0446,31.2425,5,-1.06,-2.18,-0.02,5
35.0,-1.0714,31.3005,6,-0.25,0.54,0.34,6
36.0,-1.1334,31.3626,5,0.42,2.66,-0.02,5
37.0,-1.1574,31.4058,5,1.80,3.45,0.53,5
38.0,-1.2000,31.4517,6,3.02,1.96,0.78,6
39.1,-1.2237,31.4861,5,2.48,-0.28,0.28,5
40.1,-1.2302,31.5354,5,1.07,-2.80,0.44,5
41.0,-1.2407,31.5576,4,-0.14,-3.65,-0.57,4
41.9,-1.2532,31.5763,5,-0.76,-3.82,-0.24,5
43.0,-1.2679,31.6016,5,-0.03,-2.96,0.14,5
44.0,-1.2720,31.6274,5,0.85,-2.65,0.56,5
45.0,-1.2770,31.6526,5,0.54,-3.66,0.45,5
46.0,-1.2974,31.6838,4,-0.82,-4.66,-0.54,4
47.0,-1.3165,31.7097,5,-2.88,-5.18,-1.12,5
48.0,-1.3177,31.7374,4,-2.86,-5.05,-0.85,4
48.9,-1.3255,31.7591,5,-2.67,-5.97,-0.75,5
50.0,-1.3393,31.7816,5,-2.69,-4.80,-0.11,5
51.1,-1.3461,31.8227,5,-2.85,-5.40,-0.69,5
52.1,-1.3406,31.8371,4,-3.07,-6.26,-1.98,4
53.0,-1.3464,31.8492,5,-1.98,-5.07,-0.81,5
54.0,-1.3479,31.8621,5,0.37,-4.19,0.31,5
55.0,-1.3481,31.9051,6,2.68,-3.91,-0.56,6
56.0,-1.3555,31.9296,5,1.52,-3.16,1.87,5
56.9,-1.3517,31.9452,5,0.29,-3.21,-0.60,5
58.0,-1.3525,31.9499,5,-1.67,-2.52,-0.43,5
59.0,-1.3566,31.9503,4,-1.57,-1.63,-1.48,4
60.0,-1.3557,31.9679,5,-1.55,-1.04,-0.88,5
61.0,-1.3625,31.9897,4,-1.53,-0.68,-1.71,4
61.9,-1.3835,32.0175,5,-1.81,-0.09,-0.66,5
62.9,-1.3787,32.0470,5,-0.65,-0.70,-0.43,5
63.9,-1.3934,32.0566,5,0.18,-0.37,-0.37,5
65.0,-1.4160,32.0722,5,-0.18,0.45,-0.93,5
66.1,-1.4142,32.0871,5,0.15,-0.18,-0.90,5
67.1,-1.4120,32.0945,5,0.28,-1.21,-0.20,5
68.1,-1.4149,32.1136,5,0.65,-2.86,-1.25,5
69.0,-1.4203,32.1301,5,0.79,-2.87,-0.13,5
70.0,-1.4270,32.1496,5,0.73,-2.23,-0.94,5
71.0,-1.4339,32.1632,5,1.08,-2.10,-1.41,5
72.1,-1.4424,32.1760,5,1.02,-3.09,-0.86,5
73.0,-1.4360,32.1837,5,1.83,-3.85,-0.81,5
74.0,-1.4387,32.1955,5,3.50,-4.37,-0.64,5
75.0,-1.4444,32.2222,5,3.23,-4.39,-0.98,5
76.0,-1.4461,32.2311,5,3.36,-3.39,-1.08,5
77.0,-1.4505,32.2403,5,3.83,-3.46,-0.21,5
78.0,-1.4528,32.2510,5,3.59,-3.95,-1.20,5
79.0,-1.4548,32.2632,5,2.78,-3.60,-0.21,5
80.0,-1.4568,32.2725,5,2.34,-1.78,-0.76,5
81.0,-1.4598,32.2828,5,1.38,0.46,-0.84,5
82.0,-1.4636,32.2953,5,0.69,1.43,-1.07,5
82.9,-1.4621,32.3076,5,-0.32,1.53,0.30,6
83.9,-1.4626,32.3230,5,0.05,0.65,-1.67,4
84.9,-1.4646,32.3423,5,-0.13,-0.66,-1.05,5
86.0,-1.4698,32.3647,5,0.96,-1.25,-1.04,5
87.0,-1.4719,32.3794,4,1.25,-0.87,-1.36,4
87.9,-1.4736,32.3878,5,1.80,-0.10,-0.71,5
89.0,-1.4759,32.4004,6,1.92,0.69,-1.11,6
90.1,-1.4786,32.4196,5,2.95,0.77,0.28,5
91.1,-1.4855,32.4359,5,3.32,0.73,-1.04,5
92.0,-1.4903,32.4490,4,2.98,0.43,-0.92,4
93.0,-1.4964,32.4629,5,2.75,0.34,-0.81,5
94.0,-1.4988,32.4754,5,2.39,0.45,-0.91,5
95.1,-1.5028,32.4826,5,2.29,1.19,-1.49,5
