2015,303.25149,172.2379,81.8563,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.4,-1.5995,29.2748,2,NaN,NaN,NaN,2
8.0,-1.5995,29.2754,5,2.10,1.76,-4.34,5
9.1,-1.5994,29.2752,4,1.73,1.31,-2.95,4
10.1,-1.5993,29.2750,4,2.59,2.02,-2.18,4
11.1,-1.5994,29.2750,4,2.62,1.48,-2.19,4
12.1,-1.5996,29.2755,4,2.32,1.09,-2.09,4
13.0,-1.5994,29.2755,3,2.01,1.54,-2.72,3
13.9,-1.5993,29.2755,4,2.31,1.38,-3.04,4
14.9,-1.5996,29.2760,4,2.35,1.33,-2.87,4
15.9,-1.5996,29.2762,4,2.41,1.65,-3.49,4
17.0,-1.5994,29.2762,4,2.72,0.53,-3.44,4
18.0,-1.5995,29.2763,4,2.54,0.81,-3.46,4
19.0,-1.5995,29.2767,4,1.72,0.61,-3.01,4
20.0,-1.5993,29.2770,4,1.66,0.57,-2.44,4
21.1,-1.5993,29.2776,4,0.85,0.51,-2.40,4
22.1,-1.5993,29.2780,4,0.64,-0.01,-2.27,4
23.0,-1.5994,29.2786,3,0.50,0.02,-2.19,3
23.9,-1.5988,29.2812,4,0.32,0.13,-2.09,4
24.9,-1.5985,29.2833,4,0.22,0.13,-2.06,4
26.0,-1.5978,29.2860,4,0.24,0.32,-1.93,4
27.0,-1.5966,29.2920,4,0.27,0.34,-2.23,4
28.0,-1.5950,29.2974,4,1.28,0.50,-2.03,4
29.0,-1.5931,29.3018,4,1.79,0.69,-2.15,4
30.1,-1.5903,29.3090,4,2.37,0.50,-2.39,4
31.1,-1.5717,29.3707,4,2.05,0.08,-2.27,4
32.0,-1.4690,29.8468,3,1.76,0.13,-2.23,3
32.9,-1.3782,30.2118,4,1.21,-1.43,-1.73,4
33.9,-1.3161,30.3519,4,2.07,-1.52,-2.32,4
35.0,-1.3117,30.4507,4,1.41,-1.55,-2.51,4
36.0,-1.3269,30.5268,4,1.54,-1.80,-2.06,4
37.0,-1.3397,30.5754,4,1.31,-1.38,-2.39,4
38.1,-1.3596,30.6382,4,1.15,-0.97,-2.25,4
39.0,-1.3719,30.6856,3,1.28,-0.99,-2.26,3
39.9,-1.3632,30.7410,4,1.41,-0.52,-2.33,4
40.9,-1.3419,30.8014,4,-0.00,-0.35,-2.65,4
42.0,-1.3090,30.8624,4,-0.68,0.60,-2.50,4
43.0,-1.2271,30.9182,4,-0.52,2.18,-2.91,4
44.1,-1.2189,30.9587,4,-1.14,2.74,-2.97,4
45.1,-1.2365,31.0047,4,-0.93,2.18,-2.89,4
46.0,-1.2514,31.0481,3,-0.73,1.19,-2.57,3
46.9,-1.2757,31.0913,4,0.66,0.54,-2.46,4
48.0,-1.2837,31.1474,4,1.27,0.70,-2.50,4
49.0,-1.1848,31.2143,4,1.30,0.17,-2.31,4
50.0,-1.1886,31.2758,4,0.30,1.15,-2.39,4
51.1,-1.1746,31.3290,4,-0.18,1.26,-2.43,4
52.0,-1.1902,31.3564,3,-0.83,0.66,-2.62,3
52.9,-1.2125,31.3793,4,-0.40,-0.58,-2.45,4
53.9,-1.2175,31.4075,4,-0.14,-0.31,-2.23,4
55.0,-1.2180,31.4408,4,0.34,0.50,-2.28,4
56.0,-1.2219,31.4747,4,0.07,1.14,-2.36,4
57.1,-1.3032,31.5032,4,-0.18,1.72,-2.37,4
58.0,-1.5374,31.5249,3,-0.58,1.34,-2.27,3
58.9,-1.5413,31.5494,4,-0.88,0.62,-2.05,4
59.9,-1.5435,31.5880,4,-0.91,0.07,-1.97,4
61.0,-1.5331,31.6274,4,-0.86,-0.36,-1.83,4
62.0,-1.5237,31.6638,4,-1.16,-0.97,-1.89,4
63.1,-1.5056,31.6984,4,-1.42,-1.20,-1.81,4
64.0,-1.5225,31.7220,3,-1.34,-0.73,-1.98,3
64.9,-1.5246,31.7376,4,-1.40,-0.58,-1.99,4
66.0,-1.4959,31.7586,4,-0.94,-1.20,-1.58,4
67.0,-1.5065,31.7800,4,-1.20,-0.59,-1.71,4
68.1,-1.5231,31.8014,4,-0.98,-0.69,-1.87,4
69.0,-1.5243,31.8183,3,-0.80,-0.14,-1.80,3
69.9,-1.5285,31.8358,4,-1.13,-0.12,-1.77,4
70.9,-1.5336,31.8569,4,-0.83,-0.55,-2.07,4
72.0,-1.5306,31.8744,4,-1.05,-0.61,-1.92,4
73.0,-1.4932,31.9030,4,-1.50,-0.30,-1.77,4
74.1,-1.5021,31.9329,4,-1.42,-0.22,-1.96,4
75.0,-1.4943,31.9634,3,-1.28,-0.25,-2.14,3
75.9,-1.5124,31.9916,4,-1.52,-0.02,-2.00,4
77.0,-1.5212,32.0172,4,-2.02,0.05,-1.90,4
78.0,-1.5077,32.0421,4,-2.17,-1.15,-1.90,4
79.1,-1.5172,32.0582,4,-2.15,-1.03,-2.09,4
80.0,-1.5150,32.0722,3,-2.64,-2.54,-1.67,3
80.9,-1.5280,32.0951,4,-3.18,-3.05,-1.78,4
82.0,-1.5286,32.1261,4,-3.36,-2.87,-1.92,4
83.0,-1.5276,32.1437,4,-2.54,-2.94,-1.98,4
84.0,-1.5306,32.1594,4,-2.47,-3.08,-1.94,4
85.1,-1.5293,32.1842,4,-2.36,-2.83,-1.91,4
86.0,-1.5221,32.2040,3,-2.00,-2.39,-2.17,3
86.9,-1.5306,32.2260,4,-2.34,-2.08,-2.04,4
88.0,-1.5264,32.2570,4,-2.09,-2.23,-2.11,4
89.0,-1.5183,32.2812,4,-1.37,-2.48,-2.18,4
90.1,-1.5197,32.3011,4,-0.99,-2.50,-2.11,4
91.0,-1.4951,32.3203,3,-0.83,-2.21,-2.33,3
91.9,-1.4851,32.3405,4,-0.48,-2.47,-2.36,4
93.0,-1.5078,32.3634,4,0.16,-2.01,-2.21,4
94.0,-1.5008,32.3803,4,0.34,-1.68,-2.33,4
95.1,-1.4729,32.3996,4,0.75,-1.71,-2.40,4
96.0,-1.4877,32.4162,3,0.54,-1.03,-2.28,3
96.9,-1.4863,32.4359,4,0.81,-1.54,-2.15,4
