2015,259.75142,167.8866,80.6945,165
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
62.4,-1.5915,31.9180,3,NaN,NaN,NaN,2
63.0,-1.6044,31.9320,13,-1.46,-4.92,-2.29,13
64.0,-1.6092,31.9500,11,1.00,-4.66,-2.39,11
65.0,-1.6093,31.9668,11,2.48,-4.80,-1.94,11
66.0,-1.6022,31.9854,11,1.09,-5.22,-2.31,11
67.0,-1.6102,32.0052,12,-2.03,-4.99,-2.36,12
68.0,-1.6114,32.0238,12,-0.43,-5.06,-1.77,12
69.0,-1.6245,32.0391,11,-0.50,-6.09,-2.10,11
70.0,-1.6163,32.0551,10,-2.23,-5.35,-1.86,10
71.0,-1.6195,32.0694,11,-1.89,-6.33,-2.27,11
72.0,-1.6195,32.0827,13,-0.36,-6.00,-1.67,13
73.0,-1.6222,32.0951,13,-0.45,-6.24,-2.00,13
74.0,-1.6258,32.1075,12,-1.65,-6.16,-1.64,12
75.0,-1.6342,32.1218,10,-4.19,-6.22,-2.24,10
76.0,-1.6322,32.1369,12,-4.22,-6.16,-1.71,12
77.0,-1.6218,32.1526,14,-2.31,-5.82,-1.42,14
78.0,-1.6136,32.1684,12,-1.22,-6.95,-1.63,12
79.0,-1.5958,32.1868,12,-0.07,-6.36,-1.45,12
80.0,-1.5818,32.2036,11,-1.50,-6.26,-1.76,11
81.0,-1.5750,32.2225,11,-1.59,-5.97,-1.62,11
82.0,-1.5732,32.2424,11,-3.78,-6.39,-1.53,11
83.0,-1.5715,32.2679,13,-3.95,-6.22,-1.38,13
84.0,-1.5700,32.2921,12,-3.16,-6.63,-1.91,12
85.0,-1.5740,32.3132,14,-4.02,-6.19,-1.40,14
86.0,-1.5710,32.3316,13,-3.90,-5.88,-1.35,13
87.0,-1.5647,32.3466,10,-3.13,-6.33,-1.70,10
88.0,-1.5515,32.3678,11,-1.76,-6.33,-1.84,11
89.0,-1.5416,32.3876,12,1.29,-6.80,-1.47,12
90.0,-1.5330,32.4099,10,0.55,-7.22,-1.80,10
91.0,-1.5232,32.4364,9,-2.63,-6.30,-2.37,9
92.0,-1.4950,32.4700,9,-5.49,-6.84,-2.32,9
93.0,-1.5098,32.4983,11,-4.16,-6.63,-1.77,11
93.9,-1.5092,32.5267,10,-0.69,-7.19,-1.87,10
95.0,-1.5104,32.5520,8,-0.70,-7.58,-2.13,8
96.0,-1.5033,32.5885,7,-1.97,-7.84,-2.83,7
97.0,-1.4943,32.6202,6,-3.33,-8.57,-2.35,6
97.9,-1.4993,32.6383,7,-3.13,-8.90,-2.64,7
99.0,-1.4969,32.6818,8,-1.24,-8.74,-2.18,8
100.0,-1.4997,32.7257,8,0.25,-7.57,-2.39,8
101.0,-1.4777,32.7533,7,-1.10,-7.58,-2.21,7
102.0,-1.4360,32.7921,8,-1.99,-6.81,-2.79,8
103.0,-1.4032,32.8470,8,-2.57,-7.62,-2.68,8
104.0,-1.3864,32.8978,10,-2.25,-7.86,-2.39,10
105.0,-1.3364,32.9560,10,-1.07,-7.45,-2.73,10
106.0,-1.2804,33.0328,13,0.64,-5.82,-2.38,13
107.0,-1.2476,33.1320,10,3.18,-6.67,-2.18,10
108.0,-1.2224,33.2088,9,5.03,-5.66,-2.81,9
109.0,-1.1972,33.2808,12,0.88,-4.65,-2.28,12
110.0,-1.1941,33.3282,14,-0.86,-2.21,-1.75,14
111.0,-1.1711,33.3793,18,3.05,-1.76,-1.44,18
112.0,-1.1406,33.4357,16,0.84,-1.56,-0.95,16
113.0,-1.1265,33.4722,15,0.60,-1.79,-1.35,15
114.0,-1.1149,33.5119,14,1.05,-1.78,-1.72,14
115.0,-1.0986,33.5813,15,2.75,-1.33,-1.59,15
116.0,-1.0934,33.6358,17,0.05,-0.25,-1.78,17
117.0,-1.0852,33.6707,23,0.23,0.12,-1.47,23
118.0,-1.0863,33.7075,19,3.02,0.02,-1.80,19
119.0,-1.1178,33.7512,19,0.73,0.06,-1.68,19
120.3,-1.1455,33.8126,12,-0.03,1.21,-1.24,24
121.0,-1.1421,33.8282,24,0.72,1.89,-0.96,24
122.0,-1.1375,33.8434,23,0.55,2.17,-0.93,23
123.0,-1.1173,33.8686,16,3.69,1.15,-1.60,16
124.0,-1.1037,33.8991,17,3.88,0.13,-1.69,17
125.0,-1.1158,33.9260,13,0.25,-0.17,-1.75,13
126.0,-1.1401,33.9555,13,-1.02,-1.63,-2.57,13
127.0,-1.1406,33.9873,12,0.34,-0.71,-1.93,12
128.0,-1.1513,34.0149,12,-1.84,-1.14,-2.62,12
129.0,-1.1476,34.0392,11,-5.34,-1.69,-2.13,11
130.0,-1.1608,34.0648,12,-4.25,-1.81,-2.15,12
131.0,-1.2133,34.0826,11,-0.73,-1.79,-1.90,11
132.0,-1.2298,34.0992,12,1.67,-1.75,-1.93,12
133.0,-1.2519,34.1119,12,-0.95,-0.98,-1.91,12
134.0,-1.2541,34.1263,12,-2.38,-0.65,-2.03,12
135.0,-1.2564,34.1374,13,0.89,-0.64,-1.78,13
136.0,-1.2451,34.1498,13,1.06,-0.96,-2.01,13
137.0,-1.2354,34.1614,12,-0.54,-0.37,-1.76,12
138.0,-1.2268,34.1712,12,-3.73,-0.63,-1.53,12
139.0,-1.2207,34.1817,10,-3.29,-0.47,-2.82,10
140.0,-1.2193,34.1899,12,-3.47,-0.45,-2.13,12
141.0,-1.2141,34.1990,12,0.02,0.09,-1.95,12
142.0,-1.2129,34.2076,13,0.83,-0.44,-1.97,13
143.0,-1.2183,34.2126,12,0.99,-0.72,-2.29,12
144.0,-1.2089,34.2220,12,-1.73,-1.28,-2.19,12
