2016,23.50161,-176.4458,82.6364,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.0,-1.6443,30.0714,7,1.58,-0.13,0.50,7
8.0,-1.6441,30.0713,4,1.05,0.52,-2.65,4
9.0,-1.6442,30.0714,4,1.02,0.33,-2.03,4
10.1,-1.6440,30.0713,4,0.80,-0.09,-1.90,4
11.1,-1.6442,30.0716,4,0.96,0.01,-1.64,4
12.1,-1.6444,30.0718,4,0.94,0.99,-1.48,4
13.1,-1.6441,30.0717,4,0.65,1.33,-2.00,4
14.1,-1.6442,30.0718,4,0.14,1.43,-1.72,4
15.1,-1.6442,30.0721,4,-0.07,1.51,-1.61,4
16.1,-1.6443,30.0725,4,0.22,1.75,-1.63,4
17.1,-1.6443,30.0727,4,-0.20,1.79,-1.45,4
18.1,-1.6443,30.0726,4,0.31,1.94,-1.81,4
19.1,-1.6443,30.0729,4,0.45,1.71,-1.47,4
20.1,-1.6442,30.0731,4,0.43,1.66,-1.39,4
21.0,-1.6443,30.0733,3,0.23,1.86,-1.11,3
21.9,-1.6441,30.0734,4,0.25,1.38,-1.22,4
22.9,-1.6443,30.0739,4,0.31,1.42,-1.19,4
23.9,-1.6442,30.0742,4,0.13,1.52,-0.99,4
25.0,-1.6442,30.0746,4,0.16,1.40,-1.03,4
26.0,-1.6443,30.0758,4,0.08,1.99,-1.34,4
27.0,-1.6442,30.0769,4,0.20,2.15,-1.92,4
28.0,-1.6444,30.0778,4,-0.54,2.21,-1.78,4
29.0,-1.6443,30.0787,4,-0.99,2.79,-1.76,4
30.1,-1.6444,30.0799,4,-1.05,3.20,-1.80,4
31.1,-1.6443,30.0813,4,-1.48,3.35,-1.48,4
32.1,-1.6442,30.0825,4,-1.21,3.76,-1.91,4
33.1,-1.6443,30.0834,4,-0.95,3.98,-1.88,4
34.0,-1.6442,30.0833,3,-1.51,3.66,-1.79,3
34.9,-1.6444,30.0820,4,-0.78,3.68,-2.03,4
35.9,-1.6430,30.0807,4,-0.79,3.67,-2.17,4
37.0,-1.5479,30.3675,4,-0.79,3.40,-2.21,4
38.0,-1.2259,31.0523,4,-0.65,1.36,-1.78,4
39.0,-1.1401,31.1862,4,0.58,3.14,-2.24,4
40.0,-1.1289,31.2534,4,-0.35,4.73,-2.35,4
41.0,-1.1547,31.3130,4,-1.46,5.39,-1.92,4
42.1,-1.1639,31.3528,4,-2.47,5.50,-2.22,4
43.1,-1.2157,31.4153,4,-4.29,5.28,-1.76,4
44.0,-1.2696,31.4695,3,-6.20,3.58,-1.50,3
44.9,-1.2920,31.5123,4,-6.36,2.43,-1.41,4
45.9,-1.2514,31.5455,4,-5.70,2.38,-1.36,4
46.9,-1.2524,31.5763,4,-6.08,2.39,-1.02,4
47.9,-1.2808,31.6079,4,-5.61,1.65,-1.51,4
48.9,-1.2807,31.6274,4,-5.68,0.98,-1.50,4
49.9,-1.2738,31.6539,4,-6.84,0.24,-1.37,4
50.9,-1.2806,31.6770,4,-6.76,0.41,-1.36,4
52.0,-1.3008,31.6972,4,-6.70,0.45,-1.59,4
53.0,-1.3283,31.7261,4,-6.72,1.16,-1.18,4
54.0,-1.3368,31.7610,4,-5.42,1.19,-2.03,4
55.0,-1.3461,31.7790,4,-4.13,2.14,-2.52,4
56.0,-1.3396,31.8011,4,-3.19,1.92,-2.36,4
57.1,-1.3370,31.8267,4,-2.90,2.39,-2.37,4
58.1,-1.3443,31.8565,4,-3.32,2.81,-2.40,4
59.0,-1.3497,31.8764,3,-3.79,3.75,-2.33,3
59.9,-1.3766,31.8980,4,-3.66,4.20,-2.62,4
60.9,-1.3894,31.9200,4,-2.79,4.20,-2.57,4
61.9,-1.3874,31.9423,4,-2.13,4.15,-2.92,4
63.0,-1.3860,31.9573,4,-2.04,4.17,-3.15,4
64.0,-1.3912,31.9718,4,-2.35,4.38,-2.74,4
65.0,-1.3938,31.9937,4,-2.39,4.29,-2.91,4
