2015,272.25144,168.7243,81.2078,246
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.3,-1.5506,28.4080,3,NaN,NaN,NaN,2
7.9,-1.5508,28.4131,5,2.36,10.65,-3.86,5
9.0,-1.5509,28.4154,5,4.22,10.03,-1.44,5
10.0,-1.5511,28.4231,5,5.83,8.62,-0.80,5
11.0,-1.5514,28.4305,6,8.32,7.98,0.99,6
12.1,-1.5515,28.4379,5,9.39,6.87,-0.55,5
13.0,-1.5517,28.4472,5,10.00,5.76,0.46,5
14.0,-1.5514,28.4595,6,11.00,4.23,0.11,6
15.1,-1.5505,28.5063,5,11.05,2.06,0.50,5
16.1,-1.5474,28.5386,5,11.34,0.85,-0.71,5
17.0,-1.5404,28.5911,4,14.55,2.39,1.20,5
18.0,-1.5217,28.7142,5,15.55,2.85,0.52,4
19.0,-1.4699,28.9526,4,12.22,1.06,0.17,4
20.0,-1.1921,29.8907,4,7.25,4.71,0.59,4
20.9,-1.0317,30.2960,4,3.87,7.17,-0.03,4
21.9,-1.0230,30.3655,4,4.95,10.48,0.94,4
22.9,-1.0370,30.4643,4,4.21,12.06,0.42,4
23.9,-1.0460,30.5566,4,2.19,11.16,-0.21,4
24.9,-1.1211,30.6815,4,0.40,10.86,-0.13,4
25.9,-1.1189,30.7797,4,-0.74,11.97,-0.23,4
26.9,-1.1368,30.8645,4,-1.19,11.82,0.06,4
27.9,-1.2898,30.9379,4,-0.12,10.60,-0.41,4
29.0,-1.3835,30.9665,4,0.08,9.59,-0.55,4
30.0,-1.4663,30.9960,4,-0.55,8.84,-0.83,4
31.0,-1.4158,31.0308,4,0.14,8.70,-1.06,4
32.1,-1.3422,31.0773,4,-0.24,7.73,-1.37,4
33.1,-1.3812,31.1209,4,-0.17,7.20,-1.47,4
34.1,-1.3684,31.1576,4,0.65,6.33,-1.42,4
35.0,-1.3910,31.1868,3,0.96,6.35,-1.53,3
35.9,-1.3892,31.2242,4,1.08,6.02,-1.36,4
36.9,-1.3417,31.2558,4,0.55,5.64,-1.70,4
38.0,-1.3831,31.2816,4,-0.19,5.54,-1.93,4
39.0,-1.4130,31.3166,4,-1.05,5.83,-2.17,4
40.0,-1.4132,31.3436,4,-2.24,5.69,-2.18,4
41.1,-1.4656,31.3603,4,-2.61,6.13,-2.32,4
42.1,-1.5217,31.3813,4,-2.34,6.59,-2.34,4
43.0,-1.5923,31.4034,3,-1.44,7.14,-2.31,3
43.9,-1.6015,31.4228,4,-0.95,6.86,-2.31,4
44.9,-1.5997,31.4446,4,0.51,7.48,-2.19,4
46.0,-1.6081,31.4704,4,1.22,7.10,-2.32,4
47.0,-1.6047,31.4910,4,1.06,7.16,-2.42,4
48.0,-1.5884,31.5165,4,1.23,7.94,-2.26,4
49.1,-1.5705,31.5438,4,1.37,7.98,-2.28,4
50.1,-1.5527,31.5760,4,1.46,6.74,-2.51,4
51.0,-1.5740,31.6121,3,1.58,7.12,-2.63,3
51.9,-1.5811,31.6397,4,2.13,6.75,-2.50,4
52.9,-1.5632,31.6731,4,2.28,6.31,-2.42,4
54.0,-1.5650,31.7022,4,2.12,6.44,-2.48,4
55.0,-1.5567,31.7316,4,2.53,6.59,-2.26,4
