2016,41.37662,-175.8542,83.3070,246
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.4,-1.6358,29.8832,5,NaN,NaN,NaN,0
6.8,-1.6359,29.8825,8,1.79,1.42,4.90,14
7.9,-1.6359,29.8842,4,0.99,1.83,3.99,4
8.9,-1.6358,29.8844,4,0.53,1.87,3.99,4
10.0,-1.6358,29.8849,4,0.63,2.61,3.97,4
11.0,-1.6357,29.8855,3,0.39,2.47,4.09,4
11.9,-1.6358,29.8870,4,0.36,2.60,3.10,4
13.0,-1.6357,29.8881,4,0.02,2.81,3.34,3
14.0,-1.6359,29.8891,3,0.01,2.97,3.56,4
15.0,-1.6358,29.8897,4,-1.04,3.22,3.70,4
16.1,-1.6359,29.8906,4,-1.06,3.36,3.80,3
17.0,-1.6358,29.8919,3,-1.13,3.35,4.03,4
18.0,-1.6360,29.8937,4,-1.30,3.59,3.89,3
19.0,-1.6357,29.8950,3,-1.73,3.13,4.04,4
20.0,-1.6357,29.8961,4,-1.83,2.91,3.68,4
21.1,-1.6356,29.8967,4,-1.77,3.45,3.84,3
22.0,-1.6357,29.8974,3,-1.71,3.60,4.14,4
23.0,-1.6355,29.8987,4,-1.44,3.94,4.21,3
24.0,-1.6348,29.9027,3,-2.07,3.75,4.02,4
24.9,-1.6333,29.9146,4,-2.55,3.90,4.19,4
26.0,-1.6313,29.9263,4,-3.90,3.68,4.26,3
27.0,-1.6264,29.9628,3,-4.45,2.33,4.44,4
28.0,-1.6218,29.9907,4,-3.60,-1.77,4.03,4
29.1,-1.5942,30.0647,4,-2.37,-3.56,3.52,3
30.0,-1.5300,30.2191,3,-1.46,-3.05,2.98,4
31.0,-1.5068,30.2961,4,-1.75,-1.06,2.82,3
32.1,-1.4767,30.4126,4,0.17,-1.85,3.37,4
33.0,-1.4348,30.6291,3,-0.87,-1.01,3.77,4
34.0,-1.3937,30.8597,4,-0.11,-2.39,4.19,3
35.1,-1.3724,31.0006,4,-1.13,-4.49,4.07,4
