2016,43.25163,-175.1247,83.3737,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.9,-1.6299,29.7844,11,-0.89,1.08,1.11,101
8.0,-1.6299,29.7845,5,-0.61,1.20,-4.81,5
9.0,-1.6300,29.7848,5,-1.28,1.23,-1.03,5
10.0,-1.6299,29.7846,4,-1.15,1.44,-1.40,4
11.0,-1.6298,29.7843,5,-1.68,0.95,-2.87,5
12.0,-1.6297,29.7843,4,-1.73,1.03,-3.43,4
12.9,-1.6299,29.7845,5,-1.55,1.16,-2.51,5
14.0,-1.6299,29.7846,6,-1.04,1.13,-1.69,6
15.1,-1.6298,29.7846,5,-0.79,1.15,-1.81,5
16.0,-1.6299,29.7850,4,-0.69,0.96,-1.87,4
17.0,-1.6299,29.7851,5,-0.99,0.76,-2.29,5
18.0,-1.6299,29.7853,4,-1.28,0.65,-2.74,4
19.0,-1.6299,29.7856,4,-1.48,0.76,-3.28,4
20.0,-1.6299,29.7858,4,-1.50,1.05,-2.50,4
20.9,-1.6299,29.7861,4,-1.23,1.03,-2.13,4
22.0,-1.6299,29.7866,5,-1.32,1.23,-3.41,5
23.0,-1.6299,29.7872,4,-0.99,1.30,-2.15,4
24.0,-1.6299,29.7878,5,-1.14,1.28,-2.03,5
25.0,-1.6299,29.7886,5,-0.90,1.19,-1.92,5
26.1,-1.6299,29.7894,4,-0.61,1.24,-2.56,4
27.0,-1.6298,29.7908,4,-0.54,1.04,-2.92,4
28.0,-1.6299,29.7926,4,-0.26,1.02,-2.45,4
28.9,-1.6296,29.7982,4,-0.30,1.20,-3.11,4
30.0,-1.6282,29.8088,5,-0.84,2.31,-2.61,5
31.0,-1.6243,29.8330,5,-0.78,2.02,-1.69,5
32.0,-1.5811,30.1619,4,-0.71,1.33,-2.19,4
32.9,-1.4369,30.6982,4,-3.01,1.04,-2.38,4
34.0,-1.3909,30.9109,5,-2.88,1.22,-2.93,5
35.1,-1.3584,31.0850,4,-2.66,1.64,-2.31,4
36.1,-1.3553,31.1897,4,-2.21,2.40,-2.73,4
37.0,-1.3824,31.2556,4,-3.24,2.96,-3.00,4
38.0,-1.3987,31.3039,5,-3.69,2.31,-1.46,5
39.0,-1.4080,31.3367,4,-3.93,1.28,-1.84,4
40.0,-1.3935,31.3647,4,-3.63,0.55,-2.18,4
41.0,-1.3762,31.4222,5,-3.12,0.42,-1.56,5
42.1,-1.3584,31.4829,4,-3.24,0.08,-2.40,4
43.1,-1.3857,31.5226,4,-2.94,-0.19,-1.84,4
44.1,-1.4259,31.5572,4,-2.48,-0.29,-2.31,4
45.1,-1.4279,31.5892,4,-2.49,0.12,-2.27,4
46.0,-1.4150,31.6138,4,-2.50,0.00,-1.62,4
47.0,-1.3730,31.6543,5,-2.54,-0.28,-0.63,5
48.0,-1.3737,31.6975,4,-2.21,-0.41,-1.77,4
49.0,-1.3750,31.7398,4,-2.56,-0.66,-1.40,4
50.0,-1.3695,31.7764,4,-2.96,-1.00,-1.75,4
51.0,-1.3716,31.8047,4,-3.36,-0.49,-1.25,4
51.9,-1.3986,31.8241,4,-3.75,0.18,-2.28,4
52.9,-1.3790,31.8473,5,-4.02,0.13,-0.62,5
53.9,-1.3793,31.8655,4,-4.11,-0.18,-0.43,5
55.0,-1.4239,31.8820,5,-3.78,-0.72,-1.20,4
56.1,-1.4204,31.9018,4,-3.43,-1.02,-1.45,4
57.1,-1.3984,31.9257,4,-3.33,-1.13,-1.29,4
58.1,-1.4002,31.9525,4,-3.54,-0.73,-1.49,4
59.1,-1.4080,31.9714,4,-3.52,-0.09,-1.66,4
