2015,278.37645,170.9840,80.8382,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
7.2,-1.5355,28.1937,8,-1.21,0.11,-8.30,7
8.0,-1.5352,28.1940,5,-2.25,1.97,4.09,6
9.0,-1.5353,28.1942,3,-2.30,2.84,3.94,4
9.9,-1.5352,28.1941,4,-2.21,3.12,3.34,4
11.1,-1.5351,28.1942,4,-1.76,3.26,3.17,3
12.1,-1.5352,28.1942,3,-1.51,3.03,3.19,4
13.1,-1.5351,28.1941,4,-1.72,2.75,2.87,3
14.1,-1.5351,28.1942,3,-1.41,3.44,3.41,4
15.1,-1.5351,28.1943,4,-1.29,3.14,3.44,3
16.1,-1.5351,28.1943,3,-1.26,3.09,3.47,4
16.9,-1.5351,28.1942,3,-1.04,3.83,3.49,3
17.9,-1.5351,28.1943,4,-0.92,3.44,3.52,4
18.9,-1.5349,28.1943,3,-0.98,3.47,3.57,3
20.0,-1.5347,28.1942,4,-1.01,3.56,3.60,4
21.0,-1.5347,28.1943,3,-1.08,3.45,3.73,3
22.0,-1.5346,28.1945,4,-0.96,3.07,3.93,3
23.0,-1.5342,28.1948,3,-0.91,3.32,3.85,4
24.0,-1.5336,28.1952,4,-0.17,3.22,4.44,3
25.0,-1.4685,28.5028,3,0.14,5.09,5.23,4
25.9,-1.1401,29.8131,4,2.39,7.73,4.22,4
27.1,-1.0582,30.3187,4,0.86,7.80,4.33,3
28.0,-1.0811,30.5600,3,-0.59,8.41,4.30,4
29.0,-1.1076,30.6774,4,-2.25,7.81,4.13,3
30.0,-1.1303,30.7516,3,-2.70,6.15,3.74,4
31.0,-1.1607,30.8432,4,-1.29,4.94,4.03,3
32.0,-1.1891,30.9217,3,-0.66,5.42,4.05,4
33.0,-1.2050,30.9840,4,-2.56,5.60,3.68,3
34.0,-1.2180,31.0603,3,-2.40,5.17,3.69,4
35.0,-1.2225,31.1023,4,-1.45,5.02,3.60,3
35.9,-1.2246,31.1572,3,-0.74,4.97,3.70,4
36.9,-1.2275,31.2185,4,-0.31,5.14,3.72,4
38.1,-1.2343,31.2822,4,0.02,5.56,3.37,3
39.0,-1.2465,31.3476,3,0.83,5.87,3.12,4
40.0,-1.2562,31.3990,4,1.40,6.16,3.31,3
41.0,-1.2523,31.4301,3,1.38,5.93,3.24,4
42.0,-1.2657,31.4707,4,1.47,6.14,2.98,3
43.0,-1.3309,31.5244,3,1.49,5.76,2.77,4
44.0,-1.4236,31.5495,4,1.70,5.34,2.73,3
45.0,-1.4626,31.5789,3,2.08,5.50,2.68,4
45.9,-1.3874,31.6193,4,1.60,6.57,2.74,4
47.1,-1.3816,31.6683,4,1.67,6.54,2.41,3
48.0,-1.3824,31.6931,3,2.12,6.22,2.40,4
49.0,-1.3759,31.7180,4,2.71,6.15,2.22,3
50.0,-1.3957,31.7451,3,2.05,5.93,2.36,4
51.0,-1.3430,31.7712,4,0.98,6.16,2.53,3
52.0,-1.3121,31.8076,3,1.02,6.80,2.30,4
52.9,-1.3403,31.8408,4,1.33,7.07,2.44,4
54.1,-1.3642,31.8661,4,1.05,7.15,2.83,3
55.0,-1.3833,31.8831,3,2.19,6.83,2.44,4
56.0,-1.3831,31.8953,4,2.20,5.86,2.52,3
57.0,-1.3904,31.9112,3,1.81,5.84,2.70,4
58.0,-1.4356,31.9308,4,1.51,6.00,3.10,3
59.0,-1.5393,31.9465,3,1.46,6.39,3.09,4
59.9,-1.5809,31.9606,4,1.76,6.32,2.74,4
61.1,-1.5857,31.9766,4,1.62,6.26,2.64,3
62.0,-1.5946,31.9950,3,1.41,6.24,2.71,4
63.0,-1.5793,32.0092,4,1.41,6.53,3.11,3
64.0,-1.5165,32.0260,3,1.90,6.64,2.95,4
65.0,-1.5158,32.0361,4,2.06,6.38,2.87,3
66.1,-1.4852,32.0465,4,1.96,6.13,3.05,4
67.0,-1.4821,32.0583,3,1.54,6.53,3.10,4
68.0,-1.5066,32.0654,4,1.55,6.62,3.03,3
69.0,-1.5223,32.0821,3,1.42,7.22,2.84,4
70.0,-1.5210,32.0955,4,1.15,7.03,3.02,3
71.0,-1.5354,32.1110,3,0.78,7.73,2.96,4
71.9,-1.5663,32.1294,4,1.17,8.15,3.08,4
73.0,-1.5868,32.1403,4,1.29,7.79,3.16,3
74.0,-1.5767,32.1485,3,0.99,7.84,3.02,4
75.0,-1.5691,32.1575,4,0.29,7.45,3.28,3
76.0,-1.5897,32.1691,3,-0.00,7.44,3.42,4
76.9,-1.5965,32.1790,4,-0.30,7.43,3.42,4
78.0,-1.5849,32.1904,4,0.02,7.57,3.37,3
79.0,-1.5728,32.1996,3,0.43,7.13,3.45,4
80.0,-1.5658,32.2131,4,0.53,6.85,3.36,3
81.0,-1.5668,32.2269,3,0.73,6.86,3.68,4
81.9,-1.5654,32.2396,4,0.62,6.41,3.64,4
83.0,-1.5665,32.2541,4,0.77,7.05,3.71,3
84.0,-1.5666,32.2690,3,1.28,7.02,3.68,4
85.0,-1.5723,32.2811,4,1.44,6.67,3.76,3
86.0,-1.5716,32.2900,3,1.79,6.24,3.85,4
86.9,-1.5596,32.3040,4,1.52,6.43,3.78,4
88.0,-1.5516,32.3238,4,0.61,6.74,3.94,3
89.0,-1.5610,32.3366,3,0.75,6.62,3.90,4
90.0,-1.5535,32.3475,4,0.81,6.45,3.91,3
91.1,-1.5465,32.3642,4,0.78,6.83,4.07,4
92.1,-1.5430,32.3723,3,0.54,6.61,4.18,4
93.0,-1.5328,32.3882,4,0.03,6.20,4.02,3
94.0,-1.5374,32.4029,3,0.67,6.90,4.04,4
95.0,-1.5522,32.4161,4,1.13,6.95,4.20,3
96.1,-1.5646,32.4255,4,1.49,6.29,4.31,4
97.0,-1.5497,32.4410,3,1.64,6.91,4.34,4
98.0,-1.5311,32.4572,4,0.88,6.77,4.13,3
99.0,-1.5202,32.4697,3,1.59,6.53,4.36,4
99.9,-1.5190,32.4774,4,1.99,6.12,4.32,3
101.1,-1.5178,32.4868,4,1.55,6.25,4.27,4
102.0,-1.5174,32.5007,3,1.48,5.82,4.31,4
103.0,-1.5177,32.5158,4,1.33,5.59,4.45,3
104.0,-1.5205,32.5273,3,0.82,5.47,4.29,4
104.9,-1.5225,32.5471,4,0.33,5.40,4.41,4
106.0,-1.5244,32.5711,4,0.37,5.83,4.49,3
107.0,-1.5239,32.5936,3,0.39,5.56,4.69,4
108.0,-1.5212,32.6059,4,0.46,5.49,4.66,3
109.1,-1.5148,32.6372,4,0.56,5.95,4.70,4
110.0,-1.5133,32.6618,3,0.16,5.75,4.84,4
111.0,-1.5085,32.6911,4,0.25,5.15,4.90,3
112.0,-1.5034,32.7087,3,0.89,5.17,4.71,4
112.9,-1.4897,32.7378,4,0.45,5.95,4.84,4
114.0,-1.4633,32.7919,4,1.22,5.61,4.57,3
115.0,-1.4431,32.8331,3,0.58,5.43,4.81,4
116.0,-1.4218,32.8909,4,0.21,5.42,4.71,3
117.1,-1.3889,32.9458,4,-0.21,5.26,4.43,4
118.0,-1.3639,32.9998,3,-0.78,4.92,4.52,4
119.0,-1.3464,33.0581,4,-2.93,5.39,4.77,3
120.0,-1.3290,33.1094,3,-3.58,5.39,4.67,4
120.9,-1.2928,33.1575,4,-2.18,6.46,4.34,4
122.0,-1.2541,33.2036,4,-1.80,6.64,4.19,3
123.0,-1.2336,33.2349,3,-2.45,6.36,4.06,4
123.9,-1.1849,33.2980,4,-2.29,6.75,4.29,3
125.0,-1.1489,33.3680,4,-0.69,7.74,3.97,4
126.0,-1.1252,33.4201,3,0.65,9.22,3.98,4
127.0,-1.1078,33.4696,4,1.09,10.90,3.96,3
128.0,-1.0867,33.5579,4,2.80,9.49,3.63,4
129.0,-1.0808,33.6197,3,5.64,8.83,3.33,4
130.0,-1.0979,33.6610,4,7.64,8.68,3.22,3
131.1,-1.0505,33.6979,4,7.34,7.05,3.06,4
132.0,-1.0305,33.7410,3,7.62,5.02,2.97,4
133.0,-1.0183,33.7839,4,8.71,3.05,3.11,3
134.1,-1.0167,33.8307,4,8.46,1.98,2.75,4
135.0,-0.9986,33.8623,3,8.99,1.87,2.85,4
136.0,-1.0160,33.8916,4,8.40,1.72,2.66,3
137.1,-1.0533,33.9208,4,8.18,2.40,2.73,4
138.0,-1.0420,33.9408,3,7.22,2.24,2.57,4
139.0,-1.0270,33.9680,4,6.81,2.40,2.64,3
140.0,-1.0859,33.9818,3,6.00,2.17,2.38,4
140.9,-1.1181,34.0069,4,5.39,1.54,2.59,4
142.0,-1.1203,34.0322,4,5.56,1.62,2.51,3
143.0,-1.1179,34.0483,3,4.89,1.71,2.30,4
144.0,-1.1280,34.0673,4,4.09,2.00,2.20,3
