2016,44.87662,-175.1751,83.4459,245
%pressure(dbar),temperature(C),salinity,nobs,east(cm/s),north(cm/s),vert(cm/s),nacm
6.8,-1.6299,29.7660,13,-1.06,-0.53,3.60,9
7.9,-1.6296,29.7660,4,-1.35,-1.78,4.12,5
9.0,-1.6297,29.7660,4,-1.16,-2.23,4.05,4
10.1,-1.6296,29.7659,4,-0.82,-2.29,3.55,4
11.0,-1.6296,29.7659,3,-1.16,-3.03,3.05,4
12.0,-1.6297,29.7660,4,-0.85,-2.03,2.03,3
13.0,-1.6296,29.7661,3,-0.78,-2.47,3.75,4
13.9,-1.6296,29.7661,4,-0.61,-3.08,4.13,3
15.1,-1.6296,29.7662,4,-1.05,-3.16,3.37,4
16.0,-1.6295,29.7659,3,-1.49,-3.50,3.74,4
17.0,-1.6295,29.7661,4,-1.54,-2.80,4.13,3
18.0,-1.6295,29.7660,3,-2.07,-3.26,3.61,4
18.9,-1.6296,29.7662,4,-2.08,-3.15,3.38,3
20.1,-1.6296,29.7664,4,-1.85,-2.86,3.17,4
21.0,-1.6296,29.7664,3,-1.58,-2.94,3.24,4
22.0,-1.6296,29.7665,4,-1.31,-3.28,2.80,3
23.0,-1.6295,29.7664,3,-1.56,-3.12,3.37,4
24.0,-1.6294,29.7665,4,-1.40,-3.28,3.09,3
24.9,-1.6295,29.7672,3,-2.23,-3.32,2.61,4
25.9,-1.6295,29.7677,4,-3.77,-2.38,3.07,3
27.0,-1.6294,29.7686,4,-4.82,-3.13,3.41,4
28.0,-1.6295,29.7696,3,-4.77,-2.89,3.66,4
29.0,-1.6286,29.7728,4,-5.82,-2.76,3.45,3
30.1,-1.6017,29.9154,4,-6.76,-3.02,3.55,4
31.0,-1.4891,30.3770,3,-1.47,-5.32,3.80,4
32.0,-1.4162,30.7199,4,4.77,-6.00,3.46,3
33.0,-1.3890,30.8886,3,6.22,-3.20,3.43,4
33.9,-1.3813,30.9862,4,6.20,-2.29,3.34,3
35.0,-1.3744,31.0856,4,4.85,-2.60,3.25,4
36.0,-1.3774,31.1467,3,4.19,-3.86,3.34,4
36.9,-1.3851,31.1973,4,4.24,-3.84,3.45,3
38.0,-1.3762,31.2564,4,4.08,-3.86,3.31,4
39.0,-1.3738,31.3140,3,4.31,-3.46,3.29,4
40.0,-1.3694,31.3738,4,5.16,-2.76,3.38,3
41.1,-1.3647,31.4202,4,5.46,-2.65,2.99,4
42.0,-1.3578,31.4492,3,5.97,-2.62,3.11,4
43.0,-1.3647,31.4938,4,6.02,-2.23,2.96,3
44.0,-1.3845,31.5429,3,6.24,-2.16,2.86,4
44.9,-1.3902,31.5821,4,6.41,-2.29,2.75,3
46.0,-1.3699,31.6226,4,6.21,-2.36,3.09,4
47.0,-1.3642,31.6663,3,5.90,-3.24,2.74,4
47.9,-1.3680,31.6912,4,5.49,-4.06,2.91,3
49.0,-1.3711,31.7174,4,4.92,-4.22,2.73,4
50.0,-1.3770,31.7471,3,4.81,-4.24,2.92,4
50.9,-1.3901,31.7815,4,4.99,-4.07,2.94,3
52.0,-1.3987,31.8095,4,5.30,-4.12,2.82,4
53.0,-1.3864,31.8279,3,5.72,-3.97,2.95,4
54.0,-1.3822,31.8523,4,5.68,-3.56,2.85,3
55.1,-1.4045,31.8843,4,5.70,-3.55,2.79,4
56.0,-1.4314,31.9034,3,5.21,-3.45,2.81,4
57.0,-1.4309,31.9279,4,4.31,-3.73,3.10,3
58.1,-1.4378,31.9522,4,3.42,-3.75,3.25,4
59.0,-1.4463,31.9799,3,2.47,-4.60,3.12,4
60.0,-1.4478,31.9995,4,1.75,-5.04,3.18,3
61.1,-1.4561,32.0191,4,1.92,-5.10,3.26,4
62.0,-1.4634,32.0428,3,2.63,-4.91,3.12,4
63.0,-1.4598,32.0580,4,3.18,-4.21,3.32,3
64.0,-1.4611,32.0763,3,3.22,-3.82,3.13,4
64.9,-1.4779,32.0914,4,3.21,-3.83,3.39,3
66.0,-1.4878,32.1074,4,2.20,-4.36,3.33,4
67.0,-1.4855,32.1218,3,1.24,-5.10,3.66,4
67.9,-1.4858,32.1324,4,0.95,-5.77,3.58,3
69.0,-1.4976,32.1485,4,1.00,-5.34,3.68,4
70.0,-1.5062,32.1619,3,1.38,-5.21,3.46,4
70.9,-1.5116,32.1738,4,1.64,-4.99,3.69,3
72.0,-1.5189,32.1875,4,1.84,-4.97,3.47,4
73.0,-1.5161,32.1982,3,1.53,-5.02,3.39,4
73.9,-1.5196,32.2098,4,1.15,-5.20,3.55,3
75.0,-1.5330,32.2271,4,0.83,-5.16,3.75,4
76.0,-1.5452,32.2491,3,0.74,-5.57,3.53,4
76.9,-1.5474,32.2638,4,1.14,-5.48,3.36,3
78.0,-1.5467,32.2831,4,0.88,-5.74,3.68,4
79.0,-1.5464,32.2941,3,0.89,-6.02,3.51,4
79.9,-1.5461,32.3063,4,0.78,-5.95,3.38,3
81.0,-1.5427,32.3174,4,0.93,-6.00,3.40,4
82.0,-1.5346,32.3363,3,1.82,-5.10,3.39,4
82.9,-1.5389,32.3502,4,2.57,-4.54,3.39,3
84.0,-1.5429,32.3646,4,3.58,-4.31,3.54,4
85.0,-1.5407,32.3781,3,4.01,-4.01,3.62,4
85.9,-1.5404,32.3914,4,3.80,-4.28,3.40,3
